Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,NOP,1,Graham-Hart-Jones-Ingram-Valanciunas,.480,.450,+13,36%,27%,53.0%,0%
2122,NOP,2,McCollum-Jones-Ingram-Hayes-Valanciunas,.540,.510,+12,31%,34%,52.5%,+3%
2122,NOP,3,Graham-Alexander-Walker-Hart-Temple-Valanciunas,.450,.440,-8,31%,25%,47.5%,-5%
2122,NOP,4,Graham-McCollum-Jones-Hayes-Valanciunas,.500,.440,+11,35%,33%,59.0%,+1%
2122,NOP,5,Graham-Alexander-Walker-Jones-Ingram-Valanciunas,.480,.450,0,34%,36%,49.5%,+1%
2122,NOP,6,Graham-Temple-Jones-Ingram-Valanciunas,.450,.490,+24,34%,26%,51.0%,+3%
2122,NOP,7,Graham-Alexander-Walker-Hart-Jones-Valanciunas,.540,.480,+1,43%,26%,55.0%,+3%
2122,NOP,8,Graham-McCollum-Jones-Ingram-Valanciunas,.500,.460,-3,31%,28%,44.0%,-6%
2122,NOP,9,Graham-Hart-Temple-Jones-Hernangomez,.410,.530,+1,35%,31%,54.0%,+3%
2122,NOP,10,Graham-Alexander-Walker-Hart-Ingram-Valanciunas,.490,.550,+15,30%,24%,56.5%,-6%
2122,NOP,11,Graham-Hart-Jones-Ingram-Hernangomez,.410,.450,+6,29%,31%,55.5%,-2%
2122,NOP,12,Graham-Jones-Ingram-Hayes-Valanciunas,.490,.440,-6,35%,32%,46.5%,+1%
2122,NOP,13,Satoransky-Alexander-Walker-Hart-Ingram-Valanciunas,.450,.520,-6,35%,25%,49.5%,-10%
2122,NOP,14,Satoransky-Alexander-Walker-Hart-Temple-Valanciunas,.440,.460,-4,33%,26%,48.0%,-1%
2122,NOP,15,McCollum-Snell-Jones-Ingram-Valanciunas,.560,.390,-13,29%,30%,57.5%,+4%
2122,NOP,16,Satoransky-Alexander-Walker-Hart-Ingram-Hernangomez,.530,.450,-6,37%,35%,46.0%,+6%
2122,NOP,17,McCollum-Jones-Ingram-MurphyIII-Valanciunas,.600,.470,+9,27%,43%,47.0%,+1%
2122,NOP,18,Graham-Jones-Ingram-MurphyIII-Valanciunas,.450,.590,+8,31%,22%,60.5%,+6%
2122,NOP,19,Graham-Hart-Temple-Jones-Valanciunas,.480,.470,+1,40%,23%,45.0%,0%
2122,NOP,20,McCollum-Jones-Ingram-Hayes-Hernangomez,.460,.470,-6,39%,36%,58.0%,+3%
