Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,HOU,1,Lin-Harden-Parsons-Patterson-Asik,.476,.488,+91,41%,28%,51.0%,-4%
1213,HOU,2,Lin-Harden-Parsons-Morris-Asik,.455,.435,+79,44%,31%,51.0%,-2%
1213,HOU,3,Lin-Harden-Parsons-Motiejunas-Asik,.504,.472,+40,45%,22%,51.5%,-2%
1213,HOU,4,Lin-Harden-Delfino-Parsons-Asik,.468,.468,+20,38%,30%,47.0%,+2%
1213,HOU,5,Lin-Harden-Delfino-Parsons-Smith,.500,.459,+1,36%,30%,51.0%,-1%
1213,HOU,6,Lin-Harden-Parsons-Smith-Asik,.504,.380,+4,38%,31%,45.5%,-3%
1213,HOU,7,Lin-Harden-Garcia-Smith-Asik,.474,.467,+2,41%,26%,49.0%,-9%
1213,HOU,8,Lin-Harden-Delfino-Parsons-Patterson,.454,.469,-6,31%,26%,49.5%,+12%
1213,HOU,9,Douglas-Delfino-Parsons-Morris-Smith,.538,.443,+6,27%,26%,56.0%,+2%
1213,HOU,10,Lin-Harden-Delfino-Morris-Asik,.468,.392,-7,35%,34%,54.0%,-8%
1213,HOU,11,Douglas-Harden-Delfino-Patterson-Smith,.511,.449,+10,35%,27%,57.5%,+5%
1213,HOU,12,Lin-Harden-Delfino-Patterson-Asik,.458,.466,+6,46%,27%,58.0%,+3%
1213,HOU,13,Douglas-Harden-Parsons-Morris-Asik,.389,.442,+13,40%,31%,44.0%,0%
1213,HOU,14,Douglas-Harden-Delfino-Morris-Smith,.413,.463,+14,31%,25%,48.5%,+1%
1213,HOU,15,Beverley-Harden-Delfino-Parsons-Asik,.429,.387,+3,29%,29%,41.5%,+6%
1213,HOU,16,Lin-Delfino-Parsons-Patterson-Asik,.557,.473,+12,43%,26%,51.0%,+1%
1213,HOU,17,Lin-Harden-Parsons-Patterson-Smith,.456,.467,+1,35%,33%,48.0%,-4%
1213,HOU,18,Douglas-Delfino-Parsons-Morris-Asik,.382,.397,+8,45%,40%,51.0%,-4%
1213,HOU,19,Douglas-Harden-Delfino-Parsons-Asik,.534,.424,+13,33%,32%,50.5%,-3%
1213,HOU,20,Douglas-Harden-Delfino-Morris-Asik,.483,.419,-9,38%,19%,48.0%,-2%
