Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1415,CLE,1,Irving-JR.Smith-James-Love-Mozgov,.508,.444,+58,33%,30%,52.5%,+1%
1415,CLE,2,Irving-James-Marion-Love-Varejao,.479,.476,+39,38%,33%,51.0%,-2%
1415,CLE,3,Irving-James-Marion-Love-Thompson,.498,.456,+30,40%,32%,57.5%,+6%
1415,CLE,4,Irving-JR.Smith-James-Love-Thompson,.416,.433,+26,29%,39%,50.5%,+5%
1415,CLE,5,Irving-Waiters-James-Love-Varejao,.485,.469,-15,33%,31%,47.0%,-9%
1415,CLE,6,Irving-Shumpert-JR.Smith-Love-Thompson,.369,.418,+22,28%,29%,52.5%,+4%
1415,CLE,7,Irving-JR.Smith-James-Thompson-Mozgov,.492,.434,-21,33%,30%,45.0%,-11%
1415,CLE,8,Dellavedova-Shumpert-Jones-James-Thompson,.404,.524,+21,18%,36%,48.5%,0%
1415,CLE,9,Irving-Miller-James-Love-Varejao,.500,.514,+8,42%,26%,49.5%,+1%
1415,CLE,10,Irving-Shumpert-JR.Smith-Love-Mozgov,.478,.377,+5,29%,36%,46.0%,+6%
1415,CLE,11,Irving-Waiters-James-Love-Thompson,.495,.413,+19,43%,33%,46.0%,+11%
1415,CLE,12,Irving-Dellavedova-James-Love-Thompson,.506,.500,+24,27%,18%,67.0%,+6%
1415,CLE,13,Dellavedova-Waiters-James-Love-Thompson,.341,.469,+8,21%,37%,55.0%,-4%
1415,CLE,14,Irving-Dellavedova-Miller-Love-Thompson,.447,.488,+10,30%,32%,46.5%,-3%
1415,CLE,15,Dellavedova-Miller-James-Love-Thompson,.457,.515,+14,21%,25%,54.0%,+3%
1415,CLE,16,Dellavedova-Shumpert-James-Thompson-Mozgov,.453,.329,+4,20%,26%,57.5%,-1%
1415,CLE,17,Irving-Shumpert-James-Love-Thompson,.582,.456,+12,20%,26%,48.5%,-3%
1415,CLE,18,Dellavedova-JR.Smith-James-Love-Mozgov,.524,.508,-9,32%,37%,49.0%,-4%
1415,CLE,19,Irving-JR.Smith-Miller-Love-Mozgov,.500,.470,+4,26%,21%,47.5%,-10%
1415,CLE,20,Dellavedova-Shumpert-JR.Smith-James-Thompson,.593,.400,+2,22%,40%,58.0%,+12%
