Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1516,ATL,1,Teague-Bazemore-Korver-Millsap-Horford,.460,.430,-42,28%,28%,45.5%,+1%
1516,ATL,2,Teague-Korver-Sefolosha-Millsap-Horford,.470,.410,-8,27%,26%,44.5%,0%
1516,ATL,3,Schroder-Hardaway-Sefolosha-Scott-Horford,.460,.390,-5,30%,27%,47.0%,+4%
1516,ATL,4,Teague-Bazemore-Sefolosha-Millsap-Horford,.410,.480,+16,27%,25%,46.0%,+6%
1516,ATL,5,Schroder-Bazemore-Korver-Millsap-Horford,.470,.420,+1,25%,28%,45.0%,+8%
1516,ATL,6,Schroder-Hardaway-Korver-Scott-Horford,.420,.360,-8,20%,29%,42.5%,-5%
1516,ATL,7,Teague-Korver-Sefolosha-Millsap-Muscala,.470,.420,-6,25%,21%,53.0%,+4%
1516,ATL,8,Schroder-Bazemore-Sefolosha-Millsap-Splitter,.540,.410,+19,33%,20%,47.5%,+12%
1516,ATL,9,Schroder-Bazemore-Korver-Scott-Horford,.470,.440,-3,32%,23%,41.5%,+12%
1516,ATL,10,Schroder-Hardaway-Sefolosha-Millsap-Humphries,.400,.420,+11,25%,30%,48.0%,+3%
1516,ATL,11,Schroder-Korver-Sefolosha-Scott-Horford,.440,.470,-7,27%,33%,49.0%,+10%
1516,ATL,12,Teague-Korver-Sefolosha-Millsap-Splitter,.440,.460,-5,34%,29%,48.5%,0%
1516,ATL,13,Schroder-Teague-Bazemore-Millsap-Horford,.450,.480,+5,21%,36%,36.0%,+5%
1516,ATL,14,Teague-Bazemore-Korver-Scott-Horford,.440,.310,-18,22%,27%,45.5%,+3%
1516,ATL,15,Schroder-Korver-Sefolosha-Millsap-Horford,.440,.510,-11,30%,31%,44.0%,-3%
1516,ATL,16,Schroder-Bazemore-Hardaway-Scott-Horford,.510,.390,-5,36%,27%,43.0%,+7%
1516,ATL,17,Schroder-Patterson-Korver-Scott-Horford,.560,.480,+1,29%,34%,44.0%,+6%
1516,ATL,18,Teague-Bazemore-Korver-Millsap-Splitter,.490,.470,+4,40%,38%,48.0%,-5%
1516,ATL,19,Teague-Bazemore-Korver-Scott-Millsap,.330,.530,-6,27%,31%,50.5%,+1%
1516,ATL,20,Teague-Bazemore-Korver-Millsap-Humphries,.490,.390,+2,25%,27%,47.0%,-1%
