Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1617,IND,1,Teague-Ellis-George-T.Young-Turner,.490,.460,+1,28%,28%,44.5%,0%
1617,IND,2,Teague-Miles-George-T.Young-Turner,.490,.440,-38,23%,27%,47.0%,+2%
1617,IND,3,Teague-RobinsonIII-George-T.Young-Turner,.500,.440,+58,23%,27%,45.5%,+2%
1617,IND,4,Teague-Ellis-RobinsonIII-T.Young-Turner,.520,.430,+24,25%,25%,47.0%,0%
1617,IND,5,Teague-Miles-George-Allen-Turner,.470,.480,+3,25%,26%,50.0%,-1%
1617,IND,6,Teague-Ellis-Miles-George-Turner,.480,.510,+13,22%,20%,46.0%,+10%
1617,IND,7,Teague-Ellis-George-Allen-Turner,.480,.410,+6,17%,24%,57.0%,+5%
1617,IND,8,Teague-RobinsonIII-George-Turner-Seraphin,.510,.460,+6,14%,19%,44.0%,-5%
1617,IND,9,Brooks-Ellis-RobinsonIII-Allen-Jefferson,.480,.430,-12,26%,23%,50.0%,-7%
1617,IND,10,Teague-Miles-George-T.Young-Jefferson,.440,.520,-3,33%,26%,57.0%,+1%
1617,IND,11,Brooks-Ellis-Miles-Jefferson-Seraphin,.370,.430,-1,24%,20%,43.5%,-2%
1617,IND,12,Teague-Ellis-Miles-T.Young-Turner,.490,.450,-1,23%,24%,45.0%,-1%
1617,IND,13,Brooks-Stuckey-RobinsonIII-Miles-Jefferson,.450,.460,+1,33%,9%,50.0%,+5%
1617,IND,14,Ellis-Stuckey-RobinsonIII-Christmas-Allen,.490,.440,-2,31%,28%,53.5%,-14%
1617,IND,15,Ellis-Stuckey-RobinsonIII-Miles-Jefferson,.470,.380,-3,18%,27%,45.0%,+8%
1617,IND,16,Brooks-Ellis-Miles-T.Young-Jefferson,.560,.480,-1,36%,24%,44.5%,+9%
1617,IND,17,Brooks-Stuckey-RobinsonIII-Allen-Jefferson,.450,.480,-7,24%,17%,61.5%,-9%
1617,IND,18,Teague-Ellis-George-Turner-Seraphin,.430,.500,-13,21%,20%,40.0%,-10%
1617,IND,19,Brooks-Ellis-Miles-Allen-Jefferson,.480,.380,-20,27%,15%,54.0%,+3%
1617,IND,20,Brooks-RobinsonIII-Miles-Allen-Jefferson,.440,.480,+9,28%,35%,58.5%,-2%
