Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2021,GSW,1,Curry-Bazemore-Wiggins-Looney-Green,.500,.440,-47,30%,34%,51.5%,-2%
2021,GSW,2,Curry-OubreJr.-Wiggins-Green-Wiseman,.460,.450,-24,36%,35%,45.0%,-4%
2021,GSW,3,Curry-OubreJr.-Wiggins-Looney-Green,.480,.440,-23,34%,34%,47.0%,+3%
2021,GSW,4,Curry-OubreJr.-Toscano-Anderson-Wiggins-Green,.530,.460,+17,39%,34%,49.5%,-2%
2021,GSW,5,Wanamaker-Lee-Bazemore-Wiggins-Paschall,.450,.390,+8,33%,35%,43.0%,+4%
2021,GSW,6,Curry-Bazemore-Toscano-Anderson-Wiggins-Green,.520,.440,-18,35%,22%,48.0%,0%
2021,GSW,7,Curry-Mulder-Bazemore-Toscano-Anderson-Green,.520,.460,-4,36%,25%,43.5%,+10%
2021,GSW,8,Mulder-Poole-Toscano-Anderson-Wiggins-Looney,.420,.430,-7,21%,37%,45.0%,0%
2021,GSW,9,Curry-Bazemore-Wiggins-Green-Wiseman,.460,.540,-6,37%,33%,53.5%,+2%
2021,GSW,10,Curry-Bazemore-OubreJr.-Green-Wiseman,.580,.350,-23,43%,35%,42.0%,0%
2021,GSW,11,Poole-Bazemore-Toscano-Anderson-Wiggins-Looney,.390,.380,-4,28%,34%,43.5%,+4%
2021,GSW,12,Curry-Mulder-Wiggins-Looney-Green,.530,.490,-1,38%,25%,57.5%,-5%
2021,GSW,13,Wanamaker-Lee-OubreJr.-Wiggins-Paschall,.340,.450,+2,28%,37%,44.0%,+9%
2021,GSW,14,Curry-OubreJr.-Toscano-Anderson-Wiggins-Wiseman,.390,.390,-10,37%,43%,47.5%,-2%
2021,GSW,15,Curry-Lee-OubreJr.-Wiggins-Green,.400,.510,-7,24%,28%,38.0%,-5%
2021,GSW,16,Poole-OubreJr.-Wiggins-Green-Wiseman,.490,.570,-3,30%,46%,44.5%,-3%
2021,GSW,17,Wanamaker-Mulder-Lee-Wiggins-Paschall,.550,.510,+2,27%,30%,56.0%,-8%
2021,GSW,18,Mannion-Poole-Lee-OubreJr.-Looney,.400,.420,-3,23%,42%,43.5%,+2%
2021,GSW,19,Curry-Mulder-Toscano-Anderson-Wiggins-Green,.430,.430,+1,31%,30%,49.0%,+7%
2021,GSW,20,Wanamaker-Lee-Bazemore-OubreJr.-Paschall,.490,.460,-1,47%,44%,50.0%,+3%
