Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1718,OKC,1,Westbrook-Roberson-George-Anthony-Adams,.480,.450,+66,33%,31%,57.0%,+4%
1718,OKC,2,Westbrook-Brewer-George-Anthony-Adams,.450,.490,+88,37%,33%,54.5%,+1%
1718,OKC,3,Westbrook-Ferguson-George-Anthony-Adams,.460,.490,-7,33%,37%,54.0%,-2%
1718,OKC,4,Westbrook-Abrines-George-Anthony-Adams,.460,.490,+19,28%,32%,54.0%,-1%
1718,OKC,5,Westbrook-Huestis-George-Anthony-Adams,.500,.460,+31,33%,34%,54.0%,+3%
1718,OKC,6,Felton-Abrines-Grant-George-Patterson,.380,.500,+2,26%,34%,41.0%,+5%
1718,OKC,7,Westbrook-Grant-George-Anthony-Adams,.490,.470,-24,39%,38%,55.5%,-6%
1718,OKC,8,Felton-Abrines-Huestis-Grant-Patterson,.410,.440,+3,28%,31%,51.0%,+1%
1718,OKC,9,Felton-Ferguson-Grant-George-Patterson,.410,.440,-5,32%,38%,43.5%,-8%
1718,OKC,10,Felton-Ferguson-Huestis-Grant-Patterson,.450,.450,+8,33%,32%,46.0%,+1%
1718,OKC,11,Westbrook-Abrines-Roberson-Anthony-Adams,.360,.490,+13,33%,31%,55.5%,+6%
1718,OKC,12,Felton-Huestis-Grant-George-Patterson,.350,.400,+6,26%,36%,47.0%,-8%
1718,OKC,13,Westbrook-Felton-George-Anthony-Adams,.440,.460,-9,30%,29%,50.0%,+2%
1718,OKC,14,Westbrook-Roberson-George-Anthony-Johnson,.460,.410,-6,36%,21%,51.5%,+5%
1718,OKC,15,Westbrook-Abrines-Grant-George-Adams,.520,.390,-2,36%,33%,46.0%,+4%
1718,OKC,16,Westbrook-Roberson-Huestis-Anthony-Adams,.430,.420,-3,33%,33%,52.5%,0%
1718,OKC,17,Westbrook-Roberson-Grant-George-Anthony,.570,.410,-8,34%,32%,51.5%,+8%
1718,OKC,18,Westbrook-Felton-Grant-George-Patterson,.510,.500,+4,39%,39%,39.5%,+9%
1718,OKC,19,Felton-Abrines-Grant-Anthony-Patterson,.420,.440,+7,27%,30%,47.0%,+2%
1718,OKC,20,Westbrook-Roberson-Grant-George-Adams,.410,.330,-7,36%,31%,54.0%,+2%
