Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0910,WAS,1,Foye-Miller-Butler-Jamison-Haywood,.487,.480,+1,32%,30%,54.0%,-6%
0910,WAS,2,Foye-Miller-Thornton-Blatche-McGee,.480,.500,+1,34%,37%,48.5%,-6%
0910,WAS,3,Foye-Stevenson-Butler-Jamison-Haywood,.456,.457,+15,23%,27%,51.0%,-1%
0910,WAS,4,Arenas-Young-Butler-Jamison-Haywood,.502,.460,+21,29%,28%,49.5%,+4%
0910,WAS,5,Livingston-Young-Miller-Blatche-Oberto,.574,.459,-26,31%,31%,54.0%,-3%
0910,WAS,6,Arenas-Stevenson-Butler-Jamison-Haywood,.468,.446,+19,31%,25%,54.0%,-1%
0910,WAS,7,Arenas-Foye-Butler-Jamison-Haywood,.410,.473,-8,26%,25%,52.0%,-2%
0910,WAS,8,Livingston-Miller-Thornton-Blatche-McGee,.404,.438,-22,38%,39%,48.0%,-6%
0910,WAS,9,Foye-Young-Butler-Jamison-Haywood,.517,.451,+8,25%,22%,49.0%,-7%
0910,WAS,10,Livingston-Young-Miller-Blatche-McGee,.531,.461,+9,39%,40%,42.0%,+3%
0910,WAS,11,Arenas-Stevenson-Butler-Blatche-Haywood,.407,.414,+2,26%,34%,60.0%,-9%
0910,WAS,12,Foye-Miller-Thornton-Singleton-Blatche,.543,.447,-11,22%,42%,47.0%,-6%
0910,WAS,13,Boykins-Arenas-Butler-Jamison-Haywood,.453,.462,0,24%,28%,49.0%,-9%
0910,WAS,14,Arenas-Miller-Butler-Jamison-Haywood,.472,.468,-1,36%,29%,60.0%,-2%
0910,WAS,15,Boykins-Young-Butler-Jamison-Blatche,.395,.478,-6,22%,39%,46.5%,+11%
0910,WAS,16,Livingston-Gee-Miller-Singleton-Blatche,.459,.583,+2,30%,42%,54.5%,+12%
0910,WAS,17,Livingston-Young-Miller-Singleton-Blatche,.537,.541,-11,28%,38%,44.0%,-2%
0910,WAS,18,Boykins-Young-Miller-Jamison-Blatche,.484,.458,+3,35%,44%,52.5%,+2%
0910,WAS,19,Boykins-Miller-Butler-Jamison-Haywood,.450,.587,+3,30%,35%,55.5%,+8%
0910,WAS,20,Boykins-Young-Butler-Jamison-Haywood,.500,.458,-5,15%,42%,42.5%,-2%
