Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1213,ORL,1,Nelson-Redick-Afflalo-Davis-Vucevic,.497,.471,-9,32%,35%,53.0%,-4%
1213,ORL,2,Nelson-Afflalo-Harkless-Davis-Vucevic,.401,.414,+1,32%,32%,45.5%,-2%
1213,ORL,3,Nelson-Afflalo-Harkless-Harris-Vucevic,.402,.468,-43,27%,36%,47.0%,-1%
1213,ORL,4,Nelson-Afflalo-Harkless-Nicholson-Vucevic,.462,.498,-10,36%,28%,53.0%,-4%
1213,ORL,5,Redick-Moore-Afflalo-Davis-Vucevic,.476,.508,-19,28%,27%,49.0%,-2%
1213,ORL,6,Moore-Afflalo-Harkless-Nicholson-Vucevic,.500,.525,-9,27%,34%,45.5%,-8%
1213,ORL,7,Nelson-Redick-Afflalo-McRoberts-Vucevic,.517,.449,+9,27%,30%,49.5%,-2%
1213,ORL,8,Udrih-Moore-Harkless-Harris-Vucevic,.461,.439,+7,39%,43%,49.5%,-1%
1213,ORL,9,Nelson-Afflalo-Jones-Nicholson-Vucevic,.489,.524,-9,29%,30%,50.5%,0%
1213,ORL,10,Nelson-Redick-Afflalo-Ayon-Vucevic,.514,.491,+2,37%,36%,49.0%,-10%
1213,ORL,11,Nelson-Afflalo-Jones-Davis-Vucevic,.485,.479,-6,42%,35%,56.5%,-8%
1213,ORL,12,Udrih-Jones-Harkless-Harris-Vucevic,.353,.476,+9,41%,38%,46.5%,+8%
1213,ORL,13,Nelson-Redick-Afflalo-Nicholson-Vucevic,.486,.469,-10,23%,30%,48.0%,-10%
1213,ORL,14,Udrih-Harkless-Harris-Nicholson-Vucevic,.471,.403,-2,31%,26%,51.0%,-2%
1213,ORL,15,Udrih-Lamb-Harkless-Harris-Vucevic,.479,.462,-8,45%,29%,52.0%,-2%
1213,ORL,16,Nelson-Afflalo-Harkless-Ayon-Vucevic,.604,.455,-3,23%,23%,51.0%,-13%
1213,ORL,17,Redick-Moore-Nicholson-McRoberts-Ayon,.491,.426,-3,24%,31%,49.0%,-15%
1213,ORL,18,Redick-Moore-Afflalo-Nicholson-Ayon,.462,.547,-12,35%,44%,44.5%,+7%
1213,ORL,19,Nelson-Jones-Harkless-Harris-O'Quinn,.571,.525,-9,43%,28%,41.0%,-1%
1213,ORL,20,Nelson-Redick-Harkless-Davis-Vucevic,.519,.581,-2,35%,21%,54.5%,+11%
