Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1415,ORL,1,Oladipo-Fournier-Harris-Frye-Vucevic,.468,.492,-10,33%,30%,44.5%,-3%
1415,ORL,2,Payton-Oladipo-Harris-Vucevic-Dedmon,.449,.455,-25,37%,34%,53.5%,0%
1415,ORL,3,Payton-Fournier-Harris-Frye-Vucevic,.477,.492,-10,43%,33%,49.0%,-3%
1415,ORL,4,Payton-Oladipo-Harris-O'Quinn-Vucevic,.451,.454,-14,38%,27%,43.0%,+6%
1415,ORL,5,Payton-Oladipo-Harris-Frye-Vucevic,.418,.515,-2,35%,30%,47.0%,+1%
1415,ORL,6,Payton-Oladipo-Marble-Frye-Vucevic,.486,.525,+4,40%,36%,49.0%,+5%
1415,ORL,7,Payton-Oladipo-Fournier-Harris-Vucevic,.481,.495,0,36%,29%,53.5%,-2%
1415,ORL,8,Payton-Oladipo-A.Gordon-Harris-Vucevic,.410,.459,-11,30%,33%,55.0%,+2%
1415,ORL,9,Oladipo-Fournier-Harris-O'Quinn-Frye,.532,.448,-11,36%,22%,49.5%,+1%
1415,ORL,10,Payton-Oladipo-Harris-Nicholson-Vucevic,.544,.470,-2,43%,30%,46.5%,0%
1415,ORL,11,Payton-Oladipo-Fournier-Frye-Vucevic,.511,.488,-2,38%,36%,50.0%,+4%
1415,ORL,12,Payton-Oladipo-A.Gordon-Frye-Vucevic,.474,.568,+3,41%,35%,53.5%,+4%
1415,ORL,13,Payton-Oladipo-Green-Harris-Vucevic,.415,.398,+11,40%,22%,46.5%,+6%
1415,ORL,14,Payton-Oladipo-Harkless-Frye-Vucevic,.446,.486,-6,42%,30%,48.5%,+13%
1415,ORL,15,Ridnour-Fournier-Harris-Frye-Vucevic,.457,.403,-3,26%,24%,54.0%,0%
1415,ORL,16,Payton-Oladipo-Fournier-Harris-Frye,.431,.453,+12,33%,27%,53.5%,0%
1415,ORL,17,Payton-B.Gordon-Fournier-Frye-Dedmon,.536,.364,-10,32%,31%,54.5%,-1%
1415,ORL,18,Payton-Fournier-A.Gordon-Harris-Vucevic,.481,.420,-4,29%,36%,40.5%,-10%
1415,ORL,19,Payton-Oladipo-Harris-Frye-Dedmon,.460,.390,-7,33%,47%,49.0%,-2%
1415,ORL,20,Payton-Oladipo-A.Gordon-Nicholson-Vucevic,.630,.542,-6,28%,42%,53.5%,-9%
