Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
2122,MIN,1,Russell-Beverley-Edwards-Vanderbilt-Towns,.490,.460,+1,37%,32%,51.5%,+2%
2122,MIN,2,Russell-Edwards-McDaniels-Vanderbilt-Towns,.450,.480,-5,33%,34%,49.5%,0%
2122,MIN,3,Russell-Beasley-Edwards-Vanderbilt-Towns,.550,.530,-6,34%,33%,50.5%,+1%
2122,MIN,4,Russell-Beasley-Edwards-McDaniels-Towns,.470,.470,-2,37%,38%,52.5%,+4%
2122,MIN,5,Beverley-Beasley-Edwards-Vanderbilt-Towns,.470,.520,-2,30%,36%,52.0%,-5%
2122,MIN,6,Russell-Beverley-Edwards-McDaniels-Towns,.480,.480,+16,37%,34%,47.5%,+3%
2122,MIN,7,Beverley-Beasley-Edwards-McDaniels-Towns,.460,.460,-4,39%,33%,45.0%,+6%
2122,MIN,8,Beverley-Beasley-Edwards-Vanderbilt-Reid,.420,.460,-28,33%,27%,50.5%,+5%
2122,MIN,9,Beverley-Edwards-McDaniels-Vanderbilt-Towns,.490,.420,+2,41%,25%,54.0%,+8%
2122,MIN,10,Russell-Beasley-Prince-McDaniels-Reid,.390,.420,-5,27%,42%,35.0%,+7%
2122,MIN,11,Russell-Beverley-Beasley-Vanderbilt-Towns,.440,.490,-8,43%,39%,60.0%,-4%
2122,MIN,12,Russell-Beverley-McDaniels-Vanderbilt-Towns,.410,.450,-1,32%,37%,50.5%,0%
2122,MIN,13,Russell-Edwards-Prince-Vanderbilt-Towns,.470,.360,-10,41%,37%,53.5%,-5%
2122,MIN,14,Russell-Okogie-Edwards-McDaniels-Towns,.350,.430,+16,40%,40%,50.0%,+7%
2122,MIN,15,Beverley-Beasley-McDaniels-Vanderbilt-Towns,.350,.320,+12,28%,44%,56.0%,-2%
2122,MIN,16,McLaughlin-Beasley-Edwards-Vanderbilt-Towns,.450,.470,-2,35%,23%,57.5%,+12%
2122,MIN,17,Nowell-Edwards-McDaniels-Vanderbilt-Towns,.440,.510,0,35%,29%,51.0%,+6%
2122,MIN,18,McLaughlin-Nowell-Beasley-Prince-Towns,.590,.360,+12,32%,26%,43.5%,+11%
2122,MIN,19,Beverley-Edwards-Prince-Vanderbilt-Towns,.470,.560,-3,35%,36%,51.0%,-6%
2122,MIN,20,McLaughlin-Beasley-Edwards-McDaniels-Towns,.480,.420,+8,41%,28%,56.0%,-2%
