Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
0708,UTA,1,Williams-Brewer-Kirilenko-Boozer-Okur,.548,.538,+26,46%,37%,100%,0%
0708,UTA,2,Williams-Korver-Harpring-Millsap-Okur,.539,.504,-21,33%,30%,102%,-2%
0708,UTA,3,Williams-Korver-Kirilenko-Boozer-Okur,.548,.469,+13,33%,36%,91%,-1%
0708,UTA,4,Williams-Miles-Brewer-Boozer-Okur,.574,.533,-9,39%,35%,104%,0%
0708,UTA,5,Williams-Brewer-Kirilenko-Boozer-Collins,.507,.546,+4,44%,38%,103%,+5%
0708,UTA,6,Williams-Brewer-Kirilenko-Millsap-Boozer,.605,.473,+14,43%,40%,109%,+2%
0708,UTA,7,Price-Korver-Harpring-Millsap-Okur,.550,.535,-4,34%,28%,109%,-1%
0708,UTA,8,Price-Brewer-Harpring-Millsap-Boozer,.483,.482,-16,45%,30%,103%,-1%
0708,UTA,9,Williams-Korver-Harpring-Boozer-Okur,.565,.461,-3,38%,33%,100%,+4%
0708,UTA,10,Williams-Price-Kirilenko-Boozer-Okur,.599,.490,-2,41%,34%,109%,-2%
0708,UTA,11,Williams-Brewer-Harpring-Boozer-Okur,.586,.548,-6,33%,42%,86%,-3%
0708,UTA,12,Williams-Miles-Kirilenko-Boozer-Okur,.452,.542,-10,42%,37%,103%,-2%
0708,UTA,13,Williams-Giricek-Kirilenko-Boozer-Okur,.534,.449,-8,32%,43%,106%,0%
0708,UTA,14,Williams-Brewer-Harpring-Millsap-Boozer,.418,.493,+4,39%,40%,109%,-4%
0708,UTA,15,Williams-Korver-Harpring-Millsap-Boozer,.516,.554,-28,41%,40%,73%,-6%
0708,UTA,16,Hart-Brewer-Harpring-Boozer-Collins,.543,.565,-18,31%,26%,86%,-2%
0708,UTA,17,Hart-Price-Miles-Millsap-Collins,.507,.447,-3,39%,26%,110%,+17%
0708,UTA,18,Williams-Miles-Kirilenko-Millsap-Boozer,.467,.452,-2,45%,32%,105%,+3%
0708,UTA,19,Williams-Giricek-Harpring-Millsap-Collins,.447,.474,-10,32%,29%,95%,-6%
0708,UTA,20,Williams-Korver-Kirilenko-Millsap-Okur,.574,.457,+9,36%,31%,118%,+4%
