Year,Team,#,Unit,eFG,eFGA,FTA,Close,dClose,Reb,T/O
1011,NOH,1,Paul-Belinelli-Ariza-West-Okafor,.481,.469,+23,28%,31%,50.0%,+2%
1011,NOH,2,Paul-Green-Ariza-West-Okafor,.433,.444,-6,27%,27%,47.5%,+1%
1011,NOH,3,Paul-Belinelli-Ariza-Landry-Okafor,.466,.517,+1,26%,30%,48.5%,+2%
1011,NOH,4,Paul-Green-Ariza-West-Smith,.508,.496,+5,27%,24%,54.0%,+9%
1011,NOH,5,Paul-Thornton-Ariza-West-Okafor,.532,.407,+13,24%,28%,49.5%,+6%
1011,NOH,6,Paul-Jack-Ariza-West-Okafor,.445,.402,+12,37%,24%,55.5%,+3%
1011,NOH,7,Paul-Belinelli-Ariza-West-Smith,.500,.467,-13,29%,35%,52.5%,+6%
1011,NOH,8,Paul-Green-Ariza-West-Gray,.483,.453,0,27%,27%,46.5%,+4%
1011,NOH,9,Paul-Belinelli-Pondexter-West-Okafor,.520,.379,+6,25%,28%,42.0%,+2%
1011,NOH,10,Paul-Green-Belinelli-West-Okafor,.522,.422,+19,31%,36%,57.0%,+8%
1011,NOH,11,Paul-Belinelli-Ariza-Smith-Okafor,.488,.461,-15,24%,33%,51.0%,+3%
1011,NOH,12,Paul-Green-Ariza-Smith-Okafor,.469,.418,+13,22%,25%,52.5%,+12%
1011,NOH,13,Paul-Thornton-Ariza-West-Smith,.394,.485,+9,18%,26%,50.5%,+5%
1011,NOH,14,Jack-Green-Pondexter-Smith-Gray,.491,.468,-8,16%,15%,49.5%,-9%
1011,NOH,15,Jack-Green-Thornton-Smith-Mbenga,.380,.373,+7,24%,25%,59.5%,-7%
1011,NOH,16,Paul-Jack-Ariza-Landry-Okafor,.460,.447,-4,40%,26%,52.0%,+6%
1011,NOH,17,Paul-Jack-Green-Landry-Okafor,.522,.378,0,24%,9%,45.5%,+15%
1011,NOH,18,Paul-Green-Ariza-Landry-Okafor,.435,.475,-2,17%,28%,57.0%,0%
1011,NOH,19,Paul-Belinelli-Ariza-West-Mbenga,.500,.435,+1,31%,28%,52.5%,-4%
1011,NOH,20,Jack-Green-Pondexter-Landry-Gray,.467,.435,0,27%,22%,52.5%,-9%
