Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2003,Joe Johnson,PHO,2.5,82,3331,0.105,0.039,2.7,-1.9,19.7,5.5,5.2
2003,Peja Stojakovic,SAC,3.0,81,3264,0.263,0.198,13.5,3.1,28.9,7.5,2.5
2003,Stephon Marbury,"NYK, PHO",1.0,81,3254,0.188,0.121,8.2,0.7,24.2,3.9,10.6
2003,Kevin Garnett,MIN,4.1,82,3231,0.441,0.294,19.8,6.1,29.5,16.9,6.1
2003,Cuttino Mobley,HOU,2.0,80,3229,0.176,0.11,7.4,0.4,18.7,5.4,3.8
2003,Shawn Marion,PHO,3.5,79,3217,0.275,0.169,11.3,2.2,22.4,11.0,3.2
2003,Steve Francis,HOU,1.1,79,3194,0.172,0.106,7.0,0.2,19.7,6.5,7.4
2003,Richard Jefferson,BRK,3.0,82,3133,0.241,0.175,11.4,2.4,23.2,7.1,4.8
2003,LeBron James,CLE,3.1,79,3122,0.116,0.046,3.0,-1.7,25.4,6.6,7.1
2003,Jim Jackson,HOU,2.9,80,3119,0.187,0.122,7.9,0.7,15.9,7.5,3.5
2003,Damon Stoudamire,POR,1.0,82,3118,0.157,0.089,5.8,-0.3,16.9,4.7,7.7
2003,Latrell Sprewell,MIN,2.5,82,3100,0.106,0.041,2.7,-1.8,21.3,4.8,4.4
2003,Paul Pierce,BOS,2.5,80,3099,0.125,0.06,3.9,-1.2,28.4,8.1,6.4
2003,Zach Randolph,POR,4.3,81,3067,0.186,0.039,2.5,-1.9,25.4,13.3,2.6
2003,Ben Wallace,DET,4.3,81,3050,0.426,0.279,17.7,5.6,12.2,15.8,2.2
2003,Michael Redd,MIL,2.3,82,3021,0.167,0.102,6.4,0.1,28.2,6.5,2.9
2003,Jason Terry,ATL,1.3,81,3018,0.139,0.072,4.5,-0.8,21.6,5.3,7.0
2003,Lamar Odom,MIA,3.7,80,3003,0.248,0.125,7.8,0.8,21.9,12.4,5.2
2003,Eddie Jones,MIA,2.4,81,2998,0.177,0.112,7.0,0.4,22.4,4.9,4.1
2003,Carmelo Anthony,DEN,3.2,82,2995,0.096,0.012,0.8,-2.7,27.6,8.0,3.6
2003,Donyell Marshall,"CHI, TOR",3.9,82,2988,0.346,0.205,12.8,3.3,19.4,13.0,2.0
2003,Mike Bibby,SAC,1.1,82,2980,0.21,0.143,8.9,1.4,24.3,4.5,7.2
2003,Eric Snow,PHI,1.0,82,2966,0.186,0.118,7.3,0.6,13.7,4.5,9.1
2003,Stephen Jackson,ATL,2.8,80,2940,0.112,0.047,2.9,-1.6,23.7,6.0,4.0
2003,Jason Richardson,GSW,2.5,78,2936,0.137,0.072,4.4,-0.8,23.9,8.6,3.7
2003,Rashard Lewis,OKC,3.6,80,2931,0.167,0.05,3.0,-1.5,23.3,8.5,2.9
2003,Dirk Nowitzki,DAL,4.5,77,2915,0.244,0.097,5.9,-0.1,27.7,11.0,3.4
2003,Andrei Kirilenko,UTH,3.6,78,2895,0.395,0.278,16.8,5.6,21.3,10.4,4.0
2003,Juwan Howard,ORL,4.2,81,2877,0.108,-0.039,-2.4,-4.3,23.0,9.5,2.6
2003,Clifford Robinson,GSW,4.4,82,2846,0.083,-0.064,-3.8,-5.1,16.3,5.4,4.6
2003,Kerry Kittles,BRK,1.7,82,2842,0.212,0.146,8.7,1.5,18.1,5.5,3.5
2003,Antoine Walker,DAL,3.5,82,2840,0.165,0.059,3.5,-1.2,19.5,11.6,6.2
2003,Sam Cassell,MIN,1.0,81,2838,0.238,0.171,10.1,2.2,27.1,4.6,10.0
2003,Andre Miller,DEN,1.3,82,2838,0.262,0.196,11.6,3.0,20.5,6.2,8.5
2003,Gary Payton,LAL,1.2,82,2825,0.224,0.157,9.2,1.8,20.4,5.8,7.6
2003,Jamal Crawford,CHI,1.5,80,2811,0.096,0.029,1.7,-2.2,23.6,4.8,6.9
2003,Jermaine O'Neal,IND,5.0,78,2788,0.211,0.064,3.7,-1.1,27.0,13.4,2.8
2003,Vince Carter,TOR,2.5,73,2785,0.115,0.05,2.9,-1.5,28.4,6.0,6.0
2003,Doug Christie,SAC,2.2,82,2780,0.226,0.16,9.3,1.9,14.3,5.7,6.0
2003,Michael Finley,DAL,2.5,72,2778,0.168,0.103,5.9,0.1,23.2,5.6,3.7
2003,Jamaal Magloire,NOR,5.0,82,2777,0.284,0.137,7.9,1.2,19.3,14.6,1.5
2003,Richard Hamilton,DET,2.1,78,2772,0.137,0.072,4.1,-0.8,23.8,4.8,5.4
2003,Chauncey Billups,DET,1.3,78,2758,0.219,0.153,8.8,1.7,22.9,4.8,7.8
2003,P.J. Brown,NOR,4.3,80,2753,0.324,0.177,10.2,2.4,14.6,12.0,2.7
2003,Ron Artest,IND,2.7,73,2714,0.187,0.122,6.9,0.7,23.6,6.8,4.8
2003,Kirk Hinrich,CHI,1.3,76,2706,0.155,0.088,5.0,-0.3,16.2,4.6,9.2
2003,Tayshaun Prince,DET,3.5,82,2701,0.24,0.134,7.6,1.1,14.9,6.9,3.4
2003,Kenny Thomas,PHI,4.0,74,2699,0.278,0.131,7.4,1.0,17.9,13.3,2.0
2003,Yao Ming,HOU,5.0,82,2692,0.319,0.172,9.6,2.3,25.5,13.1,2.2
2003,Baron Davis,NOR,1.5,67,2686,0.15,0.084,4.7,-0.5,27.4,5.1,9.0
2003,Shareef Abdur-Rahim,"ATL, POR",3.9,85,2684,0.241,0.105,5.9,0.2,24.8,11.4,3.1
2003,Tracy McGrady,ORL,2.8,67,2675,0.185,0.12,6.7,0.7,33.7,7.2,6.6
2003,Elton Brand,LAC,4.3,69,2670,0.355,0.208,11.6,3.4,24.8,12.8,4.1
2003,Theo Ratliff,"ATL, POR",5.0,85,2664,0.298,0.151,8.4,1.6,12.1,11.1,1.3
2003,Corey Maggette,LAC,3.0,73,2628,0.2,0.134,7.3,1.1,27.5,7.9,4.1
2003,Bruce Bowen,SAS,2.8,82,2624,0.18,0.115,6.3,0.5,10.3,4.6,2.1
2003,Brad Miller,SAC,4.6,72,2621,0.363,0.216,11.8,3.6,18.6,13.6,5.7
2003,Steve Nash,DAL,1.0,78,2612,0.284,0.217,11.8,3.7,20.7,4.3,12.6
2003,Carlos Boozer,CLE,4.1,75,2592,0.369,0.222,12.0,3.8,21.5,15.9,2.7
2003,Rafer Alston,MIA,1.0,82,2581,0.193,0.126,6.8,0.8,15.6,4.2,6.9
2003,Tony Parker,SAS,1.0,75,2577,0.166,0.099,5.3,0.0,20.5,4.4,7.7
2003,Antonio Davis,"CHI, TOR",4.5,80,2570,0.23,0.083,4.5,-0.5,13.2,12.5,2.6
2003,Kurt Thomas,NYK,4.1,80,2548,0.211,0.064,3.4,-1.1,16.8,12.5,2.8
2003,Zydrunas Ilgauskas,CLE,5.0,81,2539,0.282,0.135,7.2,1.1,23.4,12.3,2.1
2003,Desmond Mason,MIL,2.5,82,2534,0.152,0.086,4.6,-0.4,22.4,6.8,2.9
2003,Tim Duncan,SAS,4.5,69,2527,0.409,0.262,13.8,5.1,29.2,16.3,4.0
2003,Chris Bosh,TOR,5.0,75,2510,0.265,0.118,6.2,0.6,16.5,10.7,1.5
2003,Nene Hilario,DEN,4.5,77,2504,0.252,0.105,5.5,0.2,17.4,9.6,3.2
2003,Jalen Rose,"CHI, TOR",2.9,66,2497,0.055,-0.011,-0.6,-3.4,19.6,5.1,6.3
2003,Ricky Davis,"BOS, CLE",2.2,79,2474,0.155,0.089,4.6,-0.3,22.1,6.9,5.0
2003,Shaquille O'Neal,LAL,5.0,67,2464,0.388,0.241,12.4,4.4,28.0,15.0,3.8
2003,Pau Gasol,MEM,4.5,78,2458,0.264,0.117,6.0,0.6,27.0,11.7,3.9
2003,James Posey,MEM,2.5,82,2451,0.294,0.229,11.7,4.0,22.1,7.9,2.4
2003,Jason Kidd,BRK,1.0,67,2450,0.27,0.203,10.4,3.2,20.3,8.4,12.1
2003,Kobe Bryant,LAL,2.0,65,2447,0.243,0.178,9.1,2.5,30.5,7.0,6.5
2003,DeShawn Stevenson,"ORL, UTH",2.0,80,2444,0.076,0.011,0.6,-2.7,17.9,5.9,3.1
2003,Al Harrington,IND,4.0,79,2441,0.18,0.034,1.7,-2.0,20.6,10.0,2.6
2003,Erick Dampier,GSW,5.0,74,2403,0.43,0.283,14.2,5.7,18.2,17.7,1.2
2003,Mark Blount,BOS,4.8,82,2402,0.32,0.173,8.7,2.3,16.8,11.8,1.5
2003,Rasheed Wallace,(3+),4.0,68,2390,0.194,0.057,2.9,-1.3,21.9,9.2,3.1
2003,Antawn Jamison,DAL,3.5,82,2376,0.298,0.191,9.5,2.9,24.5,10.5,1.4
2003,Jeff McInnis,"CLE, POR",1.4,70,2365,0.152,0.085,4.2,-0.4,16.8,3.6,8.7
