NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Chris Mullin,GSW,3.1,82,3315,0.325,0.248,17.1,4.6,30.5,6.4,4.8
Karl Malone,UTH,3.4,82,3302,0.349,0.251,17.3,4.7,34.6,14.1,3.9
Tim Hardaway,GSW,1.0,82,3215,0.298,0.163,10.9,2.0,28.1,5.0,11.8
Tyrone Corbin,MIN,2.3,82,3196,0.192,0.12,8.0,0.6,22.1,8.8,5.2
Pooh Richardson,MIN,1.0,82,3154,0.235,0.104,6.8,0.2,21.3,4.4,11.2
Sam Mitchell,MIN,4.0,82,3122,0.135,-0.003,-0.2,-3.2,18.4,8.0,2.0
Hersey Hawkins,PHI,1.9,80,3110,0.23,0.153,9.9,1.7,27.3,4.8,4.6
Patrick Ewing,NYK,5.0,81,3104,0.276,0.139,9.0,1.2,33.3,14.0,3.8
John Stockton,UTH,1.0,82,3103,0.438,0.304,19.6,6.4,21.9,3.7,18.0
David Robinson,SAS,5.0,82,3095,0.525,0.388,25.0,9.0,32.6,16.5,3.2
Dominique Wilkins,ATL,3.0,81,3078,0.299,0.227,14.6,4.0,32.8,11.4,4.1
Joe Dumars,DET,2.0,80,3046,0.214,0.142,9.0,1.3,25.7,2.9,7.0
Sean Elliott,SAS,3.0,82,3044,0.231,0.159,10.1,1.9,20.5,7.2,3.8
Otis Thorpe,HOU,4.4,82,3039,0.337,0.199,12.6,3.1,22.7,13.4,3.1
Michael Jordan,CHI,2.0,82,3034,0.407,0.334,21.1,7.3,40.8,7.8,7.2
Mitch Richmond,GSW,2.1,77,3027,0.191,0.119,7.5,0.6,29.2,7.2,3.8
Scottie Pippen,CHI,3.0,82,3014,0.344,0.272,17.1,5.4,23.3,9.5,8.1
James Worthy,LAL,3.0,78,3008,0.18,0.108,6.8,0.3,26.6,5.7,4.4
Lionel Simmons,SAC,3.0,79,2978,0.156,0.083,5.2,-0.5,22.9,11.2,5.1
Reggie Miller,IND,1.9,82,2971,0.31,0.231,14.3,4.1,30.0,4.5,5.3
Rolando Blackman,DAL,2.1,80,2965,0.133,0.061,3.8,-1.2,25.7,4.1,4.9
Reggie Theus,BRK,2.0,81,2955,0.108,0.036,2.2,-2.0,24.5,3.7,6.1
Brad Daugherty,CLE,5.0,76,2946,0.303,0.166,10.2,2.1,26.8,13.5,4.1
Magic Johnson,LAL,1.0,79,2933,0.482,0.348,21.3,7.7,25.1,9.0,16.2
Larry Nance,CLE,4.0,80,2925,0.326,0.188,11.5,2.8,25.2,11.3,3.9
Tony Campbell,MIN,3.0,77,2893,0.066,-0.007,-0.4,-3.3,27.8,5.7,3.6
Derek Harper,DAL,1.0,77,2879,0.224,0.089,5.3,-0.3,25.3,3.9,9.1
Reggie Lewis,BOS,2.0,79,2877,0.15,0.078,4.7,-0.7,24.7,6.8,3.4
Vernon Maxwell,HOU,1.9,82,2870,0.105,0.026,1.5,-2.3,23.4,4.0,5.1
Clyde Drexler,POR,2.1,82,2852,0.356,0.283,16.8,5.7,29.7,9.2,8.3
Harvey Grant,WAS,3.5,77,2842,0.22,0.116,6.9,0.5,23.7,9.4,3.4
James Donaldson,DAL,5.0,82,2800,0.276,0.138,8.1,1.2,14.0,12.5,1.2
Brian Shaw,BOS,1.3,79,2772,0.218,0.102,5.9,0.1,18.9,6.4,10.4
Kevin Johnson,PHO,1.0,77,2772,0.374,0.24,13.8,4.4,29.6,4.7,13.5
Craig Ehlo,CLE,2.0,82,2767,0.201,0.129,7.4,0.9,14.4,6.7,6.5
Dennis Rodman,DET,3.3,82,2747,0.432,0.34,19.4,7.5,11.7,17.9,1.5
Charles Oakley,NYK,4.0,76,2739,0.34,0.202,11.5,3.2,14.9,16.1,3.6
Jeff Hornacek,PHO,1.9,80,2733,0.278,0.197,11.2,3.1,23.7,5.6,7.2
