NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Gus Williams,OKC,1.0,79,2572,0.156,0.113,6.1,0.4,26.7,4.8,5.5
Eric Money,DET,1.0,76,2557,0.067,0.025,1.3,-2.3,26.5,3.9,6.7
M.L. Carr,DET,3.0,79,2556,0.21,0.167,8.9,2.1,18.4,10.5,3.5
Gail Goodrich,UTH,1.0,81,2553,0.153,0.111,5.9,0.4,24.5,3.3,7.3
Don Buse,PHO,2.0,82,2547,0.285,0.242,12.8,4.5,12.9,4.7,7.4
George McGinnis,PHI,4.0,78,2533,0.238,0.079,4.2,-0.6,30.1,15.3,5.6
Armond Hill,ATL,1.4,82,2530,0.131,0.089,4.7,-0.3,15.1,4.4,8.1
Norm Van Lier,CHI,1.9,78,2524,0.23,0.187,9.8,2.7,10.9,5.4,10.1
Earl Tatum,"IND, LAL",2.0,82,2522,0.12,0.076,4.0,-0.7,22.3,5.6,5.6
Campy Russell,CLE,3.1,72,2520,0.179,0.128,6.7,0.9,26.6,8.7,5.3
Henry Bibby,PHI,1.0,82,2518,0.188,0.146,7.7,1.5,14.2,4.8,8.8
Foots Walker,CLE,1.0,81,2496,0.28,0.238,12.4,4.3,14.1,5.7,8.7
Paul Westphal,PHO,1.2,80,2481,0.175,0.132,6.8,1.0,39.0,3.2,8.5
Billy Paultz,SAS,5.0,80,2479,0.329,0.17,8.8,2.2,24.5,13.1,4.1
Dwight Jones,HOU,4.0,82,2476,0.188,0.029,1.5,-2.2,16.9,12.4,2.1
Charlie Scott,"LAL, BOS",1.8,79,2473,0.052,0.008,0.4,-2.8,20.7,4.8,7.3
Bobby Jones,DEN,3.9,75,2440,0.423,0.275,14.0,5.5,21.4,12.5,5.0
Julius Erving,PHI,2.9,74,2429,0.271,0.228,11.5,4.0,30.2,9.5,5.5
Dan Roundfield,IND,4.0,79,2423,0.357,0.198,10.0,3.1,21.0,15.9,3.9
Dave Meyers,MIL,4.0,80,2416,0.172,0.013,0.6,-2.7,23.4,10.7,4.8
Sidney Wicks,BOS,4.0,81,2413,0.182,0.023,1.2,-2.4,21.5,13.4,3.4
George Johnson,BRK,5.0,81,2411,0.245,0.086,4.3,-0.4,14.0,15.5,2.2
James Edwards,"IND, LAL",5.0,83,2405,0.11,-0.049,-2.4,-4.6,25.2,12.3,1.7
Earl Monroe,NYK,1.8,76,2369,0.111,0.068,3.3,-1.0,27.4,3.7,7.3
John Gianelli,MIL,5.0,82,2327,0.234,0.075,3.6,-0.7,14.3,10.5,4.0
Steve Hawes,ATL,4.2,75,2325,0.283,0.124,6.0,0.8,19.6,14.2,3.9
Lonnie Shelton,NYK,4.4,82,2319,0.227,0.068,3.3,-1.0,25.2,12.0,4.0
Tom Henderson,WAS,1.3,75,2315,0.151,0.109,5.2,0.3,17.8,4.0,8.4
Bob Lanier,DET,5.0,63,2311,0.375,0.216,10.4,3.6,32.0,14.9,4.5
Lou Hudson,LAL,2.0,82,2283,0.083,0.04,1.9,-1.8,23.6,4.0,4.1
Clifford Ray,GSW,4.9,79,2268,0.406,0.247,11.7,4.6,14.6,16.0,3.1
Kareem Abdul-Jabbar,LAL,5.0,62,2265,0.486,0.327,15.4,7.1,33.9,17.0,5.7
Dave Bing,BOS,1.0,80,2256,0.071,0.029,1.4,-2.2,23.1,4.5,6.4
Jack Sikma,OKC,4.5,82,2238,0.245,0.086,4.0,-0.4,18.8,14.5,2.9
Richard Washington,SAC,4.1,78,2231,0.187,0.028,1.3,-2.2,21.5,14.1,2.5
Dennis Johnson,OKC,1.7,81,2209,0.185,0.142,6.6,1.3,22.4,6.4,5.0
John Drew,ATL,3.0,70,2203,0.235,0.192,8.8,2.9,35.4,11.1,3.1
Johnny Davis,POR,1.0,82,2188,0.117,0.075,3.4,-0.8,19.2,3.8,4.8
Austin Carr,CLE,2.0,82,2186,0.074,0.031,1.4,-2.1,22.2,4.1,4.9
Paul Silas,OKC,4.0,82,2172,0.314,0.155,7.0,1.7,10.5,14.7,3.2
Bob Gross,POR,3.0,72,2163,0.317,0.273,12.3,5.4,20.3,8.9,5.6
Billy Knight,LAC,3.0,53,2155,0.216,0.173,7.7,2.3,27.1,8.5,3.6
Kevin Kunnert,HOU,5.0,80,2152,0.179,0.02,0.9,-2.5,18.5,15.5,2.2
Lucius Allen,SAC,1.0,77,2147,0.111,0.069,3.1,-0.9,20.6,5.1,8.0
Sam Lacey,SAC,5.0,77,2131,0.349,0.19,8.5,2.8,15.0,14.5,6.8
Kevin Grevey,WAS,2.0,81,2121,0.045,0.002,0.1,-3.0,28.4,6.6,3.5
Maurice Lucas,POR,4.1,68,2119,0.21,0.051,2.3,-1.5,25.2,14.1,3.9
Rich Kelley,UTH,5.0,82,2119,0.417,0.258,11.4,4.9,18.9,17.2,5.3
Aaron James,UTH,3.0,80,2118,0.129,0.085,3.8,-0.4,22.1,9.5,2.5
Moses Malone,HOU,4.9,59,2107,0.386,0.227,10.0,4.0,26.1,20.2,0.7
Gar Heard,PHO,4.0,80,2099,0.302,0.143,6.3,1.4,14.2,14.9,3.0
Mike Gale,SAS,1.5,70,2091,0.228,0.185,8.1,2.7,14.6,5.1,8.6
Quinn Buckner,MIL,1.0,82,2072,0.204,0.161,7.0,1.9,17.6,5.7,10.6
Sonny Parker,GSW,3.0,82,2069,0.29,0.247,10.6,4.6,21.7,9.0,3.6
World B. Free,PHI,1.4,76,2050,0.138,0.095,4.1,-0.1,27.9,5.0,7.2
Pete Maravich,UTH,2.0,50,2041,-0.001,-0.044,-1.9,-4.4,31.8,4.2,7.9
Louie Dampier,SAS,1.0,82,2037,0.182,0.139,5.9,1.3,17.6,2.9,6.7
Jim Cleamons,NYK,2.0,79,2009,0.208,0.165,6.9,2.0,12.2,5.1,6.8
Chuck Williams,LAC,1.0,73,2002,0.141,0.099,4.1,0.0,12.7,3.3,7.6
Elmore Smith,CLE,5.0,81,1996,0.336,0.178,7.4,2.4,24.3,16.3,1.4
Leon Douglas,DET,4.8,79,1993,0.191,0.032,1.3,-2.1,20.8,14.0,2.7
Butch Beard,NYK,1.0,79,1979,0.242,0.2,8.3,3.1,18.1,6.4,8.2
Jim McMillian,NYK,3.0,81,1977,0.194,0.15,6.2,1.6,16.8,7.0,5.0
Robert Parish,GSW,5.0,82,1969,0.21,0.051,2.1,-1.5,25.0,16.6,2.3
Darnell Hillman,"BRK, DEN",4.2,78,1966,0.211,0.053,2.2,-1.4,20.7,14.1,2.5
Fred Brown,OKC,2.0,72,1965,0.178,0.135,5.5,1.1,29.1,4.6,5.9
Don Ford,LAL,4.0,79,1945,0.189,0.03,1.2,-2.1,15.1,8.7,3.5
Charlie Criss,ATL,1.0,77,1935,0.122,0.08,3.2,-0.6,21.7,3.0,7.3
Jim Price,"DEN, DET",1.4,83,1929,0.124,0.081,3.3,-0.6,18.0,6.5,6.5
Bill Walton,POR,5.0,58,1929,0.457,0.298,12.0,6.2,27.3,19.1,7.2
Ron Lee,PHO,1.0,82,1928,0.13,0.087,3.5,-0.4,25.0,6.3,7.6
Alvan Adams,PHO,4.8,70,1914,0.226,0.067,2.7,-1.0,27.1,14.2,5.6
Otis Birdsong,SAC,2.0,73,1878,0.086,0.042,1.7,-1.8,29.5,4.5,4.4
Coby Dietrick,SAS,4.7,79,1876,0.168,0.009,0.4,-2.8,15.1,9.2,5.6
Junior Bridgeman,MIL,2.7,82,1876,0.108,0.064,2.5,-1.1,28.6,7.4,4.5
Eddie Johnson,ATL,2.0,79,1875,0.121,0.078,3.1,-0.6,21.2,3.9,6.0
Paul Griffin,UTH,4.3,82,1853,0.293,0.134,5.2,1.1,11.2,13.2,4.5
Robert Reid,HOU,3.0,80,1849,0.148,0.105,4.0,0.2,15.2,9.3,3.1
John Johnson,"HOU, OKC",3.0,77,1823,0.05,0.006,0.2,-2.9,21.5,8.2,5.6
Dave Twardzik,POR,1.0,75,1820,0.274,0.231,8.8,4.1,17.6,3.5,6.4
Steve Mix,PHI,3.0,82,1819,0.249,0.206,7.8,3.3,20.0,7.8,4.6
Scott May,CHI,3.0,55,1802,0.137,0.093,3.5,-0.2,19.6,8.8,3.0
E.C. Coleman,GSW,4.0,72,1801,0.18,0.021,0.8,-2.4,12.4,10.0,2.7
Jim Brewer,CLE,4.0,80,1798,0.288,0.129,4.8,0.9,10.6,13.2,2.6
Tree Rollins,ATL,5.0,80,1795,0.346,0.187,7.0,2.7,16.3,14.8,2.1
Mark Olberding,SAS,3.0,79,1773,0.193,0.15,5.5,1.6,17.5,10.1,3.5
John Mengelt,CHI,2.0,81,1767,0.094,0.051,1.9,-1.5,22.7,3.5,6.3
Spencer Haywood,NYK,4.0,67,1765,0.142,-0.017,-0.6,-3.6,25.0,12.0,3.4
Jim McElroy,UTH,1.8,74,1760,0.155,0.112,4.1,0.4,19.0,4.0,8.0
Mitch Kupchak,WAS,5.0,67,1759,0.208,0.049,1.8,-1.6,29.1,12.6,1.9
Bill Robinzine,SAC,3.4,82,1748,0.164,0.069,2.5,-0.9,22.4,14.8,2.0
Ron Behagen,(3+),4.2,80,1735,0.122,-0.037,-1.3,-4.2,24.1,14.2,2.8
Darryl Dawkins,PHI,5.0,70,1722,0.348,0.189,6.8,2.8,22.9,15.5,2.4
Tom Owens,POR,5.0,82,1714,0.298,0.139,5.0,1.2,23.3,15.2,4.5
Wil Jones,LAC,3.0,79,1711,0.106,0.063,2.2,-1.1,15.0,9.4,3.3
Ollie Johnson,ATL,3.0,82,1704,0.183,0.14,5.0,1.3,19.6,7.3,3.4
Tom McMillen,ATL,5.0,68,1683,0.215,0.056,1.9,-1.3,19.3,11.9,2.4
Walt Frazier,CLE,1.2,51,1664,0.198,0.155,5.4,1.7,23.8,6.0,6.0
Charles Dudley,GSW,1.0,78,1660,0.345,0.302,10.5,6.3,11.3,8.3,11.8
Bob Carrington,"IND, BRK",2.2,72,1653,0.039,-0.005,-0.2,-3.2,18.5,5.1,3.4
Marvin Barnes,"DET, LAC",4.0,60,1646,0.156,-0.002,-0.1,-3.2,20.0,12.8,4.0
Jo Jo White,BOS,1.1,46,1641,0.061,0.018,0.6,-2.5,19.9,5.3,6.1
Caldwell Jones,PHI,5.0,80,1636,0.292,0.133,4.5,1.1,12.7,16.7,2.7
Dennis Awtrey,PHO,5.0,81,1623,0.172,0.013,0.4,-2.7,8.7,8.9,4.8
Kermit Washington,"LAL, BOS",4.2,57,1617,0.401,0.242,8.1,4.4,19.7,18.2,2.1
Anthony Roberts,DEN,2.6,82,1598,0.031,-0.012,-0.4,-3.5,23.3,10.5,3.2
John Brown,ATL,4.0,75,1594,0.198,0.042,1.4,-1.8,16.5,9.1,3.2
Slick Watts,"OKC, UTH",1.0,71,1584,0.086,0.044,1.5,-1.7,16.1,5.4,8.9
Bingo Smith,CLE,3.0,82,1581,0.015,-0.028,-0.9,-3.9,25.7,6.3,2.8
Alex English,MIL,3.0,82,1552,0.261,0.217,7.0,3.7,24.4,12.2,4.0
Al Skinner,"BRK, DET",2.0,77,1551,0.079,0.036,1.2,-2.0,18.8,6.9,4.5
Ray Williams,NYK,1.0,81,1550,0.074,0.032,1.0,-2.1,23.4,6.5,11.2
Alvin Scott,PHO,3.1,81,1538,0.297,0.242,7.8,4.5,15.4,11.1,2.7
Tom Burleson,SAC,5.0,76,1525,0.302,0.143,4.5,1.4,20.6,15.2,4.1
Jamaal Wilkes,LAL,3.0,51,1490,0.208,0.165,5.1,2.0,21.3,12.2,5.9
Allan Bristow,SAS,3.0,82,1481,0.171,0.127,3.9,0.9,21.6,8.3,6.3
Tim Bassett,BRK,4.0,65,1474,0.201,0.042,1.3,-1.8,11.3,13.2,2.1
Larry Wright,WAS,1.0,70,1466,0.12,0.078,2.4,-0.7,21.0,3.3,8.5
Jan Van Breda Kolff,BRK,2.7,68,1419,0.156,0.112,3.3,0.4,10.2,8.3,3.6
Mike Green,"SAS, OKC",4.0,72,1382,0.204,0.046,1.3,-1.7,20.2,12.5,2.6
Corky Calhoun,POR,3.6,79,1370,0.205,0.09,2.6,-0.3,14.6,7.5,3.0
Len Elmore,IND,5.0,69,1327,0.278,0.119,3.3,0.6,13.5,15.2,2.9
Howard Porter,"BRK, DET",4.0,63,1323,0.205,0.046,1.3,-1.6,26.9,10.1,1.5
Ralph Simpson,"DET, DEN",1.9,64,1323,-0.022,-0.065,-1.8,-5.1,18.8,5.7,5.8
Bruce Seals,OKC,3.3,73,1322,0.017,-0.056,-1.5,-4.8,20.7,8.2,2.9
Tom Abernethy,LAL,3.6,73,1317,0.301,0.186,5.1,2.7,18.0,9.7,3.7
Charles Johnson,"WAS, GSW",1.0,71,1299,0.014,-0.028,-0.7,-3.9,19.3,5.7,4.8
Kent Benson,MIL,5.0,69,1288,0.156,-0.003,-0.1,-3.2,19.8,11.0,3.7
Joe Meriweather,UTH,5.0,54,1277,0.251,0.092,2.5,-0.2,17.9,14.0,2.2
Dave Robisch,"IND, LAL",5.0,78,1277,0.211,0.052,1.4,-1.5,17.1,13.2,3.3
Lloyd Walton,MIL,1.0,76,1264,0.157,0.115,3.0,0.5,13.7,2.9,9.6
Ernie Grunfeld,MIL,2.0,73,1261,0.096,0.053,1.4,-1.4,19.1,7.4,5.5
Nate Williams,"GSW, UTH",2.3,73,1249,-0.019,-0.062,-1.6,-5.0,27.9,7.8,2.8
Joe Bryant,PHI,4.0,81,1236,0.156,-0.003,-0.1,-3.2,19.1,10.9,5.0
Brian Taylor,DEN,1.0,39,1222,0.103,0.061,1.6,-1.2,17.8,3.8,5.2
John Kuester,SAC,1.0,78,1215,0.191,0.149,3.8,1.6,14.9,4.5,10.0
Eddie Jordan,"BRK, CLE",1.2,73,1213,0.151,0.109,2.7,0.3,22.2,4.7,7.0
Cedric Maxwell,BOS,3.2,72,1213,0.412,0.345,8.7,7.7,20.9,15.0,2.7
Bo Ellis,DEN,4.0,78,1213,0.156,-0.003,-0.1,-3.2,13.4,12.0,2.9
Mike Newlin,HOU,2.0,45,1181,0.093,0.05,1.2,-1.5,23.7,4.9,8.3
Lloyd Neal,POR,4.0,61,1174,0.295,0.136,3.3,1.2,27.4,15.3,3.3
Toby Knight,NYK,3.1,80,1169,0.121,0.069,1.7,-0.9,20.8,13.2,1.6
Ed Ratleff,HOU,2.5,68,1163,0.188,0.145,3.5,1.4,12.3,6.7,6.3
Tom Boswell,BOS,4.6,65,1149,0.219,0.06,1.4,-1.2,19.3,12.0,3.0
Larry Steele,POR,2.7,65,1132,0.117,0.074,1.7,-0.8,22.0,4.8,3.7
Wally Walker,"POR, OKC",3.0,77,1104,0.106,0.062,1.4,-1.1,21.0,9.5,3.3
Rickey Green,GSW,1.0,76,1098,0.052,0.01,0.2,-2.8,14.9,5.1,6.5
Bird Averitt,"BRK, LAC",1.0,55,1085,-0.085,-0.127,-2.9,-7.0,21.9,3.7,8.7
Bill Willoughby,LAC,4.0,56,1079,0.13,-0.025,-0.6,-3.9,16.7,9.7,1.7
John Lambert,CLE,4.0,76,1075,0.211,0.052,1.2,-1.5,13.9,14.5,1.7
Ted McClain,"PHI, LAC",1.0,70,1020,0.112,0.07,1.5,-0.9,14.3,5.3,7.4
Glen Gondrezick,NYK,3.0,72,1017,0.101,0.058,1.2,-1.3,16.3,11.8,3.9
Kevin Stacom,BOS,2.0,55,1006,0.004,-0.039,-0.8,-4.3,22.2,5.1,5.3
Mack Calvin,DEN,1.0,77,988,0.107,0.065,1.3,-1.0,22.7,4.1,7.2
Mike Flynn,IND,1.0,71,955,0.183,0.141,2.8,1.3,14.8,5.9,7.1
Mike Glenn,LAC,1.7,56,947,0.119,0.076,1.5,-0.7,22.4,4.0,4.0
Larry McNeill,"GSW, LAC",4.0,46,940,0.174,0.015,0.3,-2.6,23.9,10.3,2.4
Phil Chenier,WAS,2.0,36,937,0.055,0.012,0.2,-2.7,26.1,5.2,3.7
Greg Ballard,WAS,3.0,76,936,0.25,0.207,4.0,3.4,19.1,13.6,3.2
Mike Bratz,PHO,2.0,80,933,-0.011,-0.054,-1.0,-4.8,19.2,5.9,6.3
Tony Robertson,ATL,2.0,63,929,0.006,-0.037,-0.7,-4.2,19.3,3.6,5.3
Mark Landsberger,CHI,4.0,62,926,0.309,0.15,2.9,1.6,17.9,15.6,2.1
Curtis Rowe,BOS,3.0,51,911,0.141,0.097,1.8,-0.1,16.4,10.7,2.4
Gus Gerard,"DET, LAC",2.8,57,890,0.069,0.026,0.5,-2.3,22.4,8.6,2.9
Bayard Forrest,PHO,5.0,64,887,0.277,0.118,2.2,0.6,14.7,13.5,7.0
Tom LaGarde,DEN,5.0,77,868,0.072,-0.087,-1.6,-5.8,16.9,11.8,2.6
Kim Hughes,BRK,5.0,56,854,0.222,0.063,1.1,-1.1,6.9,13.5,2.1
Ricky Marsh,GSW,1.2,60,851,0.014,-0.029,-0.5,-4.0,15.2,4.2,5.1
Rudy Tomjanovich,HOU,3.4,23,849,0.078,-0.006,-0.1,-3.3,28.0,7.8,1.8
Don Chaney,"LAL, BOS",1.8,51,835,0.052,0.009,0.2,-2.8,14.1,6.7,3.8
Terry Furlow,CLE,2.0,53,827,0.028,-0.015,-0.3,-3.5,27.4,6.2,4.2
Curtis Perry,PHO,4.0,45,818,0.26,0.101,1.7,0.1,15.9,14.7,2.8
Bob Nash,SAC,4.0,66,800,0.268,0.109,1.8,0.3,21.8,10.1,2.8
Alonzo Bradley,HOU,3.0,43,798,-0.027,-0.07,-1.2,-5.3,18.2,6.0,3.2
Cazzie Russell,CHI,3.0,36,789,0.054,0.011,0.2,-2.7,19.2,5.0,3.7
T.R. Dunn,POR,2.0,63,768,0.214,0.17,2.7,2.2,14.8,9.2,2.8
Harvey Catchings,PHI,4.8,61,748,0.305,0.146,2.3,1.5,11.2,16.0,2.2
Kenny Carr,LAL,4.0,52,733,-0.007,-0.166,-2.5,-8.2,21.2,13.6,1.7
Tate Armstrong,CHI,1.0,66,716,0.036,-0.006,-0.1,-3.3,19.0,4.6,5.0
Steve Sheppard,CHI,3.0,64,698,0.1,0.056,0.8,-1.3,18.9,9.0,3.0
Jim McDaniels,LAC,5.0,42,694,0.114,-0.045,-0.7,-4.5,16.3,12.5,3.0
Scott Lloyd,"MIL, LAC",4.9,70,678,0.114,-0.045,-0.6,-4.5,14.8,10.3,3.1
Dick Snyder,CLE,2.1,58,660,0.05,0.007,0.1,-2.9,20.4,3.6,4.1
Phil Jackson,NYK,4.0,63,654,0.168,0.009,0.1,-2.8,11.2,8.1,3.4
Fred Saunders,"BOS, UTH",3.0,56,643,0.037,-0.006,-0.1,-3.3,16.7,8.3,3.4
C.J. Kupec,HOU,4.0,49,626,0.094,-0.065,-0.8,-5.1,15.0,7.0,3.8
Ben Poquette,DET,4.0,52,626,0.108,-0.051,-0.7,-4.7,17.8,11.1,1.5
Nick Weatherspoon,CHI,3.0,41,611,0.132,0.089,1.1,-0.3,16.4,9.8,2.5
Willie Norwood,"POR, DET",3.4,35,611,0.078,-0.015,-0.2,-3.5,15.6,9.3,2.6
Ernie DiGregorio,"LAL, BOS",1.0,52,606,-0.019,-0.061,-0.8,-5.0,16.2,4.0,10.9
Al Eberhard,DET,3.4,37,576,0.145,0.06,0.7,-1.2,15.3,8.5,2.2
Wilson Washington,"BRK, PHI",4.9,38,561,0.154,-0.004,-0.1,-3.2,19.6,13.3,0.9
Kevin Restani,"SAC, MIL",4.2,54,547,0.143,-0.016,-0.2,-3.6,13.4,9.5,2.6
Cliff Pondexter,CHI,5.0,44,534,0.327,0.168,1.9,2.2,7.9,11.7,7.8
Ken Charles,ATL,1.0,21,520,0.052,0.01,0.1,-2.8,17.4,2.2,7.6
Mo Layton,SAS,1.0,41,498,0.077,0.035,0.4,-2.0,17.5,3.1,10.4
Derrek Dickey,"GSW, CHI",3.9,47,493,0.05,-0.095,-1.0,-6.0,19.9,9.4,2.0
Wesley Cox,GSW,4.0,43,453,0.102,-0.057,-0.5,-4.9,20.8,15.2,1.3
Gus Bailey,UTH,2.0,48,449,0.167,0.124,1.2,0.8,16.6,8.8,4.3
Steve Green,IND,3.0,44,449,0.123,0.079,0.7,-0.6,16.1,7.6,3.2
Joe Pace,WAS,3.6,49,438,0.233,0.115,1.1,0.5,20.9,14.7,2.5
Greg Griffin,PHO,4.0,36,422,-0.015,-0.174,-1.5,-8.5,16.5,11.7,2.7
Louie Nelson,"SAC, BRK",2.0,33,406,-0.053,-0.097,-0.8,-6.1,26.8,6.1,4.0
Jim Eakins,"MIL, SAS",5.0,33,406,0.204,0.045,0.4,-1.7,16.3,8.9,3.4
Joe Hassett,OKC,2.1,48,404,-0.009,-0.053,-0.4,-4.7,22.8,4.3,4.9
Phil Walker,WAS,2.0,40,384,-0.094,-0.137,-1.1,-7.3,22.3,6.5,6.8
Robert Smith,DEN,1.0,45,378,0.155,0.113,0.9,0.4,15.4,4.6,5.0
Freddie Boyd,UTH,1.0,21,363,0.012,-0.03,-0.2,-4.0,13.5,2.5,6.3
Robert Hawkins,BRK,2.0,15,343,0.089,0.046,0.3,-1.7,22.8,7.0,5.2
Brad Davis,LAL,1.0,33,334,0.161,0.118,0.8,0.6,11.8,5.0,11.9
James Silas,SAS,1.0,37,311,0.087,0.045,0.3,-1.7,22.5,3.5,5.9
Mel Bennett,IND,3.0,31,285,0.123,0.079,0.5,-0.6,12.5,15.7,3.7
Tom Boerwinkle,CHI,5.0,22,227,0.2,0.041,0.2,-1.8,11.8,12.5,9.3
Rudy White,HOU,1.0,21,219,-0.12,-0.162,-0.7,-8.1,16.7,4.6,4.8
Johnny Neumann,IND,2.0,20,216,-0.101,-0.144,-0.6,-7.6,18.4,3.1,6.0
Claude Terry,ATL,2.1,27,166,-0.075,-0.118,-0.4,-6.8,17.1,4.3,2.0
Zaid Abdul-Aziz,"BOS, HOU",4.2,16,158,0.1,-0.059,-0.2,-4.9,19.1,15.2,3.0
Mark Crow,BRK,4.0,15,154,0.002,-0.157,-0.5,-8.0,26.2,8.4,2.5
Gary Brokaw,LAC,1.0,13,130,0.097,0.055,0.1,-1.4,19.9,4.4,7.4
Jim Ard,"BOS, CHI",4.0,15,125,0.117,-0.042,-0.1,-4.4,7.3,13.8,3.1
Mike Dunleavy,"PHI, HOU",1.1,15,119,0.085,0.043,0.1,-1.8,21.4,4.0,11.3
Dave Wohl,BRK,1.0,10,118,-0.218,-0.26,-0.6,-11.2,14.2,1.6,5.3
Larry Moffett,HOU,3.0,20,110,0.081,0.038,0.1,-1.9,7.0,9.2,3.1
Dale Schlueter,POR,5.0,10,109,0.086,-0.073,-0.2,-5.4,11.0,9.2,7.9
Al Fleming,OKC,3.0,20,97,0.156,0.113,0.2,0.4,19.8,14.8,3.5
Scott Sims,SAS,1.0,12,95,-0.092,-0.134,-0.3,-7.3,15.2,6.6,10.1
Jacky Dorsey,"POR, DEN",3.4,11,88,0.181,0.089,0.2,-0.3,18.5,16.4,2.7
Bobby Wilson,IND,2.0,12,86,-0.09,-0.133,-0.2,-7.2,16.7,6.7,4.5
Robin Jones,HOU,4.0,12,66,-0.001,-0.16,-0.2,-8.1,18.9,10.2,1.5
Eddie Owens,LAC,3.0,8,63,0.048,0.005,0.0,-2.9,16.0,7.6,3.8
Rich Laurel,MIL,2.0,10,57,-0.182,-0.226,-0.3,-10.1,20.2,8.4,2.5
Jim Bostic,DET,3.0,4,48,0.316,0.273,0.3,5.4,26.0,16.0,3.0
Larry Johnson,LAC,1.0,4,38,0.041,-0.001,0.0,-3.1,7.6,6.3,8.8
George Karl,SAS,1.0,4,30,-0.038,-0.08,0.0,-5.6,9.6,8.0,8.0
Bob Bigelow,"BOS, SAC",3.0,5,24,-0.05,-0.094,0.0,-6.0,16.0,18.0,0.0
Phil Bond,HOU,3.0,7,21,0.031,-0.012,0.0,-3.5,9.1,9.1,4.6
