Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2006,LeBron James,CLE,3.1,78,3105,0.287,0.206,13.3,3.3,33.0,8.1,7.3
2006,Kobe Bryant,LAL,2.0,77,3046,0.236,0.159,10.1,1.9,38.3,6.9,6.5
2006,Vince Carter,BRK,2.5,82,3040,0.202,0.125,7.9,0.8,32.7,7.8,6.2
2006,Elton Brand,LAC,4.5,80,3038,0.361,0.189,12.0,2.8,25.9,11.8,3.7
2006,Andre Iguodala,PHI,2.5,76,3015,0.24,0.163,10.2,2.0,22.1,6.9,6.9
2006,Luol Deng,CHI,3.1,82,2985,0.292,0.203,12.7,3.2,24.8,9.3,3.3
2006,Shawn Marion,PHO,3.5,80,2946,0.387,0.259,15.9,5.0,22.9,12.8,2.2
2006,Dwight Howard,ORL,5.0,82,2944,0.422,0.25,15.3,4.7,23.5,16.4,2.6
2006,Ricky Davis,MIN,2.5,81,2933,0.18,0.104,6.3,0.1,22.5,5.2,6.3
2006,Andre Miller,"DEN, PHI",1.0,80,2928,0.223,0.148,9.0,1.5,17.6,5.8,10.2
2006,Rafer Alston,HOU,1.0,82,2922,0.169,0.095,5.8,-0.1,17.9,4.6,7.3
2006,Kevin Garnett,MIN,4.3,76,2916,0.366,0.194,11.8,2.9,28.1,16.0,5.2
2006,Shane Battier,HOU,3.2,82,2886,0.267,0.169,10.1,2.2,13.8,5.6,2.9
2006,Tayshaun Prince,DET,3.1,82,2879,0.242,0.158,9.5,1.8,19.5,7.2,3.8
2006,Jason Kidd,BRK,1.0,80,2851,0.375,0.3,17.8,6.3,17.5,11.0,12.4
2006,Raja Bell,PHO,2.3,78,2841,0.13,0.053,3.2,-1.4,19.3,4.2,3.3
2006,Deron Williams,UTH,1.4,80,2838,0.201,0.125,7.4,0.8,21.9,4.5,12.6
2006,Gilbert Arenas,WAS,1.3,74,2820,0.208,0.133,7.8,1.1,35.8,5.8,7.5
2006,Raymond Felton,CHA,1.0,78,2805,0.129,0.054,3.2,-1.4,18.7,4.6,9.3
2006,Kevin Martin,SAC,1.9,80,2804,0.257,0.18,10.5,2.5,27.7,5.9,3.0
2006,Cuttino Mobley,LAC,2.0,78,2800,0.143,0.066,3.9,-1.0,18.5,4.6,3.4
2006,Charlie Bell,MIL,2.5,82,2776,0.13,0.053,3.1,-1.4,19.2,4.1,4.3
2006,Eddy Curry,NYK,5.0,81,2773,0.184,0.012,0.7,-2.7,27.3,9.9,1.2
2006,Kirk Hinrich,CHI,1.3,80,2765,0.233,0.157,9.1,1.8,23.0,4.8,8.7
2006,Mike Bibby,SAC,1.0,82,2745,0.14,0.065,3.7,-1.1,24.5,4.6,6.8
2006,Danny Granger,IND,3.2,82,2744,0.204,0.111,6.3,0.4,20.0,6.7,2.0
2006,Jason Terry,DAL,1.6,81,2731,0.265,0.189,10.8,2.8,23.7,4.1,7.4
2006,Richard Hamilton,DET,2.2,75,2725,0.148,0.071,4.0,-0.9,26.2,5.0,5.0
2006,Mike Miller,MEM,2.5,70,2720,0.194,0.117,6.6,0.6,22.8,6.7,5.3
2006,Dirk Nowitzki,DAL,4.2,78,2710,0.4,0.228,12.9,4.0,33.9,12.3,4.7
2006,Stephon Marbury,NYK,1.0,74,2676,0.151,0.077,4.3,-0.7,21.7,3.8,7.2
2006,Tim Duncan,SAS,4.6,80,2670,0.432,0.261,14.5,5.0,28.8,15.2,4.9
2006,Allen Iverson,"DEN, PHI",1.3,65,2637,0.129,0.054,2.9,-1.4,31.1,3.5,8.5
2006,Ben Gordon,CHI,2.0,82,2635,0.13,0.054,2.9,-1.4,31.9,4.7,5.4
2006,Amare Stoudemire,PHO,5.0,82,2619,0.357,0.185,10.1,2.7,30.6,14.4,1.5
2006,Ben Wallace,CHI,4.5,77,2615,0.467,0.295,16.1,6.1,9.1,15.1,3.4
2006,Steve Nash,PHO,1.0,76,2615,0.393,0.318,17.3,6.8,25.9,4.9,16.2
2006,Chris Bosh,TOR,4.5,69,2613,0.325,0.153,8.3,1.7,28.7,13.6,3.2
2006,Gerald Wallace,CHA,3.5,72,2598,0.305,0.18,9.7,2.5,24.1,9.6,3.4
2006,Ron Artest,SAC,3.3,70,2594,0.242,0.133,7.2,1.1,24.3,8.4,4.3
2006,Mehmet Okur,UTH,5.0,80,2581,0.251,0.079,4.3,-0.6,26.1,10.8,2.9
2006,Mike Dunleavy,,3.4,82,2581,0.2,0.084,4.5,-0.5,19.5,8.0,4.2
2006,Monta Ellis,GSW,1.6,77,2567,0.136,0.06,3.2,-1.2,23.8,4.5,6.0
2006,Josh Smith,ATL,4.0,72,2560,0.251,0.083,4.4,-0.5,22.1,11.6,4.4
2006,Antawn Jamison,WAS,4.0,70,2553,0.233,0.061,3.2,-1.2,26.1,10.6,2.6
2006,Leandro Barbosa,PHO,1.7,80,2548,0.195,0.119,6.3,0.6,27.2,4.0,6.0
2006,Jarrett Jack,POR,1.5,79,2539,0.19,0.114,6.0,0.5,17.9,3.9,7.9
2006,Mike Dunleavy,"GSW, IND",2.2,82,2538,0.201,0.124,6.6,0.8,19.8,8.1,4.3
2006,Chris Wilcox,OKC,4.3,82,2524,0.256,0.084,4.4,-0.5,21.0,12.0,1.6
2006,Samuel Dalembert,PHI,5.0,82,2519,0.325,0.153,8.0,1.7,16.7,14.0,1.2
2006,Larry Hughes,CLE,2.0,70,2518,0.103,0.026,1.4,-2.3,19.9,5.1,4.9
2006,Al Harrington,"GSW, IND",4.3,78,2504,0.155,-0.017,-0.9,-3.6,24.6,9.5,2.9
2006,Desmond Mason,NOR,2.8,75,2488,0.056,-0.02,-1.1,-3.7,19.8,6.7,2.2
2006,Mark Blount,MIN,5.0,82,2481,0.158,-0.014,-0.7,-3.5,19.5,9.8,1.3
2006,Caron Butler,WAS,3.0,63,2474,0.226,0.15,7.7,1.6,23.3,9.1,4.5
2006,Ruben Patterson,MIL,2.5,81,2469,0.255,0.179,9.2,2.5,23.2,8.6,4.5
2006,Carlos Boozer,UTH,4.0,74,2457,0.401,0.229,11.7,4.1,30.3,16.9,4.3
2006,Tyson Chandler,NOR,5.0,73,2451,0.465,0.293,15.0,6.0,13.5,17.7,1.3
2006,Tony Parker,SAS,1.1,77,2444,0.236,0.162,8.2,1.9,28.1,4.9,8.2
2006,Mo Williams,MIL,1.0,68,2442,0.133,0.059,3.0,-1.3,23.1,6.5,8.2
2006,Tracy McGrady,HOU,2.5,71,2426,0.19,0.113,5.7,0.4,34.6,7.5,9.1
2006,Chauncey Billups,DET,1.0,70,2423,0.31,0.235,11.9,4.2,23.6,4.7,9.9
2006,Stephen Jackson,"GSW, IND",3.1,75,2419,0.13,0.005,0.2,-2.9,23.0,4.4,5.7
2006,Jermaine O'Neal,IND,5.0,69,2419,0.196,0.024,1.2,-2.3,26.6,13.1,3.3
2006,Smush Parker,LAL,1.0,82,2413,0.108,0.033,1.7,-2.0,18.0,4.1,4.5
2006,Bruce Bowen,SAS,3.2,82,2407,0.152,0.055,2.7,-1.4,10.2,4.4,2.3
2006,Anthony Parker,TOR,2.0,73,2395,0.242,0.165,8.3,2.1,18.1,5.7,3.1
2006,Udonis Haslem,MIA,4.2,79,2394,0.244,0.072,3.6,-0.8,16.9,13.1,1.9
2006,Carmelo Anthony,DEN,3.3,65,2368,0.14,0.037,1.8,-1.9,38.1,7.9,5.0
2006,Joe Johnson,ATL,2.5,57,2359,0.154,0.077,3.8,-0.7,29.0,4.9,5.1
2006,Zach Randolph,POR,4.2,68,2355,0.221,0.049,2.4,-1.6,32.8,14.0,3.0
2006,Rasheed Wallace,DET,4.5,75,2346,0.243,0.071,3.5,-0.9,18.9,11.1,2.6
2006,Josh Howard,DAL,2.7,70,2344,0.263,0.187,9.1,2.7,27.1,9.7,2.6
2006,DeShawn Stevenson,WAS,2.0,82,2332,0.14,0.064,3.1,-1.1,18.9,4.4,4.5
2006,Emeka Okafor,CHA,5.0,67,2329,0.409,0.237,11.5,4.3,19.9,15.6,1.6
2006,Nick Collison,OKC,4.5,82,2326,0.267,0.095,4.6,-0.1,16.3,13.7,1.7
2006,Andris Biedrins,GSW,5.0,82,2318,0.385,0.213,10.3,3.6,16.2,15.8,1.8
2006,Chris Paul,NOR,1.0,64,2317,0.303,0.228,11.0,4.0,22.9,5.8,11.8
2006,Rashard Lewis,OKC,3.3,60,2314,0.255,0.147,7.1,1.5,27.8,8.2,3.0
2006,Marcus Camby,DEN,4.5,70,2293,0.449,0.277,13.2,5.5,16.4,17.1,4.7
2006,Al Jefferson,BOS,4.7,69,2282,0.347,0.175,8.3,2.4,23.3,15.9,1.9
2006,Kyle Korver,PHI,3.4,74,2264,0.131,0.02,0.9,-2.5,22.6,5.5,2.2
2006,Andrew Bogut,MIL,5.0,66,2258,0.279,0.107,5.0,0.2,17.2,12.4,4.2
2006,Corey Maggette,LAC,3.4,75,2257,0.207,0.094,4.4,-0.2,26.9,9.4,4.4
2006,Jameer Nelson,ORL,1.0,77,2257,0.114,0.039,1.9,-1.9,21.3,5.0,7.0
2006,Ryan Gomes,BOS,3.8,73,2256,0.202,0.045,2.1,-1.7,18.7,8.7,2.5
2006,Adam Morrison,CHA,3.0,78,2244,-0.05,-0.126,-5.9,-7.0,19.6,4.9,3.5
2006,Derek Fisher,UTH,1.0,82,2217,0.096,0.022,1.0,-2.4,17.9,3.2,5.9
2006,Jamaal Tinsley,IND,1.0,72,2210,0.155,0.081,3.7,-0.6,20.1,5.2,10.7
2006,Boris Diaw,PHO,4.0,73,2209,0.22,0.048,2.2,-1.6,15.4,6.9,7.6
2006,T.J. Ford,TOR,1.0,75,2209,0.173,0.099,4.5,0.0,22.8,5.1,12.9
2006,Jamal Crawford,NYK,2.0,59,2197,0.095,0.018,0.8,-2.5,22.7,4.1,5.7
2006,Hedo Turkoglu,ORL,3.4,73,2194,0.155,0.039,1.8,-1.9,21.2,6.4,5.1
2006,Drew Gooden,CLE,4.5,80,2182,0.323,0.151,6.9,1.6,19.5,15.0,1.9
2006,Delonte West,BOS,1.9,69,2175,0.172,0.095,4.3,-0.1,18.6,4.6,6.7
2006,Ray Allen,OKC,2.0,55,2175,0.178,0.101,4.6,0.1,32.1,5.5,5.0
2006,Trenton Hassell,MIN,2.5,76,2164,0.179,0.102,4.6,0.1,11.4,5.4,4.5
2006,Baron Davis,GSW,1.0,63,2160,0.245,0.171,7.7,2.2,28.1,6.1,11.3
2006,Rasual Butler,NOR,2.5,81,2142,0.093,0.016,0.7,-2.6,18.3,5.7,1.4
2006,Chris Kaman,LAC,5.0,75,2139,0.205,0.033,1.5,-2.1,16.9,13.2,1.8
2006,Steve Blake,"DEN, MIL",1.6,82,2128,0.152,0.076,3.4,-0.7,11.9,3.8,9.2
2006,Luther Head,HOU,1.9,80,2122,0.217,0.141,6.2,1.3,19.7,5.7,4.4
2006,Lamar Odom,LAL,4.0,56,2119,0.268,0.096,4.2,-0.1,20.2,12.4,6.1
2006,Marvin Williams,ATL,3.0,64,2108,0.119,0.042,1.9,-1.8,19.1,7.7,2.8
2006,Hakim Warrick,MEM,4.0,82,2098,0.175,0.003,0.1,-3.0,23.9,9.6,1.7
2006,Earl Watson,OKC,1.4,77,2094,0.142,0.066,2.9,-1.0,16.6,4.2,10.0
2006,John Salmons,SAC,2.5,79,2090,0.203,0.126,5.5,0.9,15.4,6.1,5.8
2006,Ime Udoka,POR,2.5,75,2084,0.217,0.141,6.1,1.3,14.5,6.4,2.6
2006,Zydrunas Ilgauskas,CLE,5.0,78,2061,0.315,0.143,6.1,1.4,21.5,13.9,2.9
2006,Pau Gasol,MEM,5.0,59,2058,0.364,0.192,8.2,2.9,28.6,13.6,4.7
