NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Clyde Drexler,"HOU, POR",2.0,76,2728,0.319,0.254,14.4,4.8,29.1,8.4,6.4
John Starks,NYK,1.9,80,2725,0.144,0.076,4.3,-0.7,21.5,3.9,7.2
Clifford Robinson,POR,4.5,75,2725,0.195,0.035,2.0,-2.0,28.2,7.5,3.5
Todd Day,MIL,2.0,82,2717,0.128,0.062,3.5,-1.2,23.1,5.7,2.4
Derek Harper,NYK,1.0,80,2716,0.202,0.103,5.8,0.1,16.2,3.4,8.1
Jeff Hornacek,UTH,2.0,81,2696,0.275,0.21,11.8,3.4,23.8,3.7,6.2
Horace Grant,ORL,4.2,74,2693,0.379,0.219,12.3,3.7,16.9,12.7,3.1
Kenny Anderson,BRK,1.0,72,2689,0.209,0.11,6.2,0.3,22.6,4.5,12.1
A.C. Green,PHO,3.8,82,2687,0.314,0.175,9.8,2.4,16.4,12.0,2.3
Shawn Kemp,OKC,4.1,82,2679,0.384,0.224,12.5,3.9,27.4,16.0,2.7
Grant Hill,DET,3.0,70,2678,0.223,0.157,8.8,1.8,25.0,8.0,6.3
Jason Kidd,DAL,1.0,79,2668,0.255,0.156,8.7,1.8,16.6,7.7,10.9
Reggie Miller,IND,2.1,81,2665,0.252,0.186,10.3,2.7,28.6,3.8,4.4
Steve Smith,"ATL, MIA",1.9,80,2665,0.184,0.114,6.3,0.5,23.5,5.0,4.9
Calbert Cheaney,WAS,2.6,78,2651,0.109,0.043,2.4,-1.7,23.4,5.8,3.2
Isaiah Rider,MIN,2.0,75,2645,0.081,0.016,0.9,-2.6,27.8,4.5,4.4
Hot Rod Williams,CLE,5.0,74,2641,0.232,0.072,3.9,-0.8,16.9,9.2,3.5
Grant Long,"ATL, MIA",4.0,81,2641,0.272,0.112,6.2,0.4,17.1,11.0,2.4
Muggsy Bogues,NOR,1.0,78,2629,0.295,0.196,10.7,3.0,15.7,4.7,12.3
Nick Anderson,ORL,1.8,76,2588,0.282,0.21,11.3,3.5,22.3,6.2,5.8
Toni Kukoc,CHI,3.9,81,2584,0.328,0.178,9.6,2.4,23.6,8.2,6.9
B.J. Armstrong,CHI,1.0,82,2577,0.199,0.1,5.3,0.0,21.4,3.5,4.5
Tom Gugliotta,(3+),3.8,77,2568,0.246,0.106,5.7,0.2,18.2,10.7,5.2
Lamond Murray,LAC,3.0,81,2556,0.039,-0.026,-1.4,-3.9,21.4,6.6,2.5
Joe Dumars,DET,1.8,67,2544,0.086,0.014,0.7,-2.6,22.9,3.0,6.9
Olden Polynice,SAC,5.0,81,2534,0.334,0.174,9.2,2.3,16.6,13.7,1.2
Terry Mills,DET,4.0,72,2514,0.177,0.017,0.9,-2.5,21.3,10.7,3.1
Bobby Phills,CLE,2.0,80,2500,0.132,0.066,3.4,-1.0,16.9,5.1,3.5
Anthony Mason,NYK,4.1,77,2496,0.378,0.218,11.4,3.7,14.7,12.5,4.6
Armen Gilliam,BRK,3.5,82,2472,0.276,0.163,8.4,2.0,23.5,11.9,1.9
P.J. Brown,BRK,4.4,80,2466,0.239,0.079,4.1,-0.6,12.7,9.5,2.6
Spud Webb,SAC,1.0,76,2458,0.199,0.1,5.1,0.0,17.1,3.4,9.1
Dominique Wilkins,BOS,3.0,77,2423,0.128,0.062,3.1,-1.2,27.1,7.9,3.3
Buck Williams,POR,3.4,82,2422,0.325,0.217,11.0,3.7,15.0,13.3,1.5
Sean Rooks,MIN,5.0,80,2405,0.208,0.048,2.4,-1.6,17.3,9.7,1.9
Mark Jackson,IND,1.0,82,2402,0.257,0.158,7.9,1.8,12.5,6.1,12.3
Tyrone Hill,CLE,4.4,70,2397,0.331,0.171,8.5,2.2,19.3,15.3,1.1
Kevin Willis,"ATL, MIA",5.0,67,2390,0.208,0.048,2.4,-1.6,23.2,14.7,1.7
Popeye Jones,DAL,3.9,80,2385,0.258,0.105,5.2,0.2,16.6,17.0,3.3
Lorenzo Williams,DAL,4.6,82,2383,0.341,0.181,9.0,2.6,6.6,13.9,2.5
Charles Barkley,PHO,3.5,68,2382,0.394,0.281,13.9,5.7,31.5,15.2,5.6
Rik Smits,IND,5.0,78,2381,0.24,0.08,4.0,-0.6,28.2,12.1,2.2
Shawn Bradley,PHI,5.0,82,2365,0.265,0.105,5.2,0.2,15.8,13.4,1.1
Stacey Augmon,ATL,2.5,76,2362,0.203,0.137,6.8,1.2,21.4,7.5,4.0
Vinny Del Negro,SAS,2.0,75,2360,0.18,0.115,5.6,0.5,19.1,3.9,4.6
Sam Perkins,OKC,5.0,82,2356,0.285,0.125,6.1,0.8,21.2,8.1,2.8
Juwan Howard,WAS,4.0,65,2348,0.167,0.007,0.3,-2.9,22.6,11.1,3.4
Dale Davis,IND,4.6,74,2346,0.383,0.223,10.9,3.9,16.1,14.2,1.2
Andrew Lang,ATL,5.0,82,2340,0.217,0.057,2.8,-1.3,16.3,9.4,1.5
Bryant Stith,DEN,2.1,81,2329,0.212,0.146,7.1,1.5,18.8,5.5,3.2
Doug West,MIN,2.7,71,2328,0.089,0.023,1.1,-2.4,18.9,4.7,3.8
Tim Hardaway,GSW,1.0,62,2321,0.186,0.088,4.2,-0.4,25.8,3.9,12.0
Eric Montross,BOS,5.0,78,2315,0.23,0.07,3.4,-0.9,16.2,11.7,0.7
Billy Owens,MIA,3.5,70,2296,0.225,0.112,5.3,0.4,20.9,10.5,5.1
Brian Grant,SAC,4.3,80,2289,0.26,0.1,4.8,0.0,22.2,12.5,2.1
Rod Strickland,POR,1.0,64,2267,0.333,0.234,11.1,4.2,25.6,6.7,11.9
Chris Dudley,POR,5.0,82,2245,0.329,0.169,7.9,2.2,9.6,16.3,0.7
Bimbo Coles,MIA,1.0,68,2207,0.172,0.074,3.4,-0.8,14.8,4.2,9.0
Reggie Williams,DEN,2.5,74,2198,0.211,0.145,6.7,1.4,21.7,7.2,5.0
Eric Murdock,MIL,1.0,75,2158,0.204,0.106,4.8,0.2,21.7,4.8,10.7
Charles Smith,NYK,3.1,76,2150,0.172,0.098,4.4,0.0,21.6,7.2,2.7
Dino Radja,BOS,4.5,66,2147,0.222,0.062,2.8,-1.2,25.3,12.8,2.5
Rodney Rogers,DEN,4.0,80,2142,0.176,0.016,0.7,-2.6,21.9,8.6,3.6
Chris Morris,BRK,2.6,71,2131,0.2,0.134,6.0,1.1,21.4,9.1,3.3
Tony Massenburg,LAC,5.0,80,2127,0.178,0.018,0.8,-2.5,16.7,10.3,1.5
Kendall Gill,OKC,3.0,73,2125,0.163,0.098,4.3,0.0,22.6,6.6,4.3
Derrick Coleman,BRK,3.5,56,2103,0.238,0.125,5.5,0.8,26.2,13.5,4.3
Otis Thorpe,"HOU, POR",4.5,70,2096,0.293,0.133,5.8,1.0,21.5,12.8,2.6
Donyell Marshall,"MIN, GSW",3.2,72,2086,0.089,0.007,0.3,-2.9,20.8,9.3,2.4
Mahmoud Abdul-Rauf,DEN,1.0,73,2082,0.13,0.031,1.4,-2.1,26.9,3.2,6.1
Scott Skiles,WAS,1.0,62,2077,0.249,0.15,6.5,1.6,18.6,3.7,10.4
Elden Campbell,LAL,4.0,73,2076,0.184,0.024,1.0,-2.3,21.1,10.3,2.1
Robert Horry,HOU,4.0,64,2074,0.243,0.083,3.6,-0.5,15.1,7.5,5.0
Nate McMillan,OKC,1.5,80,2070,0.296,0.215,9.3,3.6,9.7,7.0,9.8
Chris Webber,WAS,4.4,54,2067,0.29,0.13,5.6,1.0,25.2,12.0,5.9
Marty Conlon,MIL,5.0,82,2064,0.204,0.044,1.9,-1.7,19.0,9.9,2.6
Sherman Douglas,BOS,1.0,65,2048,0.191,0.092,3.9,-0.2,22.4,4.0,10.5
Sharone Wright,PHI,4.0,79,2044,0.141,-0.019,-0.8,-3.7,21.2,11.1,1.1
Michael Cage,CLE,4.0,82,2040,0.395,0.234,10.0,4.2,9.6,13.3,1.3
Vernon Maxwell,HOU,2.0,64,2038,0.058,-0.007,-0.3,-3.3,20.1,3.9,6.5
Chuck Person,SAS,3.1,81,2033,0.104,0.033,1.4,-2.1,20.6,6.1,2.5
Kenny Smith,HOU,1.0,81,2030,0.258,0.159,6.7,1.9,19.9,3.7,7.6
Cedric Ceballos,LAL,3.0,58,2029,0.233,0.167,7.1,2.1,29.8,11.0,2.5
Scott Burrell,NOR,3.0,65,2014,0.273,0.208,8.7,3.4,17.9,8.8,3.8
Allan Houston,DET,2.1,76,1996,0.135,0.069,2.9,-0.9,26.5,4.0,3.9
Dale Ellis,DEN,2.5,81,1996,0.106,0.041,1.7,-1.8,22.1,5.3,1.4
Jim Jackson,DAL,2.4,51,1982,0.137,0.071,2.9,-0.9,31.7,6.3,4.6
Eddie Jones,LAL,2.5,64,1981,0.215,0.149,6.1,1.6,21.7,6.0,3.1
Elliot Perry,PHO,1.0,82,1977,0.283,0.184,7.6,2.7,19.3,3.7,9.6
Terrell Brandon,CLE,1.0,67,1961,0.225,0.126,5.2,0.9,21.8,4.6,8.9
John Salley,MIA,4.0,75,1955,0.221,0.061,2.5,-1.2,13.4,8.2,3.0
Winston Garland,MIN,1.0,73,1931,0.154,0.055,2.2,-1.4,11.1,4.2,7.9
Mario Elie,HOU,2.8,81,1896,0.218,0.152,6.0,1.7,18.0,5.0,4.8
Johnny Newman,MIL,2.7,82,1896,0.127,0.062,2.4,-1.2,16.1,4.4,2.3
Sam Cassell,HOU,1.1,82,1882,0.192,0.095,3.7,-0.1,20.0,5.4,10.3
Ken Norman,ATL,3.7,74,1879,0.137,0.008,0.3,-2.8,24.0,9.2,2.4
David Benoit,UTH,3.0,71,1841,0.221,0.156,6.0,1.8,19.3,9.6,1.5
Donald Royal,ORL,3.1,70,1841,0.188,0.111,4.2,0.4,16.6,7.3,5.2
Steve Kerr,CHI,1.2,82,1839,0.241,0.15,5.8,1.6,17.6,3.1,3.9
Brian Shaw,ORL,1.0,78,1836,0.122,0.023,0.9,-2.3,13.1,6.3,10.6
Wesley Person,PHO,2.2,78,1800,0.179,0.114,4.3,0.5,21.7,5.4,2.8
Jalen Rose,DEN,2.5,81,1798,0.204,0.139,5.2,1.2,17.7,5.8,10.4
Scott Williams,PHI,4.9,77,1781,0.265,0.105,3.9,0.2,13.2,13.1,1.6
Rafael Addison,DET,3.4,79,1776,0.092,-0.011,-0.4,-3.4,17.7,6.5,2.9
Terry Dehere,LAC,1.6,80,1774,0.016,-0.062,-2.3,-5.0,22.6,4.1,6.1
Harvey Grant,POR,3.0,75,1771,0.186,0.121,4.5,0.7,18.5,7.7,2.2
Lee Mayberry,MIL,1.0,82,1744,0.132,0.033,1.2,-2.1,13.0,2.3,7.6
Michael Smith,,4.0,82,1736,0.299,0.143,5.2,1.4,15.7,13.4,1.9
Keith Jennings,GSW,1.0,80,1722,0.262,0.163,5.8,2.0,16.4,4.1,10.4
Vincent Askew,OKC,2.0,71,1721,0.18,0.115,4.1,0.5,19.6,5.0,4.9
Gheorghe Muresan,WAS,5.0,73,1720,0.324,0.164,5.9,2.0,20.4,13.6,1.1
Dell Curry,NOR,2.2,69,1718,0.124,0.059,2.1,-1.3,26.1,4.7,3.2
Matt Geiger,MIA,5.0,74,1712,0.226,0.066,2.3,-1.0,17.3,11.6,1.5
Doug Overton,WAS,1.0,82,1704,0.133,0.034,1.2,-2.0,16.2,4.0,6.9
Hubert Davis,NYK,2.2,82,1697,0.194,0.128,4.5,0.9,23.2,3.1,4.2
Lucious Harris,DAL,1.8,79,1695,0.205,0.134,4.7,1.1,21.3,6.2,3.7
Antoine Carr,UTH,4.7,78,1677,0.166,0.006,0.2,-2.9,21.4,7.6,1.9
Bo Outlaw,LAC,4.0,81,1655,0.298,0.138,4.8,1.2,12.2,9.1,2.4
Malik Sealy,LAC,2.0,60,1604,0.113,0.047,1.6,-1.6,23.3,6.4,3.2
Benoit Benjamin,BRK,5.0,61,1598,0.201,0.041,1.4,-1.8,20.3,13.2,1.1
Will Perdue,CHI,5.0,78,1592,0.353,0.193,6.4,2.9,18.7,15.7,2.7
Dennis Rodman,SAS,4.0,49,1568,0.574,0.414,13.5,9.8,10.7,25.2,3.0
Charles Oakley,NYK,4.0,50,1567,0.342,0.182,5.9,2.6,15.5,13.6,3.9
J.R. Reid,SAS,4.4,81,1566,0.231,0.071,2.3,-0.9,17.3,12.0,1.7
Willie Burton,PHI,2.5,53,1564,0.079,0.013,0.4,-2.7,24.9,5.0,2.9
Anthony Peeler,LAL,2.0,73,1559,0.088,0.023,0.7,-2.4,23.3,5.2,3.8
Oliver Miller,DET,5.0,64,1558,0.354,0.194,6.3,3.0,16.8,14.6,2.9
Mitchell Butler,WAS,2.0,76,1554,0.053,-0.013,-0.4,-3.5,18.4,5.3,2.8
Mark West,DET,5.0,67,1543,0.24,0.08,2.6,-0.6,15.6,12.7,0.6
James Robinson,POR,1.7,71,1539,0.036,-0.04,-1.3,-4.3,20.3,4.1,5.6
Ron Harper,CHI,2.0,77,1536,0.156,0.091,2.9,-0.3,16.6,5.6,4.9
Byron Scott,IND,2.0,80,1528,0.156,0.091,2.9,-0.3,25.2,4.7,3.4
Danny Manning,PHO,4.6,46,1510,0.215,0.055,1.7,-1.4,26.1,8.8,4.9
Dennis Scott,ORL,2.5,62,1499,0.163,0.097,3.0,0.0,25.7,4.7,4.2
Clifford Rozier,GSW,4.4,66,1494,0.236,0.076,2.4,-0.7,14.4,15.6,1.4
Chris Gatling,GSW,3.5,58,1470,0.343,0.23,7.1,4.1,26.0,14.5,1.7
Rex Chapman,WAS,1.9,45,1468,0.12,0.051,1.5,-1.5,23.9,3.7,4.2
Khalid Reeves,MIA,1.0,67,1462,0.255,0.156,4.8,1.8,20.3,6.1,9.5
Rex Walters,BRK,2.0,80,1435,0.067,0.001,0.0,-3.0,17.5,3.1,4.0
Xavier McDaniel,BOS,3.6,68,1430,0.13,0.01,0.3,-2.8,19.7,10.1,3.6
Tyrone Corbin,ATL,3.0,81,1389,0.158,0.092,2.7,-0.2,17.3,9.1,2.3
Sedale Threatt,LAL,1.5,59,1384,0.218,0.135,3.9,1.1,19.4,4.3,8.6
David Wesley,BOS,2.0,51,1380,0.231,0.165,4.7,2.1,13.1,4.1,9.3
Sam Mitchell,IND,3.0,81,1377,0.198,0.132,3.8,1.0,18.4,8.5,2.1
Mark Price,CLE,1.0,48,1375,0.209,0.11,3.2,0.4,26.4,3.9,11.7
Danny Ainge,PHO,1.5,74,1374,0.182,0.101,2.9,0.1,19.9,3.8,7.3
Roy Tarpley,DAL,5.0,55,1354,0.254,0.094,2.7,-0.2,24.5,15.9,2.1
Kevin Johnson,PHO,1.0,47,1352,0.26,0.161,4.5,1.9,25.9,4.1,12.8
Robert Parish,NOR,5.0,81,1352,0.178,0.018,0.5,-2.5,13.8,12.4,1.6
Pete Chilcutt,HOU,4.0,68,1347,0.23,0.07,2.0,-0.9,12.8,11.3,2.4
Derek Strong,BOS,4.0,70,1344,0.261,0.101,2.8,0.1,15.8,13.4,1.6
David Wood,GSW,3.5,78,1336,0.147,0.034,0.9,-2.0,15.4,8.7,2.3
Carl Herrera,HOU,3.1,61,1331,0.212,0.133,3.7,1.1,15.0,10.0,1.6
Danny Ferry,CLE,3.3,82,1290,0.183,0.087,2.3,-0.4,22.8,5.3,3.6
Wayman Tisdale,PHO,5.0,65,1276,0.07,-0.09,-2.4,-5.9,24.5,9.3,1.7
Terry Cummings,SAS,4.0,76,1273,0.186,0.026,0.7,-2.3,19.6,14.3,2.2
Adam Keefe,UTH,3.3,75,1270,0.347,0.256,6.8,4.9,17.4,12.4,1.1
Pete Myers,CHI,2.0,71,1270,0.143,0.077,2.0,-0.7,12.0,5.3,5.6
Anthony Bowie,ORL,1.0,77,1261,0.139,0.04,1.0,-1.8,16.3,5.3,6.1
Bison Dele,DEN,4.7,63,1261,0.232,0.072,1.9,-0.8,19.0,11.3,2.0
Tom Chambers,UTH,5.0,81,1240,0.126,-0.034,-0.9,-4.2,19.5,8.2,2.8
Victor Alexander,GSW,5.0,50,1237,0.153,-0.007,-0.2,-3.3,19.5,11.3,2.3
Sam Bowie,LAL,5.0,67,1225,0.188,0.028,0.7,-2.2,12.0,11.3,4.6
Kevin Gamble,MIA,2.0,77,1223,0.201,0.135,3.5,1.1,22.2,4.8,4.7
Eric Piatkowski,LAC,2.9,81,1208,0.137,0.071,1.8,-0.9,22.5,5.3,3.1
Sarunas Marciulionis,OKC,2.0,66,1194,0.088,0.023,0.6,-2.4,24.6,2.7,4.4
Johnny Dawkins,DET,1.0,50,1170,0.2,0.101,2.5,0.1,13.3,4.6,8.4
Craig Ehlo,ATL,2.5,49,1166,0.176,0.11,2.7,0.3,19.6,6.1,4.7
Robert Pack,DEN,1.0,42,1144,0.172,0.073,1.8,-0.8,21.3,4.7,12.2
Greg Foster,"CHI, MIN",5.0,78,1144,0.141,-0.019,-0.5,-3.7,16.2,10.9,1.6
Jerome Kersey,POR,2.5,63,1143,0.154,0.088,2.1,-0.3,21.3,10.8,3.4
Tony Campbell,CLE,2.1,78,1128,0.119,0.053,1.3,-1.4,20.0,6.5,2.9
Anthony Bonner,NYK,3.0,58,1126,0.27,0.204,4.8,3.3,9.4,11.2,3.4
Blue Edwards,"BOS, UTH",2.1,67,1112,0.086,0.02,0.5,-2.5,19.8,5.6,3.3
Bobby Hurley,SAC,1.0,68,1105,0.047,-0.052,-1.2,-4.7,12.4,3.0,9.8
Jeff Grayer,PHI,2.3,47,1098,0.075,0.009,0.2,-2.8,17.0,6.5,3.2
Randy Brown,SAC,1.6,67,1086,0.168,0.089,2.0,-0.3,14.0,4.8,5.9
Pervis Ellison,BOS,4.4,55,1083,0.258,0.098,2.2,0.0,16.6,13.7,1.5
Chris Smith,MIN,1.5,64,1073,0.15,0.067,1.5,-1.0,14.3,3.3,6.5
Anthony Avent,ORL,4.0,71,1066,0.195,0.035,0.8,-2.0,11.6,13.2,1.8
Lionel Simmons,SAC,3.0,58,1064,0.132,0.067,1.5,-1.0,14.8,8.8,4.0
Don MacLean,WAS,3.2,39,1052,0.1,0.014,0.3,-2.6,19.6,7.5,2.3
Rick Fox,BOS,3.0,53,1039,0.24,0.175,3.8,2.4,21.4,7.2,6.4
Rony Seikaly,GSW,5.0,36,1035,0.165,0.005,0.1,-2.9,20.2,12.3,2.1
Derrick Alston,PHI,4.0,64,1032,0.212,0.052,1.1,-1.5,13.9,10.2,1.5
Antonio Davis,IND,4.0,44,1030,0.243,0.083,1.8,-0.5,15.6,13.0,1.2
Haywoode Workman,IND,1.2,69,1028,0.173,0.079,1.7,-0.6,13.6,5.2,9.1
Tony Smith,LAL,1.7,61,1024,0.117,0.04,0.9,-1.8,15.9,5.0,4.8
Chris Childs,BRK,1.6,53,1021,0.109,0.029,0.6,-2.2,14.5,3.2,10.3
John Crotty,UTH,1.0,80,1019,0.178,0.079,1.7,-0.6,13.9,4.6,9.7
Carlos Rogers,GSW,5.0,49,1017,0.211,0.05,1.1,-1.5,20.7,13.1,1.7
Luc Longley,CHI,5.0,55,1001,0.185,0.025,0.5,-2.3,17.2,12.6,3.5
Doc Rivers,"NYK, SAS",1.2,63,989,0.135,0.044,0.9,-1.7,15.6,5.3,7.9
Jayson Williams,BRK,5.0,75,982,0.349,0.189,3.9,2.8,17.7,20.8,1.7
Anthony Tucker,WAS,3.0,62,982,0.152,0.086,1.8,-0.4,11.9,8.3,3.3
Joe Kleine,PHO,5.0,75,968,0.151,-0.009,-0.2,-3.3,13.9,12.8,1.9
Tom Hammonds,DEN,4.0,70,956,0.23,0.07,1.4,-0.9,20.6,11.1,1.8
Bill Wennington,CHI,5.0,73,956,0.133,-0.027,-0.5,-3.9,18.2,9.5,2.0
George Lynch,LAL,3.6,56,953,0.176,0.055,1.1,-1.4,17.2,9.3,3.1
Greg Minor,BOS,2.0,63,945,0.22,0.155,3.0,1.7,19.1,7.0,3.4
Lindsey Hunter,DET,1.0,42,944,0.044,-0.055,-1.1,-4.8,16.0,3.8,8.1
Jon Koncak,ATL,5.0,62,943,0.215,0.055,1.1,-1.4,9.1,9.4,2.6
Greg Anthony,NYK,1.0,61,943,0.224,0.125,2.5,0.8,18.9,3.3,8.1
Ervin Johnson,OKC,5.0,64,907,0.236,0.076,1.4,-0.7,10.5,15.3,0.8
Felton Spencer,UTH,5.0,34,905,0.251,0.091,1.7,-0.3,16.8,13.8,0.9
Ledell Eackles,MIA,2.0,54,898,0.075,0.009,0.2,-2.8,21.1,5.1,3.8
Chris Mullin,GSW,3.0,25,890,0.21,0.144,2.7,1.4,25.7,6.2,6.7
Corie Blount,CHI,4.0,68,889,0.264,0.104,1.9,0.2,12.9,13.0,3.2
Harold Miner,MIA,1.8,45,871,0.001,-0.069,-1.3,-5.2,18.1,6.4,3.8
Bryon Russell,UTH,2.5,63,860,0.164,0.098,1.8,0.0,15.8,7.9,1.9
Keith Askins,MIA,2.0,50,854,0.277,0.211,3.8,3.5,12.9,11.1,2.2
Pat Durham,MIN,3.0,59,852,0.152,0.087,1.5,-0.4,17.0,5.3,3.0
Ed Pinckney,MIL,4.0,62,835,0.347,0.187,3.3,2.7,8.0,12.1,1.2
Sleepy Floyd,BRK,1.0,48,831,0.001,-0.098,-1.7,-6.1,11.4,3.1,7.3
Aaron McKie,POR,2.0,45,827,0.204,0.138,2.4,1.2,17.0,7.5,5.2
Doug Smith,DAL,4.0,63,826,0.061,-0.099,-1.7,-6.2,18.6,8.4,2.6
Danny Schayes,PHO,5.0,69,823,0.186,0.026,0.4,-2.3,17.7,12.1,5.2
Duane Causwell,SAC,5.0,58,820,0.26,0.1,1.7,0.0,12.2,10.2,0.9
Kevin Duckworth,WAS,5.0,40,818,0.1,-0.06,-1.0,-4.9,16.6,11.4,1.2
Chucky Brown,HOU,3.0,41,814,0.27,0.204,3.5,3.3,14.7,11.1,1.8
B.J. Tyler,PHI,1.2,55,809,0.067,-0.025,-0.4,-3.8,11.6,3.7,10.3
Scott Brooks,"HOU, DAL",1.0,59,808,0.178,0.079,1.3,-0.6,20.3,3.9,6.9
Darrick Martin,MIN,1.0,34,803,0.068,-0.031,-0.5,-4.0,15.2,3.8,8.0
George McCloud,DAL,2.0,42,802,0.235,0.17,2.8,2.2,24.1,8.8,3.2
Stacey King,MIN,4.0,50,792,0.11,-0.05,-0.8,-4.6,16.1,10.0,1.6
Alton Lister,MIL,5.0,60,776,0.261,0.101,1.6,0.1,10.3,14.6,0.7
Greg Graham,PHI,2.0,50,775,0.056,-0.01,-0.2,-3.4,15.5,3.8,4.1
Terry Porter,POR,1.0,35,770,0.174,0.075,1.2,-0.7,19.4,5.0,8.3
Steve Colter,CLE,1.2,57,752,0.171,0.078,1.2,-0.7,12.5,3.8,6.4
Herb Williams,NYK,5.0,56,743,0.128,-0.032,-0.5,-4.1,12.1,8.5,1.7
Sean Higgins,BRK,2.0,57,735,-0.054,-0.12,-1.8,-6.8,17.5,5.0,1.9
Brad Lohaus,MIA,4.0,61,730,0.199,0.039,0.6,-1.9,17.6,6.7,2.8
Mark Macon,DET,1.0,55,721,0.081,-0.018,-0.3,-3.6,18.4,5.1,4.2
Negele Knight,"DET, POR",1.0,47,708,0.047,-0.052,-0.8,-4.7,13.5,4.1,8.6
Greg Sutton,NOR,1.0,53,690,0.053,-0.046,-0.7,-4.5,18.3,3.9,6.3
Vern Fleming,IND,1.0,55,686,0.213,0.114,1.6,0.5,17.6,6.2,7.6
Ricky Pierce,GSW,2.0,27,673,0.136,0.071,1.0,-0.9,24.1,4.6,2.9
Jamie Watson,UTH,3.0,60,673,0.133,0.067,0.9,-1.0,13.9,5.3,4.2
Ryan Lorthridge,GSW,2.0,37,672,0.112,0.046,0.7,-1.6,19.4,5.1,7.2
Michael Jordan,CHI,2.1,17,668,0.154,0.088,1.2,-0.3,32.8,8.4,6.5
Jeff Malone,PHI,2.0,19,660,0.121,0.055,0.8,-1.4,25.5,4.0,2.1
Mark Bryant,POR,4.0,49,658,0.242,0.082,1.1,-0.5,17.8,11.7,2.0
Harold Ellis,LAC,2.0,69,656,0.212,0.146,2.0,1.5,18.4,6.4,2.9
Donald Hodge,DAL,5.0,54,633,0.046,-0.115,-1.5,-6.6,15.8,9.3,3.1
