Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2008,Andre Iguodala,PHI,2.8,82,3268,0.262,0.177,12.1,2.4,22.6,6.9,6.4
2008,Joe Johnson,ATL,2.5,79,3124,0.176,0.091,5.9,-0.2,25.9,5.3,7.0
2008,O.J. Mayo,MEM,1.9,82,3120,0.107,0.022,1.4,-2.4,23.3,4.7,4.0
2008,Antawn Jamison,WAS,3.5,81,3095,0.242,0.115,7.4,0.5,27.9,11.2,2.4
2008,Raymond Felton,CHA,1.4,82,3086,0.159,0.069,4.4,-0.9,18.1,4.8,8.6
2008,Tayshaun Prince,DET,3.1,82,3057,0.23,0.136,8.7,1.2,18.3,7.5,4.0
2008,LeBron James,CLE,3.3,81,3053,0.451,0.342,21.8,7.6,36.2,9.6,9.2
2008,Dirk Nowitzki,DAL,4.5,81,3050,0.233,0.062,4.0,-1.1,33.0,10.7,3.1
2008,Dwyane Wade,MIA,1.8,79,3047,0.345,0.259,16.4,5.0,37.6,6.3,9.3
2008,Paul Pierce,BOS,3.0,81,3035,0.226,0.142,9.0,1.3,26.2,7.2,4.7
2008,LaMarcus Aldridge,POR,4.2,81,3003,0.254,0.084,5.2,-0.5,23.5,9.7,2.5
2008,Chris Paul,NOR,1.0,78,3002,0.466,0.373,23.3,8.5,28.5,6.9,13.8
2008,Derrick Rose,CHI,1.0,81,3000,0.18,0.088,5.5,-0.4,21.8,5.1,8.2
2008,Pau Gasol,LAL,4.6,81,2999,0.433,0.262,16.4,5.1,24.5,12.5,4.5
2008,Ben Gordon,CHI,2.0,82,2999,0.156,0.072,4.5,-0.8,27.2,4.5,4.5
2008,David West,NOR,4.1,76,2981,0.218,0.047,2.9,-1.6,25.6,10.4,2.8
2008,Andre Miller,PHI,1.0,82,2976,0.261,0.168,10.4,2.1,21.6,5.9,8.6
2008,Kobe Bryant,LAL,1.9,82,2960,0.245,0.16,9.9,1.9,35.7,7.0,6.5
