Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2016,Andrew Wiggins,MIN,3.0,82,3048,0.091,0.003,0.2,-3.0,30.4,5.2,3.0
2016,Karl-Anthony Towns,MIN,5.0,82,3031,0.441,0.229,14.4,4.0,32.6,15.9,3.5
2016,James Harden,HOU,1.0,81,2947,0.432,0.322,19.7,6.9,38.4,10.8,14.8
2016,Giannis Antetokounmpo,MIL,3.0,80,2845,0.427,0.339,20.1,7.5,30.9,11.8,7.3
2016,John Wall,WAS,1.0,78,2836,0.308,0.198,11.7,3.1,30.6,5.6,14.0
2016,Jimmy Butler,CHI,3.0,76,2809,0.41,0.326,19.1,7.1,31.0,8.0,7.1
2016,Harrison Barnes,DAL,4.0,79,2804,0.187,-0.025,-1.5,-3.9,26.0,6.8,2.0
2016,Russell Westbrook,OKC,1.1,81,2802,0.421,0.313,18.3,6.7,43.8,14.9,14.4
2016,C.J. McCollum,POR,1.7,80,2796,0.22,0.129,7.5,0.9,31.5,5.0,4.9
2016,LeBron James,CLE,3.6,74,2795,0.443,0.278,16.2,5.6,33.6,11.0,11.1
2016,Trevor Ariza,HOU,3.2,80,2773,0.276,0.17,9.8,2.2,16.2,7.9,3.0
2016,Rudy Gobert,UTH,5.0,81,2744,0.596,0.384,22.0,8.9,19.9,18.1,1.7
2016,Kemba Walker,CHA,1.0,79,2739,0.255,0.145,8.3,1.4,32.1,5.5,7.6
2016,Devin Booker,PHO,2.2,78,2731,0.052,-0.032,-1.8,-4.1,30.3,4.4,4.7
2016,Anthony Davis,NOR,4.9,75,2708,0.418,0.206,11.6,3.3,37.2,15.9,2.8
2016,Damian Lillard,POR,1.0,75,2693,0.292,0.182,10.2,2.6,36.1,6.5,7.8
2016,Paul George,IND,3.2,75,2689,0.252,0.145,8.1,1.4,31.7,8.8,4.5
2016,Bradley Beal,WAS,2.0,77,2684,0.241,0.157,8.8,1.8,31.8,4.2,4.8
2016,Jeff Teague,IND,1.1,82,2657,0.324,0.216,12.0,3.6,22.7,6.0,11.5
2016,Gorgui Dieng,MIN,4.1,82,2653,0.322,0.11,6.1,0.3,14.8,11.7,2.9
2016,Klay Thompson,GSW,2.4,78,2651,0.179,0.095,5.3,-0.1,31.5,5.2,2.9
2016,Stephen Curry,GSW,1.0,79,2638,0.362,0.252,13.8,4.7,36.4,6.4,9.5
2016,DeMar DeRozan,TOR,2.4,74,2620,0.223,0.139,7.6,1.2,37.0,7.1,5.3
2016,Nicolas Batum,CHA,2.7,77,2617,0.258,0.174,9.5,2.3,21.3,8.9,8.3
2016,Otto Porter,WAS,3.2,80,2605,0.385,0.278,15.1,5.6,19.8,9.5,2.2
2016,DeAndre Jordan,LAC,5.0,81,2570,0.602,0.39,20.9,9.0,19.2,20.8,1.8
2016,Isaiah Thomas,BOS,1.0,76,2569,0.323,0.212,11.4,3.5,41.1,3.8,8.4
2016,Tobias Harris,DET,3.8,82,2567,0.26,0.078,4.2,-0.7,24.7,7.8,2.6
2016,Marcus Morris,DET,3.0,79,2565,0.162,0.078,4.2,-0.7,20.7,6.9,3.0
2016,Marcin Gortat,WAS,4.9,82,2556,0.394,0.182,9.7,2.6,16.6,15.9,2.3
2016,Myles Turner,IND,5.0,81,2541,0.335,0.123,6.5,0.7,22.2,11.1,2.0
2016,Carmelo Anthony,NYK,3.3,74,2538,0.144,0.023,1.2,-2.4,31.4,8.3,4.0
2016,Marc Gasol,MEM,5.0,74,2531,0.304,0.092,4.8,-0.2,27.4,8.7,6.4
2016,Kentavious Caldwell-Pope,DET,2.0,76,2529,0.19,0.106,5.6,0.2,19.9,4.7,3.7
2016,Kyrie Irving,CLE,1.0,72,2525,0.247,0.136,7.2,1.2,34.5,4.3,8.0
2016,Gordon Hayward,UTH,3.0,73,2516,0.322,0.238,12.5,4.3,30.5,7.5,4.8
2016,Hassan Whiteside,MIA,5.0,77,2513,0.5,0.288,15.1,5.9,25.0,20.8,1.1
2016,Wesley Matthews,DAL,2.4,73,2495,0.171,0.087,4.5,-0.4,19.0,5.1,4.0
2016,Dennis Schroeder,ATL,1.0,79,2485,0.155,0.045,2.3,-1.7,27.3,4.8,9.7
2016,Kawhi Leonard,SAS,3.1,74,2475,0.409,0.313,16.2,6.7,36.6,8.3,5.0
2016,Draymond Green,GSW,4.2,76,2471,0.397,0.185,9.5,2.7,15.1,11.6,10.3
2016,Ricky Rubio,MIN,1.0,75,2469,0.324,0.213,11.0,3.6,16.3,6.0,13.2
2016,DeMarcus Cousins,"SAC, NOR",5.0,72,2465,0.332,0.12,6.1,0.6,37.8,15.5,6.5
2016,Goran Dragic,MIA,1.0,73,2459,0.26,0.149,7.7,1.6,28.9,5.4,8.3
2016,Courtney Lee,NYK,1.9,77,2459,0.222,0.135,6.9,1.1,16.3,5.1,3.5
2016,Serge Ibaka,"ORL, TOR",4.1,79,2422,0.272,0.06,3.0,-1.2,23.2,10.6,1.5
2016,Elfrid Payton,ORL,1.4,82,2412,0.285,0.185,9.3,2.7,20.8,7.8,10.5
2016,Andre Drummond,DET,5.0,81,2409,0.481,0.269,13.5,5.3,22.0,22.3,1.8
2016,Marcus Smart,BOS,2.0,79,2400,0.199,0.114,5.7,0.5,16.7,6.1,7.3
2016,Jordan Clarkson,LAL,2.0,82,2393,0.1,0.016,0.8,-2.6,24.1,4.9,4.3
2016,Steven Adams,OKC,5.0,80,2389,0.396,0.184,9.2,2.7,18.2,12.3,1.7
2016,Andre Roberson,OKC,3.0,79,2376,0.27,0.187,9.2,2.7,10.5,8.1,1.6
2016,Solomon Hill,NOR,3.0,80,2374,0.186,0.102,5.1,0.1,11.4,6.1,2.9
2016,Markieff Morris,WAS,4.0,76,2374,0.203,-0.009,-0.5,-3.4,21.5,9.9,2.6
2016,Michael Kidd-Gilchrist,CHA,3.1,81,2348,0.319,0.216,10.6,3.6,15.2,11.5,2.3
2016,Paul Millsap,ATL,4.0,69,2343,0.284,0.072,3.5,-0.8,25.5,11.0,5.1
2016,Tristan Thompson,CLE,5.0,78,2336,0.443,0.231,11.3,4.1,12.9,14.8,1.6
2016,Tony Snell,MIL,2.1,80,2336,0.209,0.125,6.1,0.8,14.0,5.1,2.0
2016,LaMarcus Aldridge,SAS,4.4,72,2335,0.283,0.071,3.5,-0.9,25.6,10.9,2.9
2016,Jae Crowder,BOS,3.0,72,2333,0.309,0.225,10.9,3.9,20.6,8.6,3.2
2016,Eric Gordon,HOU,2.2,75,2324,0.13,0.046,2.2,-1.7,25.1,4.2,3.9
2016,Aaron Gordon,ORL,3.1,80,2298,0.221,0.121,5.8,0.7,21.3,8.4,3.1
2016,Marvin Williams,CHA,4.0,76,2296,0.281,0.069,3.3,-0.9,17.8,10.3,2.2
2016,Mike Conley,MEM,1.0,69,2292,0.371,0.26,12.4,5.0,29.6,5.1,9.0
2016,Brandon Ingram,LAL,3.0,79,2279,0.093,0.009,0.4,-2.8,15.6,6.7,3.5
2016,Robin Lopez,CHI,5.0,81,2271,0.28,0.068,3.2,-1.0,17.7,11.0,1.7
