Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2015,James Harden,HOU,2.0,82,3125,0.304,0.22,14.3,3.8,36.5,7.7,9.4
2015,Gordon Hayward,UTH,3.1,80,2893,0.231,0.133,8.0,1.1,26.2,6.6,4.9
2015,Kemba Walker,CHA,1.0,81,2885,0.282,0.172,10.3,2.3,28.1,5.9,7.0
2015,Trevor Ariza,HOU,3.5,81,2859,0.23,0.084,5.0,-0.5,17.2,6.1,3.2
2015,Marcus Morris,DET,3.9,80,2856,0.203,0.006,0.4,-2.9,19.0,6.8,3.4
2015,Khris Middleton,MIL,3.0,79,2852,0.194,0.11,6.5,0.3,24.1,5.1,5.6
2015,Kyle Lowry,TOR,1.0,77,2851,0.319,0.208,12.4,3.4,27.5,6.1,8.3
2015,Andrew Wiggins,MIN,3.0,81,2845,0.109,0.026,1.5,-2.3,28.3,4.9,2.8
2015,Giannis Antetokounmpo,MIL,1.4,80,2823,0.288,0.188,11.1,2.8,23.0,10.4,5.9
2015,Paul George,IND,3.6,81,2819,0.256,0.099,5.8,0.0,31.9,9.6,5.6
2015,Draymond Green,GSW,4.2,81,2808,0.43,0.217,12.7,3.7,19.3,13.1,10.2
2015,DeMar DeRozan,TOR,2.9,78,2804,0.209,0.125,7.3,0.8,31.3,6.0,5.4
2015,Kentavious Caldwell-Pope,DET,2.0,76,2789,0.178,0.094,5.5,-0.2,19.0,4.9,2.4
2015,John Wall,WAS,1.2,77,2784,0.248,0.142,8.2,1.3,26.4,6.5,13.6
2015,C.J. McCollum,POR,1.7,80,2780,0.158,0.066,3.8,-1.0,28.8,4.5,5.9
2015,Russell Westbrook,OKC,1.0,80,2750,0.414,0.303,17.4,6.4,32.8,10.9,14.6
2015,Monta Ellis,IND,2.0,81,2734,0.184,0.1,5.7,0.0,19.7,4.8,6.7
2015,LeBron James,CLE,3.4,76,2709,0.408,0.273,15.4,5.4,34.0,10.0,9.1
2015,Joe Johnson,"BRK, MIA",3.2,81,2703,0.153,0.048,2.7,-1.6,17.6,5.2,5.6
2015,Stephen Curry,GSW,1.0,79,2700,0.492,0.382,21.5,8.8,42.2,7.6,9.4
2015,Damian Lillard,POR,1.0,75,2676,0.223,0.113,6.3,0.4,33.7,5.4,9.2
2015,Klay Thompson,GSW,2.2,80,2666,0.187,0.103,5.7,0.1,31.9,5.5,3.0
2015,Andre Drummond,DET,5.0,81,2666,0.445,0.233,13.0,4.2,23.7,21.6,1.2
2015,Paul Millsap,ATL,4.0,81,2647,0.394,0.182,10.0,2.6,25.1,13.3,4.8
2015,Isaiah Thomas,BOS,1.0,82,2644,0.25,0.139,7.7,1.3,33.1,4.4,9.2
2015,Wesley Matthews,DAL,2.8,78,2644,0.148,0.064,3.5,-1.1,17.7,4.3,2.7
2015,Al Horford,ATL,5.0,82,2631,0.369,0.157,8.6,1.8,22.8,10.9,4.8
2015,Karl-Anthony Towns,MIN,5.0,82,2627,0.375,0.162,8.9,2.0,27.5,15.7,2.9
2015,DeAndre Jordan,LAC,5.0,77,2598,0.561,0.349,18.9,7.8,18.1,19.6,1.7
