Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
1997,Michael Finley,DAL,2.7,82,3395,0.182,0.108,7.6,0.3,24.9,6.2,5.7
1997,Glen Rice,NOR,2.9,82,3295,0.133,0.059,4.0,-1.2,26.6,5.1,2.7
1997,Grant Hill,DET,3.1,81,3294,0.237,0.155,10.6,1.7,24.9,9.1,8.0
1997,Ray Allen,MIL,2.0,82,3286,0.146,0.072,4.9,-0.8,23.4,5.9,5.2
1997,Antoine Walker,BOS,3.5,82,3268,0.138,0.028,1.9,-2.2,27.0,12.3,4.0
1997,Kevin Garnett,MIN,4.3,82,3222,0.3,0.155,10.4,1.7,22.6,11.7,5.2
1997,Tim Duncan,SAS,4.0,82,3204,0.355,0.21,14.0,3.5,25.9,14.6,3.4
1997,Wesley Person,CLE,2.4,82,3198,0.272,0.198,13.2,3.1,18.1,5.4,2.8
1997,Michael Jordan,CHI,2.0,82,3181,0.199,0.124,8.2,0.8,35.6,7.2,4.3
1997,Allen Iverson,PHI,1.3,80,3150,0.188,0.105,6.9,0.2,26.8,4.5,7.5
1997,Anthony Mason,NOR,3.9,81,3148,0.316,0.175,11.5,2.4,15.8,12.6,5.2
1997,Gary Payton,OKC,1.1,82,3145,0.278,0.193,12.6,2.9,24.0,5.7,10.4
1997,Jason Kidd,PHO,1.7,82,3118,0.297,0.219,14.2,3.7,14.7,7.9,11.5
1997,Stephon Marbury,MIN,1.0,82,3112,0.124,0.038,2.4,-1.9,22.4,3.5,10.9
1997,Jim Jackson,"GSW, PHI",2.4,79,3046,0.103,0.029,1.8,-2.2,19.6,6.3,6.0
1997,Tim Hardaway,MIA,1.0,81,3031,0.233,0.147,9.3,1.5,24.2,4.7,10.6
1997,Karl Malone,UTH,4.0,81,3030,0.35,0.205,13.0,3.3,34.7,13.2,5.0
1997,Rod Strickland,WAS,1.1,76,3020,0.252,0.168,10.5,2.1,21.4,6.4,12.7
1997,Bo Outlaw,ORL,3.2,82,2953,0.365,0.275,16.9,5.5,12.7,10.4,3.5
1997,Shareef Abdur-Rahim,MEM,4.4,82,2950,0.19,0.045,2.8,-1.7,29.8,9.5,3.5
1997,Vin Baker,OKC,4.4,82,2944,0.278,0.133,8.2,1.1,25.7,10.7,2.5
1997,Doug Christie,TOR,2.0,78,2939,0.153,0.079,4.8,-0.6,21.0,6.6,4.6
1997,Dikembe Mutombo,ATL,5.0,82,2917,0.398,0.253,15.4,4.8,18.1,15.3,1.3
1997,Eddie Jones,LAL,2.4,80,2910,0.26,0.186,11.3,2.7,22.3,5.0,4.1
1997,Rasheed Wallace,POR,3.6,77,2896,0.229,0.111,6.7,0.4,18.6,7.9,3.2
1997,Steve Smith,ATL,2.0,73,2857,0.191,0.117,6.9,0.5,24.6,5.2,4.9
1997,Dennis Rodman,CHI,4.2,80,2856,0.452,0.308,18.3,6.5,6.3,20.2,3.9
1997,Allan Houston,NYK,2.5,82,2848,0.085,0.011,0.7,-2.7,25.4,4.6,3.6
1997,David Wesley,NOR,1.1,81,2845,0.173,0.088,5.2,-0.4,17.8,3.6,8.9
1997,Calbert Cheaney,WAS,2.0,82,2841,0.092,0.018,1.0,-2.5,17.7,5.5,2.9
1997,Damon Stoudamire,"POR, TOR",1.0,71,2839,0.15,0.064,3.8,-1.1,20.7,5.0,9.8
1997,Corliss Williamson,SAC,3.6,79,2818,0.137,0.018,1.1,-2.5,23.9,7.6,3.9
1997,Kerry Kittles,BRK,2.0,77,2814,0.208,0.134,7.8,1.1,22.7,6.2,3.0
1997,Chris Webber,WAS,4.5,71,2809,0.245,0.1,5.8,0.0,26.6,11.5,4.7
1997,Horace Grant,ORL,4.4,76,2803,0.275,0.13,7.6,1.0,15.8,10.6,2.9
1997,Reggie Miller,IND,2.0,81,2795,0.24,0.166,9.7,2.1,27.1,4.0,2.9
1997,Isaiah Rider,POR,2.0,74,2786,0.087,0.013,0.8,-2.7,25.1,6.0,4.0
1997,Shawn Kemp,CLE,4.0,80,2769,0.194,0.049,2.8,-1.5,25.0,12.9,3.4
1997,Detlef Schrempf,OKC,3.5,78,2742,0.284,0.178,10.2,2.4,21.6,9.7,6.0
1997,Charles Oakley,NYK,4.6,79,2734,0.296,0.151,8.6,1.6,12.5,12.7,3.5
1997,Kendall Gill,BRK,3.0,81,2733,0.162,0.088,5.0,-0.3,19.1,6.9,3.5
1997,Rick Fox,LAL,3.0,82,2709,0.151,0.076,4.3,-0.7,17.4,6.3,4.9
1997,Mookie Blaylock,ATL,1.0,70,2700,0.205,0.119,6.7,0.6,16.4,6.1,8.3
1997,Tyrone Corbin,ATL,3.0,79,2699,0.164,0.089,5.0,-0.3,14.3,6.4,3.1
1997,Avery Johnson,SAS,1.0,75,2674,0.211,0.125,7.0,0.8,13.8,2.7,10.6
1997,Ron Mercer,BOS,2.3,80,2662,0.089,0.015,0.8,-2.6,22.0,5.0,3.2
1997,Erick Dampier,GSW,5.0,82,2653,0.224,0.079,4.3,-0.6,17.6,12.9,1.7
1997,A.C. Green,DAL,4.0,82,2652,0.293,0.148,8.2,1.5,10.9,12.1,2.2
1997,Dean Garrett,DEN,5.0,82,2632,0.25,0.105,5.7,0.2,10.9,11.7,1.6
1997,Voshon Lenard,MIA,2.0,81,2621,0.163,0.089,4.9,-0.3,18.7,5.3,3.3
1997,Bison Dele,DET,5.0,78,2619,0.241,0.096,5.3,-0.1,23.1,12.7,1.7
1997,Donyell Marshall,GSW,3.1,73,2611,0.18,0.097,5.3,-0.1,20.6,11.5,2.9
1997,Sam Cassell,BRK,1.1,75,2606,0.181,0.097,5.2,-0.1,27.1,4.2,11.1
1997,Hersey Hawkins,OKC,2.0,82,2597,0.288,0.214,11.6,3.6,15.9,6.2,4.1
1997,Lamond Murray,LAC,3.0,79,2579,0.214,0.14,7.5,1.3,22.7,9.0,2.6
1997,LaPhonso Ellis,DEN,3.4,76,2575,0.111,0.011,0.6,-2.7,20.2,10.1,4.0
1997,Mitch Richmond,SAC,2.0,70,2570,0.162,0.087,4.7,-0.4,30.3,4.3,5.2
1997,Juwan Howard,WAS,4.5,64,2559,0.145,0.0,0.0,-3.1,22.2,8.4,3.9
1997,Jerry Stackhouse,"DET, PHI",2.5,79,2545,0.126,0.051,2.7,-1.5,23.6,5.0,4.5
1997,Kevin Willis,HOU,4.9,81,2528,0.218,0.073,3.8,-0.8,24.8,12.9,1.5
1997,Cedric Henderson,CLE,3.0,82,2527,0.135,0.061,3.2,-1.2,15.8,6.2,3.2
1997,Bryant Reeves,MEM,5.0,74,2527,0.196,0.051,2.7,-1.5,22.9,11.1,2.9
1997,Lindsey Hunter,DET,1.0,71,2505,0.124,0.038,2.0,-1.9,16.5,4.7,4.3
1997,Rodney Rogers,LAC,3.6,76,2498,0.147,0.033,1.7,-2.1,22.1,8.1,3.9
1997,Brevin Knight,CLE,1.0,80,2483,0.308,0.222,11.5,3.8,14.0,4.9,12.7
1997,Clyde Drexler,HOU,2.0,70,2473,0.2,0.126,6.5,0.8,25.0,6.7,7.4
1997,Jeff Hornacek,UTH,2.0,80,2460,0.263,0.189,9.7,2.8,22.2,5.3,6.8
1997,David Robinson,SAS,5.0,73,2457,0.433,0.288,14.7,5.9,30.7,15.1,3.9
