NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Derek Harper,NYK,1.1,82,2893,0.186,0.082,4.9,-0.5,19.1,3.4,5.8
Damon Stoudamire,TOR,1.0,70,2865,0.156,0.047,2.8,-1.6,22.3,4.7,10.9
Armen Gilliam,BRK,3.5,78,2856,0.22,0.107,6.4,0.2,24.0,12.0,2.4
Steve Smith,ATL,2.0,80,2856,0.164,0.094,5.6,-0.2,24.3,5.5,3.8
George McCloud,DAL,2.5,79,2846,0.15,0.079,4.7,-0.6,25.2,6.4,3.6
Otis Thorpe,DET,4.6,82,2841,0.271,0.115,6.8,0.5,19.6,11.6,2.7
Tom Gugliotta,MIN,3.8,78,2835,0.251,0.11,6.5,0.3,21.4,11.7,4.0
Scottie Pippen,CHI,3.0,77,2825,0.316,0.245,14.4,4.5,25.4,8.4,7.7
Hersey Hawkins,OKC,2.0,82,2823,0.256,0.186,10.9,2.7,21.8,5.0,3.7
Joe Smith,GSW,4.4,82,2821,0.259,0.104,6.1,0.2,21.3,12.2,1.3
Jim Jackson,DAL,2.8,82,2820,0.131,0.061,3.6,-1.2,27.3,7.0,4.0
Bryant Stith,DEN,1.8,82,2810,0.173,0.093,5.5,-0.2,19.1,6.8,4.1
Hakeem Olajuwon,HOU,5.0,72,2797,0.307,0.151,8.8,1.6,33.2,13.5,4.4
Patrick Ewing,NYK,5.0,76,2783,0.214,0.059,3.4,-1.2,29.5,13.9,2.8
Blue Edwards,MEM,2.5,82,2773,0.113,0.043,2.5,-1.7,18.1,6.0,3.7
Vinny Del Negro,SAS,2.0,82,2766,0.207,0.136,7.9,1.2,20.7,4.7,5.5
Nick Anderson,ORL,2.0,77,2717,0.263,0.191,10.8,2.9,20.0,7.3,4.9
Dikembe Mutombo,DEN,5.0,74,2713,0.408,0.252,14.3,4.8,14.4,15.4,1.9
Jerry Stackhouse,PHI,2.5,72,2701,0.067,-0.003,-0.2,-3.2,24.6,4.7,4.9
Elden Campbell,LAL,4.5,82,2699,0.287,0.132,7.4,1.0,20.3,11.1,3.2
Johnny Newman,MIL,2.0,82,2690,0.166,0.095,5.3,-0.1,15.9,3.6,2.7
Danny Ferry,CLE,4.0,82,2680,0.154,-0.002,-0.1,-3.1,19.5,5.5,3.4
Alonzo Mourning,MIA,4.8,70,2671,0.355,0.199,11.1,3.1,29.2,13.1,2.9
Mark Jackson,IND,1.0,81,2643,0.31,0.201,11.1,3.2,14.6,5.6,11.5
Robert Horry,HOU,4.0,71,2634,0.238,0.083,4.6,-0.5,15.5,7.5,5.1
Charles Barkley,PHO,3.5,71,2632,0.38,0.267,14.6,5.2,30.1,15.0,4.8
Michael Cage,CLE,5.0,82,2631,0.399,0.243,13.3,4.5,8.9,13.3,1.0
Shawn Kemp,OKC,4.1,79,2631,0.41,0.254,13.9,4.8,28.3,16.5,3.2
Cedric Ceballos,LAL,3.0,78,2628,0.289,0.218,12.0,3.7,30.2,9.8,2.2
Dale Ellis,DEN,2.5,81,2626,0.179,0.109,5.9,0.3,22.0,5.8,2.5
Reggie Miller,IND,2.2,76,2621,0.236,0.166,9.1,2.1,29.4,3.9,4.6
Dale Davis,IND,4.7,78,2617,0.342,0.186,10.2,2.7,14.7,13.0,1.4
Bimbo Coles,"GSW, MIA",1.0,81,2615,0.158,0.05,2.7,-1.5,16.4,4.8,7.7
Wesley Person,PHO,2.4,82,2609,0.134,0.064,3.5,-1.1,19.2,5.9,2.5
Isaiah Rider,MIN,2.0,75,2594,0.091,0.02,1.1,-2.5,27.2,5.7,3.9
Rick Fox,BOS,3.7,81,2588,0.226,0.098,5.3,0.0,21.1,8.3,6.8
Jeff Hornacek,UTH,2.0,82,2588,0.289,0.217,11.7,3.7,23.1,3.9,6.3
Terrell Brandon,CLE,1.0,75,2570,0.304,0.196,10.5,3.0,27.1,4.6,9.1
Tim Hardaway,"GSW, MIA",1.0,80,2534,0.217,0.108,5.7,0.3,23.1,4.3,12.1
Bobby Phills,CLE,2.1,72,2530,0.211,0.14,7.4,1.3,19.9,5.0,5.1
Rod Strickland,POR,1.0,67,2526,0.247,0.138,7.3,1.2,23.9,5.6,12.2
Oliver Miller,TOR,5.0,76,2516,0.244,0.088,4.6,-0.3,18.7,10.7,4.2
Nick Van Exel,LAL,1.0,74,2513,0.169,0.06,3.2,-1.2,21.0,3.5,9.7
Christian Laettner,"ATL, MIN",5.0,74,2495,0.241,0.085,4.4,-0.4,23.4,10.4,3.8
John Starks,NYK,2.0,81,2491,0.182,0.111,5.8,0.4,19.7,4.6,6.1
Tyus Edney,SAC,1.0,80,2481,0.147,0.038,2.0,-1.9,16.6,3.9,9.5
Alvin Robertson,TOR,1.7,77,2478,0.197,0.114,5.9,0.5,13.9,6.6,6.3
Vlade Divac,LAL,5.0,79,2470,0.291,0.135,6.9,1.1,19.8,13.2,5.1
Vernon Maxwell,PHI,1.0,75,2467,0.043,-0.065,-3.4,-5.1,23.7,4.5,6.4
Bryant Reeves,MEM,5.0,77,2460,0.157,0.002,0.1,-3.0,19.9,11.1,2.1
Tracy Murray,TOR,3.0,82,2458,0.145,0.074,3.8,-0.8,25.9,6.9,2.6
Olden Polynice,SAC,5.0,81,2441,0.293,0.137,7.0,1.2,19.4,15.0,1.1
Derrick McKey,IND,3.3,75,2440,0.229,0.135,6.9,1.1,17.3,7.1,5.2
Chris Childs,BRK,1.0,78,2408,0.209,0.101,5.0,0.0,20.0,4.9,10.9
Brian Grant,SAC,4.2,78,2398,0.211,0.056,2.8,-1.3,22.4,10.9,2.5
Harvey Grant,POR,2.8,76,2394,0.179,0.108,5.4,0.3,14.2,7.2,2.2
Dell Curry,NOR,1.6,82,2371,0.18,0.094,4.6,-0.2,24.1,5.3,3.6
Dan Majerle,CLE,2.5,82,2367,0.207,0.137,6.8,1.2,17.7,6.2,4.3
Andrew Lang,"ATL, MIN",5.0,71,2365,0.137,-0.019,-0.9,-3.7,16.9,9.2,1.3
Matt Geiger,NOR,5.0,77,2349,0.253,0.098,4.8,0.0,17.7,13.3,1.2
Kenny Anderson,"NOR, BRK",1.0,69,2344,0.253,0.144,7.0,1.4,21.5,4.2,11.8
Sherman Douglas,"BOS, MIL",1.0,79,2335,0.185,0.076,3.7,-0.7,18.3,3.7,9.0
Shawn Bradley,"BRK, PHI",5.0,79,2329,0.217,0.061,3.0,-1.2,19.5,13.1,1.3
Dana Barros,BOS,1.0,80,2328,0.216,0.107,5.2,0.2,21.4,4.0,6.3
Calbert Cheaney,WAS,2.9,70,2324,0.094,0.024,1.1,-2.3,21.8,4.9,3.2
Popeye Jones,DAL,4.0,68,2322,0.248,0.092,4.5,-0.2,15.9,15.2,2.7
Stacey Augmon,ATL,2.9,77,2294,0.212,0.142,6.8,1.3,20.4,6.4,2.9
Kevin Garnett,MIN,4.3,80,2293,0.283,0.127,6.1,0.9,17.5,10.5,3.0
Horace Grant,ORL,4.1,63,2286,0.358,0.202,9.6,3.2,17.8,12.2,3.6
Antonio McDyess,DEN,4.5,76,2280,0.204,0.048,2.3,-1.6,21.5,12.0,1.6
B.J. Armstrong,GSW,1.2,82,2262,0.232,0.132,6.2,1.0,21.5,3.9,8.5
Aaron McKie,POR,2.0,81,2259,0.196,0.126,5.9,0.8,18.4,6.5,4.4
Gheorghe Muresan,WAS,5.0,76,2242,0.396,0.24,11.2,4.4,23.6,15.6,1.2
Detlef Schrempf,OKC,3.2,63,2200,0.255,0.167,7.6,2.1,23.6,7.2,6.0
Joe Dumars,DET,1.4,67,2193,0.208,0.113,5.2,0.4,17.4,3.0,5.8
Eddie Jones,LAL,2.3,70,2184,0.266,0.195,8.9,3.0,19.6,5.1,5.4
Walt Williams,"MIA, SAC",2.9,73,2169,0.201,0.131,5.9,1.0,22.0,7.1,5.1
Sam Perkins,OKC,5.0,82,2169,0.225,0.069,3.1,-0.9,21.5,8.1,2.7
Bison Dele,LAC,5.0,65,2157,0.235,0.079,3.6,-0.6,22.9,10.9,2.7
Sam Mitchell,MIN,3.0,78,2145,0.178,0.107,4.8,0.3,18.9,7.6,1.7
Lindsey Hunter,DET,1.0,80,2138,0.154,0.045,2.0,-1.7,15.2,4.4,4.2
Kevin Willis,"GSW, MIA",5.0,75,2135,0.18,0.024,1.1,-2.3,17.9,14.3,1.2
Jalen Rose,DEN,2.5,80,2134,0.176,0.106,4.7,0.2,18.1,5.8,11.1
Chuck Person,SAS,3.4,80,2131,0.22,0.114,5.0,0.5,19.7,9.3,2.3
A.C. Green,PHO,4.0,82,2113,0.291,0.136,6.0,1.2,13.9,12.6,1.6
David Wesley,BOS,2.0,82,2104,0.271,0.201,8.8,3.2,23.0,6.0,8.9
Toni Kukoc,CHI,3.7,81,2103,0.332,0.205,9.0,3.3,24.3,7.4,6.6
Greg Anthony,MEM,1.0,69,2096,0.225,0.116,5.1,0.5,22.1,4.0,10.9
Antonio Davis,IND,4.0,82,2092,0.293,0.137,6.0,1.2,16.5,11.5,1.0
Dennis Rodman,CHI,4.0,64,2088,0.492,0.336,14.6,7.4,8.1,21.9,3.7
Terry Porter,MIN,1.0,82,2072,0.223,0.114,4.9,0.5,17.9,4.9,10.5
Willie Anderson,"NYK, TOR",2.7,76,2060,0.078,0.008,0.3,-2.8,17.3,5.7,4.6
Brent Price,WAS,1.0,81,2042,0.324,0.215,9.1,3.6,19.0,5.4,9.8
Mahmoud Abdul-Rauf,DEN,1.0,57,2029,0.167,0.058,2.5,-1.3,25.9,3.3,9.2
Chucky Brown,HOU,3.0,82,2019,0.251,0.18,7.6,2.5,16.8,10.5,2.1
Terry Dehere,LAC,1.0,82,2018,0.173,0.066,2.8,-1.0,24.2,3.4,8.3
Pooh Richardson,LAC,1.0,63,2013,0.186,0.077,3.2,-0.7,17.5,3.8,8.1
Kevin Johnson,PHO,1.0,56,2007,0.334,0.226,9.4,3.9,25.0,5.3,12.4
Clyde Drexler,HOU,2.0,52,1997,0.286,0.216,9.0,3.6,24.2,9.0,7.3
Dino Radja,BOS,4.5,53,1984,0.226,0.07,2.9,-0.9,25.2,12.6,2.0
Billy Owens,"MIA, SAC",3.5,62,1982,0.203,0.087,3.6,-0.4,19.6,10.0,4.9
David Benoit,UTH,3.0,81,1961,0.204,0.133,5.4,1.1,16.2,9.4,2.0
Rodney Rogers,LAC,3.1,67,1950,0.158,0.076,3.1,-0.7,19.1,7.0,4.1
Shaquille O'Neal,ORL,5.0,54,1946,0.327,0.172,7.0,2.3,35.4,14.7,3.8
Chris King,MEM,3.3,80,1930,0.135,0.042,1.7,-1.8,15.8,7.1,2.6
Chris Dudley,POR,5.0,80,1924,0.375,0.219,8.8,3.7,10.1,18.0,0.9
Steve Kerr,CHI,1.0,82,1919,0.304,0.195,7.8,3.0,17.2,2.8,4.8
Rik Smits,IND,5.0,63,1901,0.192,0.036,1.4,-2.0,29.4,10.9,2.8
Brent Barry,LAC,2.0,79,1898,0.226,0.156,6.2,1.8,20.2,4.2,5.8
Keith Askins,MIA,2.9,75,1897,0.24,0.17,6.7,2.2,11.6,8.2,3.1
Benoit Benjamin,"MIL, MEM",5.0,83,1896,0.237,0.081,3.2,-0.6,18.4,13.6,1.6
Byron Scott,MEM,2.0,80,1894,0.11,0.04,1.6,-1.8,20.8,4.9,3.1
Ron Harper,CHI,1.3,80,1886,0.273,0.175,6.9,2.4,15.1,5.4,5.3
Rex Chapman,MIA,2.0,56,1865,0.155,0.085,3.3,-0.4,20.2,3.7,4.3
Jayson Williams,BRK,4.7,80,1858,0.326,0.17,6.6,2.2,18.6,20.7,1.2
Lamond Murray,LAC,3.0,77,1816,0.117,0.046,1.7,-1.6,17.2,6.5,2.2
Rony Seikaly,GSW,5.0,64,1813,0.199,0.043,1.6,-1.7,20.5,13.2,1.9
Todd Day,"BOS, MIL",2.0,79,1807,0.036,-0.034,-1.3,-4.1,24.5,6.0,2.8
Lorenzo Williams,DAL,4.7,65,1806,0.323,0.168,6.3,2.1,5.3,13.8,2.3
Rasheed Wallace,WAS,4.3,65,1788,0.151,-0.005,-0.2,-3.2,17.6,8.1,2.3
Terry Cummings,MIL,4.0,81,1777,0.207,0.051,1.9,-1.5,17.4,12.0,2.4
Tim Legler,WAS,1.9,77,1775,0.294,0.219,8.1,3.7,19.6,3.8,3.7
Charles Oakley,NYK,3.1,53,1775,0.323,0.246,9.1,4.6,16.3,12.4,3.7
Hubert Davis,NYK,2.3,74,1773,0.222,0.152,5.6,1.6,21.4,3.3,2.8
Greg Minor,BOS,3.0,78,1761,0.161,0.09,3.3,-0.3,20.3,7.0,4.0
Craig Ehlo,ATL,2.5,79,1758,0.177,0.107,3.9,0.2,18.3,7.0,3.8
Charles Smith,(3+),3.5,81,1755,0.125,0.014,0.5,-2.6,16.8,10.0,1.9
Vern Fleming,BRK,1.9,77,1747,0.103,0.03,1.1,-2.1,16.2,4.7,7.0
Arvydas Sabonis,POR,5.0,73,1735,0.445,0.29,10.5,5.9,29.3,16.3,3.6
Vincent Askew,OKC,2.8,69,1725,0.196,0.125,4.5,0.8,16.2,6.1,4.5
Ed Pinckney,"PHI, TOR",3.8,74,1710,0.341,0.204,7.3,3.3,13.4,12.9,2.0
Adam Keefe,UTH,3.3,82,1708,0.339,0.242,8.6,4.4,14.0,12.8,1.8
Lee Mayberry,MIL,1.0,82,1705,0.183,0.074,2.6,-0.8,11.9,2.5,8.5
Sedale Threatt,LAL,1.2,82,1687,0.144,0.042,1.5,-1.8,17.0,2.7,7.7
Kendall Gill,"NOR, BRK",2.0,47,1683,0.213,0.142,5.0,1.3,18.7,6.6,7.4
Sam Cassell,HOU,1.0,61,1682,0.147,0.038,1.3,-1.9,25.3,5.4,7.9
Brian Shaw,ORL,1.0,75,1679,0.091,-0.018,-0.6,-3.6,14.2,6.4,9.6
Eric Murdock,"MIL, MEM",1.0,73,1673,0.195,0.087,3.0,-0.4,18.6,4.8,9.4
Buck Williams,POR,3.0,70,1672,0.282,0.212,7.4,3.5,14.7,11.6,1.2
Elliot Perry,PHO,1.0,81,1668,0.183,0.074,2.6,-0.8,20.1,3.9,10.2
Terry Mills,DET,4.0,82,1656,0.181,0.026,0.9,-2.3,22.3,10.2,2.8
Kurt Thomas,MIA,4.0,74,1655,0.216,0.06,2.1,-1.2,19.3,12.7,1.3
Hot Rod Williams,PHO,5.0,62,1652,0.241,0.085,2.9,-0.4,13.2,10.8,1.8
Luc Longley,CHI,5.0,62,1641,0.174,0.018,0.6,-2.5,16.5,9.3,3.5
Doug West,MIN,2.2,73,1639,0.049,-0.021,-0.7,-3.7,13.6,4.7,3.5
James Robinson,POR,1.7,76,1627,0.084,0.002,0.1,-3.0,19.1,4.6,4.4
Jerome Kersey,GSW,3.0,76,1620,0.197,0.126,4.3,0.9,15.1,10.8,3.4
Chris Mullin,GSW,3.0,55,1617,0.217,0.147,4.9,1.5,21.8,4.7,5.8
Kenny Smith,HOU,1.0,68,1617,0.15,0.041,1.4,-1.8,17.2,2.8,7.3
Derrick Alston,PHI,4.2,73,1614,0.207,0.051,1.7,-1.5,13.4,9.0,1.8
Anthony Peeler,LAL,2.0,73,1608,0.142,0.071,2.4,-0.9,21.2,4.1,3.5
Malik Sealy,LAC,2.0,62,1601,0.093,0.023,0.8,-2.4,21.3,7.2,3.5
Dee Brown,BOS,1.1,65,1591,0.113,0.008,0.3,-2.8,21.0,4.1,4.4
Mark Bryant,HOU,4.1,71,1587,0.208,0.052,1.7,-1.5,18.5,10.6,1.6
Anthony Avent,MEM,4.0,71,1586,0.054,-0.102,-3.4,-6.3,12.6,10.7,2.1
Trevor Ruffin,PHI,2.0,61,1551,0.061,-0.009,-0.3,-3.4,24.1,4.1,8.3
Antoine Carr,UTH,4.8,80,1532,0.061,-0.095,-3.0,-6.0,18.2,6.3,2.3
Ervin Johnson,OKC,5.0,81,1519,0.299,0.143,4.5,1.4,14.1,13.7,1.5
Eric Williams,BOS,3.0,64,1470,0.097,0.026,0.8,-2.3,22.4,7.1,2.3
Tony Massenburg,"PHI, TOR",4.5,54,1463,0.2,0.044,1.3,-1.7,17.7,11.5,1.0
Spud Webb,"ATL, MIN",1.0,77,1462,0.181,0.072,2.2,-0.8,17.9,3.3,9.7
Sharone Wright,"TOR, PHI",4.8,57,1434,0.176,0.02,0.6,-2.5,22.2,11.9,1.3
Eric Montross,BOS,5.0,61,1432,0.199,0.043,1.3,-1.7,14.8,11.8,1.4
Pervis Ellison,BOS,4.5,69,1431,0.324,0.169,5.0,2.2,12.2,15.1,2.1
Chris Gatling,"GSW, MIA",4.0,71,1427,0.31,0.154,4.6,1.7,26.6,14.0,1.4
Chris Morris,UTH,2.6,66,1424,0.172,0.101,3.0,0.1,23.3,7.7,2.6
Alan Henderson,ATL,4.6,79,1416,0.186,0.03,0.9,-2.1,17.1,12.1,1.7
Ricky Pierce,IND,2.0,76,1404,0.088,0.017,0.5,-2.5,25.2,4.6,3.5
Will Perdue,SAS,4.7,80,1396,0.34,0.184,5.4,2.6,14.2,16.7,1.1
Mario Elie,HOU,2.5,45,1385,0.253,0.182,5.3,2.6,17.3,5.4,4.8
Michael Smith,,4.0,65,1384,0.371,0.215,6.2,3.6,12.4,13.5,3.8
Zan Tabak,TOR,5.0,67,1332,0.149,-0.006,-0.2,-3.3,18.5,11.5,2.2
Kevin Gamble,"MIA, SAC",2.5,65,1325,0.085,0.014,0.4,-2.6,14.0,4.1,3.6
J.R. Reid,"NYK, SAS",4.3,65,1313,0.175,0.02,0.5,-2.5,15.6,9.3,1.5
Theo Ratliff,DET,5.0,75,1305,0.36,0.205,5.6,3.3,12.5,10.9,0.5
Jon Koncak,ORL,5.0,67,1288,0.18,0.024,0.6,-2.3,7.6,10.1,1.9
Tony Dumas,DAL,2.0,67,1284,0.014,-0.057,-1.5,-4.8,29.0,4.3,3.7
Tyrone Corbin,"MIA, SAC",3.0,71,1284,0.219,0.149,4.0,1.5,15.4,9.1,3.1
Eldridge Recasner,HOU,1.6,63,1275,0.173,0.087,2.3,-0.4,16.4,5.4,6.4
LaPhonso Ellis,DEN,3.5,45,1269,0.139,0.029,0.8,-2.2,17.8,12.2,2.8
Felton Spencer,UTH,5.0,71,1267,0.19,0.035,0.9,-2.0,15.0,11.6,0.4
Loren Meyer,DAL,5.0,72,1266,0.138,-0.018,-0.5,-3.6,13.8,12.1,2.2
Nate McMillan,OKC,1.7,55,1261,0.311,0.228,6.0,4.0,10.5,8.0,7.5
Ed O'Bannon,BRK,2.8,64,1253,0.067,-0.003,-0.1,-3.2,15.3,6.4,2.4
Ledell Eackles,WAS,2.0,55,1238,0.171,0.101,2.6,0.1,18.4,5.7,3.3
Doc Rivers,SAS,1.7,78,1235,0.147,0.066,1.7,-1.0,12.1,5.4,4.8
Gary Trent,POR,3.7,69,1219,0.153,0.027,0.7,-2.2,20.4,9.4,2.0
Jim McIlvaine,WAS,5.0,80,1195,0.266,0.11,2.7,0.3,7.3,9.2,0.4
Haywoode Workman,IND,1.4,77,1164,0.154,0.059,1.4,-1.2,11.5,5.1,8.8
Wayman Tisdale,PHO,5.0,63,1152,0.064,-0.091,-2.2,-5.9,28.0,8.9,2.4
Bob Sura,CLE,1.3,79,1150,0.137,0.042,1.0,-1.8,17.6,5.6,9.7
Darrick Martin,"MIN, MEM",1.0,59,1149,0.069,-0.04,-1.0,-4.3,17.3,3.4,9.1
Sean Rooks,"ATL, MIN",5.0,65,1117,0.221,0.066,1.5,-1.0,18.2,11.0,2.0
Don MacLean,DEN,4.0,56,1107,0.063,-0.093,-2.1,-6.0,27.1,8.9,3.9
Ashraf Amaya,MEM,4.0,54,1104,0.244,0.088,2.0,-0.3,14.7,13.2,1.4
Pete Myers,"NOR, MIA",2.0,71,1092,0.101,0.031,0.7,-2.1,12.1,6.2,6.4
Robert Parish,NOR,4.7,74,1086,0.306,0.15,3.4,1.6,12.8,13.4,1.3
Robert Pack,WAS,1.0,31,1084,0.217,0.108,2.4,0.3,24.8,5.8,10.7
Anthony Bowie,ORL,1.0,74,1078,0.143,0.034,0.8,-2.0,13.7,5.5,4.7
Joe Wolf,"NOR, ORL",4.5,64,1065,0.118,-0.037,-0.8,-4.2,13.1,8.4,2.8
Bill Wennington,CHI,5.0,71,1065,0.136,-0.019,-0.4,-3.7,16.9,7.8,2.1
Bobby Hurley,SAC,1.0,72,1059,0.022,-0.087,-1.9,-5.8,10.0,3.4,9.8
Tom Hammonds,DEN,4.0,71,1045,0.184,0.028,0.6,-2.2,15.7,10.2,1.1
Duane Causwell,SAC,5.0,73,1044,0.202,0.047,1.0,-1.6,11.5,11.4,0.9
Carlos Rogers,TOR,4.0,56,1043,0.163,0.007,0.2,-2.9,19.8,7.8,1.6
Sarunas Marciulionis,SAC,1.6,53,1039,0.153,0.068,1.5,-1.0,26.4,3.6,5.5
Doug Christie,"NYK, TOR",2.2,55,1036,0.153,0.082,1.8,-0.5,19.2,7.1,5.4
Lucious Harris,DAL,1.8,61,1016,0.18,0.101,2.1,0.1,22.7,5.8,3.7
George Lynch,LAL,3.8,76,1012,0.195,0.057,1.2,-1.3,13.8,9.9,2.4
Kevin Edwards,BRK,2.0,34,1007,0.003,-0.067,-1.4,-5.2,18.8,3.6,3.4
Eddie Johnson,IND,3.0,62,1002,0.087,0.017,0.4,-2.6,22.8,7.3,3.3
Don Reid,DET,4.0,69,997,0.289,0.134,2.8,1.1,12.7,9.8,0.5
Frank Brickowski,OKC,4.0,63,986,0.089,-0.067,-1.4,-5.2,16.5,7.4,2.8
Bo Outlaw,LAC,4.0,80,985,0.345,0.189,3.9,2.8,13.9,9.7,2.4
Donald Royal,ORL,3.9,64,963,0.214,0.067,1.3,-1.0,16.8,7.6,2.1
Howard Eisley,UTH,1.0,65,961,0.074,-0.035,-0.7,-4.2,14.3,3.9,7.3
Marty Conlon,MIL,5.0,74,958,0.106,-0.05,-1.0,-4.6,19.8,8.9,3.4
Magic Johnson,LAL,2.5,32,958,0.344,0.273,5.5,5.4,23.4,9.2,11.0
Tony Smith,"MIA, PHO",1.3,59,938,0.138,0.04,0.8,-1.8,15.2,4.9,7.9
Donyell Marshall,GSW,3.6,62,934,0.167,0.043,0.8,-1.8,17.6,10.9,2.5
Tyrone Hill,CLE,5.0,44,929,0.241,0.086,1.7,-0.4,17.6,12.6,1.7
Sean Higgins,PHI,2.5,44,916,0.043,-0.027,-0.5,-3.9,18.4,4.8,2.9
George Zidek,NOR,5.0,71,888,0.057,-0.099,-1.8,-6.2,15.2,9.9,0.9
Cherokee Parks,DAL,5.0,64,869,0.182,0.026,0.5,-2.3,13.8,11.9,1.6
Sam Mack,HOU,2.6,31,868,0.157,0.086,1.6,-0.4,18.5,5.4,4.4
Jimmy King,TOR,2.0,62,868,0.065,-0.006,-0.1,-3.3,15.4,6.1,4.9
Mitchell Butler,WAS,2.0,61,858,0.05,-0.021,-0.4,-3.7,13.3,6.6,3.7
Shawn Respert,MIL,2.0,62,845,0.081,0.01,0.2,-2.8,17.2,4.2,3.9
Darrin Hancock,NOR,2.0,63,838,0.112,0.042,0.7,-1.8,15.6,5.6,2.7
Khalid Reeves,"NOR, BRK",1.0,51,833,0.105,-0.003,-0.1,-3.2,16.1,4.6,6.8
Antonio Harvey,"LAC, MEM",4.7,55,821,0.142,-0.013,-0.2,-3.5,11.9,11.7,0.9
Reggie Williams,DEN,2.5,52,817,0.034,-0.037,-0.6,-4.2,14.2,7.2,4.3
Danny Manning,PHO,4.3,33,816,0.026,-0.129,-2.2,-7.1,25.9,8.4,3.8
Randolph Keys,MIL,3.0,69,816,0.157,0.086,1.5,-0.4,13.6,7.4,3.8
Lionel Simmons,SAC,3.0,54,810,0.183,0.112,1.9,0.4,14.6,8.6,4.9
Greg Foster,UTH,5.0,73,803,0.085,-0.07,-1.2,-5.3,16.5,10.6,1.5
Stanley Roberts,LAC,5.0,51,795,0.056,-0.1,-1.6,-6.2,21.5,9.8,2.5
Charlie Ward,NYK,1.0,62,787,0.172,0.063,1.0,-1.1,14.9,6.2,8.1
Eric Piatkowski,LAC,2.5,65,784,0.14,0.069,1.1,-0.9,18.4,6.3,2.9
Michael Curry,"DET, WAS",2.8,46,783,0.175,0.105,1.7,0.2,12.9,5.2,1.7
LaSalle Thompson,PHI,5.0,44,773,0.19,0.034,0.6,-2.0,5.3,12.4,1.6
David Wood,(3+),4.0,62,772,0.152,-0.004,-0.1,-3.2,12.9,9.6,2.1
Ken Norman,ATL,3.1,34,770,0.16,0.079,1.3,-0.6,19.0,8.2,3.9
Derek Strong,LAL,4.0,63,746,0.255,0.099,1.5,0.0,13.8,11.5,2.1
Jud Buechler,CHI,2.6,74,740,0.243,0.173,2.7,2.3,18.0,7.2,3.6
Richard Dumas,PHI,3.0,39,739,0.128,0.058,0.9,-1.3,15.7,6.4,2.9
Gerald Wilkins,MEM,2.9,28,738,0.048,-0.022,-0.3,-3.8,12.2,4.2,4.4
Alton Lister,"BOS, MIL",5.0,64,735,0.289,0.134,2.0,1.1,9.3,18.3,1.2
