Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2010,Monta Ellis,GSW,1.8,80,3226,0.132,0.05,3.4,-1.5,28.7,4.2,6.7
2010,LaMarcus Aldridge,POR,4.5,81,3211,0.289,0.11,7.3,0.3,26.4,10.6,2.5
2010,Luol Deng,CHI,3.1,82,3207,0.233,0.141,9.4,1.3,21.4,7.1,3.4
2010,Dorell Wright,GSW,2.9,82,3146,0.197,0.116,7.6,0.5,20.5,6.6,3.7
2010,Blake Griffin,LAC,4.5,82,3111,0.317,0.137,8.9,1.2,28.5,15.3,4.8
2010,LeBron James,MIA,3.2,79,3062,0.37,0.27,17.2,5.3,33.1,9.2,8.7
2010,Kevin Durant,OKC,3.0,78,3037,0.247,0.162,10.2,1.9,34.2,8.4,3.4
2010,Pau Gasol,LAL,4.8,82,3037,0.422,0.243,15.4,4.5,24.4,13.2,4.3
2010,Derrick Rose,CHI,1.0,81,3026,0.253,0.165,10.4,2.1,32.1,5.2,9.9
2010,Dwight Howard,ORL,5.0,78,2935,0.498,0.318,19.5,6.8,29.2,18.0,1.8
2010,Al Jefferson,UTH,5.0,82,2926,0.274,0.095,5.8,-0.1,25.1,13.0,2.4
2010,Jrue Holiday,PHI,1.0,82,2901,0.213,0.125,7.6,0.8,18.9,5.5,8.8
2010,Ray Allen,BOS,2.0,80,2890,0.263,0.182,11.0,2.6,21.9,4.6,3.6
2010,Brook Lopez,BRK,5.0,82,2889,0.194,0.014,0.9,-2.6,27.8,8.1,2.1
2010,Mike Conley,MEM,1.0,81,2871,0.226,0.138,8.3,1.2,18.5,4.1,8.8
2010,Amare Stoudemire,NYK,4.9,78,2869,0.226,0.046,2.8,-1.6,33.0,10.6,3.4
2010,Chris Paul,NOR,1.0,80,2865,0.401,0.313,18.7,6.7,21.2,5.5,13.1
2010,DeMar DeRozan,TOR,2.5,82,2850,0.086,0.005,0.3,-2.9,23.7,5.3,2.5
