Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
1992,Larry Johnson,,3.9,82,3323,0.298,0.138,9.6,1.2,26.1,12.5,5.1
1992,Hakeem Olajuwon,HOU,5.0,82,3242,0.442,0.271,18.3,5.4,31.7,15.8,4.3
1992,David Robinson,SAS,5.0,82,3211,0.406,0.235,15.8,4.2,28.6,14.3,4.5
1992,Dan Majerle,PHO,2.4,82,3199,0.254,0.18,12.0,2.5,20.8,5.7,4.7
1992,Reggie Lewis,BOS,2.0,80,3144,0.164,0.089,5.8,-0.3,25.4,5.3,4.5
1992,Scottie Pippen,CHI,3.0,81,3123,0.273,0.198,12.9,3.1,23.2,9.5,7.8
1992,Mark Jackson,LAC,1.0,82,3117,0.324,0.222,14.4,3.8,18.2,6.0,11.1
1992,Doug West,MIN,2.0,80,3104,0.102,0.028,1.8,-2.2,23.9,3.8,3.6
1992,Karl Malone,UTH,4.3,82,3099,0.415,0.244,15.8,4.5,34.3,14.2,4.8
1992,Detlef Schrempf,IND,3.5,82,3098,0.313,0.19,12.3,2.8,24.3,12.1,7.6
1992,Joe Dumars,DET,2.1,77,3094,0.154,0.079,5.1,-0.6,28.1,2.3,4.8
1992,Scott Skiles,ORL,1.0,78,3086,0.252,0.151,9.7,1.6,18.7,4.5,11.4
1992,Glen Rice,MIA,3.1,82,3082,0.154,0.066,4.3,-1.0,24.2,6.6,2.8
1992,Shaquille O'Neal,ORL,5.0,81,3071,0.398,0.227,14.5,4.0,29.6,17.5,2.4
1992,Michael Jordan,CHI,2.1,78,3067,0.325,0.251,16.0,4.7,39.8,8.2,6.7
1992,Dikembe Mutombo,DEN,5.0,82,3029,0.426,0.255,16.1,4.9,17.9,17.0,2.3
1992,Patrick Ewing,NYK,5.0,81,3003,0.282,0.111,7.0,0.4,31.3,15.7,2.4
1992,Chuck Person,MIN,3.1,78,2985,0.072,-0.017,-1.0,-3.6,21.0,7.0,5.5
1992,Hersey Hawkins,PHI,1.5,81,2977,0.228,0.141,8.7,1.3,26.5,5.6,5.1
1992,Ron Harper,LAC,2.1,80,2970,0.198,0.123,7.6,0.8,23.3,6.9,5.8
1992,Reggie Miller,IND,2.0,82,2954,0.259,0.185,11.4,2.7,28.2,4.2,4.3
1992,Isiah Thomas,DET,1.0,79,2922,0.131,0.029,1.8,-2.2,22.9,3.8,11.0
1992,Nick Anderson,ORL,2.5,79,2920,0.2,0.125,7.6,0.8,25.9,7.8,4.4
1992,Sedale Threatt,LAL,1.0,82,2893,0.228,0.126,7.6,0.8,20.5,4.5,9.4
1992,Terry Porter,POR,1.5,81,2883,0.257,0.169,10.2,2.2,24.6,5.3,7.0
1992,Kevin Willis,ATL,4.6,80,2878,0.27,0.099,5.9,0.0,23.9,17.1,2.8
1992,John Stockton,UTH,1.0,82,2863,0.398,0.296,17.7,6.1,20.8,4.0,16.5
1992,Jeff Hornacek,PHI,2.2,79,2860,0.211,0.136,8.1,1.2,25.4,5.7,9.2
1992,Charles Barkley,PHO,4.0,76,2859,0.447,0.276,16.5,5.5,32.6,15.6,6.5
1992,Muggsy Bogues,NOR,1.0,81,2833,0.288,0.186,11.0,2.7,13.7,5.0,12.0
1992,Christian Laettner,MIN,4.4,81,2823,0.218,0.047,2.8,-1.6,25.0,12.0,3.8
1992,Mookie Blaylock,ATL,1.0,80,2820,0.3,0.198,11.6,3.1,18.2,4.8,11.4
1992,A.C. Green,LAL,3.5,82,2819,0.374,0.253,14.9,4.8,17.9,12.1,2.0
1992,Tom Gugliotta,WAS,4.3,81,2795,0.191,0.02,1.1,-2.5,20.4,13.4,5.3
1992,Danny Manning,LAC,3.5,79,2761,0.193,0.07,4.0,-0.9,31.3,9.0,3.6
1992,Derrick Coleman,BRK,4.0,76,2759,0.335,0.164,9.4,2.0,27.3,14.8,4.8
1992,Larry Nance,CLE,4.0,77,2753,0.363,0.192,11.0,2.9,22.1,11.6,3.9
1992,LaPhonso Ellis,DEN,4.0,82,2749,0.319,0.148,8.5,1.5,21.0,13.0,2.6
1992,Horace Grant,CHI,4.2,77,2745,0.377,0.206,11.8,3.3,17.8,12.7,3.5
1992,Latrell Sprewell,GSW,2.0,77,2741,0.168,0.093,5.3,-0.2,20.7,4.7,5.2
1992,Dale Ellis,SAS,2.0,82,2731,0.175,0.1,5.7,0.0,24.0,5.5,1.9
1992,Blue Edwards,MIL,2.9,82,2729,0.197,0.123,7.0,0.7,24.3,6.7,3.8
1992,Grant Long,MIA,4.0,76,2728,0.259,0.088,5.0,-0.3,18.7,10.0,3.2
1992,Reggie Williams,DEN,2.5,79,2722,0.187,0.113,6.4,0.4,23.6,7.5,5.2
1992,Mahmoud Abdul-Rauf,DEN,1.5,81,2710,0.092,0.005,0.3,-2.9,27.5,4.0,6.1
1992,Brad Daugherty,CLE,5.0,71,2691,0.414,0.243,13.6,4.5,25.5,12.9,5.6
1992,Harvey Grant,WAS,3.0,72,2667,0.169,0.094,5.2,-0.1,24.1,7.4,3.7
1992,Micheal Williams,MIN,1.0,76,2661,0.299,0.197,10.9,3.0,20.8,4.9,11.9
1992,Drazen Petrovic,BRK,2.0,70,2660,0.172,0.098,5.4,0.0,28.2,3.4,4.5
