Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2002,Allen Iverson,PHI,1.8,82,3485,0.107,0.036,2.6,-2.0,31.2,4.7,6.3
2002,Kobe Bryant,LAL,2.0,82,3402,0.239,0.17,12.1,2.2,34.7,8.0,6.8
2002,Shawn Marion,PHO,3.2,81,3373,0.313,0.227,15.9,4.0,24.4,11.0,2.8
2002,Jalen Rose,CHI,2.5,82,3352,0.035,-0.034,-2.3,-4.1,26.0,5.0,5.7
2002,Kevin Garnett,MIN,3.9,82,3322,0.417,0.269,18.6,5.3,27.2,15.9,7.2
2002,Jamal Mashburn,NOR,3.2,82,3321,0.14,0.054,3.8,-1.4,25.6,7.2,6.7
2002,Steve Francis,HOU,1.2,81,3318,0.231,0.152,10.5,1.6,24.6,7.2,7.3
2002,Stephon Marbury,PHO,1.0,81,3242,0.17,0.089,6.0,-0.3,26.7,3.9,9.7
2002,Antoine Walker,BOS,3.7,78,3235,0.084,-0.042,-2.8,-4.4,23.3,8.4,5.5
2002,Antawn Jamison,GSW,3.6,82,3226,0.164,0.044,3.0,-1.7,27.1,8.6,2.3
2002,Gary Payton,"MIL, OKC",1.0,80,3208,0.194,0.112,7.5,0.4,24.4,5.0,9.9
2002,Tim Duncan,SAS,4.4,81,3180,0.412,0.257,17.0,4.9,28.4,15.7,4.8
2002,Ricky Davis,CLE,2.1,79,3130,0.075,0.007,0.4,-2.9,24.9,6.0,6.7
2002,Dirk Nowitzki,DAL,4.0,80,3118,0.332,0.178,11.5,2.4,31.0,12.2,3.7
2002,Allan Houston,NYK,2.0,82,3108,0.109,0.04,2.6,-1.8,28.5,3.6,3.4
2002,Eric Snow,PHI,1.0,82,3108,0.236,0.155,10.0,1.7,16.3,4.6,8.4
2002,Paul Pierce,BOS,2.5,79,3096,0.197,0.128,8.3,0.9,31.8,9.0,5.4
2002,Shareef Abdur-Rahim,ATL,4.3,81,3083,0.242,0.087,5.6,-0.4,25.0,10.5,3.8
2002,Jason Terry,ATL,1.1,81,3081,0.199,0.119,7.6,0.6,21.7,4.3,9.3
2002,Rashard Lewis,OKC,3.6,77,3044,0.191,0.074,4.7,-0.8,22.0,7.9,2.1
2002,Cuttino Mobley,HOU,2.0,73,3044,0.147,0.078,5.0,-0.6,20.2,4.8,3.3
2002,Michael Jordan,WAS,1.6,82,3034,0.131,0.057,3.6,-1.3,25.9,7.9,4.9
2002,Jason Kidd,BRK,1.0,80,2989,0.33,0.249,15.5,4.7,24.0,8.1,11.4
2002,Tracy McGrady,ORL,2.5,75,2954,0.316,0.248,15.2,4.6,39.1,7.9,6.7
2002,Morris Peterson,TOR,2.5,82,2949,0.094,0.026,1.6,-2.3,18.8,5.9,3.1
2002,Pau Gasol,MEM,4.5,82,2947,0.26,0.105,6.5,0.2,25.3,11.7,3.7
2002,Karl Malone,UTH,4.1,81,2936,0.234,0.079,4.8,-0.6,27.3,10.3,6.2
2002,Andre Miller,LAC,1.0,80,2914,0.159,0.078,4.7,-0.7,17.9,5.2,8.8
2002,Ray Allen,"MIL, OKC",1.9,76,2880,0.192,0.122,7.3,0.7,28.6,6.3,5.6
2002,Richard Jefferson,BRK,3.0,80,2878,0.269,0.2,12.0,3.1,20.7,8.6,3.4
2002,Ben Wallace,DET,4.2,73,2872,0.521,0.367,21.9,8.3,8.5,18.8,2.0
2002,Gilbert Arenas,GSW,1.2,82,2868,0.172,0.094,5.6,-0.2,25.1,6.5,8.6
2002,Jermaine O'Neal,IND,5.0,77,2863,0.278,0.123,7.3,0.8,26.8,13.3,2.6
2002,Latrell Sprewell,NYK,2.7,74,2858,0.129,0.06,3.6,-1.2,20.4,4.8,5.6
2002,Caron Butler,MIA,2.7,78,2858,0.168,0.1,5.9,0.0,20.2,6.7,3.6
2002,Derek Fisher,LAL,1.0,82,2829,0.163,0.081,4.8,-0.6,14.6,4.1,5.1
2002,Clifford Robinson,DET,4.5,81,2825,0.13,-0.024,-1.4,-3.8,16.9,5.4,4.6
2002,Tony Parker,SAS,1.0,82,2774,0.157,0.076,4.4,-0.7,22.0,3.7,7.5
2002,Desmond Mason,"MIL, OKC",2.7,80,2763,0.168,0.099,5.7,0.0,19.9,9.1,2.8
2002,Jerry Stackhouse,WAS,2.6,70,2748,0.122,0.053,3.0,-1.4,26.3,4.5,5.5
2002,Juwan Howard,DEN,4.5,77,2729,0.174,0.019,1.1,-2.5,24.9,10.3,4.1
2002,Steve Nash,DAL,1.4,82,2711,0.289,0.214,12.1,3.6,25.8,4.1,10.6
2002,Doug Christie,SAC,2.0,80,2711,0.334,0.265,15.0,5.2,13.2,6.1,6.7
2002,David Wesley,NOR,1.6,73,2710,0.143,0.069,3.9,-0.9,21.6,3.1,4.4
2002,Sam Cassell,MIL,1.0,78,2700,0.219,0.137,7.7,1.2,27.3,6.1,8.0
2002,Jason Richardson,GSW,2.5,82,2696,0.088,0.019,1.1,-2.5,22.8,6.7,4.4
2002,Rasheed Wallace,POR,4.0,74,2684,0.221,0.067,3.7,-1.0,24.0,9.8,2.7
2002,Michael Finley,DAL,2.8,69,2642,0.171,0.103,5.7,0.1,24.2,7.3,3.7
2002,Brian Grant,MIA,4.8,82,2641,0.344,0.189,10.4,2.8,15.4,15.2,1.9
2002,Alvin Williams,TOR,1.1,78,2640,0.193,0.113,6.2,0.4,18.7,4.5,7.6
2002,Richard Hamilton,DET,2.4,82,2639,0.098,0.029,1.6,-2.2,29.3,5.8,3.8
2002,Kenyon Martin,BRK,4.0,77,2629,0.209,0.054,3.0,-1.4,23.4,11.7,3.4
2002,Chris Webber,SAC,4.1,67,2622,0.202,0.047,2.6,-1.6,28.2,12.9,6.7
2002,P.J. Brown,NOR,4.3,78,2609,0.408,0.253,13.8,4.8,15.3,12.9,2.7
2002,Troy Hudson,MIN,1.0,79,2601,0.133,0.051,2.8,-1.5,20.7,3.4,8.3
2002,Glenn Robinson,ATL,3.1,69,2591,0.078,0.001,0.1,-3.0,26.6,8.5,3.8
2002,Pat Garrity,ORL,4.0,81,2585,0.16,0.005,0.3,-2.9,16.1,5.7,2.2
2002,Kurt Thomas,NYK,4.5,81,2576,0.209,0.054,2.9,-1.4,21.1,11.9,3.0
2002,Amare Stoudemire,PHO,4.8,82,2570,0.254,0.099,5.3,0.0,20.7,13.5,1.5
2002,Bruce Bowen,SAS,3.0,82,2567,0.193,0.124,6.6,0.8,10.9,4.5,2.1
2002,Matt Harpring,UTH,2.5,78,2557,0.249,0.18,9.6,2.5,25.7,9.6,2.5
2002,Derek Anderson,POR,2.5,76,2555,0.222,0.153,8.2,1.7,19.9,5.0,6.1
2002,Shaquille O'Neal,LAL,5.0,67,2535,0.414,0.259,13.7,5.0,34.9,14.0,3.9
2002,James Posey,"DEN, HOU",2.7,83,2518,0.196,0.128,6.7,0.9,17.0,8.1,3.5
2002,Theo Ratliff,ATL,5.0,81,2518,0.256,0.102,5.3,0.1,13.5,11.6,1.4
2002,Troy Murphy,GSW,4.2,79,2510,0.272,0.118,6.1,0.6,17.7,15.4,2.0
2002,Brent Barry,OKC,2.0,75,2481,0.287,0.219,11.3,3.7,15.0,5.8,7.4
2002,Al Harrington,IND,3.8,82,2467,0.12,-0.015,-0.8,-3.5,19.5,9.9,2.4
2002,Elton Brand,LAC,4.0,62,2453,0.358,0.204,10.4,3.3,22.4,13.8,3.1
2002,Peja Stojakovic,SAC,2.9,72,2449,0.261,0.193,9.8,2.9,27.0,7.8,2.8
2002,Jamaal Magloire,NOR,5.0,82,2443,0.314,0.16,8.1,1.9,16.5,14.2,1.7
2002,Zydrunas Ilgauskas,CLE,5.0,81,2434,0.175,0.021,1.1,-2.4,27.4,12.0,2.5
2002,Jason Williams,MEM,1.0,76,2406,0.194,0.112,5.6,0.4,18.3,4.2,12.6
2002,Bonzi Wells,POR,1.8,75,2397,0.119,0.047,2.4,-1.6,22.8,7.9,4.9
2002,Vlade Divac,SAC,5.0,80,2384,0.302,0.148,7.3,1.5,16.0,11.6,5.5
2002,Shane Battier,MEM,3.0,78,2383,0.277,0.208,10.3,3.4,15.2,6.9,2.1
2002,Yao Ming,HOU,5.0,82,2383,0.324,0.169,8.4,2.2,22.2,13.6,2.8
2002,Donyell Marshall,CHI,3.9,78,2379,0.297,0.15,7.4,1.6,21.0,14.1,2.8
2002,Aaron McKie,PHI,2.5,80,2375,0.219,0.15,7.4,1.6,14.6,7.1,5.6
2002,Tim Thomas,MIL,3.5,80,2359,0.103,-0.008,-0.4,-3.3,21.7,7.9,2.1
2002,Darrell Armstrong,ORL,1.0,82,2351,0.243,0.161,7.9,1.9,15.7,6.0,6.6
2002,Calbert Cheaney,UTH,2.2,81,2351,0.113,0.044,2.2,-1.7,14.3,5.8,3.3
2002,Eric Williams,BOS,2.5,82,2351,0.237,0.168,8.2,2.1,15.2,7.8,2.9
2002,Jerome Williams,TOR,3.9,71,2346,0.338,0.19,9.3,2.8,14.1,13.3,1.9
2002,Robert Horry,LAL,4.0,80,2343,0.282,0.127,6.2,0.9,10.7,10.5,4.8
2002,Rasho Nesterovic,MIN,5.0,77,2338,0.224,0.07,3.4,-0.9,17.7,10.3,2.3
2002,Keith Van Horn,PHI,3.8,74,2337,0.204,0.071,3.4,-0.9,24.2,10.8,1.9
2002,Chauncey Billups,DET,1.0,74,2327,0.262,0.181,8.8,2.5,24.7,5.6,5.9
2002,Malik Allen,MIA,4.0,80,2318,0.093,-0.061,-3.0,-5.0,15.9,8.8,1.1
2002,Ron Artest,IND,2.5,69,2316,0.227,0.158,7.6,1.8,22.1,7.5,4.1
2002,Michael Redd,MIL,2.5,82,2315,0.273,0.204,9.9,3.3,25.7,7.7,2.4
2002,Dale Davis,POR,5.0,78,2283,0.358,0.203,9.7,3.2,12.2,11.9,2.0
2002,John Stockton,UTH,1.0,82,2275,0.319,0.237,11.3,4.3,18.7,4.2,13.3
2002,Brad Miller,IND,4.4,73,2271,0.368,0.213,10.1,3.6,20.2,12.7,4.1
2002,Joe Johnson,PHO,2.3,82,2255,0.106,0.038,1.8,-1.9,17.1,5.6,4.5
2002,Stephen Jackson,SAS,2.5,80,2252,0.155,0.086,4.0,-0.4,20.2,6.1,3.9
2002,Nene Hilario,DEN,4.5,80,2251,0.292,0.137,6.4,1.2,17.9,10.5,3.2
2002,Anthony Peeler,MIN,2.0,82,2245,0.155,0.086,4.0,-0.4,13.5,5.2,5.2
2002,Howard Eisley,NYK,1.0,82,2241,0.203,0.122,5.7,0.7,15.9,4.0,9.5
2002,Jamaal Tinsley,IND,1.0,73,2237,0.224,0.142,6.6,1.3,12.1,5.6,11.8
2002,Christian Laettner,WAS,4.1,76,2219,0.32,0.165,7.6,2.1,13.7,10.9,5.1
2002,Andrei Kirilenko,UTH,3.0,80,2213,0.373,0.303,14.0,6.4,20.9,9.1,3.0
2002,Jumaine Jones,CLE,3.0,80,2204,0.17,0.102,4.7,0.1,17.1,8.8,2.4
2002,Mike Miller,"MEM, ORL",2.9,65,2185,0.138,0.07,3.2,-0.9,22.2,7.5,3.7
2002,Rick Fox,LAL,3.2,76,2181,0.17,0.087,4.0,-0.4,15.0,7.1,5.6
2002,Gordan Giricek,"MEM, ORL",2.0,76,2147,0.056,-0.012,-0.5,-3.5,20.9,5.3,3.1
2002,Larry Hughes,WAS,2.5,67,2136,0.173,0.105,4.7,0.2,19.3,6.9,4.6
2002,Anthony Mason,MIL,4.1,65,2120,0.23,0.075,3.3,-0.7,10.6,9.4,4.7
2002,Reggie Miller,IND,1.9,70,2119,0.237,0.167,7.4,2.1,20.0,3.9,3.9
2002,Kendall Gill,MIN,2.5,82,2068,0.074,0.005,0.2,-2.9,16.6,5.8,3.6
2002,Corliss Williamson,DET,3.1,82,2061,0.147,0.073,3.1,-0.8,23.0,8.3,2.4
2002,Carlos Boozer,CLE,4.3,81,2049,0.341,0.187,8.0,2.7,19.0,14.3,2.5
2002,Nick Van Exel,DAL,1.0,73,2026,0.14,0.058,2.5,-1.3,21.6,4.9,7.4
2002,Clarence Weatherspoon,NYK,3.9,79,2024,0.369,0.225,9.5,3.9,12.4,14.2,1.6
2002,Darius Miles,CLE,3.3,67,2007,0.072,-0.022,-0.9,-3.8,14.8,8.7,4.2
2002,Corey Maggette,LAC,3.0,64,2006,0.151,0.083,3.4,-0.5,25.7,7.7,2.9
2002,Trenton Hassell,CHI,2.4,82,2000,0.092,0.023,1.0,-2.4,8.2,6.1,3.6
2002,Jamal Crawford,CHI,1.1,80,1992,0.13,0.049,2.1,-1.5,20.7,4.5,8.0
2002,Tyronn Lue,WAS,1.0,75,1986,0.145,0.064,2.6,-1.1,15.6,3.6,6.4
2002,Predrag Drobnjak,OKC,5.0,82,1985,0.091,-0.063,-2.6,-5.0,18.6,7.7,2.1
2002,Lorenzen Wright,MEM,5.0,70,1982,0.166,0.011,0.5,-2.7,19.3,12.8,1.9
2002,Erick Dampier,GSW,5.0,82,1979,0.295,0.14,5.8,1.3,16.3,13.2,1.4
2002,Kenny Thomas,"HOU, PHI",4.0,66,1978,0.28,0.126,5.2,0.8,16.2,12.8,2.7
2002,Milt Palacio,CLE,1.0,80,1976,0.123,0.041,1.7,-1.8,9.6,5.7,6.3
2002,Lucious Harris,BRK,2.0,77,1973,0.157,0.088,3.6,-0.3,19.3,5.6,3.8
2002,Junior Harrington,DEN,1.1,82,1972,0.07,-0.011,-0.4,-3.4,10.2,6.1,6.7
2002,Jay Williams,CHI,1.0,75,1961,0.082,0.001,0.0,-3.0,17.5,4.8,8.6
2002,Kerry Kittles,BRK,2.0,65,1951,0.296,0.227,9.2,4.0,20.9,6.2,4.2
2002,Walter McCarty,BOS,4.1,82,1949,0.225,0.071,2.9,-0.9,12.3,7.1,2.6
2002,Wesley Person,MEM,2.1,66,1941,0.162,0.094,3.8,-0.2,18.0,4.7,2.8
2002,Malik Rose,SAS,4.0,79,1934,0.237,0.083,3.3,-0.5,20.4,12.6,3.1
2002,Ira Newble,ATL,2.4,73,1932,0.187,0.119,4.8,0.6,14.0,6.7,2.5
2002,Voshon Lenard,TOR,2.0,63,1930,0.075,0.006,0.2,-2.9,22.3,5.3,3.6
2002,Greg Ostertag,UTH,5.0,81,1926,0.284,0.129,5.2,0.9,10.9,12.5,1.4
2002,Brendan Haywood,WAS,5.0,81,1925,0.302,0.148,5.9,1.5,12.5,10.1,0.7
2002,Scottie Pippen,POR,3.1,64,1911,0.203,0.129,5.1,0.9,17.3,7.0,7.2
2002,Vladimir Radmanovic,OKC,3.5,72,1910,0.153,0.042,1.7,-1.8,18.2,8.1,2.4
2002,Jason Collins,BRK,5.0,81,1900,0.236,0.081,3.2,-0.5,11.6,9.3,2.2
2002,Kevin Ollie,"MIL, OKC",1.5,82,1897,0.199,0.124,4.9,0.8,13.5,4.6,7.4
2002,Antonio Davis,TOR,4.8,53,1894,0.165,0.011,0.4,-2.7,18.7,11.1,3.3
2002,Dion Glover,ATL,2.0,76,1889,0.132,0.063,2.5,-1.1,18.7,7.2,3.6
2002,Baron Davis,NOR,1.0,50,1889,0.16,0.079,3.1,-0.6,21.8,4.7,8.1
2002,Eddie Griffin,HOU,4.1,77,1884,0.236,0.081,3.2,-0.5,16.9,11.7,2.2
2002,Shammond Williams,"BOS, DEN",1.0,78,1881,0.153,0.071,2.8,-0.9,16.0,4.4,6.8
2002,Drew Gooden,"MEM, ORL",4.4,70,1874,0.137,-0.018,-0.7,-3.6,22.4,11.7,2.1
2002,Tony Delk,BOS,1.0,67,1873,0.222,0.14,5.5,1.3,16.8,5.9,3.7
2002,Othella Harrington,NYK,4.7,74,1851,0.25,0.095,3.7,-0.1,14.9,12.3,1.6
2002,Wally Szczerbiak,MIN,2.7,52,1836,0.184,0.115,4.4,0.5,23.9,6.3,3.6
2002,Mike Bibby,SAC,1.0,55,1835,0.208,0.126,4.8,0.8,22.9,3.8,7.5
2002,Tyson Chandler,CHI,5.0,75,1826,0.297,0.143,5.4,1.4,18.2,13.5,2.0
2002,Travis Best,MIA,1.0,72,1807,0.088,0.006,0.2,-2.9,16.0,3.9,6.8
2002,Bo Outlaw,PHO,4.0,80,1800,0.32,0.166,6.2,2.1,10.1,9.8,3.0
2002,Eddie Jones,MIA,2.5,47,1789,0.235,0.166,6.2,2.1,23.3,6.1,4.6
2002,Adonal Foyle,GSW,5.0,82,1787,0.36,0.206,7.7,3.3,11.8,13.2,1.0
2002,Keon Clark,SAC,4.5,80,1781,0.291,0.136,5.1,1.2,14.4,12.2,2.2
2002,Anfernee Hardaway,PHO,2.0,58,1779,0.161,0.092,3.4,-0.2,16.6,7.0,6.3
2002,Kwame Brown,WAS,5.0,80,1774,0.215,0.06,2.2,-1.2,16.0,11.5,1.6
2002,Derrick Coleman,PHI,4.8,64,1742,0.287,0.132,4.8,1.0,16.6,12.4,2.4
2002,Shandon Anderson,NYK,3.0,82,1731,0.17,0.101,3.7,0.1,19.1,7.0,2.4
2002,Shawn Bradley,DAL,5.0,81,1731,0.422,0.267,9.6,5.2,15.1,13.2,1.5
2002,Mike James,MIA,1.3,78,1722,0.091,0.013,0.5,-2.7,16.9,4.2,6.9
2002,Toni Kukoc,MIL,3.5,63,1704,0.235,0.124,4.4,0.8,20.6,7.5,6.5
