NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Derrick Coleman,NOR,4.1,74,2347,0.236,0.1,4.9,0.0,25.3,12.9,3.6
Bo Outlaw,ORL,4.0,82,2326,0.447,0.312,15.1,6.6,10.1,10.8,5.1
Larry Hughes,"GSW, PHI",2.5,82,2324,0.037,-0.006,-0.3,-3.3,25.3,7.2,4.2
Tyrone Nesby,LAC,3.3,73,2317,0.061,-0.011,-0.5,-3.4,20.2,5.7,2.5
Dan Majerle,MIA,2.1,69,2308,0.269,0.226,10.8,3.9,10.5,6.9,4.3
P.J. Brown,MIA,4.4,80,2302,0.296,0.16,7.7,1.9,15.9,12.5,3.0
Rodney Rogers,PHO,3.0,82,2285,0.247,0.201,9.6,3.2,23.7,9.4,3.6
Larry Johnson,,3.7,70,2281,0.208,0.099,4.7,0.0,15.8,8.0,3.7
Doug Christie,TOR,2.0,73,2264,0.21,0.167,7.9,2.1,19.1,6.0,6.8
Anfernee Hardaway,PHO,2.2,60,2253,0.274,0.23,10.8,4.1,21.6,7.4,6.7
Jamie Feick,BRK,5.0,81,2240,0.344,0.208,9.7,3.4,9.8,16.2,1.5
Ron Artest,CHI,3.0,72,2238,0.142,0.099,4.6,0.0,18.6,6.6,4.3
Maurice Taylor,LAC,4.0,62,2227,0.034,-0.101,-4.7,-6.2,22.8,8.6,2.2
Bob Sura,CLE,2.0,73,2218,0.196,0.153,7.1,1.7,21.8,6.2,6.1
Mario Elie,SAS,2.8,79,2217,0.195,0.152,7.0,1.7,12.8,5.4,4.2
Derek Anderson,LAC,1.8,64,2201,0.148,0.101,4.6,0.1,23.6,5.6,4.8
Mark Jackson,IND,1.0,81,2190,0.336,0.274,12.5,5.4,14.5,6.5,14.2
Rod Strickland,WAS,1.0,69,2188,0.202,0.14,6.4,1.3,19.1,5.7,11.4
Wally Szczerbiak,MIN,3.0,73,2169,0.235,0.192,8.7,2.9,18.7,6.0,4.4
Tyrone Hill,PHI,4.0,68,2155,0.283,0.147,6.6,1.5,18.2,13.9,1.2
Jason Caffey,GSW,4.2,71,2150,0.144,0.008,0.4,-2.8,19.0,10.8,2.7
Jeff Hornacek,UTH,2.0,77,2133,0.211,0.168,7.5,2.2,21.4,4.1,4.5
Ervin Johnson,MIL,5.0,80,2129,0.378,0.242,10.8,4.5,8.6,14.6,1.0
Dale Davis,IND,4.9,74,2127,0.389,0.253,11.2,4.8,16.8,16.5,1.4
George McCloud,DEN,2.5,78,2118,0.175,0.132,5.8,1.0,17.8,6.5,5.6
Jerome Williams,DET,4.1,82,2102,0.478,0.342,15.0,7.6,15.7,18.0,1.6
Ruben Patterson,OKC,3.0,81,2097,0.328,0.285,12.5,5.8,21.6,9.9,2.9
Howard Eisley,UTH,1.7,82,2096,0.098,0.049,2.1,-1.5,16.2,3.9,7.9
Andre Miller,CLE,1.1,82,2096,0.242,0.181,7.9,2.5,20.9,6.4,10.9
Nick Anderson,SAC,2.3,72,2094,0.145,0.102,4.4,0.1,17.9,7.8,2.8
Tim Thomas,MIL,4.0,80,2093,0.146,0.01,0.4,-2.8,21.7,7.6,2.6
Isaiah Rider,ATL,2.0,60,2084,0.014,-0.029,-1.3,-4.0,26.7,5.9,5.0
Anthony Peeler,MIN,2.0,82,2073,0.145,0.101,4.4,0.1,18.6,5.4,4.5
Donyell Marshall,GSW,3.5,64,2072,0.243,0.157,6.8,1.8,21.1,14.8,3.9
Cedric Ceballos,DAL,3.5,69,2064,0.16,0.069,3.0,-0.9,26.7,10.7,2.1
Wesley Person,CLE,2.3,79,2056,0.183,0.139,6.0,1.3,17.0,6.2,3.4
James Posey,DEN,2.5,81,2052,0.223,0.18,7.7,2.5,15.5,7.4,3.4
Ron Harper,LAL,1.7,80,2042,0.226,0.177,7.5,2.4,13.1,7.9,6.3
Patrick Ewing,NYK,5.0,62,2035,0.253,0.117,5.0,0.6,21.9,14.2,1.4
Erick Strickland,DAL,1.3,68,2025,0.213,0.157,6.6,1.8,20.6,7.7,5.0
Charlie Ward,NYK,1.0,72,1985,0.284,0.222,9.2,3.8,12.8,5.5,7.3
Joe Smith,MIN,4.8,78,1975,0.214,0.078,3.2,-0.6,18.8,11.8,2.1
Kurt Thomas,NYK,4.2,80,1971,0.276,0.14,5.8,1.3,15.6,12.3,2.0
Ben Wallace,ORL,4.5,81,1959,0.457,0.321,13.1,6.9,9.6,16.3,1.6
Aaron McKie,PHI,2.0,82,1953,0.193,0.15,6.1,1.6,16.0,6.0,5.9
A.C. Green,LAL,4.0,82,1929,0.316,0.18,7.2,2.5,10.3,12.1,2.0
Adrian Griffin,BOS,2.5,72,1927,0.275,0.232,9.3,4.1,12.1,9.3,4.4
Bimbo Coles,ATL,1.0,80,1924,0.119,0.057,2.3,-1.3,16.1,4.3,7.2
Shawn Bradley,DAL,5.0,77,1901,0.322,0.186,7.4,2.7,16.3,12.5,1.5
Kerry Kittles,BRK,2.0,62,1896,0.201,0.158,6.3,1.8,20.4,5.7,3.6
Jason Terry,ATL,1.2,81,1888,0.14,0.081,3.2,-0.6,16.7,4.2,8.8
Austin Croshere,IND,3.7,81,1885,0.266,0.162,6.4,2.0,21.3,13.1,2.3
Walt Williams,HOU,3.0,76,1859,0.187,0.144,5.6,1.4,21.4,7.9,4.1
Anthony Carter,MIA,1.0,79,1859,0.122,0.06,2.3,-1.2,12.9,5.1,9.8
Rik Smits,IND,5.0,79,1852,0.126,-0.009,-0.4,-3.4,26.4,10.4,2.2
Keon Clark,DEN,4.5,81,1850,0.299,0.163,6.3,2.0,18.0,13.1,1.8
Terry Mills,DET,4.0,82,1842,0.208,0.072,2.8,-0.8,14.3,10.2,2.2
Tracy Murray,WAS,3.0,80,1831,0.157,0.114,4.3,0.5,21.3,7.1,1.9
Andrew DeClercq,CLE,5.0,82,1826,0.239,0.104,3.9,0.1,14.3,11.5,1.5
Olden Polynice,UTH,5.0,82,1819,0.247,0.112,4.2,0.4,11.5,12.0,1.0
Hubert Davis,DAL,2.0,79,1817,0.145,0.102,3.8,0.1,15.4,3.5,3.7
Chris Gatling,"DEN, ORL",3.4,85,1811,0.181,0.101,3.8,0.1,26.9,13.3,1.9
Derek Fisher,LAL,1.0,78,1803,0.124,0.061,2.3,-1.2,13.1,3.8,5.8
Vonteego Cummings,GSW,1.3,75,1802,0.093,0.036,1.4,-2.0,18.8,4.9,6.6
Vitaly Potapenko,BOS,5.0,79,1797,0.207,0.071,2.7,-0.9,19.3,13.3,2.1
Kenny Thomas,HOU,4.0,72,1797,0.178,0.042,1.6,-1.8,15.9,11.7,3.0
Theo Ratliff,PHI,5.0,57,1795,0.335,0.199,7.4,3.1,18.1,11.6,1.0
Toni Kukoc,"CHI, PHI",3.5,56,1784,0.174,0.083,3.1,-0.5,22.3,7.3,7.1
Bryant Reeves,MEM,5.0,69,1773,0.095,-0.041,-1.5,-4.3,16.5,10.6,2.2
Tom Gugliotta,PHO,4.0,54,1767,0.279,0.144,5.3,1.4,20.0,11.5,3.4
Johnny Newman,BRK,3.0,82,1763,0.096,0.053,1.9,-1.4,22.3,4.2,1.8
Brevin Knight,CLE,1.0,65,1754,0.201,0.139,5.1,1.2,16.5,5.3,12.5
Peja Stojakovic,SAC,2.5,74,1749,0.208,0.165,6.0,2.0,24.1,7.6,2.9
Muggsy Bogues,TOR,1.0,80,1731,0.229,0.167,6.0,2.1,11.4,3.7,8.3
Rasho Nesterovic,MIN,5.0,82,1723,0.198,0.062,2.2,-1.2,13.1,10.6,2.6
Mark Bryant,CLE,4.0,75,1714,0.2,0.065,2.3,-1.1,11.9,9.9,1.7
Eric Piatkowski,LAC,2.0,75,1712,0.143,0.1,3.6,0.0,18.3,6.2,2.3
Corliss Williamson,SAC,3.1,76,1707,0.156,0.1,3.5,0.0,22.1,8.2,2.3
Jaren Jackson,SAS,2.0,81,1691,0.127,0.084,3.0,-0.5,14.6,5.1,3.3
Travis Best,IND,1.0,82,1691,0.19,0.128,4.5,0.9,20.8,4.0,7.7
Arvydas Sabonis,POR,5.0,66,1686,0.353,0.217,7.6,3.7,22.1,14.6,3.4
Robert Horry,LAL,4.1,76,1685,0.354,0.218,7.7,3.7,12.4,10.3,3.4
John Amaechi,ORL,5.0,80,1684,0.065,-0.071,-2.5,-5.3,23.8,7.6,2.7
Kevin Willis,TOR,5.0,79,1679,0.17,0.035,1.2,-2.0,17.3,13.8,1.4
Chris Childs,NYK,1.0,71,1675,0.127,0.065,2.3,-1.1,10.8,4.2,8.2
Tim Hardaway,MIA,1.0,52,1672,0.165,0.102,3.6,0.1,20.0,4.3,11.1
Detlef Schrempf,POR,3.6,77,1663,0.246,0.145,5.0,1.4,16.6,9.6,5.7
Adonal Foyle,GSW,5.0,76,1652,0.269,0.134,4.6,1.1,12.2,12.3,1.2
Dickey Simpkins,CHI,4.3,69,1651,0.127,-0.009,-0.3,-3.3,8.3,10.8,2.9
Chris Whitney,WAS,1.0,82,1627,0.192,0.13,4.4,1.0,18.9,4.0,9.2
Chucky Atkins,ORL,1.0,82,1626,0.069,0.007,0.2,-2.9,23.1,3.7,9.0
Randy Brown,CHI,1.0,59,1625,0.042,-0.021,-0.7,-3.7,11.2,4.3,6.0
Hersey Hawkins,CHI,2.0,61,1622,0.183,0.14,4.7,1.3,14.2,5.2,4.0
Sam Perkins,IND,4.0,81,1620,0.212,0.076,2.6,-0.7,15.9,8.6,2.0
Clarence Weatherspoon,MIA,3.7,78,1615,0.336,0.226,7.6,3.9,16.8,13.3,2.8
Terry Porter,SAS,1.3,68,1613,0.268,0.212,7.1,3.5,19.1,5.7,6.6
Michael Curry,DET,2.5,82,1611,0.073,0.03,1.0,-2.2,15.1,3.1,2.6
Greg Ostertag,UTH,5.0,81,1606,0.374,0.238,8.0,4.3,11.0,14.4,0.5
Troy Hudson,LAC,1.0,62,1592,0.077,0.015,0.5,-2.6,16.4,4.5,7.3
Kelvin Cato,HOU,5.0,65,1581,0.3,0.164,5.4,2.0,17.2,11.8,0.8
Tariq Abdul-Wahad,"DEN, ORL",2.1,61,1578,0.118,0.075,2.5,-0.8,21.2,8.9,3.0
Rashard Lewis,OKC,3.5,82,1575,0.257,0.173,5.7,2.3,20.5,10.2,2.1
Antawn Jamison,GSW,3.5,43,1556,0.134,0.045,1.5,-1.7,25.9,11.1,2.8
Greg Anthony,POR,1.0,82,1549,0.189,0.126,4.1,0.8,15.9,4.1,6.4
Marcus Camby,NYK,4.5,59,1548,0.389,0.254,8.2,4.8,18.6,14.3,1.5
Aaron Williams,WAS,4.5,81,1545,0.331,0.196,6.3,3.0,19.1,12.7,1.8
Jahidi White,WAS,4.6,80,1537,0.319,0.183,5.9,2.6,17.8,17.3,0.5
Steve Nash,DAL,1.0,56,1532,0.217,0.154,4.9,1.7,15.1,3.8,8.5
Baron Davis,NOR,1.0,82,1523,0.145,0.083,2.6,-0.5,15.3,5.2,9.7
Lucious Harris,BRK,2.0,77,1511,0.183,0.14,4.4,1.3,16.3,5.9,3.2
Tony Battie,BOS,5.0,82,1505,0.273,0.138,4.3,1.2,17.3,13.1,2.0
Monty Williams,ORL,2.3,75,1501,0.161,0.118,3.7,0.6,20.8,8.0,3.4
Scott Williams,MIL,4.7,68,1488,0.304,0.168,5.2,2.2,16.8,14.5,0.9
Pat Garrity,ORL,3.0,82,1479,0.085,0.042,1.3,-1.8,21.9,6.8,1.9
Rick Fox,LAL,3.3,82,1473,0.136,0.065,2.0,-1.0,17.4,6.5,4.5
Voshon Lenard,MIA,2.0,53,1434,0.115,0.072,2.1,-0.9,21.1,5.1,4.6
Luc Longley,PHO,5.0,72,1417,0.121,-0.015,-0.4,-3.5,15.3,10.9,2.6
Matt Geiger,PHI,5.0,65,1406,0.16,0.025,0.7,-2.3,21.5,13.2,1.3
Eric Williams,BOS,2.5,68,1378,0.142,0.098,2.8,0.0,17.0,5.4,3.2
Richard Hamilton,WAS,2.1,71,1373,-0.013,-0.056,-1.6,-4.8,22.3,4.5,3.8
Corey Maggette,ORL,3.0,77,1370,0.174,0.131,3.7,1.0,22.6,10.6,2.1
Malik Rose,SAS,3.8,74,1341,0.214,0.096,2.7,-0.1,17.8,12.0,1.7
Scott Burrell,BRK,3.7,74,1336,0.235,0.126,3.5,0.8,16.2,9.2,2.6
Scot Pollard,SAC,5.0,76,1336,0.41,0.274,7.6,5.4,14.8,14.5,1.5
Michael Doleac,ORL,5.0,81,1335,0.15,0.014,0.4,-2.6,20.3,12.0,2.3
Danny Ferry,CLE,4.0,63,1326,0.197,0.061,1.7,-1.2,16.8,8.6,2.4
Brian Grant,POR,4.5,63,1323,0.267,0.132,3.6,1.0,16.7,12.5,2.3
Jerome Kersey,SAS,3.0,72,1310,0.167,0.123,3.4,0.8,11.8,8.2,2.5
Calbert Cheaney,BOS,2.5,67,1309,0.104,0.061,1.7,-1.2,9.8,5.1,2.9
LaPhonso Ellis,ATL,3.4,58,1309,0.172,0.091,2.5,-0.3,17.9,10.6,2.2
Billy Owens,"GSW, PHI",3.7,62,1305,0.167,0.061,1.7,-1.2,13.8,11.1,3.6
Bryce Drew,HOU,1.0,72,1293,0.088,0.025,0.7,-2.3,15.6,3.8,6.0
Jon Barry,SAC,2.0,62,1281,0.301,0.257,6.9,4.9,18.5,6.0,5.6
Dennis Scott,MEM,3.0,66,1263,0.101,0.058,1.5,-1.3,14.0,4.0,2.6
Shawn Marion,PHO,3.0,51,1262,0.305,0.262,6.9,5.1,19.8,12.6,2.6
Brian Shaw,LAL,1.0,74,1249,0.2,0.138,3.6,1.2,11.7,8.3,7.7
Sam Mitchell,MIN,3.0,66,1227,0.132,0.087,2.2,-0.4,16.7,5.4,4.3
Danny Manning,MIL,3.9,72,1217,0.121,-0.007,-0.2,-3.3,13.1,8.2,2.9
Vinny Del Negro,MIL,1.6,67,1211,0.147,0.097,2.4,-0.1,13.8,4.2,6.3
Tony Farmer,GSW,5.0,74,1208,0.269,0.134,3.4,1.1,18.5,11.7,2.9
Lorenzen Wright,ATL,4.8,75,1205,0.206,0.07,1.8,-0.9,17.8,12.1,0.8
Antonio Daniels,SAS,2.0,68,1195,0.218,0.175,4.4,2.4,16.9,3.5,7.1
John Starks,"CHI, GSW",1.9,37,1191,0.007,-0.037,-0.9,-4.2,20.8,4.1,7.3
Matt Maloney,CHI,1.2,51,1175,0.1,0.04,1.0,-1.8,13.4,2.6,5.6
Isaac Austin,WAS,4.5,59,1173,0.113,-0.023,-0.6,-3.8,16.2,11.5,3.0
Bonzi Wells,POR,2.0,66,1172,0.185,0.142,3.5,1.3,23.8,7.5,4.0
Chris Carr,"CHI, GSW",2.0,57,1166,-0.004,-0.047,-1.1,-4.5,21.9,7.1,3.5
Michael Smith,,3.0,46,1145,0.394,0.351,8.4,7.8,12.1,13.9,2.3
Dana Barros,BOS,1.0,72,1139,0.153,0.091,2.2,-0.3,21.8,4.2,5.6
Eddie Robinson,NOR,3.0,67,1112,0.258,0.215,5.0,3.6,20.3,7.9,1.4
Cedric Henderson,CLE,3.0,61,1107,0.041,-0.002,0.0,-3.1,14.2,6.1,2.4
Carlos Rogers,HOU,4.9,53,1101,0.264,0.129,3.0,0.9,18.4,12.0,1.8
Chucky Brown,"NOR, SAS",3.3,63,1096,0.1,0.031,0.7,-2.1,14.6,7.3,2.9
Dell Curry,TOR,1.4,67,1095,0.139,0.084,1.9,-0.5,22.2,4.4,3.9
Oliver Miller,PHO,5.0,51,1088,0.385,0.25,5.7,4.7,14.3,11.5,3.0
Randy Livingston,PHO,1.0,79,1081,0.1,0.038,0.9,-1.9,16.9,5.8,7.5
Gerard King,WAS,3.5,62,1060,0.266,0.176,3.9,2.4,14.8,11.3,2.2
Hakeem Olajuwon,HOU,5.0,44,1049,0.209,0.074,1.6,-0.8,20.8,12.5,2.8
Jim McIlvaine,BRK,5.0,66,1048,0.262,0.126,2.8,0.9,7.2,10.5,1.6
Bobby Jackson,MIN,1.0,73,1034,0.18,0.118,2.5,0.6,17.1,7.1,8.0
Lawrence Funderburke,SAC,4.0,75,1026,0.319,0.183,3.9,2.6,22.6,10.9,1.5
Matt Bullard,HOU,4.0,56,1024,0.134,-0.002,0.0,-3.1,17.9,6.5,3.0
Will Perdue,CHI,5.0,67,1012,0.165,0.029,0.6,-2.2,8.0,12.4,3.1
Chris Anstey,CHI,5.0,73,1007,0.189,0.053,1.1,-1.4,20.9,13.3,3.1
Sean Rooks,DAL,5.0,71,1001,0.172,0.037,0.8,-1.9,14.8,11.9,3.3
Vernon Maxwell,OKC,2.0,47,989,-0.04,-0.084,-1.7,-5.7,24.9,3.8,3.6
Samaki Walker,SAS,4.0,71,980,0.211,0.075,1.5,-0.7,17.6,13.3,1.9
Michael Ruffin,CHI,4.0,71,975,0.226,0.091,1.8,-0.3,7.8,12.3,2.2
Brad Miller,NOR,5.0,55,961,0.357,0.221,4.4,3.8,21.1,14.6,2.2
Rex Chapman,PHO,1.8,53,957,0.065,0.019,0.4,-2.5,17.5,4.0,3.1
Tyrone Corbin,SAC,3.0,54,942,0.122,0.078,1.5,-0.6,11.2,8.4,3.1
Todd Day,PHO,2.0,58,941,0.159,0.115,2.3,0.5,20.2,6.6,3.3
John Crotty,DET,1.0,69,937,0.155,0.093,1.8,-0.2,16.6,3.8,6.6
Greg Buckner,DAL,2.5,48,923,0.202,0.159,3.1,1.9,14.3,9.0,2.9
Grant Long,MEM,3.0,42,920,0.281,0.238,4.6,4.3,10.6,12.2,2.2
Quincy Lewis,UTH,2.6,74,896,-0.01,-0.053,-1.0,-4.7,15.2,6.1,2.1
Darrick Martin,SAC,1.0,71,893,0.022,-0.041,-0.8,-4.3,21.6,2.4,6.6
Jacque Vaughn,UTH,1.0,78,884,0.04,-0.022,-0.4,-3.8,15.7,3.5,6.6
Walter McCarty,BOS,4.0,61,879,0.067,-0.068,-1.3,-5.2,12.5,6.0,3.8
Bruce Bowen,"MIA, PHI",3.0,69,878,0.101,0.058,1.1,-1.3,10.7,5.2,1.9
Jermaine O'Neal,POR,5.0,70,869,0.269,0.134,2.4,1.1,15.1,12.6,1.0
Corey Benjamin,CHI,2.8,48,862,-0.029,-0.072,-1.3,-5.3,20.6,4.9,3.0
Roshown McLeod,ATL,3.0,44,860,-0.017,-0.06,-1.1,-4.9,17.7,7.7,2.9
Danny Fortson,BOS,4.6,55,856,0.41,0.275,4.9,5.5,23.5,20.5,1.6
Al Harrington,IND,4.0,50,854,0.102,-0.034,-0.6,-4.1,18.4,8.9,2.1
Fred Hoiberg,CHI,2.0,31,845,0.192,0.149,2.6,1.6,15.8,6.2,4.8
Bobby Phills,NOR,2.0,28,825,0.105,0.062,1.1,-1.1,22.2,4.1,4.6
Keith Closs,LAC,5.0,57,820,0.264,0.128,2.2,0.9,13.9,10.5,1.5
Cherokee Parks,MEM,4.5,56,808,0.278,0.142,2.4,1.3,10.0,10.9,2.1
Elliot Perry,BRK,1.0,60,803,0.121,0.058,1.0,-1.3,18.9,3.6,8.3
John Wallace,NYK,3.0,60,799,0.083,0.039,0.7,-1.9,23.5,8.1,1.3
Darvin Ham,MIL,3.0,35,792,0.321,0.278,4.6,5.6,10.7,10.4,2.5
Armen Gilliam,UTH,4.7,50,782,0.169,0.033,0.5,-2.1,20.4,12.8,2.6
Felipe Lopez,MEM,2.6,65,781,0.091,0.048,0.8,-1.6,17.9,7.6,2.7
Alvin Williams,TOR,1.0,55,779,0.11,0.047,0.8,-1.6,18.0,5.2,7.8
Otis Thorpe,MIA,4.0,51,777,0.142,0.006,0.1,-2.9,17.2,10.3,2.0
Brian Skinner,LAC,4.8,33,775,0.287,0.151,2.4,1.6,11.1,12.4,0.7
Jelani McCoy,OKC,4.5,58,746,0.255,0.119,1.9,0.6,16.0,11.5,1.5
