Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2017,LeBron James,CLE,3.2,82,3026,0.467,0.338,21.3,7.4,35.7,11.2,11.8
2017,Khris Middleton,MIL,3.1,82,2982,0.22,0.104,6.4,0.1,26.6,6.9,5.3
2017,Andrew Wiggins,MIN,3.0,82,2979,0.102,0.001,0.1,-3.0,23.4,5.8,2.6
2017,Bradley Beal,WAS,2.1,82,2977,0.22,0.119,7.4,0.6,29.9,5.9,6.0
2017,Jrue Holiday,NOR,2.0,81,2927,0.26,0.159,9.7,1.9,25.2,6.0,8.0
2017,C.J. McCollum,POR,2.0,81,2923,0.185,0.084,5.1,-0.5,28.4,5.3,4.5
2017,Karl-Anthony Towns,MIN,5.0,82,2918,0.493,0.274,16.6,5.4,28.7,16.6,3.3
2017,Russell Westbrook,OKC,1.1,80,2914,0.362,0.236,14.4,4.3,33.4,13.2,13.5
2017,Paul George,OKC,3.0,79,2891,0.261,0.16,9.7,1.9,28.8,7.4,4.4
2017,Giannis Antetokounmpo,MIL,4.1,75,2756,0.418,0.199,11.4,3.1,35.1,13.1,6.3
2017,Kemba Walker,CHA,1.0,80,2736,0.264,0.135,7.7,1.1,31.1,4.3,7.8
2017,Ben Simmons,PHI,1.0,81,2732,0.418,0.289,16.5,5.9,22.5,11.6,11.6
2017,Anthony Davis,NOR,5.0,75,2727,0.48,0.261,14.8,5.0,37.1,14.6,3.1
2017,Taj Gibson,MIN,4.0,82,2726,0.33,0.11,6.3,0.3,17.6,10.3,1.7
2017,DeMar DeRozan,TOR,2.1,80,2711,0.25,0.149,8.4,1.5,32.6,5.6,7.4
2017,Josh Richardson,MIA,3.0,81,2689,0.239,0.138,7.7,1.2,18.7,5.1,4.1
2017,Will Barton,DEN,2.6,81,2683,0.249,0.148,8.3,1.5,22.7,7.3,5.9
2017,Damian Lillard,POR,1.1,73,2670,0.364,0.238,13.2,4.3,35.3,5.8,8.6
2017,Tobias Harris,"DET, LAC",4.0,80,2668,0.246,0.026,1.4,-2.3,26.7,7.8,3.5
2017,Donovan Mitchell,UTH,1.6,79,2638,0.16,0.049,2.7,-1.6,29.4,5.4,5.3
2017,Harrison Barnes,DAL,3.7,77,2634,0.197,0.019,1.0,-2.5,26.5,8.5,2.8
2017,Andre Drummond,DET,5.0,78,2625,0.579,0.359,19.7,8.1,21.4,22.8,4.3
2017,Thaddeus Young,IND,4.0,81,2607,0.298,0.079,4.3,-0.6,17.6,9.4,2.8
2017,Lou Williams,LAC,1.0,79,2589,0.213,0.084,4.5,-0.5,33.0,3.7,7.7
2017,E'Twaun Moore,NOR,2.9,82,2586,0.195,0.094,5.0,-0.2,19.0,4.4,3.5
2017,Joe Ingles,UTH,3.2,82,2578,0.325,0.201,10.8,3.2,17.5,6.4,7.3
2017,Jamal Murray,DEN,1.0,81,2565,0.203,0.074,4.0,-0.8,25.3,5.6,5.1
2017,Victor Oladipo,IND,2.0,75,2552,0.303,0.202,10.7,3.2,32.6,7.3,6.1
2017,James Harden,HOU,2.0,72,2551,0.43,0.328,17.5,7.1,41.2,7.3,11.9
2017,Robert Covington,PHI,3.3,80,2532,0.261,0.128,6.7,0.9,19.1,8.2,3.0
2017,Kyle Lowry,TOR,1.0,78,2510,0.389,0.261,13.6,5.0,24.2,8.3,10.3
2017,LaMarcus Aldridge,SAS,4.6,75,2509,0.38,0.161,8.4,1.9,33.2,12.1,2.9
2017,Klay Thompson,GSW,2.0,73,2506,0.18,0.079,4.1,-0.6,28.0,5.3,3.5
2017,Carmelo Anthony,OKC,3.9,78,2501,0.128,-0.081,-4.2,-5.6,24.2,8.7,2.0
2017,Steven Adams,OKC,5.0,76,2487,0.5,0.281,14.5,5.6,20.4,13.2,1.7
2017,Taurean Prince,ATL,3.1,82,2464,0.171,0.055,2.8,-1.4,22.6,7.6,4.2
2017,Bojan Bogdanovic,IND,3.0,80,2464,0.213,0.112,5.7,0.4,22.2,5.3,2.3
2017,Dwight Howard,CHA,5.0,81,2463,0.418,0.198,10.2,3.1,26.3,19.7,2.0
2017,Kentavious Caldwell-Pope,LAL,2.3,74,2458,0.263,0.162,8.3,2.0,19.4,7.6,3.2
2017,Nikola Jokic,DEN,5.0,75,2443,0.489,0.269,13.7,5.3,27.2,15.8,9.0
2017,Jayson Tatum,BOS,3.0,80,2438,0.292,0.191,9.7,2.8,21.9,7.9,2.5
2017,Otto Porter,WAS,3.4,77,2432,0.38,0.231,11.7,4.1,22.4,9.7,3.1
2017,DeAndre Jordan,LAC,5.0,77,2424,0.587,0.367,18.6,8.3,18.4,23.2,2.3
2017,Marc Gasol,MEM,5.0,73,2408,0.268,0.048,2.4,-1.6,25.1,11.8,6.1
2017,Kyle Kuzma,LAL,3.8,77,2401,0.206,0.011,0.6,-2.7,24.8,9.7,2.8
2017,Goran Dragic,MIA,1.0,75,2378,0.205,0.077,3.8,-0.7,26.2,6.2,7.2
2017,Dillon Brooks,MEM,3.0,82,2350,0.124,0.023,1.1,-2.4,18.3,5.2,2.8
2017,Wilson Chandler,DEN,3.3,74,2346,0.218,0.084,4.1,-0.5,15.1,8.1,3.3
2017,Kevin Durant,GSW,3.6,68,2325,0.379,0.208,10.1,3.4,37.0,9.6,7.6
2017,Eric Bledsoe,"PHO, MIL",1.0,74,2322,0.272,0.143,6.9,1.4,27.1,5.9,7.6
2017,Jeff Teague,MIN,1.0,70,2311,0.246,0.118,5.7,0.6,20.6,4.3,10.2
2017,Courtney Lee,NYK,2.0,76,2310,0.222,0.121,5.8,0.7,19.0,4.7,3.7
