Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2014,James Harden,HOU,2.0,81,2981,0.367,0.29,18.0,6.0,35.7,7.4,9.1
2014,Andrew Wiggins,MIN,3.0,82,2969,0.104,0.023,1.4,-2.4,22.4,6.0,2.7
2014,Trevor Ariza,HOU,3.1,82,2930,0.239,0.152,9.3,1.7,17.2,7.5,3.4
2014,Damian Lillard,POR,1.2,82,2925,0.264,0.173,10.6,2.3,28.2,6.2,8.3
2014,Chris Paul,LAC,1.0,82,2857,0.439,0.345,20.5,7.6,26.3,6.3,14.1
2014,John Wall,WAS,1.0,79,2837,0.267,0.174,10.3,2.3,23.5,6.2,13.4
2014,DeAndre Jordan,LAC,4.9,82,2820,0.599,0.398,23.4,9.3,16.1,20.9,1.0
2014,Eric Bledsoe,PHO,1.0,81,2800,0.262,0.168,9.8,2.1,23.6,7.3,8.5
2014,Joe Johnson,BRK,3.2,80,2791,0.178,0.082,4.7,-0.5,19.8,6.6,5.0
2014,Kyrie Irving,CLE,1.0,75,2730,0.256,0.162,9.2,2.0,28.6,4.2,6.8
2014,Monta Ellis,DAL,2.0,80,2699,0.089,0.013,0.7,-2.7,26.9,3.4,5.9
2014,Tyreke Evans,NOR,1.1,79,2690,0.181,0.088,4.9,-0.4,23.4,7.4,9.3
2014,Marc Gasol,MEM,5.0,81,2687,0.339,0.138,7.7,1.2,25.2,11.3,5.5
2014,Pau Gasol,CHI,4.0,78,2681,0.394,0.193,10.8,2.9,25.9,16.5,3.8
2014,Ben McLemore,SAC,2.0,82,2670,0.113,0.037,2.0,-1.9,17.9,4.3,2.5
2014,Ty Lawson,DEN,1.0,75,2665,0.29,0.196,10.9,3.0,20.6,4.2,13.0
2014,Goran Dragic,"PHO, MIA",1.8,78,2640,0.222,0.142,7.8,1.3,23.2,5.0,6.4
2014,Gordon Hayward,UTH,2.8,76,2618,0.242,0.166,9.1,2.1,26.8,6.8,5.7
2014,Stephen Curry,GSW,1.0,80,2613,0.442,0.348,18.9,7.7,34.9,6.3,11.4
2014,Kentavious Caldwell-Pope,DET,2.1,82,2587,0.099,0.023,1.2,-2.4,19.4,4.7,2.0
2014,Markieff Morris,PHO,4.1,82,2581,0.182,-0.019,-1.0,-3.7,23.4,9.4,3.6
2014,Victor Oladipo,ORL,2.0,72,2573,0.141,0.065,3.5,-1.1,24.1,5.6,5.5
2014,Giannis Antetokounmpo,MIL,3.6,81,2541,0.25,0.097,5.1,-0.1,19.5,10.2,3.9
2014,Kevin Love,CLE,4.0,75,2532,0.332,0.131,6.9,1.0,23.3,13.9,3.2
2014,Nikola Vucevic,ORL,5.0,74,2529,0.319,0.118,6.2,0.6,27.1,15.4,2.8
