Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
1996,Glen Rice,NOR,2.8,79,3362,0.165,0.082,5.7,-0.5,30.2,4.5,2.3
1996,Latrell Sprewell,GSW,2.0,80,3353,0.182,0.099,6.9,0.0,27.7,5.2,7.3
1996,Juwan Howard,WAS,4.1,82,3324,0.178,0.037,2.5,-1.9,22.7,9.4,4.5
1996,Damon Stoudamire,TOR,1.0,81,3311,0.176,0.079,5.4,-0.6,23.7,4.8,10.3
1996,Gary Payton,OKC,1.0,82,3213,0.267,0.171,11.4,2.2,26.7,5.6,8.7
1996,Kendall Gill,BRK,2.6,82,3199,0.196,0.113,7.5,0.4,26.8,7.5,4.9
1996,Chris Mills,CLE,3.0,80,3167,0.239,0.156,10.3,1.8,16.2,7.5,3.0
1996,Jerry Stackhouse,PHI,2.5,81,3166,0.044,-0.039,-2.6,-4.3,25.5,5.1,3.8
1996,Vin Baker,MIL,4.5,78,3159,0.272,0.132,8.7,1.0,24.9,12.2,3.2
1996,Grant Hill,DET,3.0,80,3147,0.354,0.271,17.8,5.4,26.1,11.0,8.9
1996,Anthony Mason,NOR,4.0,73,3143,0.36,0.219,14.3,3.7,18.1,12.7,6.3
1996,Christian Laettner,ATL,4.3,82,3140,0.282,0.141,9.2,1.3,22.7,11.0,3.4
1996,Tim Hardaway,MIA,1.0,81,3136,0.257,0.16,10.4,1.9,25.2,4.2,10.6
1996,Tom Gugliotta,MIN,3.5,81,3131,0.205,0.094,6.1,-0.2,25.6,10.8,5.1
1996,Doug Christie,TOR,2.1,81,3127,0.218,0.135,8.8,1.1,18.1,6.6,4.8
1996,Mitch Richmond,SAC,2.0,81,3125,0.192,0.108,7.1,0.3,32.2,4.9,5.2
1996,Glenn Robinson,MIL,3.0,80,3114,0.132,0.049,3.2,-1.6,26.0,7.7,3.8
1996,Michael Jordan,CHI,2.0,82,3106,0.273,0.19,12.3,2.8,37.6,7.4,5.4
1996,Scottie Pippen,CHI,3.0,82,3095,0.296,0.213,13.7,3.5,25.7,8.2,7.2
1996,Joe Smith,GSW,4.3,80,3086,0.147,0.007,0.4,-2.9,23.2,10.6,1.9
1996,Kenny Anderson,POR,1.0,82,3081,0.289,0.192,12.3,2.9,22.4,5.7,9.1
