NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Tom Henderson,HOU,1.5,66,1551,0.178,0.124,4.0,0.8,11.3,3.4,8.5
Eric Money,"DET, PHI",1.0,61,1549,0.065,0.007,0.2,-2.9,19.5,3.2,7.9
Major Jones,HOU,4.0,82,1545,0.212,0.046,1.5,-1.6,13.6,11.8,2.1
Spencer Haywood,LAL,4.0,76,1544,0.148,-0.018,-0.6,-3.6,22.9,10.8,2.9
Steve Mix,PHI,3.2,81,1543,0.258,0.181,5.8,2.5,29.1,9.0,4.6
Clemon Johnson,IND,5.0,79,1541,0.311,0.145,4.6,1.4,14.7,12.3,3.6
Ollie Johnson,CHI,3.0,79,1535,0.13,0.081,2.6,-0.6,19.0,5.1,5.0
Jim McElroy,"ATL, DET",2.0,67,1528,0.046,-0.003,-0.1,-3.2,18.6,3.1,7.1
Roger Phegley,"BRK, WAS",2.6,78,1512,0.055,0.006,0.2,-2.9,28.0,5.9,3.2
Mark Landsberger,"CHI, LAL",3.2,77,1510,0.364,0.292,9.2,6.0,19.5,19.5,1.5
Kevin Porter,WAS,1.0,70,1494,0.185,0.127,3.9,0.9,16.4,2.6,14.7
Mike Gale,SAS,1.0,67,1474,0.26,0.202,6.2,3.2,14.4,4.9,10.2
Bob Dandridge,WAS,3.0,45,1457,0.084,0.035,1.1,-2.0,25.8,8.1,5.9
Dwight Jones,"CHI, HOU",4.0,74,1448,0.199,0.033,1.0,-2.1,21.9,12.2,3.3
Bill Willoughby,CLE,4.0,78,1447,0.231,0.065,2.0,-1.1,17.7,10.9,2.4
Gar Heard,PHO,3.7,82,1403,0.242,0.106,3.1,0.2,13.9,13.0,3.3
Ernie Grunfeld,SAC,2.5,80,1397,0.18,0.131,3.8,1.0,16.3,8.0,3.7
John Williamson,"BRK, WAS",1.6,58,1374,-0.071,-0.123,-3.5,-6.9,29.5,3.5,4.4
Harvey Catchings,MIL,5.0,72,1366,0.354,0.188,5.3,2.8,8.2,14.4,2.9
John Shumate,(3+),4.7,65,1337,0.333,0.167,4.7,2.1,20.8,13.0,3.0
Billy McKinney,SAC,1.0,76,1333,0.177,0.119,3.3,0.6,18.7,3.1,8.9
Campy Russell,CLE,3.2,41,1331,0.138,0.06,1.7,-1.2,26.9,8.1,6.2
Terry Duerod,DET,1.0,67,1331,0.008,-0.05,-1.4,-4.6,22.5,3.5,4.2
John Lambert,CLE,5.0,74,1324,0.194,0.028,0.8,-2.2,14.6,12.8,2.0
Alvin Scott,PHO,3.0,79,1303,0.212,0.163,4.4,2.0,12.9,8.4,3.6
Scott May,CHI,3.0,54,1298,0.11,0.061,1.6,-1.2,24.9,8.1,3.8
Larry Wright,WAS,1.0,76,1286,0.12,0.063,1.7,-1.1,20.8,4.6,8.3
Abdul Jeelani,POR,4.0,77,1286,0.231,0.065,1.7,-1.1,27.5,10.1,3.5
Jim Paxson,POR,3.0,72,1270,0.014,-0.035,-0.9,-4.2,16.7,4.1,5.4
Jack Givens,ATL,3.0,82,1254,0.134,0.085,2.2,-0.4,18.0,9.3,2.3
Mike Evans,SAS,1.9,79,1246,0.012,-0.038,-1.0,-4.3,18.7,4.1,8.9
Lloyd Walton,MIL,1.0,76,1243,0.205,0.147,3.8,1.5,10.4,3.5,11.0
David Thompson,DEN,2.0,39,1239,0.124,0.075,1.9,-0.8,32.5,6.7,4.8
Greg Kelser,DET,3.0,50,1233,0.122,0.073,1.9,-0.8,27.6,10.7,4.2
Tom Abernethy,GSW,4.0,67,1222,0.188,0.022,0.6,-2.4,14.2,7.5,3.4
Lionel Hollins,"PHI, POR",2.0,47,1209,-0.034,-0.083,-2.1,-5.7,21.0,3.5,6.4
Kim Hughes,DEN,5.0,70,1208,0.348,0.182,4.6,2.6,8.7,13.0,2.9
Phil Hubbard,DET,4.0,64,1189,0.135,-0.031,-0.8,-4.0,23.6,12.9,2.8
Ron Lee,"ATL, DET",1.3,61,1167,0.151,0.096,2.3,-0.1,12.0,5.1,9.9
Tom LaGarde,OKC,5.0,82,1164,0.222,0.056,1.4,-1.3,15.8,12.9,3.8
Raymond Townsend,GSW,2.0,75,1159,0.017,-0.032,-0.8,-4.1,16.8,3.7,4.8
Hollis Copeland,NYK,3.0,75,1142,0.125,0.076,1.8,-0.7,17.9,6.6,3.4
Joe Hassett,IND,1.2,74,1135,0.076,0.02,0.5,-2.5,22.1,4.0,4.4
Nick Weatherspoon,LAC,3.0,57,1124,0.068,0.019,0.4,-2.5,16.7,8.9,2.3
Johnny High,PHO,2.0,82,1121,0.113,0.064,1.5,-1.1,17.5,7.4,5.1
Roy Hamilton,DET,1.7,72,1116,0.085,0.033,0.8,-2.1,14.3,4.6,8.3
Gary Garland,DEN,1.0,78,1106,0.114,0.057,1.3,-1.3,14.5,6.0,6.3
Winford Boynes,BRK,2.0,64,1102,0.095,0.046,1.1,-1.6,23.8,5.8,4.1
Richard Washington,MIL,4.4,75,1092,0.157,-0.009,-0.2,-3.4,19.3,12.1,2.4
Tom McMillen,ATL,4.0,53,1071,0.217,0.051,1.1,-1.5,20.8,9.9,2.8
Gerald Henderson,BOS,1.0,76,1061,0.126,0.068,1.5,-1.0,21.4,3.8,6.7
Willie Smith,CLE,1.0,62,1051,0.222,0.165,3.6,2.0,13.7,5.5,11.8
Mike Dunleavy,HOU,1.0,51,1036,0.137,0.079,1.7,-0.6,19.0,4.6,9.7
Glen Gondrezick,DEN,3.0,59,1020,0.372,0.323,6.9,7.0,18.4,12.2,3.8
Jim Brewer,POR,2.0,67,1016,0.337,0.288,6.1,5.9,9.2,12.1,3.5
Don Ford,"CLE, LAL",4.0,73,999,0.144,-0.022,-0.4,-3.7,14.8,8.9,3.1
Clint Richardson,PHI,2.0,52,988,0.076,0.027,0.5,-2.3,16.9,6.0,5.2
Pete Maravich,"BOS, UTH",2.0,43,964,-0.068,-0.117,-2.4,-6.7,29.3,3.9,4.1
Doug Collins,PHI,2.0,36,963,0.071,0.022,0.4,-2.4,24.7,4.7,5.0
Geoff Huston,NYK,1.0,71,923,0.039,-0.019,-0.4,-3.7,11.4,3.0,8.3
Len Elmore,SAC,4.9,58,915,0.236,0.071,1.3,-0.9,13.6,13.5,3.4
Jeff Cook,PHO,5.0,66,904,0.29,0.124,2.3,0.8,19.2,12.8,4.5
Pat Cummings,MIL,4.0,71,900,0.197,0.031,0.6,-2.1,25.0,12.7,2.8
Gus Gerard,SAC,3.0,73,869,0.201,0.152,2.8,1.7,21.3,9.8,2.4
Del Beshore,CHI,1.0,68,869,-0.035,-0.093,-1.7,-6.0,13.5,3.5,7.7
Phil Chenier,"IND, WAS",2.0,43,850,-0.015,-0.064,-1.1,-5.1,18.4,4.4,5.0
Wally Walker,OKC,3.0,70,844,0.208,0.159,2.8,1.9,18.5,9.7,3.0
Dave Corzine,WAS,5.0,78,826,0.244,0.078,1.3,-0.6,13.1,15.7,3.7
Robert Smith,"BRK, UTH",1.0,65,809,0.088,0.03,0.5,-2.1,19.2,4.7,5.5
Mike Glenn,NYK,2.0,75,800,0.145,0.096,1.6,-0.1,26.5,4.0,5.1
Paul Dawkins,UTH,2.4,57,776,0.027,-0.022,-0.4,-3.8,19.5,7.7,4.8
Mack Calvin,UTH,1.0,48,772,0.155,0.098,1.6,0.0,19.0,5.2,8.3
James Bailey,OKC,4.0,67,726,0.155,-0.011,-0.2,-3.4,20.6,13.0,1.9
Bob Elliott,BRK,4.5,54,722,0.167,0.001,0.0,-3.1,20.4,12.3,3.5
Joel Kramer,PHO,4.0,54,711,0.234,0.069,1.0,-0.9,12.8,10.2,5.1
Darnell Hillman,GSW,4.0,49,708,0.131,-0.035,-0.5,-4.2,13.4,12.2,3.2
Ollie Mack,"LAL, CHI",1.9,50,681,0.143,0.093,1.3,-0.2,16.5,5.0,3.7
Jeff Judkins,BOS,2.0,65,674,0.133,0.084,1.2,-0.5,25.0,4.7,3.3
Earl Monroe,NYK,1.7,51,633,0.003,-0.049,-0.6,-4.6,28.7,2.7,5.1
Wiley Peck,SAS,3.0,52,628,0.165,0.116,1.5,0.5,13.8,14.0,2.5
Stan Pietkiewicz,LAC,2.2,50,577,0.2,0.151,1.8,1.6,19.0,3.7,7.8
Dennis Awtrey,CHI,5.0,26,560,0.233,0.067,0.8,-1.0,7.4,9.9,3.4
Sly Williams,NYK,3.0,57,556,-0.025,-0.074,-0.9,-5.4,23.0,10.4,3.1
Jerome Whitehead,"LAC, UTH",5.0,50,553,0.196,0.03,0.3,-2.2,10.9,14.5,2.1
Don Chaney,BOS,2.0,60,523,0.017,-0.032,-0.3,-4.1,15.3,6.7,3.5
Bo Ellis,DEN,3.0,48,502,0.227,0.178,1.9,2.5,15.5,11.1,2.9
Sam Smith,CHI,2.0,30,496,0.06,0.011,0.1,-2.7,25.1,5.2,4.1
Anthony Roberts,DEN,2.0,23,486,0.052,0.003,0.0,-3.0,17.5,10.8,2.0
Mike Green,SAC,5.0,21,459,0.154,-0.012,-0.1,-3.5,16.9,11.8,2.9
Mitch Kupchak,WAS,4.4,40,451,0.065,-0.101,-0.9,-6.2,19.8,11.2,1.7
Larry Steele,POR,2.5,16,446,0.095,0.046,0.4,-1.7,15.7,4.8,7.2
Steve Malovic,(3+),4.4,39,445,0.193,0.027,0.3,-2.2,8.6,9.3,2.8
Jim Spanarkel,PHI,2.0,40,442,0.047,-0.002,0.0,-3.1,21.5,5.9,5.5
Eric Fernsten,BOS,4.0,56,431,0.262,0.096,0.9,-0.1,19.5,10.7,3.1
Bernard King,UTH,3.0,19,419,0.066,0.017,0.1,-2.6,20.2,10.1,6.0
John Mengelt,CHI,1.0,36,387,0.018,-0.04,-0.3,-4.3,27.2,2.9,4.7
John Brown,"ATL, UTH",3.1,32,385,-0.009,-0.065,-0.5,-5.1,14.0,8.9,2.2
Earl Evans,DET,4.0,36,381,0.045,-0.121,-1.0,-6.8,19.8,9.4,4.7
Sam Pellom,ATL,4.0,44,373,0.153,-0.013,-0.1,-3.5,14.0,11.8,2.3
Bill Walton,LAC,5.0,14,337,0.351,0.185,1.3,2.7,27.6,17.9,4.8
Vinnie Johnson,OKC,2.0,38,325,0.097,0.048,0.3,-1.6,17.9,8.1,8.0
Kevin Kunnert,POR,5.0,18,302,0.186,0.02,0.1,-2.4,20.0,17.8,4.6
Marlon Redmond,SAC,2.0,24,298,0.055,0.006,0.0,-2.9,22.9,8.4,3.1
Marvin Webster,NYK,5.0,20,298,0.179,0.014,0.1,-2.7,14.2,12.9,1.4
Marvin Barnes,LAC,4.0,20,287,0.181,0.015,0.1,-2.6,10.7,12.9,3.0
John Gianelli,UTH,5.0,17,285,0.039,-0.127,-0.8,-7.0,9.3,10.4,2.9
Tom Burleson,SAC,5.0,37,272,0.011,-0.155,-0.9,-7.9,16.8,12.7,3.5
Brad Davis,"IND, UTH",1.0,18,268,0.219,0.161,0.9,1.9,14.9,3.0,9.0
Billy Ray Bates,POR,3.0,16,235,0.189,0.141,0.7,1.3,36.8,5.9,6.3
Earl Tatum,CLE,2.2,33,225,-0.006,-0.055,-0.3,-4.8,18.1,5.5,4.3
Irv Kiffin,SAS,4.0,26,212,-0.259,-0.425,-1.9,-16.3,18.6,9.1,4.3
Brad Holland,LAL,2.0,38,197,-0.014,-0.063,-0.3,-5.0,25.8,4.1,5.4
Marty Byrnes,LAL,3.0,32,194,0.005,-0.044,-0.2,-4.4,15.6,6.7,3.2
Phil Jackson,BRK,4.0,16,194,0.214,0.049,0.2,-1.6,16.1,5.9,3.0
Sylvester Norris,SAS,5.0,17,189,-0.014,-0.18,-0.7,-8.7,10.2,10.9,1.5
Gus Bailey,WAS,2.0,20,180,0.215,0.166,0.6,2.1,10.1,7.5,6.9
Tim Bassett,"BRK, SAS",4.0,12,164,0.132,-0.034,-0.1,-4.1,10.0,9.7,4.1
John Coughran,GSW,4.0,24,160,-0.236,-0.402,-1.3,-15.6,20.4,5.7,3.6
Bubba Wilson,GSW,2.0,16,143,-0.002,-0.051,-0.2,-4.7,5.7,5.4,4.0
Bob Carrington,LAC,3.0,10,134,-0.001,-0.05,-0.1,-4.6,12.9,4.7,1.1
Lawrence Boston,WAS,4.0,13,125,0.158,-0.008,0.0,-3.3,21.5,15.0,0.8
Bernard Toone,PHI,4.0,23,124,-0.083,-0.249,-0.6,-10.8,21.3,13.2,4.6
Ron Carter,IND,2.0,13,117,-0.096,-0.145,-0.4,-7.6,13.1,7.8,3.7
Paul Mokeski,HOU,5.0,12,113,-0.015,-0.181,-0.4,-8.7,12.3,12.3,0.8
Rudy White,HOU,2.0,9,106,0.125,0.076,0.2,-0.7,16.3,4.1,2.3
John Kuester,IND,1.0,24,100,0.11,0.052,0.1,-1.5,13.9,6.7,7.7
Alonzo Bradley,HOU,2.0,22,96,-0.291,-0.34,-0.7,-13.7,20.5,3.0,1.5
Ralph Simpson,BRK,2.0,8,81,-0.031,-0.08,-0.1,-5.6,24.3,6.5,8.3
Ron Behagen,WAS,4.0,6,64,0.077,-0.089,-0.1,-5.8,17.3,10.5,5.3
Rick Wilson,ATL,1.0,5,59,-0.087,-0.145,-0.2,-7.6,6.5,2.4,8.9
Tony Zeno,IND,3.0,8,59,-0.24,-0.289,-0.4,-12.1,11.4,11.4,0.8
Butch Lee,"CLE, LAL",1.0,14,55,-0.158,-0.216,-0.2,-9.8,15.7,9.6,10.5
Cheese Johnson,GSW,2.0,9,53,-0.133,-0.182,-0.2,-8.7,24.5,12.7,1.8
Jackie Robinson,DET,3.0,7,51,0.229,0.18,0.2,2.5,25.4,4.7,0.0
Greg Deane,UTH,1.0,7,48,-0.039,-0.097,-0.1,-6.1,10.0,6.0,6.0
