Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2009,Kevin Durant,OKC,3.0,82,3239.0,0.318,0.239,16.1,4.4,36.6,9.2,3.4
2009,Andre Iguodala,PHI,2.5,82,3191.0,0.251,0.173,11.5,2.3,21.1,8.0,7.1
2009,Rudy Gay,MEM,3.0,80,3174.0,0.172,0.093,6.2,-0.2,23.7,7.1,2.3
2009,Stephen Jackson,"CHA, GSW",2.6,81,3128.0,0.129,0.049,3.2,-1.6,25.6,6.2,4.6
2009,Gerald Wallace,CHA,3.5,76,3119.0,0.349,0.222,14.4,3.8,21.3,11.7,2.5
2009,O.J. Mayo,MEM,2.0,82,3113.0,0.153,0.075,4.8,-0.8,22.1,4.8,3.7
2009,Zach Randolph,MEM,4.1,81,3050.0,0.32,0.145,9.2,1.4,26.5,14.9,2.3
2009,Jeff Green,OKC,3.9,82,3042.0,0.197,0.029,1.8,-2.2,19.5,7.7,2.1
2009,Dirk Nowitzki,DAL,4.1,81,3038.0,0.255,0.08,5.1,-0.6,32.0,9.8,3.4
2009,Brook Lopez,BRK,5.0,82,3026.0,0.299,0.124,7.8,0.8,24.5,11.2,3.0
2009,David Lee,NYK,4.5,81,3018.0,0.366,0.191,12.0,2.9,26.1,15.1,4.7
2009,LeBron James,CLE,3.1,76,2965.0,0.437,0.348,21.5,7.7,36.6,9.0,10.5
2009,Rajon Rondo,BOS,1.0,81,2963.0,0.339,0.246,15.2,4.6,18.0,5.8,12.9
2009,David West,NOR,4.0,81,2948.0,0.237,0.062,3.8,-1.2,25.1,9.8,3.9
2009,LaMarcus Aldridge,POR,4.5,78,2921.0,0.258,0.083,5.0,-0.5,22.9,10.3,2.6
2009,Aaron Brooks,HOU,1.0,82,2919.0,0.139,0.047,2.8,-1.6,26.4,3.5,7.1
2009,Boris Diaw,CHA,3.9,82,2905.0,0.241,0.075,4.5,-0.8,15.3,7.0,5.4
2009,Stephen Curry,GSW,1.0,80,2896.0,0.207,0.114,6.9,0.5,23.2,5.9,7.8
2009,Joe Johnson,ATL,2.5,76,2885.0,0.201,0.123,7.4,0.7,26.9,5.9,6.1
2009,Jason Kidd,DAL,1.2,80,2880.0,0.379,0.288,17.3,5.9,13.7,7.4,12.1
2009,Derrick Rose,CHI,1.0,78,2870.0,0.181,0.089,5.3,-0.3,27.1,4.9,7.8
2009,Josh Smith,ATL,4.0,81,2870.0,0.367,0.192,11.5,2.9,21.2,11.8,5.7
2009,Al Horford,ATL,4.8,81,2844.0,0.396,0.221,13.1,3.8,19.4,13.5,3.2
2009,Dwight Howard,ORL,5.0,82,2842.0,0.497,0.322,19.1,6.9,25.4,18.3,2.4
2009,Amare Stoudemire,PHO,4.5,82,2837.0,0.295,0.12,7.1,0.6,32.1,12.4,1.4
2009,Kobe Bryant,LAL,1.9,73,2835.0,0.196,0.116,6.9,0.5,33.4,6.6,6.2
2009,John Salmons,"CHI, MIL",2.5,81,2824.0,0.198,0.119,7.0,0.6,21.2,4.6,3.8
2009,Ray Allen,BOS,2.0,80,2819.0,0.209,0.131,7.7,1.0,22.2,4.3,3.6
2009,Russell Westbrook,OKC,1.0,82,2812.0,0.213,0.121,7.1,0.7,22.6,6.8,11.1
2009,Deron Williams,UTH,1.0,76,2801.0,0.303,0.21,12.3,3.5,24.3,5.2,13.7
2009,Andrea Bargnani,TOR,4.8,80,2799.0,0.163,-0.013,-0.7,-3.5,23.6,8.5,1.6
2009,Dwyane Wade,MIA,2.0,77,2792.0,0.318,0.239,13.9,4.4,35.2,6.4,8.6
2009,Caron Butler,"DAL, WAS",2.7,74,2783.0,0.149,0.071,4.1,-0.9,20.8,8.0,2.7
2009,Nene Hilario,DEN,5.0,82,2754.0,0.394,0.219,12.6,3.7,19.8,10.9,3.5
2009,Danilo Gallinari,NYK,2.7,81,2746.0,0.201,0.122,7.0,0.7,21.3,7.0,2.4
2009,Rasual Butler,LAC,2.7,82,2702.0,0.106,0.027,1.5,-2.2,17.4,4.3,2.1
2009,Tyreke Evans,SAC,1.6,72,2676.0,0.187,0.104,5.8,0.1,26.0,6.8,7.4
2009,Carlos Boozer,UTH,4.5,78,2672.0,0.362,0.186,10.4,2.7,27.3,15.7,4.4
2009,Luis Scola,HOU,4.5,82,2671.0,0.254,0.078,4.4,-0.6,23.9,12.7,3.0
2009,Brandon Jennings,MIL,1.0,82,2670.0,0.134,0.042,2.3,-1.8,22.8,5.1,8.4
2009,Steve Nash,PHO,1.0,81,2660.0,0.341,0.249,13.8,4.7,24.1,4.8,16.1
2009,Luol Deng,CHI,3.0,70,2650.0,0.227,0.148,8.2,1.5,22.3,9.3,2.6
2009,Monta Ellis,GSW,2.0,64,2646.0,0.068,-0.012,-0.6,-3.4,29.6,4.7,6.2
2009,Raymond Felton,CHA,1.1,80,2642.0,0.239,0.147,8.1,1.5,17.6,5.2,8.1
2009,Carmelo Anthony,DEN,3.2,69,2634.0,0.18,0.083,4.6,-0.5,35.4,8.3,4.0
2009,Trevor Ariza,HOU,2.5,72,2628.0,0.17,0.091,5.0,-0.2,19.6,7.4,5.0
2009,Chris Kaman,LAC,5.0,76,2608.0,0.152,-0.024,-1.3,-3.8,25.9,13.0,2.2
2009,Ron Artest,LAL,3.0,77,2604.0,0.216,0.138,7.5,1.2,15.6,6.1,4.3
2009,Lamar Odom,LAL,4.0,82,2584.0,0.361,0.186,10.0,2.7,16.4,14.9,5.0
2009,Mike Conley,MEM,1.0,80,2568.0,0.172,0.08,4.3,-0.6,17.9,3.6,7.9
2009,Jason Terry,DAL,2.0,77,2539.0,0.161,0.082,4.4,-0.5,24.2,2.6,5.5
2009,Chris Bosh,TOR,4.5,70,2525.0,0.357,0.182,9.6,2.6,31.9,14.4,3.2
2009,Baron Davis,LAC,1.0,75,2522.0,0.18,0.088,4.6,-0.4,21.8,5.1,11.4
2009,Richard Jefferson,SAS,3.3,81,2520.0,0.198,0.088,4.6,-0.3,18.9,6.8,3.0
2009,Andre Miller,POR,1.0,82,2499.0,0.223,0.131,6.8,1.0,22.0,5.1,8.5
2009,Rodney Stuckey,DET,1.3,73,2498.0,0.093,0.006,0.3,-2.9,23.3,5.4,6.7
2009,Brandon Rush,IND,2.5,82,2490.0,0.168,0.089,4.6,-0.3,14.9,6.7,2.2
2009,Chauncey Billups,DEN,1.3,73,2489.0,0.27,0.181,9.4,2.6,27.5,4.4,7.9
2009,Jason Richardson,PHO,2.5,79,2484.0,0.221,0.142,7.4,1.3,23.9,7.8,2.8
2009,Corey Brewer,MIN,2.5,82,2481.0,0.082,0.003,0.2,-3.0,20.6,5.4,3.7
2009,Kirk Hinrich,CHI,2.0,74,2481.0,0.166,0.088,4.5,-0.3,15.6,5.0,6.4
2009,Beno Udrih,SAC,1.0,79,2476.0,0.227,0.134,6.9,1.1,19.8,4.2,7.2
2009,Marc Gasol,MEM,5.0,69,2469.0,0.389,0.214,11.0,3.6,19.6,12.4,3.2
2009,Carl Landry,"HOU, SAC",4.0,80,2469.0,0.279,0.104,5.3,0.1,26.1,9.1,1.3
2009,Marvin Williams,ATL,3.1,81,2468.0,0.235,0.146,7.5,1.5,15.9,8.1,1.8
2009,Al Jefferson,MIN,4.6,76,2463.0,0.253,0.077,4.0,-0.7,25.4,13.7,2.7
2009,Jamal Crawford,ATL,1.5,79,2459.0,0.178,0.092,4.7,-0.2,27.8,3.9,4.6
2009,Tim Duncan,SAS,4.6,78,2438.0,0.431,0.256,13.0,4.9,27.5,15.5,4.8
2009,Grant Hill,PHO,2.7,81,2430.0,0.231,0.153,7.7,1.7,18.0,8.8,3.8
2009,Brandon Roy,POR,2.5,65,2418.0,0.253,0.174,8.8,2.3,27.8,5.7,6.1
2009,Paul Pierce,BOS,3.0,71,2410.0,0.247,0.169,8.5,2.2,25.8,6.2,4.3
2009,Antawn Jamison,"CLE, WAS",4.0,66,2405.0,0.232,0.062,3.1,-1.2,24.6,11.1,1.7
2009,Pau Gasol,LAL,4.6,65,2403.0,0.462,0.286,14.3,5.8,23.8,14.7,4.4
2009,Shawn Marion,DAL,3.3,75,2384.0,0.246,0.134,6.7,1.1,18.1,9.6,2.2
2009,Courtney Lee,BRK,2.4,71,2374.0,0.166,0.087,4.3,-0.4,17.9,5.1,2.4
2009,Emeka Okafor,NOR,5.0,82,2370.0,0.343,0.168,8.3,2.1,17.2,15.0,1.1
2009,Rashard Lewis,ORL,4.0,72,2368.0,0.215,0.039,1.9,-1.9,20.5,6.4,2.2
2009,Mo Williams,CLE,1.0,69,2359.0,0.198,0.106,5.2,0.2,22.2,4.2,7.5
2009,Jason Thompson,SAC,4.7,75,2357.0,0.235,0.06,2.9,-1.2,19.1,13.0,2.5
2009,Brendan Haywood,"DAL, WAS",5.0,77,2355.0,0.412,0.237,11.6,4.3,14.4,14.6,0.9
2009,Thabo Sefolosha,OKC,2.2,82,2348.0,0.245,0.166,8.1,2.1,10.0,7.9,3.0
2009,Troy Murphy,IND,4.6,72,2344.0,0.381,0.206,10.1,3.3,21.5,15.1,3.1
2009,Jonny Flynn,MIN,1.0,81,2339.0,0.071,-0.022,-1.1,-3.8,22.4,3.9,7.3
2009,Michael Beasley,MIA,3.9,78,2328.0,0.167,0.003,0.2,-3.0,23.8,10.3,2.1
2009,Earl Watson,IND,1.0,79,2322.0,0.22,0.128,6.2,0.9,12.8,5.0,8.2
2009,Wilson Chandler,NYK,3.5,65,2319.0,0.145,0.018,0.9,-2.5,20.6,7.2,2.9
2009,Marcus Camby,"LAC, POR",4.5,74,2314.0,0.488,0.312,15.0,6.6,11.5,18.1,3.9
2009,Vince Carter,ORL,2.5,75,2310.0,0.176,0.097,4.7,-0.1,25.9,6.1,4.9
2009,Elton Brand,PHI,4.4,76,2296.0,0.189,0.014,0.7,-2.7,20.8,9.6,2.3
2009,Anthony Parker,CLE,2.0,81,2288.0,0.203,0.125,5.9,0.8,12.5,4.8,3.3
2009,Carlos Delfino,MIL,2.5,75,2279.0,0.244,0.165,7.9,2.1,17.4,8.3,4.3
2009,Danny Granger,IND,3.9,62,2278.0,0.214,0.044,2.1,-1.7,31.5,7.2,3.6
2009,Paul Millsap,UTH,4.0,82,2277.0,0.309,0.133,6.3,1.1,20.1,11.8,2.8
2009,George Hill,SAS,1.1,78,2276.0,0.204,0.112,5.3,0.4,20.3,4.3,4.8
2009,Hedo Turkoglu,TOR,3.2,74,2271.0,0.18,0.086,4.1,-0.4,17.6,7.2,6.4
2009,Andray Blatche,WAS,4.5,81,2255.0,0.208,0.033,1.5,-2.1,24.3,10.8,3.6
2009,Jarrett Jack,TOR,1.2,82,2243.0,0.233,0.143,6.7,1.4,19.9,4.8,8.8
2009,Jonas Jerebko,DET,3.4,80,2231.0,0.269,0.148,6.9,1.5,15.9,10.3,1.2
2009,Arron Afflalo,DEN,2.0,82,2230.0,0.184,0.105,4.9,0.2,15.6,5.4,3.0
2009,Andrew Bogut,MIL,5.0,69,2229.0,0.382,0.207,9.6,3.4,23.6,15.1,2.7
2009,Eric Gordon,LAC,2.0,62,2229.0,0.134,0.055,2.6,-1.4,22.5,3.4,4.0
2009,Derek Fisher,LAL,1.0,82,2227.0,0.145,0.052,2.4,-1.4,13.3,3.7,4.3
2009,Devin Harris,BRK,1.0,64,2220.0,0.126,0.034,1.6,-2.0,23.3,4.4,9.1
2009,Ryan Gomes,MIN,3.4,76,2209.0,0.159,0.041,1.9,-1.8,18.1,7.6,2.7
2009,Taj Gibson,CHI,4.0,82,2203.0,0.281,0.105,4.8,0.2,16.0,13.3,1.5
2009,Al Harrington,NYK,4.8,72,2195.0,0.137,-0.038,-1.7,-4.3,27.9,8.9,2.4
2009,Mike Bibby,ATL,1.0,80,2194.0,0.193,0.1,4.6,0.0,16.0,4.0,6.8
2009,Channing Frye,PHO,4.6,81,2189.0,0.254,0.079,3.6,-0.6,19.8,9.4,2.5
2009,Udonis Haslem,MIA,4.4,78,2176.0,0.299,0.124,5.6,0.8,17.0,13.9,1.1
2009,Shane Battier,HOU,3.2,67,2168.0,0.263,0.169,7.6,2.2,11.8,6.9,3.6
2009,Anderson Varejao,CLE,4.2,76,2165.0,0.388,0.213,9.6,3.5,14.4,12.8,1.9
2009,Steve Blake,"LAC, POR",1.4,80,2158.0,0.196,0.108,4.9,0.3,13.0,4.2,8.5
2009,Kendrick Perkins,BOS,5.0,78,2153.0,0.327,0.152,6.8,1.6,17.6,13.3,1.8
2009,Manu Ginobili,SAS,2.0,75,2149.0,0.329,0.251,11.2,4.7,27.6,6.3,8.3
2009,Mehmet Okur,UTH,5.0,73,2149.0,0.247,0.071,3.2,-0.9,22.1,11.5,2.7
2009,Thaddeus Young,PHI,3.8,67,2145.0,0.153,-0.006,-0.3,-3.3,20.7,7.8,2.2
2009,Samuel Dalembert,PHI,5.0,82,2123.0,0.392,0.217,9.6,3.7,15.1,17.7,1.4
2009,Darren Collison,NOR,1.0,76,2109.0,0.185,0.092,4.1,-0.2,21.5,4.4,9.8
2009,Matt Barnes,ORL,3.0,81,2097.0,0.284,0.206,9.0,3.3,16.4,10.2,3.1
2009,Quentin Richardson,MIA,2.6,76,2081.0,0.267,0.188,8.2,2.8,15.6,8.6,2.1
