NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Christian Wood,HOU,5.0,68,2094,0.379,0.061,2.6,-1.2,27.9,15.7,3.6
Cade Cunningham,DET,2.1,64,2088,0.123,0.006,0.3,-2.9,25.6,8.1,8.2
LeBron James,LAL,3.8,56,2084,0.409,0.229,10.0,4.0,39.0,10.6,8.0
De'Aaron Fox,SAC,1.0,59,2083,0.161,0.029,1.3,-2.2,31.5,5.3,7.6
D'Angelo Russell,MIN,1.4,65,2077,0.233,0.108,4.7,0.3,27.2,5.0,10.6
Davion Mitchell,SAC,1.3,75,2076,0.094,-0.032,-1.4,-4.1,19.9,3.8,7.2
Cole Anthony,ORL,1.0,65,2059,0.171,0.039,1.7,-1.9,24.8,8.1,8.6
Mike Conley,UTH,1.0,72,2058,0.305,0.173,7.4,2.3,23.0,5.1,9.0
Justin Holiday,"IND, SAC",2.9,74,2057,0.152,0.015,0.7,-2.6,17.5,4.4,3.0
Jae'Sean Tate,HOU,3.7,78,2056,0.247,0.075,3.2,-0.7,21.5,9.8,5.2
Kevin Durant,BRK,3.8,55,2047,0.396,0.215,9.2,3.6,38.5,9.5,8.2
Duncan Robinson,MIA,2.4,79,2043,0.184,0.063,2.7,-1.1,20.3,4.8,3.0
Clint Capela,ATL,5.0,74,2042,0.575,0.257,10.9,4.9,19.3,20.6,2.2
Bobby Portis,MIL,5.0,72,2028,0.366,0.049,2.1,-1.6,24.9,15.5,2.0
Al Horford,BOS,5.0,69,2005,0.45,0.132,5.5,1.0,16.8,12.7,5.6
Kelly Oubre Jr.,CHA,2.5,76,1999,0.174,0.047,2.0,-1.6,27.3,7.3,2.0
Steven Adams,MEM,5.0,76,1999,0.578,0.259,10.8,5.0,12.7,18.3,6.1
Deni Avdija,WAS,3.2,82,1984,0.228,0.086,3.5,-0.4,16.6,10.3,4.0
P.J. Tucker,MIA,4.0,71,1981,0.338,0.143,5.9,1.4,13.1,9.4,3.6
Isaac Okoro,CLE,2.2,67,1981,0.234,0.115,4.8,0.5,14.2,4.9,2.9
Spencer Dinwiddie,"WAS, DAL",1.5,67,1980,0.253,0.133,5.5,1.1,22.3,6.8,8.4
Malik Beasley,MIN,2.1,79,1976,0.176,0.059,2.4,-1.2,23.1,5.5,2.8
Jakob Poeltl,SAS,5.0,68,1970,0.491,0.173,7.1,2.3,22.3,15.5,4.6
Shai Gilgeous-Alexander,OKC,1.4,56,1942,0.259,0.133,5.4,1.1,33.9,6.9,8.2
Robert Covington,"POR, LAC",3.9,71,1939,0.302,0.111,4.5,0.4,14.9,9.7,2.3
Devin Vassell,SAS,3.7,71,1937,0.213,0.041,1.7,-1.8,21.6,7.6,3.4
Jimmy Butler,MIA,3.6,57,1931,0.441,0.275,11.1,5.5,30.3,8.4,7.8
Darius Bazley,OKC,3.9,69,1924,0.252,0.063,2.5,-1.1,18.6,10.9,2.4
Luke Kennard,LAC,1.8,70,1919,0.272,0.154,6.2,1.7,20.8,5.8,3.7
Kevin Porter Jr.,HOU,1.0,61,1907,0.174,0.042,1.7,-1.8,23.9,6.7,9.5
Reggie Bullock,DAL,3.1,68,1902,0.226,0.083,3.3,-0.5,14.7,6.1,2.1
Ja Morant,MEM,1.0,57,1889,0.315,0.182,7.2,2.6,39.7,8.3,9.8
Jae Crowder,PHO,3.9,67,1886,0.273,0.09,3.5,-0.3,16.1,9.0,3.2
Jarred Vanderbilt,MIN,4.0,74,1880,0.495,0.301,11.8,6.3,13.1,15.9,2.4
Lauri Markkanen,CLE,4.6,61,1878,0.256,-0.014,-0.6,-3.5,23.0,8.8,2.1
Grant Williams,BOS,4.0,77,1875,0.284,0.093,3.6,-0.2,15.4,7.0,2.0
Brandon Ingram,NOR,2.8,55,1869,0.227,0.096,3.7,-0.1,32.0,8.2,7.9
Cody Martin,CHA,2.4,71,1866,0.312,0.189,7.3,2.8,14.0,7.3,4.6
Ivica Zubac,LAC,5.0,76,1852,0.511,0.193,7.4,2.9,20.3,16.7,3.1
Wendell Carter Jr.,ORL,4.4,62,1852,0.424,0.186,7.2,2.7,24.1,16.8,4.4
Jeff Green,DEN,4.5,75,1849,0.227,-0.023,-0.9,-3.8,20.0,6.0,2.5
Bogdan Bogdanovic,ATL,2.1,63,1848,0.225,0.109,4.2,0.3,24.7,6.5,5.0
Mitchell Robinson,NYK,5.0,72,1848,0.611,0.293,11.3,6.0,15.8,16.0,1.0
Dennis Schroder,"BOS, HOU",1.3,64,1837,0.186,0.059,2.2,-1.3,22.6,5.6,7.7
Bam Adebayo,MIA,5.0,56,1825,0.456,0.139,5.3,1.2,28.1,14.8,5.0
Mo Bamba,ORL,5.0,71,1824,0.407,0.088,3.4,-0.3,19.9,15.1,2.2
Isaiah Stewart,DET,5.0,71,1816,0.38,0.064,2.4,-1.1,15.6,16.3,2.2
Jarrett Allen,CLE,5.0,56,1809,0.576,0.257,9.7,4.9,24.0,16.0,2.4
Grayson Allen,MIL,2.0,66,1805,0.263,0.147,5.5,1.5,19.5,5.9,2.7
Robert Williams,BOS,4.6,61,1804,0.669,0.398,15.0,9.3,16.1,15.6,3.2
Jaden McDaniels,MIN,3.8,70,1803,0.189,0.008,0.3,-2.8,17.2,7.8,2.1
Immanuel Quickley,NYK,1.1,78,1802,0.224,0.092,3.5,-0.2,23.5,6.6,7.3
Corey Kispert,WAS,2.7,77,1801,0.204,0.08,3.0,-0.6,16.9,5.6,2.3
Dwight Powell,DAL,5.0,82,1798,0.47,0.151,5.7,1.6,19.1,10.8,2.6
Carmelo Anthony,LAL,4.5,69,1793,0.233,-0.018,-0.7,-3.6,24.6,7.7,1.8
Mason Plumlee,CHA,5.0,73,1793,0.438,0.12,4.5,0.7,12.8,15.1,6.1
Josh Hart,"NOR, POR",3.3,54,1791,0.34,0.185,6.9,2.7,21.6,10.4,6.0
Caris LeVert,"IND, CLE",2.2,58,1780,0.152,0.033,1.2,-2.1,26.6,5.8,6.7
Bruce Brown,BRK,2.8,72,1774,0.341,0.21,7.8,3.4,17.5,9.3,4.0
PJ Washington,CHA,4.5,65,1768,0.283,0.034,1.2,-2.0,18.1,9.1,4.0
Chuma Okeke,ORL,4.0,70,1749,0.272,0.081,2.9,-0.6,16.6,9.5,3.2
Georges Niang,PHI,4.0,76,1736,0.177,-0.02,-0.7,-3.7,19.4,5.6,2.8
Kevon Looney,GSW,5.0,82,1732,0.488,0.17,6.1,2.2,13.6,16.5,4.6
Gary Harris,ORL,1.9,61,1730,0.188,0.072,2.6,-0.9,18.8,3.4,3.0
Cameron Johnson,PHO,4.1,66,1730,0.325,0.127,4.6,0.9,22.8,7.6,2.7
OG Anunoby,TOR,2.8,48,1728,0.254,0.121,4.4,0.7,22.8,7.3,3.5
Precious Achiuwa,TOR,5.0,73,1725,0.273,-0.046,-1.6,-4.5,18.5,13.2,2.3
Deandre Ayton,PHO,5.0,58,1713,0.495,0.177,6.3,2.4,27.9,16.6,2.4
Garrison Mathews,HOU,2.7,65,1712,0.196,0.067,2.4,-1.0,18.2,5.3,1.8
Josh Giddey,OKC,2.4,54,1700,0.265,0.143,5.0,1.4,19.0,11.9,9.7
Pat Connaughton,MIL,2.5,65,1691,0.327,0.202,7.1,3.2,18.3,7.8,2.3
Chris Boucher,TOR,3.2,80,1690,0.41,0.261,9.2,5.0,21.4,14.0,0.7
Matisse Thybulle,PHI,2.3,66,1685,0.294,0.174,6.1,2.3,10.8,4.3,2.1
Anfernee Simons,POR,1.3,57,1681,0.179,0.053,1.8,-1.4,28.2,4.3,6.3
Coby White,CHI,1.0,61,1675,0.162,0.03,1.0,-2.2,22.1,5.2,5.0
Danilo Gallinari,ATL,4.0,66,1672,0.253,0.062,2.2,-1.1,22.1,8.8,2.9
Eric Gordon,HOU,1.7,57,1669,0.192,0.074,2.6,-0.8,22.0,3.2,4.4
Luguentz Dort,OKC,3.0,51,1665,0.137,0.0,0.0,-3.1,25.3,6.1,2.5
Kevin Love,CLE,3.6,74,1665,0.386,0.214,7.4,3.6,29.0,15.5,4.6
John Collins,ATL,4.3,54,1663,0.354,0.124,4.3,0.8,25.3,12.2,2.8
De'Anthony Melton,MEM,1.6,73,1657,0.274,0.154,5.3,1.7,22.9,9.5,5.6
Kenyon Martin,HOU,4.0,79,1656,0.289,0.09,3.1,-0.3,20.2,8.6,2.9
Killian Hayes,DET,1.6,66,1647,0.168,0.046,1.6,-1.6,13.2,6.1,8.1
Montrezl Harrell,"WAS, CHA",5.0,71,1640,0.511,0.196,6.7,3.0,27.3,12.6,4.2
Lonnie Walker IV,SAS,2.2,70,1612,0.095,-0.026,-0.9,-3.9,25.3,5.4,4.5
Cory Joseph,DET,1.0,65,1600,0.25,0.118,3.9,0.6,15.6,5.2,7.1
Josh Richardson,"BOS, SAS",2.3,65,1600,0.245,0.124,4.1,0.8,20.0,5.6,3.5
Torrey Craig,"IND, PHO",3.4,78,1596,0.246,0.083,2.8,-0.5,15.5,9.3,2.7
Gabe Vincent,MIA,1.3,68,1589,0.187,0.06,2.0,-1.2,17.9,3.8,6.3
Max Strus,MIA,2.9,68,1587,0.253,0.119,3.9,0.6,21.8,6.1,2.8
Jusuf Nurkic,POR,5.0,56,1579,0.432,0.114,3.7,0.5,25.6,18.8,4.8
De'Andre Hunter,ATL,3.3,53,1577,0.097,-0.054,-1.8,-4.8,21.6,5.4,2.1
Amir Coffey,LAC,2.5,69,1567,0.269,0.145,4.7,1.4,19.0,6.0,3.8
Marcus Morris Sr.,LAC,4.2,54,1564,0.167,-0.048,-1.6,-4.6,25.5,7.3,3.5
Oshae Brissett,IND,4.1,67,1564,0.239,0.036,1.2,-2.0,18.8,11.0,2.2
Gordon Hayward,CHA,3.2,49,1564,0.232,0.088,2.9,-0.3,23.9,6.9,5.4
Tyus Jones,MEM,1.1,73,1549,0.363,0.232,7.5,4.1,19.6,5.5,10.0
Chris Duarte,IND,2.0,55,1541,0.168,0.048,1.5,-1.6,22.4,7.0,3.6
Trey Lyles,"DET, SAC",4.4,75,1536,0.319,0.075,2.4,-0.7,24.6,11.8,2.7
Javonte Green,CHI,3.0,65,1519,0.359,0.222,7.0,3.8,14.8,8.7,1.9
Talen Horton-Tucker,LAL,3.0,60,1511,0.136,-0.002,-0.1,-3.1,19.0,6.1,5.1
Jerami Grant,DET,4.0,47,1500,0.202,0.008,0.3,-2.8,28.9,6.1,3.6
Alperen Şengün,HOU,4.8,72,1489,0.286,-0.013,-0.4,-3.5,22.3,12.7,6.0
Kyle Anderson,MEM,4.1,69,1484,0.333,0.132,4.1,1.0,16.9,11.9,5.9
Kristaps Porzingis,"DAL, WAS",4.8,51,1481,0.371,0.08,2.5,-0.6,33.4,13.3,3.9
Austin Rivers,DEN,2.1,67,1480,0.149,0.034,1.0,-2.0,13.1,3.7,2.9
Patrick Beverley,MIN,1.0,58,1476,0.345,0.213,6.5,3.5,17.3,7.8,8.7
Nickeil Alexander-Walker,"NOR, UTH",1.8,65,1466,0.063,-0.056,-1.7,-4.8,22.7,6.1,5.1
Nicolas Batum,LAC,3.9,59,1462,0.348,0.158,4.8,1.8,16.1,8.3,3.3
Cedi Osman,CLE,2.7,66,1462,0.19,0.059,1.8,-1.2,23.3,4.8,4.4
Norman Powell,"POR, LAC",2.7,45,1458,0.198,0.065,2.0,-1.1,28.1,4.8,3.2
Delon Wright,ATL,1.7,77,1452,0.385,0.266,8.1,5.2,11.3,7.3,6.2
Maxi Kleber,DAL,4.4,59,1450,0.314,0.072,2.2,-0.8,13.6,11.6,2.3
Terrence Ross,ORL,2.7,63,1448,0.116,-0.013,-0.4,-3.5,20.8,5.3,3.8
Daniel Gafford,WAS,5.0,72,1444,0.511,0.204,6.1,3.3,22.5,13.5,2.3
Bradley Beal,WAS,1.9,40,1439,0.183,0.067,2.0,-1.0,31.0,6.3,8.8
Landry Shamet,PHO,2.0,69,1437,0.175,0.06,1.8,-1.2,19.1,4.2,3.6
Andre Drummond,"PHI, BRK",5.0,73,1437,0.564,0.246,7.4,4.6,19.4,22.7,4.4
Austin Reaves,LAL,2.7,61,1418,0.271,0.144,4.2,1.4,15.0,6.5,3.7
Furkan Korkmaz,PHI,2.8,67,1414,0.162,0.03,0.9,-2.1,17.3,5.9,4.3
Avery Bradley,LAL,1.6,62,1406,0.163,0.042,1.2,-1.8,13.5,4.6,1.6
Anthony Davis,LAL,4.8,40,1404,0.424,0.131,3.8,1.0,31.7,13.5,4.2
R.J. Hampton,ORL,2.1,64,1402,0.123,0.006,0.2,-2.9,16.7,6.6,5.4
Jaxson Hayes,NOR,4.6,70,1398,0.41,0.146,4.2,1.5,22.5,10.8,1.5
Otto Porter Jr.,GSW,4.6,63,1396,0.441,0.177,5.2,2.4,17.7,12.5,3.2
Caleb Martin,MIA,3.3,60,1372,0.334,0.185,5.3,2.7,19.3,8.0,2.2
Raul Neto,WAS,1.0,70,1372,0.189,0.057,1.6,-1.3,18.4,4.7,7.6
Tre Mann,OKC,1.1,60,1367,0.075,-0.056,-1.6,-4.8,21.9,6.0,3.2
Eric Bledsoe,LAC,1.0,54,1361,0.224,0.091,2.6,-0.2,18.8,6.4,7.9
Danny Green,PHI,3.1,62,1353,0.221,0.08,2.3,-0.6,13.0,5.6,2.3
Ziaire Williams,MEM,3.0,62,1346,0.144,0.008,0.2,-2.8,17.9,4.6,2.3
Josh Christopher,HOU,2.7,74,1334,0.153,0.023,0.7,-2.4,21.1,6.7,5.4
Draymond Green,GSW,4.1,46,1329,0.429,0.229,6.3,4.0,12.5,12.1,11.6
Bones Hyland,DEN,1.0,69,1310,0.173,0.041,1.1,-1.8,25.6,6.9,7.0
Jalen Suggs,ORL,1.5,48,1307,0.022,-0.102,-2.8,-6.2,20.7,6.3,7.7
John Konchar,MEM,2.0,72,1292,0.437,0.322,8.7,6.9,13.0,12.2,4.1
Bryn Forbes,"SAS, DEN",1.8,75,1286,0.112,-0.006,-0.1,-3.3,24.8,3.5,2.8
Ben McLemore,POR,2.2,64,1285,0.096,-0.024,-0.6,-3.8,24.5,3.8,2.2
Chimezie Metu,SAC,4.8,60,1279,0.26,-0.03,-0.8,-4.0,20.0,12.6,2.3
Cameron Payne,PHO,1.3,58,1278,0.19,0.064,1.7,-1.1,23.5,6.6,10.6
Hamidou Diallo,DET,2.8,58,1269,0.269,0.136,3.6,1.2,24.1,10.5,2.8
Damion Lee,GSW,2.4,63,1256,0.229,0.107,2.8,0.2,17.8,7.8,2.4
George Hill,MIL,1.4,54,1253,0.264,0.139,3.6,1.3,12.8,5.9,4.6
Gary Payton II,GSW,1.3,71,1247,0.463,0.337,8.7,7.4,19.3,9.5,2.5
Brandon Clarke,MEM,3.7,64,1246,0.545,0.369,9.6,8.4,25.7,13.2,3.3
Tim Hardaway Jr.,DAL,2.5,42,1245,0.184,0.061,1.6,-1.2,23.1,6.0,3.5
Drew Eubanks,"SAS, POR",5.0,71,1245,0.418,0.102,2.7,0.1,21.1,14.7,3.3
Myles Turner,IND,5.0,42,1235,0.388,0.069,1.8,-0.9,21.0,11.5,1.7
Aleksej Pokusevski,OKC,4.6,61,1233,0.213,-0.053,-1.4,-4.7,18.1,12.4,5.1
Obi Toppin,NYK,4.0,72,1230,0.354,0.162,4.2,2.0,25.3,10.5,3.0
Doug McDermott,SAS,4.2,51,1223,0.147,-0.076,-1.9,-5.4,22.7,4.5,2.5
Isaiah Hartenstein,LAC,5.0,68,1216,0.525,0.207,5.2,3.3,22.2,13.1,6.3
Naz Reid,MIN,4.9,77,1215,0.328,0.018,0.4,-2.5,25.2,11.9,2.8
Lonzo Ball,CHI,1.3,35,1212,0.328,0.2,5.1,3.1,18.0,7.5,7.0
Aaron Wiggins,OKC,2.0,50,1209,0.191,0.073,1.8,-0.8,16.5,7.1,2.7
Malcolm Brogdon,IND,1.4,36,1206,0.286,0.162,4.1,1.9,27.3,7.4,8.4
James Johnson,BRK,4.1,62,1191,0.209,-0.001,0.0,-3.1,13.7,8.7,5.2
Jordan Nwora,MIL,3.7,62,1185,0.127,-0.046,-1.1,-4.5,19.7,9.0,2.4
Jonathan Kuminga,GSW,4.0,70,1185,0.248,0.047,1.2,-1.6,26.4,9.5,2.6
Facundo Campazzo,DEN,1.0,65,1184,0.237,0.104,2.6,0.2,13.5,4.7,8.9
Shake Milton,PHI,1.4,55,1179,0.179,0.053,1.3,-1.4,18.3,5.8,5.7
Taurean Prince,MIN,3.4,69,1177,0.227,0.072,1.8,-0.8,20.5,7.1,2.8
Cameron Thomas,BRK,2.5,67,1176,0.12,-0.004,-0.1,-3.2,23.3,6.6,3.2
CJ Elleby,POR,3.4,58,1174,0.17,0.012,0.3,-2.7,13.9,9.3,3.6
JaVale McGee,PHO,5.0,74,1172,0.532,0.213,5.2,3.6,27.9,20.3,1.7
Frank Jackson,DET,1.2,53,1164,0.092,-0.036,-0.9,-4.2,23.1,3.6,2.3
Hassan Whiteside,UTH,5.0,65,1162,0.581,0.263,6.4,5.1,22.1,20.4,1.1
Tre Jones,SAS,1.0,69,1148,0.32,0.188,4.5,2.8,17.3,6.5,9.7
Alex Caruso,CHI,1.4,41,1147,0.291,0.166,4.0,2.1,12.7,6.2,6.9
Marvin Bagley III,"SAC, DET",4.3,48,1146,0.318,0.091,2.2,-0.3,22.6,14.2,1.5
Nemanja Bjelica,GSW,5.0,71,1142,0.353,0.035,0.8,-2.0,18.2,12.4,6.7
Ish Smith,"CHA, WAS",1.0,65,1126,0.156,0.023,0.6,-2.3,17.5,6.0,10.4
Joe Ingles,UTH,3.1,45,1122,0.235,0.095,2.2,-0.1,13.9,5.6,6.8
Garrett Temple,NOR,2.1,59,1098,0.172,0.055,1.3,-1.4,13.5,6.2,3.2
Stanley Johnson,LAL,4.3,48,1094,0.227,-0.003,-0.1,-3.2,14.0,6.8,3.5
Kyrie Irving,BRK,1.4,29,1091,0.256,0.132,3.0,1.0,35.0,5.6,7.3
Nassir Little,POR,3.2,42,1088,0.298,0.149,3.4,1.6,18.1,10.4,2.4
Jeremiah Robinson-Earl,OKC,4.9,49,1087,0.292,-0.016,-0.4,-3.6,16.2,12.1,2.2
JaMychal Green,DEN,3.4,67,1085,0.318,0.162,3.7,2.0,19.1,12.4,2.6
Paul George,LAC,3.5,31,1077,0.237,0.07,1.6,-0.9,33.6,9.5,7.8
Richaun Holmes,SAC,4.6,45,1074,0.434,0.165,3.7,2.0,20.9,14.2,2.1
Kenrich Williams,OKC,3.4,49,1072,0.333,0.174,3.9,2.3,16.2,9.8,4.8
Dewayne Dedmon,MIA,5.0,67,1065,0.434,0.115,2.6,0.5,19.0,17.4,2.1
Damian Lillard,POR,1.0,29,1056,0.205,0.072,1.6,-0.8,31.6,5.5,9.6
Troy Brown Jr.,CHI,3.3,66,1055,0.252,0.102,2.3,0.1,12.9,9.2,3.0
LaMarcus Aldridge,BRK,5.0,47,1050,0.371,0.052,1.1,-1.5,27.7,11.8,1.9
Larry Nance Jr.,"POR, NOR",4.5,46,1040,0.362,0.105,2.3,0.2,14.8,11.4,3.7
Josh Green,DAL,2.8,67,1039,0.288,0.157,3.4,1.8,14.7,7.4,3.6
Rudy Gay,UTH,4.1,55,1038,0.246,0.043,0.9,-1.7,20.6,11.2,2.6
DeAndre' Bembry,"BRK, MIL",3.1,56,1026,0.295,0.153,3.3,1.7,13.3,7.6,3.1
Aaron Holiday,"WAS, PHO",1.0,63,1021,0.205,0.072,1.5,-0.8,18.8,5.7,7.2
Damian Jones,SAC,5.0,56,1017,0.41,0.092,1.9,-0.2,21.4,11.6,3.3
Lamar Stevens,CLE,3.0,63,1015,0.187,0.047,1.0,-1.6,18.1,7.8,2.1
Cam Reddish,"ATL, NYK",3.2,49,1012,0.146,-0.002,0.0,-3.1,23.6,5.0,2.3
Donte DiVincenzo,"MIL, SAC",2.0,42,1005,0.192,0.075,1.6,-0.7,18.1,8.1,5.6
Wesley Matthews,MIL,2.6,49,1002,0.151,0.022,0.5,-2.4,11.9,4.4,1.7
Payton Pritchard,BOS,1.4,71,1001,0.297,0.171,3.6,2.2,21.2,6.4,6.7
Juan Toscano-Anderson,GSW,3.1,73,994,0.277,0.136,2.8,1.1,14.4,8.5,6.1
