NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Wilson Chandler,"DEN, NYK",2.6,72,2400,0.167,0.086,4.3,-0.4,22.0,8.2,2.4
Shane Battier,"HOU, MEM",3.1,82,2374,0.279,0.19,9.4,2.8,12.6,7.5,3.7
Michael Beasley,MIN,3.2,73,2361,0.057,-0.048,-2.4,-4.6,28.5,8.3,3.2
Darren Collison,IND,1.0,79,2360,0.208,0.12,5.9,0.6,21.1,4.6,8.2
Travis Outlaw,BRK,3.2,82,2357,0.087,-0.011,-0.6,-3.4,15.4,6.6,1.7
Andrea Bargnani,TOR,5.0,66,2353,0.07,-0.109,-5.3,-6.5,28.8,7.0,2.4
Arron Afflalo,DEN,2.0,69,2324,0.238,0.157,7.6,1.8,17.9,5.2,3.5
Jameer Nelson,ORL,1.0,76,2319,0.202,0.114,5.5,0.5,20.6,4.7,9.4
Chauncey Billups,"DEN, NYK",1.0,72,2310,0.25,0.162,7.8,1.9,25.1,3.9,8.0
DeMarcus Cousins,SAC,4.5,81,2309,0.133,-0.047,-2.3,-4.5,23.8,14.5,4.2
Glen Davis,BOS,4.5,78,2297,0.167,-0.012,-0.6,-3.5,19.1,8.9,1.9
Andrew Bogut,MIL,5.0,65,2297,0.339,0.16,7.6,1.9,17.3,15.0,2.7
Derek Fisher,LAL,1.0,82,2297,0.14,0.052,2.5,-1.5,11.7,3.2,4.7
Jamal Crawford,ATL,1.5,76,2296,0.12,0.035,1.7,-2.0,22.5,2.7,5.0
Nene Hilario,DEN,5.0,75,2290,0.405,0.225,10.8,3.9,22.9,12.0,3.1
Mike Bibby,(3+),1.0,80,2284,0.177,0.089,4.2,-0.3,14.5,4.1,5.6
Emeka Okafor,NOR,5.0,72,2273,0.373,0.194,9.2,2.9,15.7,14.4,0.9
J.J. Hickson,CLE,4.9,80,2256,0.182,0.003,0.1,-3.0,23.5,14.8,1.9
Shawn Marion,DAL,3.5,80,2252,0.279,0.149,7.0,1.6,21.3,11.7,2.3
Roy Hibbert,IND,5.0,81,2244,0.215,0.036,1.7,-2.0,21.9,13.0,3.6
Devin Harris,"BRK, UTH",1.0,71,2234,0.167,0.078,3.7,-0.6,23.2,3.6,10.8
Greg Monroe,DET,5.0,80,2221,0.388,0.209,9.7,3.4,16.2,13.0,2.3
Kevin Garnett,BOS,4.0,71,2219,0.382,0.202,9.4,3.2,22.8,13.6,3.7
Serge Ibaka,OKC,4.5,82,2215,0.369,0.189,8.7,2.8,17.5,13.5,0.5
JaVale McGee,WAS,5.0,79,2192,0.361,0.182,8.3,2.6,17.5,13.9,0.8
James Harden,OKC,2.0,82,2188,0.229,0.148,6.8,1.5,21.9,5.6,3.9
Rodney Stuckey,DET,1.5,70,2183,0.179,0.095,4.3,-0.1,23.8,4.7,7.9
Andray Blatche,WAS,4.5,64,2171,0.189,0.009,0.4,-2.8,23.8,11.6,3.2
Brandon Jennings,MIL,1.0,63,2168,0.158,0.069,3.1,-0.9,22.6,5.2,6.8
Luke Ridnour,MIN,1.0,71,2159,0.225,0.137,6.2,1.2,18.7,4.4,8.5
Kirk Hinrich,"ATL, WAS",1.7,72,2156,0.156,0.073,3.3,-0.8,16.4,4.1,6.4
Tim Duncan,SAS,4.6,76,2156,0.389,0.209,9.4,3.4,22.8,15.1,4.5
Rudy Gay,MEM,3.1,54,2151,0.23,0.134,6.0,1.1,23.9,7.5,3.4
George Hill,SAS,1.5,76,2147,0.2,0.116,5.2,0.5,19.8,4.4,4.3
Jared Dudley,PHO,2.5,82,2139,0.274,0.193,8.6,2.9,19.5,7.1,2.4
Thaddeus Young,PHI,3.8,82,2134,0.278,0.116,5.1,0.5,23.5,9.8,1.8
Ramon Sessions,CLE,1.5,81,2132,0.224,0.14,6.2,1.3,24.2,5.7,9.4
Ben Gordon,DET,1.5,82,2130,0.083,-0.002,-0.1,-3.1,20.8,4.4,3.9
Eric Gordon,LAC,2.0,56,2112,0.169,0.088,3.9,-0.3,28.3,3.7,5.5
Tyreke Evans,SAC,1.8,57,2107,0.094,0.012,0.5,-2.7,23.1,6.3,7.3
Danilo Gallinari,"NYK, DEN",3.1,62,2104,0.231,0.139,6.1,1.2,22.1,7.0,2.4
Ty Lawson,DEN,1.0,80,2102,0.285,0.197,8.6,3.0,21.3,4.8,8.6
Jose Calderon,TOR,1.0,68,2102,0.261,0.173,7.6,2.3,15.3,4.6,13.8
Raja Bell,UTH,2.0,68,2097,0.119,0.039,1.7,-1.9,12.4,4.0,2.7
Ryan Gomes,LAC,3.1,76,2095,0.158,0.064,2.8,-1.1,12.5,5.8,2.7
Luc Richard Mbah a Moute,MIL,3.5,79,2092,0.283,0.152,6.6,1.7,12.1,9.6,1.6
Anthony Parker,CLE,2.7,72,2091,0.155,0.074,3.2,-0.8,13.8,5.0,5.0
Chuck Hayes,HOU,4.5,74,2079,0.403,0.223,9.7,3.9,13.4,13.8,4.7
Wesley Johnson,MIN,3.0,79,2069,0.104,0.023,1.0,-2.4,16.5,5.6,3.4
Jodie Meeks,PHI,2.0,74,2062,0.205,0.124,5.3,0.8,18.0,4.0,1.8
Kris Humphries,BRK,4.0,74,2060,0.411,0.231,9.9,4.1,17.3,18.0,2.0
Tyson Chandler,DAL,5.0,74,2058,0.465,0.286,12.3,5.8,17.4,16.1,0.7
Vince Carter,"ORL, PHO",2.2,73,2051,0.128,0.047,2.0,-1.6,23.9,6.4,3.4
Thabo Sefolosha,OKC,2.5,79,2049,0.265,0.184,7.9,2.6,9.4,8.1,2.6
DeAndre Jordan,LAC,4.6,80,2046,0.391,0.211,9.0,3.5,13.3,13.5,1.0
Nick Young,WAS,2.5,64,2033,0.064,-0.017,-0.7,-3.6,26.3,4.1,1.8
Marcin Gortat,"ORL, PHO",5.0,80,2033,0.373,0.193,8.2,2.9,19.3,14.9,1.7
Andrei Kirilenko,UTH,3.4,64,1998,0.297,0.181,7.5,2.5,18.0,7.9,4.6
Carl Landry,"NOR, SAC",4.0,76,1996,0.2,0.02,0.8,-2.5,21.7,8.3,1.5
Brandon Bass,ORL,4.0,76,1980,0.28,0.1,4.1,0.0,20.7,10.3,1.4
Toney Douglas,NYK,1.0,81,1968,0.189,0.101,4.2,0.1,20.9,6.0,5.9
J.R. Smith,DEN,2.5,79,1967,0.213,0.132,5.4,1.0,23.6,7.9,4.3
C.J. Miles,UTH,2.5,78,1950,0.076,-0.005,-0.2,-3.2,24.6,6.3,3.3
Marco Belinelli,NOR,2.4,80,1940,0.115,0.034,1.4,-2.0,20.7,3.7,2.3
Samuel Dalembert,SAC,5.0,80,1937,0.298,0.119,4.8,0.6,16.0,16.3,1.7
Carlos Boozer,CHI,4.5,59,1881,0.264,0.085,3.3,-0.4,26.4,14.4,3.7
O.J. Mayo,MEM,2.0,71,1869,0.097,0.016,0.6,-2.6,20.6,4.4,3.7
Daniel Gibson,CLE,1.2,67,1864,0.127,0.041,1.6,-1.8,20.1,4.6,5.2
Marvin Williams,ATL,3.0,65,1864,0.225,0.144,5.6,1.4,17.4,8.1,2.3
Anthony Morrow,BRK,2.5,58,1856,0.14,0.059,2.3,-1.3,19.8,4.4,1.8
Amir Johnson,TOR,4.0,72,1852,0.348,0.169,6.5,2.2,17.8,11.9,2.1
Antawn Jamison,CLE,4.0,56,1842,0.155,-0.024,-0.9,-3.8,26.3,9.8,2.4
Eric Bledsoe,LAC,1.3,81,1840,0.152,0.066,2.5,-1.0,14.2,5.8,7.5
Rashard Lewis,"ORL, WAS",3.4,57,1824,0.181,0.062,2.4,-1.2,17.6,7.6,2.4
Rudy Fernandez,POR,1.9,78,1820,0.18,0.098,3.7,0.0,17.6,4.5,5.1
Evan Turner,PHI,3.0,78,1797,0.153,0.072,2.7,-0.8,15.1,8.2,4.2
Gilbert Arenas,"ORL, WAS",1.4,70,1796,0.025,-0.06,-2.3,-5.0,20.2,5.1,7.3
Jordan Farmar,BRK,1.0,73,1796,0.156,0.068,2.5,-1.0,18.7,4.6,9.8
Mo Williams,"CLE, LAC",1.0,58,1788,0.07,-0.018,-0.7,-3.6,21.8,4.1,10.2
Ronnie Brewer,CHI,2.5,81,1781,0.304,0.223,8.3,3.9,13.6,7.1,3.8
Marcus Thornton,"NOR, SAC",2.0,73,1775,0.163,0.082,3.0,-0.5,25.2,7.0,3.7
Keyon Dooling,MIL,1.5,80,1756,0.155,0.07,2.6,-0.9,15.6,3.2,6.6
Brandon Rush,IND,2.1,67,1753,0.165,0.084,3.1,-0.5,16.6,5.9,1.7
Jason Thompson,SAC,4.5,75,1748,0.231,0.052,1.9,-1.5,18.2,12.5,2.4
Louis Williams,PHI,1.4,75,1747,0.155,0.07,2.5,-0.9,28.2,4.1,6.9
Taj Gibson,CHI,4.0,80,1742,0.299,0.12,4.3,0.6,15.7,12.6,1.6
Chase Budinger,HOU,2.8,78,1737,0.176,0.095,3.4,-0.1,21.1,7.8,3.5
DeJuan Blair,SAS,4.5,81,1733,0.339,0.159,5.7,1.9,18.7,15.7,2.1
Courtney Lee,HOU,2.5,81,1722,0.161,0.08,2.9,-0.6,18.7,5.8,2.8
Spencer Hawes,PHI,5.0,81,1718,0.208,0.028,1.0,-2.2,16.3,13.0,3.4
Kwame Brown,CHA,5.0,66,1714,0.279,0.1,3.6,0.0,14.7,12.6,1.2
Jarrett Jack,"NOR, TOR",1.3,83,1709,0.117,0.031,1.1,-2.1,20.6,4.9,6.8
Omri Casspi,SAC,3.0,71,1702,0.187,0.107,3.8,0.2,17.2,8.7,2.1
Darko Milicic,MIN,5.0,69,1686,0.145,-0.035,-1.2,-4.2,17.3,10.3,3.0
Tracy McGrady,DET,1.6,72,1685,0.212,0.129,4.5,0.9,16.4,7.2,7.2
Gary Neal,SAS,2.0,80,1684,0.131,0.051,1.8,-1.5,22.3,5.6,2.7
Mike Dunleavy,,3.0,61,1683,0.262,0.181,6.3,2.6,19.5,7.9,3.0
Mike Dunleavy,IND,1.9,61,1682,0.261,0.179,6.3,2.5,19.5,7.9,3.0
J.J. Barea,DAL,1.5,81,1668,0.124,0.039,1.4,-1.9,22.1,4.6,9.1
Charlie Villanueva,DET,4.0,76,1665,0.159,-0.021,-0.7,-3.7,24.2,8.5,1.4
Al Harrington,DEN,4.5,73,1664,0.116,-0.064,-2.2,-5.1,22.1,9.6,2.9
Willie Green,NOR,2.0,77,1663,0.073,-0.008,-0.3,-3.3,19.4,4.6,2.1
Gerald Henderson,CHA,2.0,68,1661,0.141,0.06,2.1,-1.2,18.9,6.0,2.9
Baron Davis,"CLE, LAC",1.0,58,1649,0.16,0.072,2.5,-0.8,22.1,4.5,11.4
Kyle Korver,CHI,2.1,82,1649,0.175,0.094,3.2,-0.1,19.8,4.4,3.6
Sasha Vujacic,"LAL, BRK",2.0,67,1648,0.129,0.048,1.6,-1.6,19.1,5.4,3.8
Dante Cunningham,"CHA, POR",4.0,78,1637,0.164,-0.015,-0.5,-3.5,14.1,8.1,1.3
Reggie Williams,GSW,2.5,80,1626,0.19,0.109,3.7,0.3,21.8,6.4,3.6
Darrell Arthur,MEM,4.0,80,1608,0.2,0.02,0.7,-2.4,21.8,10.2,1.6
Ed Davis,TOR,4.5,65,1601,0.361,0.182,6.1,2.6,15.0,13.8,1.2
Josh McRoberts,IND,4.5,72,1596,0.366,0.187,6.2,2.7,16.0,11.5,4.5
Carlos Delfino,MIL,2.5,49,1590,0.225,0.144,4.8,1.4,17.1,6.0,3.4
Steve Blake,LAL,1.0,79,1581,0.154,0.066,2.2,-1.0,9.7,4.7,5.2
Mario Chalmers,MIA,1.0,70,1578,0.164,0.076,2.5,-0.7,13.6,4.4,5.4
Sam Young,MEM,2.5,78,1577,0.169,0.088,2.9,-0.3,17.4,5.7,2.2
Joakim Noah,CHI,4.9,48,1575,0.452,0.272,8.9,5.4,17.1,15.2,3.3
Nenad Krstic,"BOS, OKC",5.0,71,1571,0.233,0.053,1.7,-1.4,17.6,10.2,0.8
Shannon Brown,LAL,2.5,82,1568,0.116,0.035,1.2,-2.0,21.8,4.8,2.9
Randy Foye,LAC,1.5,63,1551,0.08,-0.004,-0.1,-3.2,19.1,3.2,5.3
Earl Watson,UTH,1.0,80,1551,0.184,0.096,3.1,-0.1,10.6,5.6,8.6
Maurice Evans,"ATL, WAS",2.5,73,1548,0.12,0.039,1.3,-1.9,14.3,4.8,1.4
James Jones,MIA,2.5,81,1548,0.232,0.151,4.9,1.6,14.7,5.0,1.3
Marcus Camby,POR,5.0,59,1540,0.434,0.255,8.2,4.8,8.6,18.9,3.8
Tyler Hansbrough,IND,4.0,70,1535,0.22,0.041,1.3,-1.8,24.0,11.4,1.3
Nick Collison,OKC,4.5,71,1523,0.276,0.097,3.1,-0.1,10.4,10.0,2.2
Derrick Favors,"BRK, UTH",4.0,78,1523,0.265,0.086,2.7,-0.4,16.8,13.0,1.2
J.J. Redick,ORL,2.0,59,1513,0.198,0.117,3.7,0.6,18.8,3.6,3.2
Corey Brewer,"DAL, MIN",2.1,69,1510,0.098,0.017,0.5,-2.5,17.5,5.6,2.8
Ersan Ilyasova,MIL,3.9,60,1505,0.262,0.09,2.8,-0.3,18.2,11.6,1.8
Andrew Bynum,LAL,5.0,54,1500,0.478,0.298,9.3,6.2,19.6,16.3,2.3
Richard Hamilton,DET,2.4,55,1498,0.08,-0.001,0.0,-3.1,24.9,4.0,5.5
Jerryd Bayless,"NOR, TOR",1.5,71,1494,0.116,0.031,1.0,-2.1,20.9,5.3,8.5
Tony Allen,MEM,2.5,72,1494,0.288,0.207,6.4,3.4,20.7,6.2,3.3
Joel Anthony,MIA,4.3,75,1463,0.271,0.091,2.8,-0.2,5.0,8.7,0.8
Keith Bogans,CHI,2.0,82,1461,0.205,0.124,3.8,0.8,11.8,4.9,3.3
Al-Farouq Aminu,LAC,3.0,81,1451,0.146,0.065,2.0,-1.1,15.1,8.8,2.0
Austin Daye,DET,3.5,72,1446,0.167,0.037,1.1,-1.9,17.8,9.1,2.6
Matt Bonner,SAS,4.5,66,1431,0.283,0.104,3.1,0.1,16.1,8.0,2.0
Ryan Anderson,ORL,4.4,64,1424,0.38,0.201,6.0,3.2,23.0,12.0,1.8
Hakim Warrick,PHO,4.0,80,1415,0.248,0.068,2.0,-1.0,22.7,10.0,2.3
Sonny Weems,TOR,2.5,59,1413,0.041,-0.04,-1.2,-4.3,18.5,5.2,3.5
Corey Maggette,MIL,3.5,67,1400,0.136,0.005,0.2,-2.9,27.6,8.3,2.9
Andris Biedrins,GSW,5.0,59,1397,0.319,0.139,4.1,1.3,10.1,14.6,2.1
Leandro Barbosa,TOR,1.4,58,1394,0.061,-0.024,-0.7,-3.8,26.5,3.4,4.1
Antonio McDyess,SAS,4.5,73,1386,0.285,0.105,3.0,0.2,13.5,13.7,2.9
Francisco Garcia,SAC,2.8,58,1385,0.175,0.094,2.7,-0.2,19.4,4.6,2.5
Al Thornton,"GSW, WAS",3.2,71,1383,0.128,0.024,0.7,-2.3,18.2,7.4,2.2
Anthony Tolliver,MIN,4.0,65,1362,0.287,0.108,3.1,0.3,15.3,10.4,2.9
Brendan Haywood,DAL,5.0,72,1331,0.318,0.138,3.8,1.2,11.5,13.6,0.7
Shawne Williams,NYK,4.0,64,1320,0.203,0.024,0.7,-2.3,16.5,8.7,1.7
Brandon Roy,POR,2.5,47,1309,0.105,0.024,0.7,-2.3,21.0,4.4,4.7
Aaron Brooks,"HOU, PHO",1.0,59,1284,0.006,-0.082,-2.2,-5.6,23.7,2.9,8.7
Nazr Mohammed,"CHA, OKC",5.0,75,1279,0.267,0.088,2.3,-0.4,20.1,13.8,0.9
Paul George,IND,2.5,61,1264,0.211,0.13,3.4,1.0,18.1,8.5,2.5
Shaun Livingston,CHA,1.1,73,1260,0.166,0.079,2.1,-0.6,18.2,5.7,6.2
Zaza Pachulia,ATL,5.0,79,1243,0.288,0.108,2.8,0.3,13.5,12.9,2.2
Ben Wallace,DET,4.5,54,1238,0.387,0.208,5.4,3.4,6.0,13.6,2.8
Goran Dragic,"HOU, PHO",1.2,70,1233,0.109,0.022,0.6,-2.4,20.4,5.5,7.9
Kenyon Martin,DEN,4.0,48,1233,0.27,0.091,2.3,-0.3,16.1,11.6,4.2
Eric Maynor,OKC,1.0,82,1199,0.147,0.059,1.5,-1.2,13.9,4.8,9.5
Gordon Hayward,UTH,3.0,72,1199,0.162,0.081,2.0,-0.6,15.5,5.6,3.2
Carlos Arroyo,"BOS, MIA",1.0,64,1184,0.145,0.057,1.4,-1.3,12.6,4.2,5.1
Ryan Hollins,CLE,5.0,70,1181,0.179,0.0,0.0,-3.1,15.2,7.6,1.1
Wayne Ellington,MIN,2.0,62,1181,0.045,-0.036,-0.9,-4.2,16.7,4.4,2.9
Kurt Thomas,CHI,4.5,52,1178,0.308,0.129,3.2,0.9,8.6,12.3,2.4
Vladimir Radmanovic,GSW,4.0,74,1169,0.217,0.037,0.9,-1.9,15.4,8.7,3.2
DeShawn Stevenson,DAL,2.7,72,1158,0.138,0.057,1.4,-1.3,15.9,4.4,3.2
Zydrunas Ilgauskas,MIA,5.0,72,1145,0.255,0.075,1.8,-0.7,15.1,12.0,1.1
Ronny Turiaf,NYK,4.5,64,1140,0.325,0.145,3.4,1.4,11.2,8.7,3.9
Donte Greene,SAC,3.0,69,1127,0.088,0.003,0.1,-3.0,17.0,6.3,2.0
Will Bynum,DET,1.0,61,1125,0.111,0.023,0.5,-2.4,20.6,3.2,8.3
Jordan Hill,HOU,4.5,72,1124,0.222,0.042,1.0,-1.8,17.3,13.1,1.2
Alonzo Gee,(3+),2.5,56,1117,0.191,0.11,2.6,0.3,14.2,7.8,1.6
Yi Jianlian,WAS,4.0,63,1112,0.131,-0.048,-1.1,-4.6,15.3,10.7,1.1
Mickael Pietrus,"ORL, PHO",2.1,57,1107,0.102,0.021,0.5,-2.4,17.8,5.5,1.4
Martell Webster,MIN,2.0,46,1094,0.158,0.077,1.7,-0.7,19.9,6.4,2.3
C.J. Watson,CHI,1.1,82,1090,0.129,0.042,1.0,-1.8,17.8,4.1,8.2
Jason Smith,NOR,4.6,77,1089,0.186,0.006,0.1,-2.9,14.6,10.6,1.6
Trevor Booker,WAS,4.0,65,1063,0.329,0.149,3.3,1.6,15.6,11.3,1.6
Jamario Moon,"CLE, LAC",3.3,59,1042,0.2,0.093,2.0,-0.2,11.7,7.6,2.4
Linas Kleiza,TOR,2.6,39,1032,0.037,-0.044,-0.9,-4.4,20.3,8.2,1.9
Ekpe Udoh,GSW,4.9,58,1029,0.164,-0.016,-0.3,-3.6,11.0,8.4,1.9
Jordan Crawford,"ATL, WAS",1.4,42,1026,-0.014,-0.099,-2.1,-6.2,22.9,4.9,5.5
Matt Barnes,LAL,2.6,53,1019,0.293,0.212,4.5,3.5,16.8,10.7,3.3
Brad Miller,HOU,5.0,60,1015,0.306,0.127,2.7,0.9,18.1,10.5,6.9
Nate Robinson,"BOS, OKC",1.3,59,1013,0.058,-0.028,-0.6,-4.0,19.0,4.3,5.3
Chris Wilcox,DET,4.7,57,994,0.312,0.133,2.7,1.0,20.5,13.1,2.1
Anderson Varejao,CLE,4.5,31,994,0.376,0.196,4.1,3.0,13.6,14.5,2.2
Robin Lopez,PHO,5.0,67,991,0.166,-0.014,-0.3,-3.5,20.9,10.5,0.4
Omer Asik,CHI,5.0,82,989,0.352,0.173,3.6,2.3,11.1,14.8,1.6
Jonny Flynn,MIN,1.0,53,983,0.012,-0.076,-1.6,-5.4,13.6,3.8,8.9
Eddie House,MIA,1.5,56,978,0.158,0.073,1.5,-0.8,17.8,4.5,3.0
Jeff Teague,ATL,1.4,70,962,0.179,0.093,1.9,-0.2,18.0,5.1,6.9
Stephen Graham,BRK,2.5,59,958,0.048,-0.033,-0.7,-4.1,9.9,6.2,2.0
Quentin Richardson,ORL,2.5,57,955,0.164,0.083,1.6,-0.5,12.5,8.9,1.9
Christian Eyenga,CLE,2.5,44,947,0.075,-0.006,-0.1,-3.3,15.4,6.2,1.8
Jeff Foster,IND,5.0,56,939,0.452,0.273,5.3,5.4,9.6,17.9,2.4
Marquis Daniels,BOS,2.8,49,938,0.225,0.144,2.8,1.4,13.9,5.8,3.3
Manny Harris,CLE,2.0,54,933,0.108,0.027,0.5,-2.2,16.5,7.2,4.4
Andres Nocioni,PHI,3.5,54,930,0.137,0.007,0.1,-2.9,16.9,8.7,2.3
Jason Maxiell,DET,4.5,57,930,0.173,-0.007,-0.1,-3.3,12.2,8.9,0.9
Shelden Williams,"DEN, NYK",4.5,59,915,0.281,0.102,1.9,0.1,13.8,14.3,1.7
Josh Childress,PHO,2.5,54,893,0.261,0.18,3.3,2.5,14.6,8.3,2.3
Johan Petro,BRK,5.0,77,893,0.12,-0.059,-1.1,-4.9,14.7,11.4,2.4
