NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Solomon Hill,IND,3.0,82,2381,0.183,0.106,5.3,0.2,14.7,6.3,3.7
Nicolas Batum,POR,3.0,71,2380,0.29,0.214,10.6,3.6,13.4,8.4,6.9
Khris Middleton,MIL,2.6,79,2378,0.244,0.168,8.3,2.1,21.3,7.0,3.7
Tobias Harris,ORL,3.6,68,2369,0.216,0.069,3.4,-0.9,23.6,8.7,2.5
Mario Chalmers,MIA,1.0,80,2368,0.131,0.037,1.8,-1.9,16.5,4.2,6.2
Blake Griffin,LAC,4.0,67,2356,0.285,0.084,4.1,-0.5,29.9,10.3,7.2
Courtney Lee,MEM,2.0,77,2354,0.191,0.115,5.6,0.5,15.8,3.6,3.1
Al Horford,ATL,5.0,76,2318,0.361,0.161,7.8,1.9,23.9,11.3,5.1
Harrison Barnes,GSW,3.4,82,2318,0.279,0.15,7.2,1.6,17.1,9.4,2.4
Gerald Henderson,CHA,2.0,80,2315,0.154,0.078,3.7,-0.7,20.1,5.7,4.3
Danny Green,SAS,2.0,81,2312,0.31,0.234,11.3,4.2,19.6,7.1,3.3
Nerlens Noel,PHI,5.0,75,2311,0.323,0.123,5.9,0.7,15.5,12.7,2.7
Zach Randolph,MEM,4.0,71,2304,0.341,0.14,6.7,1.3,23.8,15.6,3.2
Russell Westbrook,OKC,1.0,67,2302,0.313,0.219,10.5,3.7,39.3,10.2,12.0
Josh Smith,"DET, HOU",4.2,83,2300,0.177,-0.024,-1.1,-3.8,21.4,11.1,5.8
Trey Burke,UTH,1.0,76,2288,0.062,-0.032,-1.5,-4.1,20.4,4.3,6.9
Tyson Chandler,DAL,5.0,75,2286,0.559,0.358,17.1,8.1,16.2,18.1,1.8
Dirk Nowitzki,DAL,4.3,77,2282,0.226,0.026,1.2,-2.3,28.0,9.6,3.0
Derrick Favors,UTH,4.2,74,2280,0.341,0.14,6.7,1.3,25.0,12.8,2.4
Matt Barnes,LAC,3.0,76,2271,0.19,0.114,5.4,0.5,16.1,6.4,2.4
Reggie Jackson,"OKC, DET",1.3,77,2268,0.185,0.096,4.6,-0.1,23.6,6.9,9.8
Evan Turner,BOS,3.0,82,2260,0.209,0.133,6.2,1.0,16.5,8.9,9.5
Wesley Johnson,LAL,3.0,76,2245,0.15,0.074,3.5,-0.8,16.1,6.8,2.7
Jarrett Jack,BRK,1.2,80,2241,0.149,0.058,2.7,-1.3,20.5,5.2,8.0
Jeff Teague,ATL,1.0,73,2228,0.265,0.171,7.9,2.2,25.0,4.0,11.1
Tim Duncan,SAS,4.2,77,2227,0.438,0.237,11.0,4.3,23.1,15.2,5.0
Mike Conley,MEM,1.0,70,2225,0.244,0.15,7.0,1.6,23.9,4.5,8.1
Dion Waiters,"CLE, OKC",2.0,80,2208,0.03,-0.046,-2.1,-4.5,20.4,4.2,3.5
Tristan Thompson,CLE,5.0,82,2194,0.392,0.191,8.7,2.9,15.2,14.4,0.9
Gorgui Dieng,MIN,5.0,73,2193,0.383,0.182,8.3,2.6,15.5,13.3,3.2
DeMarre Carroll,ATL,3.0,70,2189,0.306,0.23,10.5,4.1,19.4,8.2,2.6
Chandler Parsons,DAL,3.5,66,2186,0.232,0.095,4.3,-0.1,22.8,7.1,3.5
Rudy Gobert,UTH,5.0,82,2158,0.556,0.355,16.0,8.0,15.3,17.2,2.4
Patrick Patterson,TOR,4.0,81,2156,0.337,0.137,6.1,1.2,14.4,9.6,3.5
Michael Carter-Williams,"PHI, MIL",1.4,66,2149,0.113,0.026,1.1,-2.3,21.6,7.9,9.9
Greg Monroe,DET,4.5,69,2137,0.376,0.176,7.8,2.4,24.7,15.8,3.2
Enes Kanter,"UTH, OKC",4.6,75,2135,0.334,0.134,6.0,1.1,26.1,15.1,1.2
Kemba Walker,CHA,1.0,62,2119,0.183,0.089,3.9,-0.3,24.4,5.0,7.2
Serge Ibaka,OKC,4.3,64,2116,0.288,0.087,3.8,-0.4,20.8,11.3,1.2
Deron Williams,BRK,1.0,68,2114,0.18,0.086,3.8,-0.4,20.1,5.4,10.2
Bradley Beal,WAS,2.0,63,2107,0.148,0.072,3.2,-0.8,21.9,5.5,4.4
Brook Lopez,BRK,5.0,72,2100,0.316,0.116,5.1,0.5,28.3,12.2,1.1
DeMar DeRozan,TOR,2.3,60,2100,0.117,0.041,1.8,-1.8,27.5,6.3,4.8
Jonas Valanciunas,TOR,5.0,80,2096,0.424,0.224,9.8,3.9,22.1,15.9,0.9
Terrence Ross,TOR,3.0,82,2092,0.123,0.046,2.0,-1.6,18.5,5.2,2.0
Corey Brewer,"MIN, HOU",2.7,80,2087,0.156,0.08,3.5,-0.6,21.1,6.8,4.0
Kenneth Faried,DEN,4.9,75,2086,0.357,0.157,6.8,1.8,21.8,15.4,2.0
J.R. Smith,"NYK, CLE",2.2,70,2080,0.17,0.094,4.1,-0.2,19.5,5.0,4.5
Andre Iguodala,GSW,3.0,77,2069,0.266,0.19,8.2,2.8,14.0,6.0,5.3
Joakim Noah,CHI,5.0,67,2049,0.4,0.2,8.5,3.1,11.4,15.1,7.3
Timofey Mozgov,"DEN, CLE",5.0,81,2045,0.357,0.156,6.7,1.8,18.4,13.9,1.3
Marcus Morris,PHO,3.9,81,2045,0.198,0.016,0.7,-2.6,19.8,9.0,3.1
Donatas Motiejunas,HOU,4.0,71,2037,0.246,0.045,1.9,-1.7,20.1,9.9,3.1
Marvin Williams,CHA,4.0,78,2035,0.275,0.074,3.1,-0.8,13.6,9.1,2.4
Brandon Knight,"MIL, PHO",1.2,63,2035,0.188,0.097,4.1,-0.1,25.2,5.8,7.8
Kawhi Leonard,SAS,3.0,64,2033,0.384,0.308,13.1,6.5,25.0,10.9,3.8
Wesley Matthews,POR,2.5,60,2024,0.243,0.167,7.0,2.1,22.7,5.3,3.3
Eric Gordon,NOR,2.2,61,2018,0.124,0.048,2.0,-1.6,19.5,3.8,5.4
Rajon Rondo,"BOS, DAL",1.0,68,2018,0.222,0.128,5.4,0.9,14.5,8.9,12.8
Louis Williams,TOR,2.0,80,2016,0.191,0.115,4.8,0.5,29.6,3.6,3.9
DeMarcus Cousins,SAC,4.6,59,2013,0.323,0.123,5.1,0.7,33.9,17.8,5.0
Al Jefferson,CHA,4.6,65,1992,0.262,0.061,2.5,-1.2,26.1,13.2,2.7
Jason Thompson,SAC,5.0,81,1991,0.238,0.038,1.6,-1.9,11.8,12.8,2.0
Greivis Vasquez,TOR,1.2,82,1991,0.138,0.047,2.0,-1.6,18.7,5.2,7.3
Boris Diaw,SAS,4.0,81,1984,0.205,0.005,0.2,-2.9,17.1,8.4,5.6
Omer Asik,NOR,5.0,76,1982,0.412,0.212,8.7,3.5,13.5,18.1,1.7
Mo Williams,"MIN, CHA",1.3,68,1980,0.105,0.017,0.7,-2.6,23.4,4.2,10.3
Amir Johnson,TOR,4.2,75,1979,0.32,0.119,4.9,0.6,16.8,11.1,2.8
Dwyane Wade,MIA,2.1,62,1971,0.132,0.056,2.3,-1.3,32.4,5.3,7.3
D.J. Augustin,"DET, OKC",1.0,82,1964,0.169,0.075,3.1,-0.8,19.0,3.9,8.6
Robert Covington,"HOU, PHI",4.0,70,1956,0.197,-0.004,-0.2,-3.2,23.1,7.8,2.6
Tony Parker,SAS,1.0,68,1953,0.137,0.043,1.8,-1.7,24.0,3.2,8.2
Brandon Bass,BOS,4.4,82,1929,0.284,0.083,3.4,-0.5,21.5,9.9,2.6
Roy Hibbert,IND,5.0,76,1926,0.26,0.06,2.4,-1.2,20.0,13.5,2.1
Luc Richard Mbah a Moute,PHI,3.0,67,1916,0.152,0.076,3.0,-0.7,16.5,8.2,2.7
Paul Pierce,WAS,3.1,73,1914,0.232,0.142,5.6,1.3,21.8,7.4,3.6
Jeremy Lin,LAL,1.3,74,1907,0.169,0.08,3.2,-0.6,20.9,4.9,8.5
Zach LaVine,MIN,1.0,77,1902,0.055,-0.039,-1.6,-4.3,19.6,5.4,7.0
David West,IND,4.0,66,1895,0.277,0.077,3.0,-0.7,19.5,11.4,5.6
Aaron Brooks,CHI,1.0,82,1885,0.099,0.005,0.2,-2.9,24.3,4.2,6.6
Rodney Stuckey,IND,2.0,71,1874,0.185,0.109,4.3,0.3,22.9,6.4,5.6
Jordan Hill,LAL,5.0,70,1874,0.225,0.025,1.0,-2.3,21.5,14.2,2.6
Channing Frye,ORL,4.3,75,1870,0.168,-0.032,-1.3,-4.1,14.1,7.5,2.4
Shane Larkin,NYK,1.0,76,1865,0.187,0.093,3.6,-0.2,12.1,4.5,5.8
Bojan Bogdanovic,BRK,2.9,78,1854,0.159,0.083,3.2,-0.5,18.1,5.5,1.8
C.J. Miles,IND,2.0,70,1841,0.135,0.059,2.3,-1.2,24.6,5.6,2.0
Ed Davis,LAL,4.1,79,1840,0.47,0.269,10.3,5.3,17.1,15.7,2.5
Mike Dunleavy,CHI,3.0,63,1838,0.222,0.145,5.6,1.4,15.5,6.5,3.0
Norris Cole,"MIA, NOR",2.0,75,1831,0.112,0.036,1.4,-1.9,15.0,4.2,6.7
Dante Exum,UTH,1.2,82,1817,0.057,-0.034,-1.3,-4.1,10.4,3.5,5.2
Marcus Smart,BOS,1.0,67,1808,0.211,0.117,4.4,0.6,13.9,5.9,5.5
Anthony Morrow,OKC,3.0,74,1806,0.243,0.167,6.3,2.1,21.0,5.2,1.6
Quincy Pondexter,"MEM, NOR",2.8,75,1793,0.16,0.083,3.1,-0.5,14.4,5.2,2.5
Jason Smith,NYK,5.0,82,1785,0.137,-0.064,-2.4,-5.1,17.6,8.7,3.8
Hollis Thompson,PHI,2.0,71,1776,0.17,0.094,3.5,-0.2,16.9,5.4,2.3
Steven Adams,OKC,5.0,70,1771,0.349,0.149,5.5,1.5,14.6,14.2,1.8
Alan Anderson,BRK,2.0,74,1744,0.178,0.102,3.7,0.1,15.0,5.6,2.3
Kyle Singler,"DET, OKC",3.0,80,1743,0.139,0.062,2.3,-1.1,13.2,5.3,2.3
Mason Plumlee,BRK,4.9,82,1743,0.362,0.162,5.9,2.0,19.7,14.1,2.0
Tyler Zeller,BOS,5.0,82,1731,0.359,0.159,5.7,1.9,23.1,12.9,3.1
Zaza Pachulia,MIL,5.0,73,1730,0.334,0.134,4.8,1.1,16.8,13.9,4.9
Patrick Beverley,HOU,1.1,56,1727,0.19,0.099,3.5,0.0,15.8,6.6,5.3
Isaiah Thomas,"PHO, BOS",1.0,67,1726,0.207,0.113,4.1,0.4,30.6,4.3,7.9
Jared Dudley,MIL,3.0,72,1717,0.265,0.189,6.7,2.8,14.5,6.2,3.6
Jerryd Bayless,MIL,1.0,77,1717,0.145,0.051,1.8,-1.5,16.7,5.9,6.5
Jamal Crawford,LAC,2.4,64,1703,0.093,0.017,0.6,-2.5,28.5,3.5,4.5
O.J. Mayo,MIL,2.0,71,1697,0.118,0.042,1.5,-1.8,22.8,5.3,5.6
Nene Hilario,WAS,4.0,67,1693,0.199,-0.002,-0.1,-3.1,20.9,9.8,3.5
Taj Gibson,CHI,5.0,62,1692,0.311,0.11,3.9,0.4,18.2,11.2,2.0
Carlos Boozer,LAL,4.0,71,1692,0.199,-0.001,0.0,-3.1,23.7,13.7,2.7
Devin Harris,DAL,1.0,76,1685,0.213,0.119,4.2,0.6,18.9,3.8,6.8
Tim Hardaway Jr.,NYK,2.0,70,1681,0.046,-0.03,-1.1,-4.0,23.0,4.5,3.6
Wayne Ellington,LAL,2.0,65,1675,0.121,0.045,1.6,-1.7,18.6,6.0,3.0
Ryan Anderson,NOR,4.0,61,1675,0.167,-0.033,-1.2,-4.1,23.9,8.5,1.6
Joe Ingles,UTH,3.0,79,1673,0.183,0.107,3.7,0.2,11.4,5.0,5.2
Evan Fournier,ORL,2.7,58,1661,0.124,0.048,1.7,-1.6,20.2,4.4,3.5
Luis Scola,IND,4.0,81,1659,0.294,0.093,3.2,-0.2,22.1,15.2,3.0
Nikola Mirotic,CHI,3.8,82,1654,0.277,0.1,3.4,0.0,24.2,11.7,2.8
Dante Cunningham,NOR,3.0,66,1652,0.194,0.118,4.0,0.6,9.9,7.4,1.5
Tony Allen,MEM,2.7,63,1648,0.296,0.22,7.5,3.8,15.7,8.2,2.5
Jae Crowder,"DAL, BOS",2.6,82,1647,0.244,0.168,5.8,2.1,18.3,8.5,2.7
Jason Terry,HOU,1.0,77,1641,0.208,0.114,3.9,0.5,15.8,3.5,4.3
Robin Lopez,POR,5.0,59,1638,0.367,0.166,5.7,2.1,16.6,11.5,1.6
Caron Butler,DET,3.0,78,1623,0.169,0.093,3.1,-0.2,13.6,5.8,2.3
Kirk Hinrich,CHI,2.0,66,1610,0.09,0.013,0.4,-2.7,11.2,3.6,4.4
Michael Kidd-Gilchrist,CHA,3.0,55,1587,0.298,0.222,7.3,3.8,18.1,12.6,2.3
Manu Ginobili,SAS,3.0,70,1587,0.202,0.126,4.2,0.8,22.3,6.4,8.9
Andrew Bogut,GSW,5.0,67,1583,0.43,0.229,7.6,4.0,12.8,16.5,5.5
Lance Stephenson,CHA,2.9,61,1573,0.072,-0.004,-0.1,-3.2,15.3,8.5,7.3
Jared Sullinger,BOS,4.0,58,1566,0.286,0.086,2.8,-0.4,23.6,13.5,4.1
Darren Collison,SAC,1.0,45,1565,0.235,0.141,4.6,1.3,22.2,4.4,7.7
Trevor Booker,UTH,4.0,79,1564,0.292,0.091,3.0,-0.2,17.4,12.2,2.5
Austin Rivers,(3+),1.7,76,1563,0.086,0.005,0.2,-2.9,16.3,4.7,4.8
Chris Bosh,MIA,5.0,44,1556,0.218,0.017,0.6,-2.5,28.6,9.6,2.9
Iman Shumpert,"NYK, CLE",2.4,62,1545,0.171,0.095,3.1,-0.1,15.4,7.0,4.2
Derrick Rose,CHI,1.0,51,1530,0.046,-0.048,-1.5,-4.6,28.4,5.1,7.9
Steve Blake,POR,1.0,81,1529,0.186,0.092,2.9,-0.2,11.0,4.3,9.0
Alex Len,PHO,5.0,69,1518,0.326,0.126,4.0,0.8,13.7,14.4,1.0
Dennis Schroeder,ATL,1.0,77,1516,0.109,0.015,0.5,-2.6,24.3,5.2,10.0
Rasual Butler,WAS,2.3,75,1505,0.156,0.08,2.5,-0.6,18.5,6.3,2.0
Beno Udrih,MEM,1.0,79,1494,0.219,0.125,3.9,0.8,19.4,4.6,7.1
Lance Thomas,"OKC, NYK",2.8,62,1490,0.077,0.0,0.0,-3.1,14.3,6.3,2.2
Cody Zeller,CHA,4.5,62,1487,0.306,0.105,3.3,0.2,15.2,11.7,3.2
Jordan Clarkson,LAL,1.0,59,1476,0.184,0.09,2.8,-0.3,22.9,6.2,6.7
Shaun Livingston,GSW,1.1,78,1468,0.224,0.132,4.0,1.0,15.1,6.0,8.5
Derrick Williams,SAC,3.0,74,1462,0.165,0.089,2.7,-0.3,20.3,6.6,1.6
Jodie Meeks,DET,2.0,60,1462,0.15,0.074,2.3,-0.8,21.8,3.4,2.6
Langston Galloway,NYK,2.0,45,1457,0.139,0.062,1.9,-1.1,17.6,6.3,4.9
Brandan Wright,(3+),5.0,75,1449,0.481,0.281,8.5,5.7,18.0,10.6,1.4
Gerald Green,PHO,2.2,74,1446,0.067,-0.009,-0.3,-3.3,29.3,6.2,3.0
Cory Joseph,SAS,1.1,79,1444,0.273,0.181,5.5,2.6,17.8,6.4,6.2
Ray McCallum,SAC,1.2,68,1436,0.163,0.073,2.2,-0.8,16.8,6.0,6.3
Anthony Tolliver,"PHO, DET",3.8,76,1432,0.204,0.027,0.8,-2.2,16.2,7.9,2.0
Otto Porter,WAS,3.0,74,1432,0.224,0.148,4.4,1.5,14.9,7.4,2.2
Carmelo Anthony,NYK,3.6,40,1428,0.181,0.034,1.0,-2.0,32.5,8.9,4.1
Danilo Gallinari,DEN,4.0,59,1426,0.23,0.029,0.9,-2.2,24.7,7.3,2.8
Kelly Olynyk,BOS,5.0,64,1423,0.257,0.056,1.7,-1.3,22.1,10.3,3.7
C.J. Watson,IND,1.0,57,1422,0.266,0.172,5.1,2.3,19.2,5.5,7.0
Omri Casspi,SAC,3.0,67,1416,0.229,0.153,4.5,1.7,20.1,8.8,3.5
Tony Snell,CHI,3.0,72,1412,0.186,0.11,3.2,0.3,14.8,6.0,2.1
J.J. Hickson,DEN,4.0,73,1411,0.276,0.076,2.2,-0.7,18.8,15.4,1.9
Jameer Nelson,(3+),1.0,63,1407,0.131,0.037,1.1,-1.9,17.8,5.0,8.6
Henry Sims,PHI,5.0,73,1399,0.239,0.039,1.1,-1.9,20.1,12.3,2.7
Chris Kaman,POR,5.0,74,1398,0.316,0.115,3.4,0.5,21.9,16.6,2.2
Tayshaun Prince,(3+),3.0,58,1397,0.224,0.148,4.3,1.5,14.9,7.2,3.2
Marco Belinelli,SAS,2.0,62,1388,0.165,0.089,2.6,-0.3,19.6,5.4,3.3
Matthew Dellavedova,CLE,1.2,67,1380,0.139,0.049,1.4,-1.6,11.1,4.4,7.1
Jerami Grant,PHI,3.3,65,1377,0.118,0.004,0.1,-3.0,14.3,6.9,2.8
James Johnson,TOR,3.2,70,1370,0.33,0.226,6.4,3.9,19.4,9.0,3.3
Al-Farouq Aminu,DAL,3.0,74,1366,0.323,0.247,7.0,4.6,14.5,12.0,2.1
J.J. Barea,DAL,1.9,77,1362,0.16,0.083,2.3,-0.5,20.4,4.7,9.3
K.J. McDaniels,"PHI, HOU",2.0,62,1352,0.127,0.051,1.4,-1.5,17.3,7.1,2.6
Kosta Koufos,MEM,5.0,81,1348,0.343,0.143,4.0,1.4,14.9,15.2,1.3
Kris Humphries,WAS,4.0,64,1345,0.317,0.116,3.3,0.5,18.2,14.8,2.0
Brian Roberts,CHA,1.6,72,1330,0.14,0.058,1.6,-1.3,17.3,3.9,5.8
Kent Bazemore,ATL,3.0,75,1324,0.168,0.092,2.5,-0.2,14.1,8.0,2.8
Ersan Ilyasova,MIL,4.1,58,1319,0.251,0.05,1.4,-1.5,24.3,10.1,2.0
Jrue Holiday,NOR,1.0,40,1303,0.216,0.122,3.3,0.7,21.8,5.0,10.1
Kevin Martin,MIN,2.0,39,1302,0.093,0.017,0.5,-2.5,28.7,5.2,3.3
Quincy Acy,NYK,3.5,68,1287,0.229,0.091,2.4,-0.3,14.8,11.2,2.5
Chase Budinger,MIN,2.0,67,1286,0.179,0.103,2.8,0.1,17.1,7.4,2.4
Andre Roberson,OKC,2.4,67,1286,0.27,0.194,5.2,3.0,8.5,9.5,2.6
Spencer Hawes,LAC,5.0,73,1274,0.115,-0.085,-2.3,-5.7,16.0,9.7,3.3
Jose Calderon,NYK,1.0,42,1270,0.164,0.07,1.9,-0.9,14.4,4.7,7.5
George Hill,IND,1.0,43,1267,0.325,0.231,6.1,4.1,26.2,6.8,8.3
Andre Miller,"WAS, SAC",1.0,81,1253,0.235,0.141,3.7,1.3,13.6,5.9,10.9
Amare Stoudemire,"NYK, DAL",4.0,59,1245,0.312,0.112,2.9,0.4,26.2,12.7,1.7
Richard Jefferson,DAL,3.0,74,1244,0.193,0.117,3.0,0.6,16.7,7.1,2.4
Bismack Biyombo,CHA,5.0,64,1243,0.451,0.251,6.5,4.7,11.7,15.7,0.6
Kevin Seraphin,WAS,5.0,79,1235,0.156,-0.045,-1.2,-4.5,20.2,11.2,2.3
Ryan Kelly,LAL,3.5,52,1233,0.105,-0.033,-0.9,-4.1,12.9,5.7,3.6
Jonas Jerebko,"DET, BOS",4.0,75,1230,0.309,0.109,2.8,0.3,17.5,11.0,2.8
John Henson,MIL,5.0,67,1228,0.383,0.183,4.7,2.6,18.4,12.2,2.3
Dwight Howard,HOU,5.0,41,1223,0.375,0.175,4.5,2.4,25.4,16.9,2.0
Kobe Bryant,LAL,2.5,35,1207,0.035,-0.041,-1.0,-4.4,31.1,7.9,7.8
Marreese Speights,GSW,5.0,76,1207,0.183,-0.018,-0.4,-3.6,31.5,12.9,2.9
Pablo Prigioni,"NYK, HOU",1.0,67,1197,0.275,0.181,4.5,2.6,11.0,4.8,6.9
Tarik Black,"HOU, LAL",5.0,63,1196,0.361,0.161,4.0,1.9,15.2,14.8,1.7
Miles Plumlee,"PHO, MIL",5.0,73,1194,0.361,0.161,4.0,1.9,11.8,12.9,1.4
Gary Neal,"CHA, MIN",1.5,54,1193,0.033,-0.052,-1.3,-4.7,21.8,5.2,4.0
Carl Landry,SAC,4.0,70,1192,0.251,0.05,1.2,-1.5,20.3,10.8,1.0
Ramon Sessions,"SAC, WAS",1.0,64,1188,0.129,0.035,0.9,-2.0,16.2,5.8,7.4
Brandon Jennings,DET,1.0,41,1173,0.207,0.113,2.8,0.4,25.9,4.3,11.1
Kendrick Perkins,(3+),5.0,68,1148,0.181,-0.02,-0.5,-3.7,10.3,13.4,2.1
Ian Mahinmi,IND,5.0,61,1146,0.324,0.123,2.9,0.8,11.1,14.9,1.4
Hassan Whiteside,"MEM, MIA",5.0,48,1142,0.579,0.378,9.0,8.7,23.7,20.3,0.3
Robert Sacre,LAL,5.0,67,1133,0.185,-0.015,-0.4,-3.6,13.0,9.9,2.3
Chris Andersen,MIA,5.0,60,1132,0.409,0.209,4.9,3.4,13.6,12.7,1.8
JaKarr Sampson,PHI,2.5,74,1131,0.103,0.027,0.6,-2.2,16.4,6.9,3.3
Nik Stauskas,SAC,2.1,73,1127,0.071,-0.005,-0.1,-3.2,13.6,3.7,2.9
Mike Scott,ATL,4.0,68,1123,0.199,-0.002,0.0,-3.1,22.6,8.5,3.2
Aron Baynes,SAS,5.0,70,1122,0.328,0.127,3.0,0.9,19.7,13.6,1.5
Donald Sloan,IND,1.0,53,1107,0.211,0.117,2.7,0.6,17.0,6.2,8.2
Jusuf Nurkic,DEN,5.0,62,1103,0.264,0.063,1.5,-1.1,18.5,16.6,2.2
Shawn Marion,CLE,3.9,57,1101,0.241,0.05,1.1,-1.5,12.0,8.8,2.2
Nick Collison,OKC,4.0,66,1101,0.262,0.061,1.4,-1.2,11.9,10.9,3.9
Vince Carter,MEM,3.0,66,1091,0.084,0.007,0.2,-2.8,16.9,5.9,3.5
Shawne Williams,(3+),4.0,63,1087,0.173,-0.024,-0.5,-3.8,15.1,7.3,1.9
Randy Foye,DEN,2.0,50,1087,0.092,0.016,0.4,-2.6,19.2,3.8,5.3
Lavoy Allen,IND,4.7,63,1070,0.37,0.17,3.8,2.2,14.1,14.5,3.3
Rodney Hood,UTH,2.0,50,1064,0.116,0.04,0.9,-1.8,19.5,5.3,3.7
Tyler Hansbrough,TOR,5.0,74,1058,0.358,0.158,3.5,1.8,12.2,12.0,1.0
James Ennis,MIA,3.0,62,1051,0.221,0.145,3.2,1.4,14.2,8.0,2.2
Damjan Rudez,IND,2.8,68,1047,0.131,0.055,1.2,-1.4,14.8,2.2,2.4
Pero Antic,ATL,5.0,63,1037,0.128,-0.073,-1.6,-5.3,16.5,8.7,2.3
Tiago Splitter,SAS,5.0,52,1030,0.39,0.19,4.1,2.8,19.9,11.7,3.6
Shabazz Napier,MIA,1.0,51,1012,0.146,0.052,1.1,-1.5,12.4,5.4,6.2
Nick Young,LAL,2.5,42,1000,0.042,-0.034,-0.7,-4.1,27.0,4.6,2.0
