NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Lonnie Shelton,OKC,4.0,82,2572,0.165,0.014,0.7,-2.7,19.0,9.2,4.4
Jack Sikma,OKC,4.8,75,2564,0.324,0.172,9.2,2.3,25.6,16.1,4.4
Kareem Abdul-Jabbar,LAL,5.0,79,2554,0.322,0.17,9.1,2.2,32.4,11.1,3.8
Johnny Moore,SAS,1.0,77,2552,0.293,0.205,10.9,3.3,17.7,5.2,14.2
Jamaal Wilkes,LAL,3.0,80,2552,0.108,0.038,2.0,-1.9,29.5,6.5,3.4
Dennis Johnson,PHO,1.2,77,2551,0.212,0.127,6.7,0.9,20.6,6.3,7.3
Terry Tyler,DET,3.0,82,2543,0.263,0.193,10.2,2.9,18.7,10.2,3.0
Terry Cummings,LAC,4.1,70,2531,0.315,0.163,8.6,2.0,31.5,14.1,3.4
Herb Williams,IND,5.0,78,2513,0.178,0.026,1.4,-2.3,25.1,11.1,5.0
Vinnie Johnson,DET,1.9,82,2511,0.243,0.172,9.0,2.3,24.8,6.7,5.8
Dave Corzine,CHI,5.0,82,2496,0.233,0.081,4.2,-0.5,22.0,13.8,3.0
Walter Davis,PHO,2.1,80,2491,0.177,0.107,5.5,0.2,29.3,3.8,7.6
Andrew Toney,PHI,1.9,81,2474,0.092,0.02,1.0,-2.5,31.0,4.4,7.1
Tree Rollins,ATL,5.0,80,2472,0.423,0.271,14.0,5.4,12.0,14.4,1.5
Bill Cartwright,NYK,5.0,82,2468,0.352,0.2,10.3,3.1,25.1,11.5,2.6
Maurice Cheeks,PHI,1.0,79,2465,0.35,0.262,13.4,5.1,19.3,4.1,10.6
Robert Parish,BOS,5.0,78,2459,0.413,0.261,13.4,5.0,29.5,16.1,2.8
Michael Brooks,LAC,3.0,82,2457,0.251,0.181,9.3,2.5,19.6,10.2,5.1
Albert King,BRK,2.9,79,2447,0.121,0.051,2.6,-1.5,26.4,8.9,5.7
Alvan Adams,PHO,5.0,80,2447,0.254,0.102,5.2,0.1,22.3,10.7,7.4
Caldwell Jones,HOU,5.0,82,2440,0.242,0.09,4.6,-0.3,15.3,13.1,2.7
Jerry Sichting,IND,1.0,78,2435,0.164,0.076,3.8,-0.7,14.3,3.1,8.5
Dan Issel,DEN,4.8,80,2431,0.244,0.092,4.6,-0.2,34.1,11.8,4.4
Rory Sparrow,"ATL, NYK",1.3,81,2428,0.156,0.074,3.7,-0.8,18.5,4.5,7.8
Mike Woodson,SAC,2.9,81,2426,0.209,0.138,7.0,1.2,29.1,4.9,5.0
Truck Robinson,NYK,4.0,81,2426,0.215,0.063,3.2,-1.1,15.2,13.0,2.9
Julius Erving,PHI,3.0,72,2421,0.324,0.254,12.8,4.8,30.6,9.7,5.2
Purvis Short,GSW,3.0,67,2397,0.118,0.048,2.4,-1.6,28.8,7.1,4.6
Dave Greenwood,CHI,4.3,79,2355,0.262,0.111,5.4,0.4,16.1,15.6,3.1
Rolando Blackman,DAL,2.0,75,2349,0.152,0.081,4.0,-0.5,27.1,6.0,3.8
Kevin McHale,BOS,4.3,82,2345,0.303,0.151,7.4,1.6,23.7,11.3,2.1
Kenny Carr,POR,3.7,82,2331,0.221,0.095,4.6,-0.1,20.2,12.1,2.4
Ben Poquette,UTH,3.7,75,2331,0.235,0.107,5.2,0.2,17.0,10.7,3.5
Frank Johnson,WAS,1.0,68,2324,0.154,0.066,3.2,-1.0,17.6,3.7,11.3
Brad Davis,DAL,1.0,79,2323,0.346,0.258,12.5,5.0,18.9,4.1,11.7
Pat Cummings,DAL,5.0,81,2317,0.206,0.054,2.6,-1.4,21.0,13.8,3.0
Jeff Wilkins,UTH,4.0,81,2307,0.125,-0.027,-1.3,-3.9,19.4,12.4,2.7
Elvin Hayes,HOU,4.3,81,2302,0.197,0.045,2.2,-1.7,21.8,12.8,3.3
Danny Schayes,"DEN, UTH",5.0,82,2284,0.159,0.007,0.3,-2.9,19.2,13.3,4.3
Billy Knight,IND,2.2,80,2262,0.197,0.127,6.0,0.9,29.1,6.9,4.1
Cedric Maxwell,BOS,4.0,79,2252,0.274,0.124,5.8,0.8,20.1,9.0,4.0
Kelly Tripucka,DET,3.5,58,2252,0.164,0.054,2.5,-1.4,32.7,5.6,5.1
Wally Walker,HOU,2.7,82,2251,0.083,0.013,0.6,-2.7,17.0,8.0,4.2
Bernard King,NYK,3.0,68,2207,0.193,0.123,5.7,0.8,32.3,7.1,4.2
Rod Higgins,CHI,3.0,82,2196,0.179,0.109,5.0,0.3,18.5,8.0,3.8
Ray Williams,SAC,1.4,72,2170,0.053,-0.027,-1.2,-3.9,24.5,7.2,12.6
David Thompson,OKC,2.0,75,2155,0.146,0.075,3.4,-0.7,26.5,6.0,4.9
Michael Cooper,LAL,2.3,82,2148,0.269,0.199,8.9,3.1,14.3,6.1,7.0
Lorenzo Romar,GSW,1.0,82,2130,0.189,0.101,4.5,0.1,14.0,3.1,10.3
Wayne Cooper,POR,4.3,80,2099,0.185,0.034,1.5,-2.0,17.7,14.0,2.7
Darryl Dawkins,BRK,5.0,81,2093,0.189,0.038,1.6,-1.9,22.2,9.6,2.6
Quintin Dailey,CHI,2.0,76,2081,0.029,-0.041,-1.8,-4.4,26.5,6.0,6.5
Micheal Ray Richardson,"GSW, BRK",2.0,64,2076,0.148,0.077,3.3,-0.7,18.6,6.8,10.0
Joe Bryant,HOU,3.3,81,2055,0.043,-0.054,-2.3,-4.8,19.0,6.5,4.3
Danny Vranes,OKC,3.0,82,2054,0.254,0.184,7.9,2.6,13.3,9.9,2.8
Mickey Johnson,(3+),3.7,78,2053,0.137,0.006,0.3,-2.9,25.6,11.5,6.0
Danny Ainge,BOS,2.0,80,2048,0.176,0.106,4.5,0.2,18.5,5.0,5.9
Craig Hodges,LAC,1.5,76,2022,0.051,-0.027,-1.1,-3.9,17.8,2.9,6.5
Fat Lever,POR,1.0,81,2020,0.264,0.176,7.4,2.4,15.0,5.3,10.1
Paul Westphal,NYK,1.0,80,1978,0.162,0.074,3.1,-0.8,19.4,2.8,10.7
James Worthy,LAL,4.0,77,1970,0.234,0.082,3.4,-0.5,25.2,9.7,3.2
Ron Brewer,"CLE, GSW",2.0,74,1964,0.027,-0.043,-1.8,-4.4,20.5,3.5,2.3
Phil Hubbard,CLE,3.0,82,1953,0.235,0.164,6.7,2.0,19.2,11.6,2.2
Clemon Johnson,"IND, PHI",4.6,83,1914,0.31,0.158,6.3,1.8,17.8,13.1,3.5
Otis Birdsong,BRK,2.0,62,1885,0.143,0.073,2.9,-0.8,23.8,3.8,6.1
Alton Lister,MIL,5.0,80,1885,0.29,0.138,5.4,1.2,17.2,14.5,2.8
Junior Bridgeman,MIL,3.0,70,1855,0.132,0.062,2.4,-1.2,26.1,6.4,5.4
Lionel Hollins,LAC,1.0,56,1844,0.076,-0.012,-0.5,-3.4,19.7,3.3,9.7
Kyle Macy,PHO,1.0,82,1836,0.257,0.169,6.5,2.2,21.1,4.3,7.3
Trent Tucker,NYK,2.0,78,1830,0.145,0.075,2.9,-0.7,17.2,5.7,5.1
Al Wood,LAC,2.3,76,1822,0.091,0.021,0.8,-2.4,21.7,6.2,3.5
Mark Olberding,CHI,4.0,80,1817,0.139,-0.013,-0.5,-3.5,18.4,9.5,3.5
Tiny Archibald,BOS,1.0,66,1811,0.132,0.044,1.7,-1.7,18.4,2.4,10.8
Kurt Rambis,LAL,3.8,78,1806,0.334,0.197,7.4,3.0,15.5,14.1,2.4
Scott Wedman,"BOS, CLE",3.0,75,1793,0.066,-0.004,-0.2,-3.2,22.6,7.5,3.1
James Donaldson,OKC,5.0,82,1789,0.34,0.188,7.0,2.8,19.5,13.4,2.6
James Bailey,"HOU, BRK",4.0,75,1765,0.144,-0.008,-0.3,-3.3,27.1,12.9,1.8
Clint Richardson,PHI,2.0,77,1755,0.152,0.081,3.0,-0.5,16.1,6.8,4.6
Bobby Jones,PHI,3.1,74,1749,0.343,0.262,9.5,5.1,18.3,9.4,3.9
Butch Carter,IND,1.9,81,1716,0.108,0.037,1.3,-1.9,23.7,4.2,5.4
Terry Teagle,HOU,2.0,73,1708,-0.029,-0.1,-3.5,-6.2,21.4,5.5,4.2
Joe Meriweather,SAC,4.8,78,1706,0.273,0.121,4.3,0.7,17.4,11.9,1.8
Bob Wilkerson,CLE,2.1,77,1702,0.078,0.008,0.3,-2.8,14.6,6.8,5.3
Louis Orr,NYK,3.9,82,1666,0.186,0.046,1.6,-1.7,19.8,6.6,2.7
Edgar Jones,"DET, SAS",4.9,77,1658,0.238,0.087,3.0,-0.4,19.6,13.0,2.6
Ed Nealy,SAC,4.0,82,1643,0.39,0.238,8.1,4.3,10.6,14.2,1.8
Orlando Woolridge,CHI,3.2,57,1627,0.217,0.127,4.3,0.9,27.7,8.8,2.9
Ed Sherod,NYK,1.0,64,1624,0.215,0.127,4.3,0.9,11.7,4.4,9.2
Mike Dunleavy,SAS,1.1,79,1619,0.161,0.075,2.5,-0.7,18.2,4.0,13.0
Marc Iavaroni,PHI,4.0,80,1612,0.125,-0.027,-0.9,-3.9,12.0,9.8,2.5
Phil Ford,"MIL, BRK",1.0,77,1610,0.116,0.028,0.9,-2.2,15.6,3.1,8.6
Kelvin Ransey,DAL,1.0,76,1607,0.089,0.001,0.0,-3.0,25.1,4.4,8.4
Jerry Eaves,UTH,1.6,82,1588,0.084,0.007,0.2,-2.9,23.0,3.7,6.3
Don Collins,WAS,2.2,65,1575,0.211,0.14,4.6,1.3,23.3,6.4,4.0
Quinn Buckner,BOS,1.0,72,1565,0.107,0.019,0.6,-2.5,17.5,5.7,8.4
Billy McKinney,DEN,1.0,68,1559,0.13,0.042,1.4,-1.8,20.6,3.7,8.9
Harvey Catchings,MIL,4.0,74,1554,0.336,0.185,6.0,2.7,7.5,12.6,2.4
Gerald Henderson,BOS,1.6,82,1551,0.072,-0.005,-0.2,-3.2,20.8,3.8,6.0
Bill Hanzlik,DEN,2.0,82,1547,0.133,0.063,2.0,-1.1,15.5,7.3,8.3
Steve Johnson,SAC,5.0,79,1544,0.264,0.113,3.6,0.4,28.8,12.4,3.0
Reggie Johnson,"SAC, PHI",4.0,79,1541,0.117,-0.034,-1.1,-4.2,18.4,9.1,2.2
Sam Williams,GSW,3.8,75,1533,0.283,0.148,4.7,1.5,19.6,12.3,1.4
Paul Pressey,MIL,2.1,79,1528,0.205,0.135,4.3,1.1,16.7,8.8,6.5
Mark Eaton,UTH,5.0,81,1528,0.235,0.084,2.7,-0.5,11.0,14.5,3.5
Kurt Nimphius,DAL,5.0,81,1515,0.276,0.125,3.9,0.8,13.5,12.8,3.6
Greg Kelser,OKC,3.0,80,1507,0.271,0.2,6.3,3.2,21.2,12.8,3.1
John Long,DET,2.1,70,1485,-0.043,-0.114,-3.5,-6.6,23.8,5.8,3.4
Marvin Webster,NYK,5.0,82,1472,0.383,0.231,7.1,4.1,14.4,14.4,1.6
Johnny Davis,ATL,1.0,53,1465,0.186,0.098,3.0,0.0,22.4,4.2,10.3
Rob Williams,DEN,1.0,74,1443,0.06,-0.028,-0.8,-3.9,17.1,4.5,12.0
Ricky Sobers,WAS,1.8,41,1438,0.103,0.03,0.9,-2.2,21.5,3.4,7.3
Ronnie Lester,CHI,1.0,65,1437,0.175,0.087,2.6,-0.4,17.6,5.7,11.1
Marty Byrnes,IND,3.5,80,1436,0.126,0.016,0.5,-2.6,13.1,6.4,6.0
John Duren,IND,1.0,82,1433,0.063,-0.025,-0.7,-3.9,12.4,3.6,6.7
Larry Smith,GSW,4.0,49,1433,0.368,0.216,6.5,3.6,13.8,16.2,1.5
Fred Brown,OKC,2.0,80,1432,0.151,0.081,2.4,-0.6,27.3,3.3,8.1
Calvin Murphy,HOU,1.0,64,1423,-0.004,-0.092,-2.7,-6.0,27.5,2.5,5.3
Ernie Grunfeld,NYK,2.1,77,1422,0.129,0.058,1.7,-1.3,14.0,5.5,4.6
Steve Hawes,"ATL, OKC",4.0,77,1416,0.135,-0.017,-0.5,-3.6,13.6,12.2,3.2
Lester Conner,GSW,1.4,75,1416,0.314,0.232,6.9,4.1,12.5,7.5,8.6
Bill Garnett,DAL,4.0,75,1411,0.354,0.202,6.0,3.2,16.0,13.8,3.5
Randy Smith,"ATL, LAC",2.0,80,1406,0.113,0.043,1.2,-1.8,22.6,3.3,7.0
Foots Walker,BRK,1.0,79,1388,0.259,0.171,5.0,2.2,12.0,4.7,9.1
Sly Williams,NYK,3.0,68,1385,0.203,0.133,3.8,1.1,27.9,10.1,4.6
Tom McMillen,ATL,5.0,61,1364,0.121,-0.03,-0.9,-4.0,17.7,7.6,2.7
Brian Winters,MIL,2.0,57,1361,0.049,-0.021,-0.6,-3.7,21.3,3.9,5.5
Lewis Lloyd,GSW,2.9,73,1350,0.211,0.14,4.0,1.3,24.4,9.2,4.6
Rich Kelley,"DEN, UTH",5.0,70,1345,0.28,0.128,3.6,0.9,14.3,14.4,4.9
Jeff Cook,"CLE, PHO",4.6,75,1333,0.258,0.107,3.0,0.2,13.5,12.1,3.7
Tracy Jackson,CHI,2.0,78,1309,0.148,0.078,2.1,-0.7,18.0,6.6,3.9
Darnell Valentine,POR,1.0,47,1298,0.222,0.134,3.6,1.1,21.7,4.3,10.8
Richard Anderson,LAC,5.0,78,1274,0.123,-0.029,-0.8,-4.0,15.2,10.2,4.5
Franklin Edwards,PHI,1.0,81,1266,0.125,0.037,1.0,-1.9,20.5,3.2,8.4
Mike Gminski,BRK,5.0,80,1255,0.391,0.239,6.3,4.4,23.0,14.6,2.3
Sleepy Floyd,"GSW, BRK",1.0,76,1248,0.074,-0.014,-0.4,-3.5,23.5,5.3,5.3
Phil Smith,OKC,1.4,79,1238,0.115,0.034,0.9,-2.0,17.6,5.0,8.4
Sam Lacey,CLE,5.0,60,1232,0.098,-0.054,-1.4,-4.8,9.9,9.0,4.6
Russ Schoene,"PHI, IND",4.0,77,1222,0.097,-0.055,-1.4,-4.8,18.7,10.0,2.3
John Drew,UTH,3.0,44,1206,0.085,0.015,0.4,-2.6,37.1,9.4,3.9
J.J. Anderson,"UTH, PHI",3.0,65,1202,0.236,0.162,4.1,2.0,19.2,11.7,2.7
Wes Matthews,ATL,1.0,64,1187,0.074,-0.014,-0.4,-3.5,17.9,3.7,10.1
Rudy Macklin,ATL,2.5,73,1171,0.124,0.053,1.3,-1.4,18.1,7.8,2.9
Dwight Jones,"CHI, LAL",4.6,81,1164,0.122,-0.03,-0.7,-4.0,15.5,12.7,2.6
Charles Davis,WAS,3.3,74,1161,0.103,0.005,0.1,-2.9,23.2,8.8,3.0
Johnny High,PHO,2.0,82,1155,0.163,0.093,2.2,-0.2,11.0,6.2,6.4
Bill Willoughby,"BRK, SAS",4.0,62,1146,0.099,-0.053,-1.3,-4.7,14.4,8.4,2.7
Alvin Scott,PHO,3.0,81,1139,0.267,0.197,4.7,3.0,13.9,9.4,4.1
Glen Gondrezick,DEN,3.2,76,1130,0.309,0.225,5.3,3.9,14.9,12.8,4.2
Paul Mokeski,"CLE, MIL",5.0,73,1128,0.158,0.006,0.1,-2.9,12.3,11.1,2.1
Mike Glenn,ATL,2.0,73,1124,0.136,0.066,1.5,-1.0,22.8,3.8,5.3
Ray Tolbert,"DET, OKC",3.8,73,1107,0.148,0.016,0.4,-2.6,15.9,10.5,2.2
Bill Walton,LAC,5.0,33,1099,0.346,0.194,4.4,3.0,20.3,14.1,5.2
Steve Hayes,CLE,5.0,65,1058,0.183,0.031,0.7,-2.1,10.8,10.7,1.6
Rickey Brown,"ATL, GSW",4.6,76,1048,0.095,-0.057,-1.2,-4.8,18.3,12.2,1.1
Bob McAdoo,LAL,5.0,47,1019,0.165,0.013,0.3,-2.7,33.1,11.6,1.8
Dave Cowens,MIL,4.5,40,1014,0.253,0.101,2.1,0.1,15.3,13.0,3.9
Reggie King,SAC,3.8,58,995,0.261,0.128,2.7,0.9,13.6,11.6,2.8
John Bagley,CLE,1.0,68,990,0.051,-0.037,-0.8,-4.2,18.7,4.7,8.1
Earl Cureton,PHI,4.9,73,987,0.143,-0.009,-0.2,-3.4,12.1,13.1,2.1
LaSalle Thompson,SAC,5.0,71,987,0.344,0.192,3.9,2.9,18.6,18.2,1.6
Bob Lanier,MIL,5.0,39,978,0.216,0.064,1.3,-1.1,20.5,9.8,5.2
Len Elmore,BRK,4.6,74,975,0.166,0.015,0.3,-2.6,12.2,11.7,1.9
Paul Griffin,SAS,4.2,53,956,0.257,0.105,2.1,0.2,8.7,10.8,4.3
Charlie Criss,MIL,1.0,66,922,0.139,0.051,1.0,-1.5,21.4,4.1,6.6
Jerome Whitehead,LAC,5.0,46,905,0.277,0.125,2.4,0.8,21.2,13.8,2.2
Adrian Dantley,UTH,3.0,22,887,0.342,0.272,5.0,5.4,36.6,7.6,5.7
M.L. Carr,BOS,2.5,77,883,0.052,-0.019,-0.3,-3.7,18.1,7.4,3.9
Elston Turner,DAL,2.0,59,879,0.145,0.075,1.4,-0.8,11.7,8.3,4.8
Cliff Levingston,DET,4.0,62,879,0.221,0.069,1.3,-0.9,18.9,12.7,2.8
Major Jones,HOU,3.0,60,878,0.175,0.105,1.9,0.2,18.6,14.4,2.1
Rick Robey,BOS,5.0,59,855,0.16,0.008,0.1,-2.8,13.8,12.3,3.6
Billy Paultz,"HOU, SAS",5.0,64,820,0.159,0.007,0.1,-2.9,13.4,11.7,3.6
Kevin Loder,SAC,2.0,66,818,0.087,0.017,0.3,-2.6,19.6,7.3,4.2
Steve Mix,"LAL, MIL",4.0,58,809,0.232,0.081,1.4,-0.5,20.8,8.1,4.2
Mike O'Koren,BRK,3.0,46,803,0.232,0.162,2.7,2.0,18.4,6.8,4.9
Tom Henderson,HOU,2.0,51,789,0.112,0.042,0.7,-1.8,15.8,4.2,8.4
Spencer Haywood,WAS,4.0,38,775,0.078,-0.074,-1.2,-5.4,19.4,11.3,1.9
Jeff Taylor,HOU,2.0,44,774,0.126,0.056,0.9,-1.3,9.8,4.8,6.8
Larry Kenon,(3+),3.4,48,770,0.176,0.076,1.2,-0.7,17.5,9.2,2.4
Walker Russell,DET,1.0,68,757,-0.016,-0.104,-1.6,-6.3,11.6,4.6,8.3
Kevin Grevey,WAS,2.0,41,756,0.024,-0.047,-0.7,-4.5,18.9,3.1,3.1
Bryan Warrick,WAS,1.0,43,727,0.055,-0.033,-0.5,-4.1,11.4,4.6,8.3
Tom Owens,DET,4.0,49,725,0.139,-0.013,-0.2,-3.5,13.7,12.3,2.9
Jim Spanarkel,DAL,2.0,48,722,0.157,0.087,1.3,-0.4,18.1,5.6,5.2
Dave Robisch,DEN,5.0,61,711,0.055,-0.096,-1.4,-6.1,19.2,10.2,3.6
Bruce Flowers,CLE,4.0,53,699,0.306,0.154,2.2,1.7,17.9,12.4,3.2
Mike Evans,DEN,1.0,42,695,-0.018,-0.106,-1.5,-6.4,18.2,4.0,7.8
Jeff Lamp,POR,2.0,59,690,0.042,-0.028,-0.4,-3.9,17.9,5.3,4.0
Dudley Bradley,CHI,2.8,58,683,0.25,0.18,2.6,2.5,14.1,7.4,7.4
Brad Branson,IND,4.5,62,680,0.153,0.001,0.0,-3.0,23.9,12.2,3.2
James Edwards,"CLE, PHO",5.0,31,667,0.158,0.007,0.1,-2.9,23.4,11.2,2.9
Don Buse,POR,1.0,41,643,0.231,0.144,1.9,1.4,14.5,4.0,8.6
Lowes Moore,LAC,1.0,37,642,0.043,-0.045,-0.6,-4.5,15.7,4.1,5.5
Rory White,PHO,4.0,65,626,0.19,0.038,0.5,-1.9,24.8,8.1,2.3
Brook Steppe,SAC,2.0,62,606,0.13,0.06,0.8,-1.2,19.4,5.8,5.4
Roger Phegley,SAS,2.0,62,599,0.033,-0.037,-0.5,-4.2,22.9,6.7,4.8
Kent Benson,DET,4.0,21,599,0.256,0.104,1.3,0.2,16.7,12.4,3.9
Dave Batton,WAS,5.0,54,558,0.174,0.022,0.3,-2.4,15.3,10.2,2.5
Charles Bradley,BOS,2.0,51,532,0.027,-0.043,-0.5,-4.4,16.6,7.0,2.5
Pete Verhoeven,POR,4.0,48,527,0.133,-0.019,-0.2,-3.7,17.8,8.7,2.9
Darren Tillis,"BOS, CLE",5.0,52,526,0.141,-0.011,-0.1,-3.4,15.3,11.9,1.6
David Thirdkill,PHO,3.0,49,521,-0.012,-0.082,-0.9,-5.6,17.9,6.6,3.3
Corny Thompson,DAL,4.0,44,520,0.034,-0.118,-1.3,-6.7,11.3,11.1,3.1
Linton Townes,POR,2.6,55,516,0.02,-0.05,-0.5,-4.6,23.0,6.0,2.9
Jose Slaughter,IND,2.0,63,515,-0.069,-0.139,-1.5,-7.4,21.0,6.3,4.8
Carlos Terry,WAS,2.0,55,514,0.204,0.134,1.4,1.1,8.2,9.2,4.3
Hank McDowell,"GSW, POR",4.0,56,505,0.176,0.024,0.3,-2.3,15.5,11.3,2.3
Jim Brogan,LAC,1.0,58,466,0.043,-0.045,-0.4,-4.5,22.6,6.4,6.8
Joel Kramer,PHO,4.0,54,458,0.204,0.052,0.5,-1.5,10.7,9.2,3.9
Clay Johnson,LAL,2.0,48,447,0.078,0.007,0.1,-2.8,15.5,7.4,2.6
Mark Radford,OKC,1.0,54,439,0.017,-0.071,-0.6,-5.3,22.1,5.1,11.4
James Ray,DEN,4.0,45,433,0.135,-0.017,-0.2,-3.6,19.2,14.0,4.3
Eddie Phillips,BRK,3.0,48,416,0.012,-0.058,-0.5,-4.9,17.5,8.9,3.3
Mike Sanders,SAS,2.6,26,393,0.151,0.08,0.7,-0.6,22.4,11.5,2.3
John Lucas,WAS,1.0,35,386,0.188,0.1,0.8,0.0,18.0,3.6,12.7
Mike McGee,LAL,3.0,39,381,-0.041,-0.111,-0.9,-6.5,19.7,6.7,3.3
Bob Gross,LAC,2.0,27,373,0.165,0.095,0.7,-0.1,10.7,8.5,4.4
Allan Bristow,DAL,3.0,37,371,0.154,0.084,0.6,-0.5,13.5,7.6,9.1
Chris Engler,GSW,5.0,54,369,0.061,-0.091,-0.7,-5.9,10.5,13.5,1.4
Mark Landsberger,LAL,5.0,39,356,0.219,0.067,0.5,-1.0,13.2,17.3,1.6
Rickey Williams,UTH,1.0,44,346,-0.04,-0.128,-0.9,-7.1,20.4,5.3,5.1
Eddie Jordan,LAL,1.0,35,333,-0.192,-0.28,-1.9,-11.8,13.5,3.7,11.5
Joe Cooper,(3+),5.0,20,333,0.253,0.101,0.7,0.1,13.0,12.4,2.5
Vince Taylor,NYK,2.0,31,321,0.03,-0.04,-0.3,-4.3,14.2,5.4,6.1
Audie Norris,POR,5.0,30,311,0.069,-0.083,-0.5,-5.6,10.2,10.6,3.7
Jeff Judkins,POR,2.0,34,309,0.154,0.084,0.5,-0.5,16.3,6.7,2.6
Keith Edmonson,ATL,2.0,32,309,-0.12,-0.19,-1.2,-9.0,17.4,6.1,3.4
Billy Ray Bates,"LAL, WAS",2.0,19,304,-0.081,-0.151,-1.0,-7.8,19.4,3.0,2.2
Ed Rains,SAS,3.0,34,292,0.043,-0.027,-0.2,-3.9,15.6,7.2,3.6
Ricky Pierce,DET,2.0,39,265,-0.068,-0.138,-0.8,-7.4,15.4,6.3,2.5
Kenny Dennard,SAC,4.0,22,224,0.275,0.123,0.6,0.7,6.0,11.1,1.3
Kevin Porter,WAS,1.0,11,210,0.138,0.05,0.2,-1.5,10.7,1.1,10.5
