NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Kenny Natt,UTH,1.0,22,210,-0.015,-0.103,-0.5,-6.3,19.4,5.0,6.4
Freeman Williams,UTH,2.1,18,210,-0.244,-0.314,-1.4,-12.8,21.0,3.9,2.3
Scott Lloyd,DAL,5.0,15,206,0.236,0.084,0.4,-0.5,11.4,10.7,4.9
Joe Kopicki,WAS,4.0,17,201,0.4,0.248,1.0,4.6,16.0,14.8,2.1
Jim Johnstone,"SAS, DET",5.0,23,191,0.095,-0.057,-0.2,-4.8,7.8,11.6,2.8
Mark McNamara,PHI,5.0,36,182,0.027,-0.125,-0.5,-7.0,20.6,20.0,1.8
Jawann Oldham,CHI,5.0,16,171,0.246,0.094,0.3,-0.2,20.8,13.2,1.4
Charles Pittman,PHO,4.0,28,170,0.027,-0.125,-0.4,-7.0,17.8,8.8,2.0
Armond Hill,MIL,2.0,14,169,0.298,0.227,0.8,4.0,13.1,5.7,7.7
Scott May,DET,4.0,9,155,0.066,-0.086,-0.3,-5.8,18.3,8.1,3.7
Derek Smith,GSW,2.0,27,154,-0.055,-0.126,-0.4,-7.0,18.4,11.8,0.6
Carl Nicks,CLE,1.0,9,148,0.076,-0.012,0.0,-3.5,20.4,8.4,3.6
Geoff Crompton,SAS,5.0,14,148,0.246,0.095,0.3,-0.1,10.1,15.6,2.3
Oliver Robinson,SAS,2.0,35,147,-0.224,-0.294,-0.9,-12.2,33.0,5.6,6.9
Mike Bratz,CHI,1.0,15,140,-0.018,-0.106,-0.3,-6.4,13.4,6.5,7.9
Scott Hastings,"NYK, ATL",4.2,31,140,0.093,-0.059,-0.2,-4.9,12.7,14.1,1.0
Joe Hassett,GSW,1.0,6,139,-0.001,-0.089,-0.3,-5.8,13.5,3.8,7.3
James Wilkes,DET,3.0,9,129,0.037,-0.033,-0.1,-4.1,12.7,7.1,3.7
Hutch Jones,LAC,3.0,9,85,0.094,0.024,0.0,-2.3,22.6,9.6,2.3
Chubby Cox,WAS,1.0,7,78,-0.287,-0.375,-0.6,-14.7,17.8,6.2,3.7
Robert Smith,"SAS, LAC",1.0,12,68,-0.119,-0.207,-0.3,-9.5,16.2,4.2,5.6
Chuck Nevitt,HOU,5.0,6,64,0.347,0.196,0.3,3.0,17.3,12.8,0.0
Jan Van Breda Kolff,BRK,3.0,13,63,0.173,0.102,0.1,0.1,11.4,9.9,3.8
Dave Magley,CLE,3.0,14,56,-0.043,-0.113,-0.1,-6.6,10.3,8.6,1.7
Steve Lingenfelter,WAS,4.0,7,53,0.101,-0.051,-0.1,-4.7,7.2,10.9,3.6
Swen Nater,LAC,5.0,7,51,-0.024,-0.176,-0.2,-8.6,15.1,12.2,0.9
Terry Duerod,GSW,1.0,5,49,-0.202,-0.29,-0.3,-12.1,17.6,2.9,4.9
Leon Douglas,SAC,4.0,5,46,0.097,-0.055,-0.1,-4.8,4.2,7.3,0.0
Guy Morgan,IND,3.0,8,46,-0.02,-0.09,-0.1,-5.9,15.7,17.7,7.3
Larry Spriggs,CHI,4.0,9,39,0.093,-0.059,0.0,-4.9,25.8,11.1,3.7
Coby Dietrick,SAS,5.0,8,34,0.119,-0.032,0.0,-4.1,2.8,11.3,8.5
Calvin Garrett,HOU,3.0,4,34,0.007,-0.063,0.0,-5.0,14.1,9.9,4.2
Dwight Anderson,DEN,1.0,5,33,-0.168,-0.256,-0.2,-11.0,30.5,2.9,4.4
Jim Zoet,DET,5.0,7,30,-0.056,-0.208,-0.1,-9.5,3.2,12.8,1.6
Sam Pellom,"ATL, MIL",4.0,6,29,-0.131,-0.283,-0.2,-11.9,19.9,13.2,1.7
Mike Davis,NYK,4.0,8,28,0.421,0.27,0.2,5.3,24.0,17.1,0.0
John Greig,OKC,3.0,9,26,0.2,0.13,0.1,1.0,35.1,11.1,0.0
Jim Smith,DET,4.0,4,18,0.285,0.133,0.0,1.1,21.3,13.3,0.0
John Douglas,LAC,1.0,3,12,-0.162,-0.25,-0.1,-10.8,20.0,4.0,4.0
