NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Spud Webb,SAC,1.0,79,2567,0.227,0.107,5.7,0.2,18.8,4.2,9.9
Jeff Malone,"PHI, UTH",2.0,77,2560,0.073,0.003,0.2,-3.0,23.7,3.7,2.3
Vin Baker,MIL,5.0,82,2560,0.254,0.098,5.2,0.0,20.7,11.6,3.1
Wayman Tisdale,SAC,4.5,79,2557,0.168,0.012,0.6,-2.7,24.8,10.5,2.6
Ken Norman,MIL,3.2,82,2539,0.143,0.059,3.1,-1.2,18.5,9.5,4.2
Eric Murdock,MIL,1.0,82,2533,0.282,0.162,8.6,2.0,23.8,4.9,10.3
Danny Manning,"ATL, LAC",3.6,68,2520,0.113,-0.007,-0.4,-3.3,26.7,8.9,5.0
Dana Barros,PHI,1.0,81,2519,0.206,0.085,4.4,-0.4,20.5,3.7,8.1
Willie Anderson,SAS,2.3,80,2488,0.167,0.097,5.0,-0.1,18.4,4.7,6.7
Don MacLean,WAS,3.6,75,2487,0.189,0.066,3.4,-1.0,26.3,9.0,3.1
Kevin Johnson,PHO,1.0,67,2449,0.257,0.137,7.0,1.2,26.3,3.3,12.5
Chris Webber,GSW,5.0,76,2438,0.372,0.215,10.9,3.6,26.2,13.7,5.4
Kendall Gill,OKC,2.8,79,2435,0.179,0.109,5.5,0.3,21.9,5.3,5.4
Christian Laettner,MIN,4.5,70,2428,0.223,0.067,3.4,-1.0,23.2,11.9,6.1
Isaiah Rider,MIN,2.0,79,2415,0.072,0.001,0.1,-3.0,26.1,6.3,4.0
Rony Seikaly,MIA,5.0,72,2410,0.303,0.147,7.4,1.5,21.7,14.7,2.7
Sean Elliott,DET,3.0,73,2409,0.106,0.036,1.8,-2.0,17.6,5.2,3.9
Olden Polynice,"DET, SAC",5.0,68,2402,0.366,0.209,10.5,3.4,15.8,16.2,0.8
Mark Price,CLE,1.0,76,2386,0.322,0.201,10.0,3.2,26.5,4.6,11.8
Robert Horry,HOU,3.6,81,2370,0.269,0.148,7.3,1.5,16.3,8.9,4.7
Michael Adams,WAS,1.0,70,2337,0.172,0.051,2.5,-1.5,17.4,3.8,9.9
Tim Perry,PHI,3.7,80,2336,0.179,0.047,2.3,-1.6,14.8,8.3,1.9
Clyde Drexler,POR,2.1,68,2334,0.218,0.148,7.2,1.5,26.8,9.2,6.8
Avery Johnson,GSW,1.0,82,2332,0.175,0.055,2.6,-1.4,18.3,3.6,8.9
Chris Mullin,GSW,3.0,62,2324,0.209,0.138,6.7,1.2,21.5,7.1,6.5
Blue Edwards,MIL,2.8,82,2322,0.131,0.061,3.0,-1.2,19.7,6.8,3.5
Scott Skiles,ORL,1.0,82,2303,0.174,0.054,2.6,-1.4,17.0,3.9,10.5
Dino Radja,BOS,4.6,80,2303,0.241,0.085,4.1,-0.4,25.2,12.0,2.4
Charles Barkley,PHO,3.5,65,2298,0.35,0.237,11.3,4.3,29.3,15.2,6.2
Dale Davis,IND,4.8,66,2292,0.384,0.228,10.9,4.0,16.1,15.0,2.1
Dennis Scott,ORL,2.5,82,2283,0.12,0.05,2.4,-1.5,22.0,4.6,4.5
Sedale Threatt,LAL,1.5,81,2278,0.163,0.068,3.2,-1.0,20.3,3.2,7.2
Elden Campbell,LAL,4.3,76,2253,0.211,0.055,2.6,-1.4,19.9,11.1,1.8
Felton Spencer,UTH,5.0,79,2210,0.273,0.116,5.3,0.5,14.7,14.3,0.9
Kenny Smith,HOU,1.0,78,2209,0.199,0.079,3.6,-0.6,19.7,3.0,7.1
Micheal Williams,MIN,1.0,71,2206,0.262,0.141,6.5,1.3,21.1,4.8,11.1
Derek Harper,"DAL, NYK",1.0,82,2204,0.144,0.023,1.0,-2.4,17.2,3.1,7.3
Grant Long,MIA,4.0,69,2201,0.246,0.089,4.1,-0.3,17.2,10.8,3.7
Doug West,MIN,2.3,72,2182,0.074,0.004,0.2,-3.0,23.2,5.1,3.8
Dell Curry,NOR,2.3,82,2173,0.138,0.067,3.1,-1.0,29.5,5.8,4.9
Lindsey Hunter,DET,1.0,82,2172,0.051,-0.07,-3.2,-5.2,18.6,4.2,8.6
Sam Perkins,OKC,5.0,81,2170,0.211,0.055,2.5,-1.4,22.1,8.1,2.5
Tyrone Corbin,UTH,3.0,82,2149,0.225,0.154,6.9,1.7,14.7,8.7,2.7
Craig Ehlo,ATL,2.0,82,2147,0.232,0.161,7.2,1.9,18.4,6.2,6.1
Todd Day,MIL,2.0,76,2127,0.086,0.016,0.7,-2.6,21.8,7.0,3.1
Loy Vaught,LAC,4.5,75,2118,0.312,0.155,6.8,1.7,19.9,14.9,1.7
Rik Smits,IND,5.0,78,2113,0.252,0.095,4.2,-0.1,27.8,11.0,3.5
Harvey Grant,POR,3.0,77,2112,0.154,0.083,3.7,-0.5,18.1,8.0,2.4
Rick Fox,BOS,3.0,82,2096,0.169,0.098,4.3,0.0,20.3,8.1,5.0
Frank Brickowski,"NOR, MIL",4.7,71,2094,0.145,-0.012,-0.5,-3.4,21.4,9.3,5.1
Terry Porter,POR,1.5,77,2074,0.206,0.11,4.8,0.4,23.4,5.0,9.3
John Starks,NYK,2.0,59,2057,0.129,0.057,2.4,-1.3,26.1,4.3,8.1
Brian Shaw,MIA,1.0,77,2037,0.209,0.088,3.7,-0.3,16.3,8.2,9.1
Steve Kerr,CHI,1.4,82,2036,0.227,0.128,5.4,0.9,16.7,3.1,5.0
Pete Myers,CHI,2.0,82,2030,0.125,0.055,2.3,-1.4,15.4,4.3,5.8
Chuck Person,MIN,3.0,77,2029,0.062,-0.008,-0.3,-3.3,21.1,6.0,4.4
Rex Chapman,WAS,2.0,60,2025,0.149,0.078,3.3,-0.6,25.9,3.5,4.4
Chris Mills,CLE,3.0,79,2022,0.163,0.093,3.9,-0.2,17.6,9.5,3.0
Alonzo Mourning,NOR,5.0,60,2018,0.298,0.142,6.0,1.3,30.6,14.5,2.0
Greg Anthony,NYK,1.0,80,1994,0.23,0.109,4.5,0.3,15.1,4.5,8.8
Robert Parish,BOS,5.0,74,1987,0.24,0.084,3.5,-0.5,20.9,13.1,2.0
Xavier McDaniel,BOS,3.4,82,1971,0.122,0.016,0.7,-2.6,22.6,9.7,3.1
Armen Gilliam,BRK,3.5,82,1969,0.324,0.21,8.6,3.5,23.6,12.2,1.7
Orlando Woolridge,PHI,4.0,74,1955,0.074,-0.083,-3.4,-5.7,23.0,7.3,3.4
P.J. Brown,BRK,4.5,79,1950,0.308,0.151,6.1,1.6,11.1,12.1,2.3
Vinny Del Negro,SAS,1.3,77,1949,0.186,0.079,3.2,-0.6,19.0,4.0,7.9
Fat Lever,DAL,1.0,81,1947,0.241,0.12,4.9,0.7,13.7,7.0,5.3
Elmore Spencer,LAC,5.0,76,1930,0.142,-0.014,-0.6,-3.5,16.7,10.3,1.9
Mike Brown,MIN,4.4,82,1921,0.217,0.06,2.4,-1.2,7.5,11.2,1.8
John Salley,MIA,4.2,76,1910,0.27,0.113,4.5,0.4,14.6,10.2,3.4
Anthony Mason,NYK,4.1,73,1903,0.272,0.116,4.6,0.5,13.3,10.8,3.8
Nate McMillan,OKC,1.4,73,1887,0.381,0.282,11.1,5.7,11.1,7.2,9.8
Kevin Gamble,BOS,2.4,75,1880,0.066,-0.004,-0.2,-3.2,22.1,4.1,3.8
Tom Chambers,UTH,4.9,80,1838,0.096,-0.06,-2.3,-4.9,23.3,8.5,2.1
Brad Daugherty,CLE,5.0,50,1838,0.315,0.159,6.1,1.9,22.1,13.3,3.9
Jon Koncak,ATL,5.0,82,1823,0.231,0.074,2.8,-0.8,9.0,9.6,2.7
Benoit Benjamin,BRK,5.0,77,1817,0.229,0.072,2.7,-0.8,19.0,13.2,1.2
Toni Kukoc,CHI,3.2,75,1808,0.168,0.078,2.9,-0.7,21.6,7.9,6.7
Oliver Miller,PHO,5.0,69,1786,0.407,0.25,9.3,4.7,17.1,12.8,6.6
Popeye Jones,DAL,4.0,81,1773,0.385,0.228,8.4,4.0,12.7,16.4,2.7
George Lynch,LAL,3.0,71,1762,0.308,0.238,8.7,4.3,18.6,11.2,2.6
Larry Johnson,,4.0,51,1757,0.249,0.092,3.4,-0.2,22.8,12.2,5.0
Isiah Thomas,DET,1.0,58,1750,0.08,-0.041,-1.5,-4.3,23.5,4.4,10.9
Antonio Davis,IND,4.0,81,1732,0.344,0.187,6.7,2.7,17.3,14.0,1.5
Bimbo Coles,MIA,1.0,76,1726,0.187,0.066,2.4,-1.0,16.4,4.4,7.3
Haywoode Workman,IND,1.0,65,1714,0.196,0.076,2.7,-0.7,14.0,5.7,11.3
Michael Cage,OKC,4.1,82,1708,0.354,0.198,7.0,3.1,10.6,12.5,1.3
Johnny Newman,"NOR, BRK",2.6,81,1697,0.109,0.038,1.4,-1.9,23.5,5.1,2.0
Vincent Askew,OKC,2.0,80,1690,0.234,0.164,5.8,2.0,20.6,5.2,5.5
Doug Smith,DAL,4.1,79,1684,0.124,-0.033,-1.1,-4.1,19.9,9.9,3.4
Kenny Gattison,NOR,4.0,77,1644,0.223,0.067,2.3,-1.0,17.3,10.5,2.8
Greg Anderson,DET,5.0,77,1624,0.362,0.205,6.9,3.3,14.5,16.9,1.5
Jay Humphries,UTH,1.6,75,1619,0.1,0.009,0.3,-2.8,16.6,3.8,6.5
Chris Smith,MIN,1.0,80,1617,0.107,-0.013,-0.4,-3.5,14.0,3.6,8.5
Tony Smith,LAL,1.9,73,1617,0.118,0.044,1.5,-1.7,19.1,5.8,4.4
Andrew Lang,ATL,5.0,82,1608,0.179,0.022,0.8,-2.4,15.0,9.3,1.5
Mario Elie,HOU,2.5,67,1606,0.197,0.126,4.2,0.9,18.7,5.4,6.2
Calbert Cheaney,WAS,2.8,65,1604,0.064,-0.006,-0.2,-3.3,23.3,5.7,3.8
Cedric Ceballos,PHO,3.0,53,1602,0.252,0.182,6.1,2.6,30.3,10.3,2.7
James Worthy,LAL,3.5,80,1597,-0.026,-0.139,-4.6,-7.4,24.4,5.4,4.6
Danny Ainge,PHO,1.9,68,1555,0.096,0.023,0.7,-2.4,18.7,4.0,5.6
Terrell Brandon,CLE,1.0,73,1548,0.16,0.039,1.3,-1.9,18.8,4.9,8.6
Jeff Turner,ORL,4.0,68,1536,0.069,-0.088,-2.8,-5.8,14.1,8.5,1.9
Gary Grant,LAC,1.2,78,1533,0.138,0.027,0.9,-2.3,18.4,4.4,9.1
Bobby Phills,CLE,2.5,72,1531,0.18,0.11,3.5,0.3,18.7,6.6,4.2
Ed Pinckney,BOS,4.0,76,1524,0.402,0.246,7.8,4.6,12.4,15.1,2.0
Allan Houston,DET,2.3,79,1519,-0.086,-0.157,-5.0,-7.9,21.1,3.8,3.2
Doug Christie,LAL,2.9,65,1515,0.12,0.049,1.6,-1.5,21.3,7.4,4.3
Bison Dele,DEN,4.7,80,1507,0.33,0.174,5.5,2.3,20.4,14.2,1.6
Luc Longley,"CHI, MIN",5.0,76,1502,0.24,0.083,2.6,-0.5,16.9,13.8,3.5
Kevin Duckworth,WAS,5.0,69,1485,0.047,-0.11,-3.4,-6.5,14.7,10.5,1.8
Lee Mayberry,MIL,1.0,82,1472,0.079,-0.041,-1.3,-4.4,14.1,3.3,7.0
Eddie Johnson,NOR,3.0,73,1460,0.084,0.014,0.4,-2.6,27.5,7.4,4.1
Tyrone Hill,CLE,4.0,57,1447,0.408,0.252,7.6,4.7,20.0,16.6,1.5
Mark Bryant,POR,4.5,79,1441,0.179,0.023,0.7,-2.4,14.7,10.5,1.2
Negele Knight,"PHO, SAS",1.0,65,1438,0.123,0.002,0.1,-3.0,19.9,3.4,6.6
Rodney Rogers,DEN,3.5,79,1406,0.111,-0.002,-0.1,-3.1,21.8,7.7,3.4
Anthony Bonner,NYK,3.0,73,1402,0.363,0.293,8.6,6.0,12.8,11.8,3.0
Kenny Walker,WAS,3.0,73,1397,0.23,0.16,4.7,1.9,12.1,9.9,1.1
Shawn Bradley,PHI,5.0,49,1395,0.076,-0.081,-2.4,-5.6,17.3,10.5,3.4
Robert Pack,DEN,1.0,66,1382,0.124,0.003,0.1,-3.0,21.9,4.3,12.4
Anthony Avent,"MIL, ORL",4.0,74,1371,0.132,-0.024,-0.7,-3.8,13.6,11.8,2.3
Bill Wennington,CHI,5.0,76,1371,0.213,0.057,1.6,-1.3,19.0,12.4,2.5
Pete Chilcutt,"DET, SAC",4.0,76,1365,0.226,0.07,2.0,-0.9,15.8,13.0,3.0
Harold Miner,MIA,1.9,63,1358,0.117,0.041,1.2,-1.8,23.4,5.5,3.4
Donald Royal,ORL,3.8,74,1357,0.26,0.125,3.5,0.8,19.3,8.8,2.2
Walt Williams,SAC,3.0,57,1356,-0.029,-0.1,-2.8,-6.2,22.6,8.3,4.7
Chris Morris,BRK,3.0,50,1349,0.252,0.182,5.1,2.6,19.4,8.1,3.0
J.R. Reid,SAS,4.5,70,1344,0.139,-0.018,-0.5,-3.6,22.4,7.9,2.6
Johnny Dawkins,PHI,1.0,72,1343,0.144,0.023,0.6,-2.4,17.0,4.4,9.4
Hubert Davis,NYK,2.0,56,1333,0.162,0.091,2.5,-0.2,22.1,2.4,5.9
Tim Legler,DAL,1.3,79,1322,0.163,0.055,1.5,-1.4,23.8,4.6,4.4
Mitchell Butler,WAS,2.0,75,1321,0.158,0.087,2.4,-0.4,18.8,8.2,2.8
Victor Alexander,GSW,5.0,69,1318,0.17,0.013,0.4,-2.7,21.9,11.2,2.4
Thurl Bailey,MIN,4.5,79,1297,0.218,0.062,1.7,-1.2,21.6,8.0,2.0
Chris Gatling,GSW,4.1,82,1296,0.332,0.176,4.7,2.4,24.9,14.7,1.5
Carl Herrera,HOU,3.0,75,1292,0.18,0.11,3.0,0.3,13.1,10.6,1.4
Jerome Kersey,POR,3.0,78,1276,0.225,0.155,4.1,1.7,19.1,12.5,2.8
Sean Rooks,DAL,5.0,47,1255,0.222,0.065,1.7,-1.1,20.5,9.9,1.9
Jon Barry,MIL,2.0,72,1242,0.205,0.135,3.5,1.1,17.2,5.6,6.5
Mark West,PHO,5.0,82,1236,0.248,0.092,2.4,-0.2,14.8,11.5,1.3
Scott Brooks,HOU,1.0,73,1225,0.215,0.095,2.4,-0.1,14.9,4.0,5.8
Trevor Wilson,"LAL, SAC",4.0,57,1221,0.171,0.014,0.4,-2.6,18.3,10.7,2.8
Tony Campbell,"DAL, NYK",2.7,63,1214,0.105,0.035,0.9,-2.0,21.9,7.4,3.2
Matt Geiger,MIA,5.0,72,1199,0.327,0.17,4.3,2.2,20.9,12.1,1.3
Byron Scott,IND,2.0,67,1197,0.134,0.063,1.6,-1.1,27.9,4.4,5.3
David Wood,DET,3.5,78,1182,0.23,0.116,2.9,0.5,13.1,9.7,2.1
Pervis Ellison,WAS,5.0,47,1178,0.167,0.011,0.3,-2.7,14.0,9.9,2.9
Lucious Harris,DAL,2.0,77,1165,0.097,0.027,0.7,-2.2,17.2,6.5,4.4
Eric Leckner,PHI,5.0,71,1163,0.135,-0.022,-0.5,-3.8,14.9,11.6,3.5
Duane Ferrell,ATL,3.0,72,1155,0.18,0.11,2.6,0.3,21.3,5.4,2.7
Acie Earl,BOS,4.5,74,1149,0.046,-0.11,-2.6,-6.5,17.1,10.3,0.5
Terry Cummings,SAS,4.0,59,1133,0.158,0.001,0.0,-3.0,18.2,12.6,2.1
Derek Strong,MIL,4.0,67,1131,0.251,0.095,2.2,-0.1,18.8,11.9,2.0
Sam Cassell,HOU,1.5,66,1122,0.131,0.037,0.9,-1.9,18.8,5.7,8.2
Bryon Russell,UTH,3.0,67,1121,0.208,0.138,3.2,1.2,14.3,7.8,2.3
Charles Smith,NYK,3.0,43,1105,0.127,0.057,1.3,-1.3,19.4,7.2,2.2
Keith Jennings,GSW,1.0,76,1097,0.229,0.108,2.5,0.3,18.9,3.9,9.5
Jeff Grayer,GSW,2.3,67,1096,0.177,0.106,2.4,0.2,19.9,8.4,2.7
Sam Mitchell,IND,3.0,75,1084,0.156,0.086,1.9,-0.4,16.0,8.4,2.9
David Benoit,UTH,3.4,55,1070,0.16,0.058,1.3,-1.3,16.1,11.7,1.0
Stacey King,"CHI, MIN",4.5,49,1053,0.155,-0.002,0.0,-3.1,17.5,11.0,2.6
Vern Fleming,IND,1.0,55,1053,0.133,0.012,0.3,-2.7,16.3,5.6,7.9
Randy Brown,SAC,1.3,61,1041,0.122,0.017,0.4,-2.6,12.6,5.2,6.1
Brent Price,WAS,1.0,65,1035,0.125,0.004,0.1,-3.0,18.6,4.2,9.9
Pooh Richardson,IND,1.0,37,1022,0.133,0.012,0.3,-2.7,17.4,5.2,11.1
Ricky Pierce,OKC,2.0,51,1022,0.117,0.046,1.0,-1.6,34.7,3.9,4.3
David Wingate,NOR,3.0,50,1005,0.14,0.069,1.5,-0.9,14.8,6.4,5.0
Ennis Whatley,ATL,1.0,82,1004,0.219,0.099,2.1,0.0,14.0,4.7,8.7
Tony Bennett,NOR,1.0,74,983,0.124,0.003,0.1,-3.0,12.1,4.4,8.0
Kenny Williams,IND,3.5,68,982,0.231,0.117,2.4,0.6,20.9,10.0,2.5
Lloyd Daniels,SAS,2.5,65,980,0.07,0.0,0.0,-3.1,18.1,5.4,4.6
Rolando Blackman,NYK,2.3,55,969,0.106,0.035,0.7,-2.0,19.8,4.6,3.8
Danny Ferry,CLE,3.9,70,965,0.127,-0.022,-0.4,-3.8,17.4,7.0,3.7
Brad Lohaus,MIL,4.5,67,962,0.062,-0.095,-1.9,-6.0,13.5,7.5,3.1
Tellis Frank,MIN,3.7,67,959,0.223,0.089,1.8,-0.3,9.4,11.0,2.9
Anthony Bowie,ORL,1.0,70,948,0.14,0.019,0.4,-2.5,16.2,6.1,5.2
Anthony Peeler,LAL,2.0,30,923,0.062,-0.009,-0.2,-3.3,22.0,5.7,4.9
Harold Ellis,LAC,3.0,49,923,0.306,0.236,4.5,4.3,22.0,8.0,1.6
Larry Nance,CLE,4.0,33,909,0.299,0.143,2.7,1.4,19.5,12.0,2.6
Greg Graham,PHI,1.9,70,889,0.049,-0.026,-0.5,-3.9,18.2,4.6,3.6
Warren Kidd,PHI,4.6,68,884,0.247,0.09,1.7,-0.3,13.4,12.7,1.0
LaBradford Smith,"SAC, WAS",2.0,66,877,0.089,0.019,0.3,-2.5,18.2,4.6,6.0
Charles Jones,DET,4.8,42,877,0.32,0.163,3.0,2.0,5.0,12.9,1.6
Jayson Williams,BRK,5.0,70,877,0.202,0.046,0.8,-1.7,17.6,14.4,1.4
Tom Hammonds,DEN,4.0,74,877,0.251,0.095,1.7,-0.1,16.5,10.9,1.9
Frank Johnson,PHO,1.0,70,875,0.065,-0.055,-1.0,-4.8,17.8,4.5,8.1
Bo Outlaw,LAC,4.0,37,871,0.365,0.208,3.8,3.4,14.2,11.7,2.0
Byron Houston,GSW,3.0,71,866,0.134,0.064,1.2,-1.1,10.9,10.8,1.8
Mark Aguirre,LAC,3.0,39,859,0.079,0.009,0.2,-2.8,23.1,6.5,5.8
Joe Kleine,PHO,5.0,74,848,0.159,0.002,0.0,-3.0,16.1,10.9,2.5
Tracy Murray,POR,3.6,66,820,0.17,0.046,0.8,-1.6,25.4,6.5,1.8
John Battle,CLE,2.0,51,814,0.075,0.005,0.1,-2.9,19.9,2.3,4.9
Bill Cartwright,CHI,5.0,42,780,0.181,0.024,0.4,-2.3,14.5,9.4,3.5
Herb Williams,NYK,5.0,70,774,0.203,0.047,0.8,-1.6,14.4,11.3,1.7
Scott Burrell,NOR,3.6,51,767,0.111,-0.007,-0.1,-3.3,15.3,8.3,3.9
Adam Keefe,ATL,4.0,63,763,0.213,0.056,0.9,-1.3,17.2,12.6,2.1
Terry Dehere,LAC,2.0,64,759,-0.086,-0.156,-2.5,-7.9,21.6,4.3,4.9
Doug Overton,WAS,1.2,61,749,0.026,-0.083,-1.3,-5.6,14.0,4.4,5.9
Sleepy Floyd,SAS,1.0,53,737,-0.038,-0.159,-2.4,-8.0,13.0,4.6,6.6
John Williams,LAC,4.0,34,725,0.163,0.007,0.1,-2.9,12.6,8.4,6.4
Matt Bullard,HOU,3.0,65,725,0.09,0.019,0.3,-2.5,15.0,5.6,4.2
Lorenzo Williams,(3+),5.0,38,716,0.365,0.208,3.1,3.4,7.4,14.5,1.7
Willie Burton,MIA,3.0,53,697,0.136,0.066,1.0,-1.0,25.5,9.4,2.7
Corie Blount,CHI,4.4,67,690,0.264,0.107,1.5,0.2,13.8,13.5,3.9
Greg Dreiling,DAL,5.0,54,685,0.168,0.012,0.2,-2.7,9.2,11.9,2.2
Larry Krystkowiak,ORL,4.0,34,682,0.169,0.013,0.2,-2.7,12.2,8.7,2.5
LeRon Ellis,NOR,4.8,50,680,0.281,0.125,1.8,0.8,15.6,13.3,1.7
Duane Causwell,SAC,5.0,41,674,0.296,0.14,2.0,1.3,13.0,13.2,0.8
James Robinson,POR,2.0,58,673,0.001,-0.07,-1.0,-5.2,19.7,5.6,4.8
Mike Peplowski,SAC,5.0,55,667,0.206,0.049,0.7,-1.6,12.7,12.2,1.7
Gheorghe Muresan,WAS,5.0,54,650,0.275,0.119,1.6,0.6,22.4,14.2,1.3
Tom Tolbert,LAC,4.0,49,640,0.071,-0.086,-1.1,-5.8,14.0,8.1,2.3
Scott Williams,CHI,4.5,38,638,0.22,0.064,0.8,-1.1,21.7,13.6,2.9
Kurt Rambis,LAL,4.0,50,635,0.385,0.228,3.0,4.0,12.4,14.3,2.4
Marlon Maxey,MIN,3.0,55,626,0.329,0.259,3.4,5.0,19.0,15.3,0.8
Malik Sealy,IND,2.8,43,623,0.039,-0.031,-0.4,-4.0,22.0,9.1,3.7
