Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1314,HOU,1,Beverley-Harden-Parsons-Jones-Howard,619.2,1.14,1.07,+72,22,13,62.8
1314,HOU,2,Lin-Harden-Parsons-Jones-Howard,328.4,1.15,1.10,+32,17,12,58.6
1314,HOU,3,Beverley-Lin-Parsons-Jones-Howard,115.5,1.09,1.09,-6,4,5,44.4
1314,HOU,4,Lin-Harden-Parsons-Casspi-Howard,110.0,1.07,0.99,+23,12,6,66.6
1314,HOU,5,Lin-Harden-Parsons-Jones-Asik,95.5,1.13,1.05,+17,8,6,57.1
1314,HOU,6,Beverley-Lin-Harden-Parsons-Howard,76.2,1.02,1.14,-13,5,7,41.6
1314,HOU,7,Beverley-Harden-Parsons-Motiejunas-Howard,67.6,1.41,1.04,+49,11,5,68.7
1314,HOU,8,Lin-Harden-Parsons-Asik-Howard,58.9,0.89,1.05,-18,2,6,25.0
1314,HOU,9,Beverley-Harden-Parsons-Jones-Asik,55.3,1.39,1.12,+27,5,1,83.3
1314,HOU,10,Lin-Harden-Brewer-Jones-Howard,54.7,1.13,0.98,+16,3,1,75.0
1314,HOU,11,Lin-Harden-Garcia-Parsons-Asik,53.4,1.27,0.98,+31,6,2,75.0
1314,HOU,12,Lin-Harden-Parsons-Motiejunas-Asik,47.8,1.26,0.90,+42,9,3,75.0
1314,HOU,13,Lin-Parsons-Hamilton-Motiejunas-Asik,45.0,0.79,0.85,-6,4,5,44.4
1314,HOU,14,Beverley-Harden-Garcia-Parsons-Howard,43.5,1.10,1.16,-1,5,3,62.5
1314,HOU,15,Lin-Harden-Parsons-Motiejunas-Howard,42.8,1.11,1.07,+6,7,7,50.0
1314,HOU,16,Beverley-Harden-Parsons-Asik-Howard,40.3,0.91,1.14,-20,1,5,16.6
1314,HOU,17,Lin-Harden-Hamilton-Motiejunas-Asik,40.0,0.94,0.98,-5,5,8,38.4
1314,HOU,18,Lin-Harden-Parsons-Jones-Motiejunas,39.0,1.24,1.33,-7,3,7,30.0
1314,HOU,19,Beverley-Harden-Garcia-Jones-Howard,38.1,0.96,1.07,-8,3,2,60.0
1314,HOU,20,Beverley-Harden-Parsons-Casspi-Howard,36.8,1.39,0.99,+44,8,2,80.0
