Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1112,DEN,1,Lawson-Afflalo-Gallinari-Nene-Mozgov,135.4,0.99,1.06,-14,6,7,46.1
1112,DEN,2,Lawson-Afflalo-Gallinari-Faried-Koufos,133.9,1.25,1.08,+40,7,3,70.0
1112,DEN,3,Miller-Afflalo-Brewer-Harrington-McGee,84.0,1.18,1.03,+16,7,5,58.3
1112,DEN,4,Lawson-Afflalo-Brewer-Faried-Mozgov,57.6,0.97,1.13,-15,3,3,50.0
1112,DEN,5,Lawson-Afflalo-Chandler-Faried-McGee,53.9,1.00,1.02,+0,2,3,40.0
1112,DEN,6,Miller-Fernandez-Brewer-Harrington-Andersen,52.4,0.94,0.85,+12,7,4,63.6
1112,DEN,7,Lawson-Miller-Afflalo-Harrington-Faried,50.3,1.24,1.03,+19,8,6,57.1
1112,DEN,8,Lawson-Miller-Afflalo-Gallinari-Nene,49.9,1.10,1.06,+7,3,4,42.8
1112,DEN,9,Lawson-Afflalo-Gallinari-Harrington-Nene,49.5,0.95,1.03,-1,7,5,58.3
1112,DEN,10,Lawson-Afflalo-Gallinari-Faried-Mozgov,48.7,0.89,1.21,-35,2,5,28.5
1112,DEN,11,Lawson-Miller-Fernandez-Harrington-Andersen,45.9,0.96,0.84,+12,7,4,63.6
1112,DEN,12,Lawson-Miller-Gallinari-Harrington-Nene,44.7,1.28,0.92,+31,8,1,88.8
1112,DEN,13,Miller-Afflalo-Gallinari-Nene-Mozgov,44.3,0.95,0.96,+1,2,3,40.0
1112,DEN,14,Lawson-Afflalo-Gallinari-Koufos-Mozgov,44.2,1.01,1.09,-7,1,2,33.3
1112,DEN,15,Lawson-Miller-Afflalo-Harrington-Koufos,40.6,1.09,1.14,-1,5,6,45.4
1112,DEN,16,Lawson-Miller-Afflalo-Harrington-Nene,39.8,0.93,1.24,-13,3,6,33.3
1112,DEN,17,Lawson-Miller-Brewer-Harrington-McGee,39.2,1.00,1.32,-24,4,7,36.3
1112,DEN,18,Miller-Afflalo-Brewer-Harrington-Koufos,38.6,1.30,1.04,+18,4,4,50.0
1112,DEN,19,Miller-Afflalo-Brewer-Faried-Mozgov,37.9,1.17,1.30,-9,1,3,25.0
1112,DEN,20,Lawson-Afflalo-Brewer-Faried-Koufos,35.3,1.01,0.91,+7,4,2,66.6
