Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0809,NJN,1,Harris-Carter-Simmons-Yi-Lopez,331,1.11,1.07,+18,12,13,48.0
0809,NJN,2,Harris-Carter-Hassell-Yi-Lopez,205,1.07,1.13,-26,8,11,42.1
0809,NJN,3,Harris-Carter-Simmons-Anderson-Lopez,189,1.11,1.07,+13,11,9,55.0
0809,NJN,4,Harris-Carter-Hassell-Anderson-Lopez,176,1.09,1.13,-20,6,7,46.1
0809,NJN,5,Harris-Dooling-Carter-Anderson-Lopez,122,1.17,1.13,+8,10,7,58.8
0809,NJN,6,Dooling-Carter-Simmons-Yi-Lopez,96,1.12,1.11,+6,6,5,54.5
0809,NJN,7,Dooling-Carter-Hassell-Yi-Lopez,93,0.91,1.18,-47,3,7,30.0
0809,NJN,8,Harris-Dooling-Carter-Hayes-Lopez,78,1.26,1.19,+23,13,8,61.9
0809,NJN,9,Harris-Carter-Hayes-Yi-Lopez,70,1.09,0.96,+23,10,6,62.5
0809,NJN,10,Dooling-Carter-Simmons-Yi-Boone,70,1.11,1.18,-10,5,3,62.5
0809,NJN,11,Harris-Carter-Simmons-Yi-Boone,61,1.20,1.38,-20,3,5,37.5
0809,NJN,12,Harris-Carter-Hayes-Anderson-Lopez,60,1.06,1.07,+0,9,10,47.3
0809,NJN,13,Dooling-Carter-Simmons-Hayes-Lopez,60,1.17,1.08,+20,8,8,50.0
0809,NJN,14,Dooling-Carter-Hayes-Anderson-Lopez,57,1.08,1.08,-8,11,9,55.0
0809,NJN,15,Harris-Dooling-Carter-Simmons-Lopez,54,1.22,1.17,+11,6,7,46.1
0809,NJN,16,Harris-Carter-Simmons-Hayes-Lopez,47,1.12,1.03,+10,9,4,69.2
0809,NJN,17,Harris-Dooling-Hayes-Williams-Anderson,45,1.15,1.02,+11,7,4,63.6
0809,NJN,18,Dooling-Carter-Hayes-Anderson-Boone,40,1.16,1.01,+13,6,2,75.0
0809,NJN,19,Dooling-Carter-Hayes-Najera-Boone,38,0.89,1.06,-15,2,9,18.1
0809,NJN,20,Harris-Dooling-Hayes-Najera-Boone,37,1.03,1.10,-5,4,6,40.0
