Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0708,GSW,1,Davis-Ellis-Jackson-Harrington-Biedrins,511,1.15,1.00,+152,29,20,59.1
0708,GSW,2,Davis-Ellis-Jackson-Barnes-Harrington,234,1.13,1.08,+27,13,21,38.2
0708,GSW,3,Davis-Ellis-Pietrus-Jackson-Biedrins,208,1.17,1.00,+83,15,9,62.5
0708,GSW,4,Davis-Ellis-Azubuike-Jackson-Biedrins,167,1.23,1.06,+54,16,10,61.5
0708,GSW,5,Davis-Ellis-Jackson-Barnes-Biedrins,165,1.23,1.11,+34,16,14,53.3
0708,GSW,6,Davis-Ellis-Pietrus-Jackson-Harrington,145,1.10,1.16,-17,11,13,45.8
0708,GSW,7,Davis-Ellis-Azubuike-Jackson-Harrington,117,1.03,1.13,-11,11,13,45.8
0708,GSW,8,Davis-Azubuike-Jackson-Harrington-Biedrins,73,1.12,1.13,-7,6,6,50.0
0708,GSW,9,Davis-Ellis-Azubuike-Harrington-Biedrins,70,1.04,1.24,-31,6,9,40.0
0708,GSW,10,Ellis-Azubuike-Pietrus-Jackson-Harrington,65,1.07,1.05,-3,8,7,53.3
0708,GSW,11,Ellis-Azubuike-Jackson-Barnes-Biedrins,51,1.15,0.94,+22,9,5,64.2
0708,GSW,12,Davis-Ellis-Azubuike-Pietrus-Biedrins,48,1.10,1.16,-10,3,5,37.5
0708,GSW,13,Davis-Azubuike-Jackson-Barnes-Harrington,48,0.96,1.10,-16,6,9,40.0
0708,GSW,14,Davis-Ellis-Barnes-Harrington-Biedrins,45,1.28,1.20,+14,6,4,60.0
0708,GSW,15,Davis-Azubuike-Pietrus-Jackson-Biedrins,44,0.91,1.10,-12,4,6,40.0
0708,GSW,16,Ellis-Azubuike-Jackson-Barnes-Harrington,43,1.10,1.14,-3,7,7,50.0
0708,GSW,17,Davis-Ellis-Azubuike-Barnes-Biedrins,42,1.04,1.09,-5,5,6,45.4
0708,GSW,18,Davis-Ellis-Azubuike-Barnes-Harrington,38,1.18,1.01,+13,9,6,60.0
0708,GSW,19,Davis-Ellis-Azubuike-Pietrus-Harrington,38,1.09,1.17,-4,8,7,53.3
0708,GSW,20,Davis-Azubuike-Jackson-Barnes-Biedrins,38,1.06,1.14,-7,2,7,22.2
