Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1920,HOU,1,Westbrook-Harden-HouseJr.-Tucker-Capela,349.1,1.11,1.04,+56,13,14,48.1
1920,HOU,2,Westbrook-Harden-HouseJr.-Covington-Tucker,222.3,1.13,1.07,+26,7,6,53.8
1920,HOU,3,Westbrook-Harden-McLemore-Tucker-Capela,148.0,1.06,0.98,+33,13,8,61.9
1920,HOU,4,Westbrook-Harden-Gordon-Tucker-Capela,83.2,0.86,1.16,-61,4,9,30.7
1920,HOU,5,Westbrook-Harden-Gordon-HouseJr.-Tucker,72.6,1.10,1.19,-15,4,8,33.3
1920,HOU,6,Westbrook-Rivers-Harden-Tucker-Capela,57.8,1.07,1.25,-25,2,7,22.2
1920,HOU,7,Harden-McLemore-HouseJr.-Tucker-Capela,57.1,1.23,1.23,+4,9,4,69.2
1920,HOU,8,Harden-Gordon-HouseJr.-Tucker-Capela,51.6,1.04,1.06,-4,5,8,38.4
1920,HOU,9,Rivers-Harden-HouseJr.-Covington-Tucker,49.9,1.08,0.99,+7,5,5,50.0
1920,HOU,10,Westbrook-Harden-McLemore-HouseJr.-Tucker,49.9,1.38,0.99,+39,13,3,81.2
1920,HOU,11,Rivers-Harden-McLemore-Tucker-Capela,48.8,1.34,1.06,+31,10,4,71.4
1920,HOU,12,Harden-McLemore-HouseJr.-Covington-Tucker,44.6,1.10,1.02,+11,4,2,66.6
1920,HOU,13,Rivers-Harden-McLemore-HouseJr.-Tucker,42.0,1.38,1.11,+23,9,4,69.2
1920,HOU,14,Westbrook-Harden-Gordon-Covington-Tucker,38.1,1.04,1.04,+8,3,2,60.0
1920,HOU,15,Westbrook-Rivers-Gordon-HouseJr.-Tucker,33.9,1.52,1.21,+19,7,3,70.0
1920,HOU,16,Westbrook-Rivers-McLemore-HouseJr.-Capela,32.5,1.39,1.07,+27,6,2,75.0
1920,HOU,17,Westbrook-Rivers-Harden-HouseJr.-Tucker,31.0,1.09,0.97,+13,6,3,66.6
1920,HOU,18,Westbrook-Harden-McLemore-Tucker-Chandler,30.4,1.34,0.97,+25,3,2,60.0
1920,HOU,19,Rivers-Harden-HouseJr.-Tucker-Capela,29.2,1.41,1.64,-19,3,7,30.0
1920,HOU,20,Harden-Gordon-McLemore-Tucker-Capela,27.7,1.00,1.07,-5,4,4,50.0
