Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0809,LAL,1,Fisher-Bryant-Ariza-Odom-Gasol,499,1.20,1.03,+156,32,20,61.5
0809,LAL,2,Fisher-Bryant-Radmanovic-Gasol-Bynum,450,1.15,1.09,+58,15,15,50.0
0809,LAL,3,Fisher-Bryant-Walton-Odom-Gasol,423,1.19,1.02,+148,27,8,77.1
0809,LAL,4,Fisher-Bryant-Walton-Gasol-Bynum,226,1.12,1.04,+44,11,8,57.8
0809,LAL,5,Farmar-Vujacic-Ariza-Odom-Bynum,159,1.07,0.93,+46,14,8,63.6
0809,LAL,6,Farmar-Bryant-Ariza-Odom-Gasol,143,1.23,1.10,+39,23,17,57.5
0809,LAL,7,Farmar-Vujacic-Ariza-Odom-Gasol,143,1.11,1.05,+14,19,15,55.8
0809,LAL,8,Fisher-Bryant-Ariza-Gasol-Bynum,140,1.07,1.07,+9,13,10,56.5
0809,LAL,9,Fisher-Bryant-Radmanovic-Odom-Gasol,122,1.16,1.02,+37,16,8,66.6
0809,LAL,10,Farmar-Vujacic-Ariza-Powell-Gasol,96,0.96,1.11,-36,4,11,26.6
0809,LAL,11,Farmar-Vujacic-Walton-Powell-Gasol,87,0.92,0.99,-14,5,9,35.7
0809,LAL,12,Farmar-Bryant-Ariza-Odom-Bynum,46,1.16,0.91,+22,11,9,55.0
0809,LAL,13,Fisher-Bryant-Ariza-Odom-Bynum,44,1.12,1.09,+3,7,4,63.6
0809,LAL,14,Vujacic-Bryant-Ariza-Odom-Bynum,42,1.17,0.85,+25,5,3,62.5
0809,LAL,15,Farmar-Bryant-Ariza-Powell-Gasol,40,1.05,1.22,-18,6,8,42.8
0809,LAL,16,Vujacic-Bryant-Ariza-Odom-Gasol,40,1.18,1.19,+0,7,6,53.8
0809,LAL,17,Fisher-Bryant-Ariza-Powell-Gasol,40,1.06,0.96,+7,5,4,55.5
0809,LAL,18,Farmar-Bryant-Walton-Odom-Gasol,35,1.32,1.04,+26,11,2,84.6
0809,LAL,19,Fisher-Vujacic-Ariza-Odom-Bynum,35,1.07,1.04,-1,5,3,62.5
0809,LAL,20,Farmar-Vujacic-Bryant-Odom-Gasol,35,1.37,0.99,+26,6,2,75.0
