Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,DAL,1,SmithJr.-Doncic-Matthews-Barnes-Jordan,404.7,1.00,1.08,-60,7,13,35.0
1819,DAL,2,Brunson-Doncic-Matthews-Barnes-Jordan,194.3,1.13,1.17,-20,4,8,33.3
1819,DAL,3,SmithJr.-Doncic-Barnes-Finney-Smith-Jordan,131.3,1.05,1.04,+8,8,4,66.6
1819,DAL,4,Barea-D.Harris-Finney-Smith-Kleber-Powell,105.8,1.22,1.05,+36,8,2,80.0
1819,DAL,5,Doncic-Matthews-Barnes-Kleber-Jordan,103.2,1.16,1.11,+17,3,4,42.8
1819,DAL,6,SmithJr.-Doncic-Matthews-Finney-Smith-Jordan,80.0,1.25,1.25,+4,3,2,60.0
1819,DAL,7,Barea-D.Harris-Finney-Smith-Nowitzki-Powell,76.1,1.08,1.32,-37,1,7,12.5
1819,DAL,8,Brunson-Doncic-HardawayJr.-Nowitzki-Powell,63.9,1.17,1.20,+0,4,3,57.1
1819,DAL,9,Brunson-Doncic-HardawayJr.-Finney-Smith-Powell,60.9,1.02,1.21,-27,1,4,20.0
1819,DAL,10,Doncic-Matthews-Barnes-Finney-Smith-Jordan,59.2,1.11,1.14,-11,5,6,45.4
1819,DAL,11,SmithJr.-Doncic-Barnes-Kleber-Jordan,56.0,1.15,1.04,+10,3,1,75.0
1819,DAL,12,Brunson-Doncic-HardawayJr.-Finney-Smith-Kleber,54.3,1.03,1.18,-15,3,3,50.0
1819,DAL,13,SmithJr.-Matthews-Barnes-Finney-Smith-Jordan,54.2,1.20,0.99,+23,4,1,80.0
1819,DAL,14,Barea-Doncic-Barnes-Finney-Smith-Jordan,46.6,1.32,1.15,+22,9,4,69.2
1819,DAL,15,Barea-Doncic-Matthews-Barnes-Jordan,40.5,1.28,1.06,+25,7,5,58.3
1819,DAL,16,Brunson-Doncic-Jackson-Kleber-Powell,40.1,1.19,1.31,-11,3,3,50.0
1819,DAL,17,Brunson-Doncic-Jackson-Nowitzki-Powell,40.1,1.09,1.23,-8,2,3,40.0
1819,DAL,18,Brunson-Lee-Jackson-Nowitzki-Powell,39.6,1.08,1.00,+8,2,1,66.6
1819,DAL,19,Barea-Brunson-Finney-Smith-Kleber-Powell,32.4,1.01,1.12,-5,3,4,42.8
1819,DAL,20,Brunson-Doncic-Finney-Smith-Kleber-Powell,31.7,1.23,1.29,-7,3,3,50.0
