Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,PHO,1,Bledsoe-Booker-Warren-Chriss-Chandler,295.3,1.08,1.15,-31,9,15,37.5
1617,PHO,2,Bledsoe-Booker-Tucker-Chriss-Chandler,283.4,1.07,1.12,-34,13,18,41.9
1617,PHO,3,Bledsoe-Booker-Warren-Chriss-Len,205.1,1.08,1.20,-58,3,16,15.7
1617,PHO,4,Bledsoe-Booker-Tucker-Warren-Chandler,157.0,1.23,1.19,+25,13,10,56.5
1617,PHO,5,Ulis-Booker-Warren-Chriss-Len,129.5,1.05,1.19,-40,3,7,30.0
1617,PHO,6,Bledsoe-Booker-Warren-Dudley-Chandler,114.7,1.10,1.13,+1,2,5,28.5
1617,PHO,7,Ulis-Barbosa-Jones-Dudley-Williams,73.0,0.99,0.89,+13,7,3,70.0
1617,PHO,8,Knight-Barbosa-Tucker-Dudley-Len,57.4,1.12,1.14,+6,5,6,45.4
1617,PHO,9,Bledsoe-Knight-Booker-Chriss-Len,57.0,1.03,0.97,+7,3,2,60.0
1617,PHO,10,Bledsoe-Knight-Booker-Tucker-Chandler,50.9,1.18,1.16,+1,2,10,16.6
1617,PHO,11,Ulis-Booker-Warren-Dudley-Williams,46.0,1.12,1.15,+5,6,7,46.1
1617,PHO,12,Knight-Barbosa-Dudley-Bender-Len,44.0,0.98,1.11,-13,1,4,20.0
1617,PHO,13,Bledsoe-Barbosa-Booker-Tucker-Chandler,43.2,1.13,1.01,+8,7,2,77.7
1617,PHO,14,Ulis-Booker-Jones-Chriss-Len,40.6,0.99,1.00,-3,2,2,50.0
1617,PHO,15,Knight-Booker-Tucker-Warren-Len,40.1,0.70,1.02,-26,5,11,31.2
1617,PHO,16,Ulis-Booker-Warren-Chriss-Williams,39.7,1.01,1.28,-21,3,6,33.3
1617,PHO,17,Ulis-Jones-Warren-Chriss-Len,39.4,1.00,1.13,-15,1,2,33.3
1617,PHO,18,Bledsoe-Booker-Tucker-Len-Chandler,39.3,1.32,1.10,+15,3,5,37.5
1617,PHO,19,Bledsoe-Knight-Booker-Tucker-Len,35.9,1.11,1.34,-10,4,5,44.4
1617,PHO,20,Knight-Barbosa-Tucker-Dudley-Bender,35.6,1.27,1.15,+6,2,2,50.0
