Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1920,DET,1,Brown-Kennard-Snell-Griffin-Drummond,115.0,1.16,0.97,+43,8,1,88.8
1920,DET,2,Galloway-Brown-Kennard-Griffin-Drummond,87.3,1.04,1.27,-38,1,6,14.2
1920,DET,3,Brown-Kennard-Snell-Morris-Drummond,83.5,1.06,1.17,-14,4,2,66.6
1920,DET,4,Rose-Galloway-Mykhailiuk-Morris-Wood,73.7,1.37,1.05,+51,9,3,75.0
1920,DET,5,Rose-Brown-Snell-Doumbouya-Drummond,61.9,1.18,1.17,+4,5,2,71.4
1920,DET,6,Jackson-Brown-Snell-Wood-Maker,52.5,1.15,1.10,+3,2,2,50.0
1920,DET,7,Rose-Galloway-Mykhailiuk-Morris-Drummond,46.4,0.95,1.29,-27,7,9,43.7
1920,DET,8,Galloway-Brown-Kennard-Morris-Drummond,43.8,1.01,1.09,-4,4,5,44.4
1920,DET,9,Knight-Snell-Mykhailiuk-Wood-Henson,39.6,1.01,1.12,-13,1,3,25.0
1920,DET,10,Brown-Snell-Mykhailiuk-Doumbouya-Drummond,38.8,1.09,1.26,-13,2,3,40.0
1920,DET,11,Frazier-Kennard-Snell-Morris-Drummond,37.2,1.10,1.37,-23,2,3,40.0
1920,DET,12,Rose-Snell-Mykhailiuk-Wood-Henson,35.8,1.21,0.88,+25,4,0,100
1920,DET,13,Rose-Galloway-Kennard-Griffin-Drummond,35.7,1.18,1.05,+19,8,4,66.6
1920,DET,14,Rose-Kennard-Snell-Griffin-Drummond,35.6,1.12,1.47,-29,1,7,12.5
1920,DET,15,Rose-Galloway-Kennard-Morris-Drummond,34.3,1.06,0.90,+12,6,4,60.0
1920,DET,16,Rose-Galloway-Brown-Wood-Maker,31.5,1.03,1.10,-6,2,5,28.5
1920,DET,17,Rose-Galloway-Brown-Wood-Drummond,31.4,1.06,1.15,-9,2,3,40.0
1920,DET,18,Frazier-Snell-Mykhailiuk-Griffin-Drummond,29.3,1.25,1.25,+1,2,1,66.6
1920,DET,19,Brown-Kennard-Snell-Morris-Maker,29.3,1.02,1.13,-1,2,2,50.0
1920,DET,20,Frazier-Galloway-Mykhailiuk-Morris-Wood,25.2,0.98,1.28,-20,0,3,0.0
