Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1415,DEN,1,Lawson-Afflalo-Chandler-Faried-Mozgov,415.9,1.11,1.11,+8,13,14,48.1
1415,DEN,2,Lawson-Foye-Chandler-Gallinari-Faried,266.9,1.18,1.10,+48,10,6,62.5
1415,DEN,3,Lawson-Afflalo-Chandler-Faried-Nurkic,265.2,1.01,1.04,-13,13,9,59.0
1415,DEN,4,Lawson-Afflalo-Chandler-Hickson-Mozgov,124.2,1.04,1.16,-24,6,11,35.2
1415,DEN,5,Lawson-Afflalo-Chandler-Faried-Hickson,62.5,1.21,1.34,-10,8,7,53.3
1415,DEN,6,Lawson-Afflalo-Gallinari-Faried-Mozgov,54.3,1.05,0.96,+4,5,2,71.4
1415,DEN,7,Lawson-Afflalo-Chandler-Arthur-Mozgov,53.4,1.09,1.11,-4,3,5,37.5
1415,DEN,8,Lawson-Afflalo-Chandler-Faried-Arthur,45.8,1.06,1.07,+0,5,4,55.5
1415,DEN,9,Lawson-Chandler-Gallinari-Faried-Nurkic,36.9,1.11,1.13,+2,2,2,50.0
1415,DEN,10,Lawson-Afflalo-Chandler-Arthur-Hickson,36.8,0.85,1.19,-25,6,12,33.3
1415,DEN,11,Green-Harris-Barton-Hickson-Lauvergne,35.3,0.76,1.17,-30,2,3,40.0
1415,DEN,12,Lawson-Foye-Chandler-Faried-Nurkic,35.0,1.38,1.10,+19,3,0,100
1415,DEN,13,Robinson-Harris-Gallinari-Arthur-Hickson,29.1,0.85,0.83,+1,2,3,40.0
1415,DEN,14,Lawson-Foye-Chandler-Faried-Hickson,27.4,0.96,1.02,-5,2,3,40.0
1415,DEN,15,Lawson-Afflalo-Chandler-Hickson-Nurkic,26.4,1.25,1.22,+3,3,5,37.5
1415,DEN,16,Nelson-Foye-Chandler-Gallinari-Faried,25.9,1.31,1.02,+15,1,0,100
1415,DEN,17,Green-Harris-Foye-Chandler-Faried,24.4,1.10,1.27,-7,0,2,0.0
1415,DEN,18,Lawson-Afflalo-Chandler-Gallinari-Mozgov,23.7,1.11,0.89,+9,2,2,50.0
1415,DEN,19,Nelson-Foye-Chandler-Arthur-Nurkic,23.5,0.86,0.86,+1,2,1,66.6
1415,DEN,20,Lawson-Nelson-Barton-Gallinari-Faried,23.5,1.24,0.90,+10,1,0,100
