Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,ORL,1,Augustin-Fournier-Isaac-Gordon-Vucevic,852.1,1.12,1.08,+70,36,28,56.2
1819,ORL,2,Augustin-Fournier-Ross-Gordon-Vucevic,232.9,1.13,1.08,+61,26,16,61.9
1819,ORL,3,Augustin-Fournier-Iwundu-Gordon-Vucevic,196.0,1.18,1.11,+27,14,11,56.0
1819,ORL,4,Grant-Ross-Simmons-Gordon-Bamba,158.6,1.05,1.08,-16,5,13,27.7
1819,ORL,5,Augustin-Fournier-Ross-Isaac-Vucevic,135.0,1.11,1.06,+13,15,16,48.3
1819,ORL,6,Augustin-Fournier-Simmons-Gordon-Vucevic,109.0,1.11,1.08,+7,6,8,42.8
1819,ORL,7,Augustin-Fournier-Iwundu-Isaac-Vucevic,107.7,1.23,1.10,+37,22,13,62.8
1819,ORL,8,Augustin-Ross-Iwundu-Isaac-Vucevic,99.7,1.13,1.11,-1,15,15,50.0
1819,ORL,9,Briscoe-Fournier-Ross-Gordon-Birch,88.8,1.13,1.06,+14,8,4,66.6
1819,ORL,10,Briscoe-Ross-Iwundu-Gordon-Birch,87.6,1.05,0.98,+17,8,7,53.3
1819,ORL,11,Augustin-Fournier-Simmons-Isaac-Vucevic,75.4,1.27,1.30,-5,7,7,50.0
1819,ORL,12,Grant-Ross-Simmons-Isaac-Bamba,61.6,0.91,1.23,-49,3,11,21.4
1819,ORL,13,Carter-Williams-Fournier-Ross-Gordon-Birch,57.6,1.19,1.01,+25,7,3,70.0
1819,ORL,14,Grant-Fournier-Ross-Isaac-Bamba,56.2,1.09,1.11,-8,6,5,54.5
1819,ORL,15,Carter-Williams-Ross-Iwundu-Gordon-Birch,52.4,1.09,1.08,-1,4,5,44.4
1819,ORL,16,Grant-Ross-Simmons-Martin-Bamba,48.9,0.95,0.93,+0,5,3,62.5
1819,ORL,17,Augustin-Ross-Simmons-Gordon-Bamba,48.0,0.93,1.07,-13,3,6,33.3
1819,ORL,18,Grant-Fournier-Ross-Gordon-Birch,45.2,1.13,1.08,+5,4,2,66.6
1819,ORL,19,Briscoe-Grant-Iwundu-Martin-Birch,43.1,0.96,0.98,+3,6,4,60.0
1819,ORL,20,Grant-Ross-Iwundu-Gordon-Birch,41.0,1.16,1.12,+1,5,3,62.5
