Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1314,UTA,1,Burke-Hayward-Jefferson-Williams-Favors,602.4,1.09,1.11,-6,21,22,48.8
1314,UTA,2,Burke-Hayward-Jefferson-Favors-Kanter,205.8,1.00,1.13,-60,5,13,27.7
1314,UTA,3,Burke-Burks-Hayward-Williams-Favors,151.6,1.09,1.06,+19,15,14,51.7
1314,UTA,4,Burke-Hayward-Jefferson-Williams-Kanter,151.6,1.05,1.18,-38,9,11,45.0
1314,UTA,5,Garrett-Burks-Hayward-Evans-Kanter,133.0,1.12,1.04,+25,13,15,46.4
1314,UTA,6,Burke-Burks-Hayward-Favors-Kanter,123.1,1.13,1.18,-11,10,9,52.6
1314,UTA,7,Burke-Burks-Hayward-Evans-Kanter,111.1,1.07,1.17,-28,17,18,48.5
1314,UTA,8,Burke-Burks-Jefferson-Williams-Favors,108.3,1.08,1.18,-22,4,9,30.7
1314,UTA,9,Lucas-Hayward-Jefferson-Favors-Kanter,105.0,0.98,1.08,-24,6,9,40.0
1314,UTA,10,Garrett-Burks-Rush-Evans-Kanter,87.0,1.00,1.07,-18,7,11,38.8
1314,UTA,11,Garrett-Burks-Jefferson-Evans-Kanter,82.5,0.86,1.10,-41,5,16,23.8
1314,UTA,12,Burke-Burks-Hayward-Evans-Favors,80.8,1.13,1.09,-2,8,11,42.1
1314,UTA,13,Burke-Burks-Jefferson-Evans-Kanter,67.7,1.16,1.18,-2,8,10,44.4
1314,UTA,14,Tinsley-Hayward-Jefferson-Favors-Kanter,64.9,0.94,1.27,-44,0,5,0.0
1314,UTA,15,Burke-Burks-Hayward-Williams-Kanter,58.8,1.15,1.51,-38,5,15,25.0
1314,UTA,16,Burks-Hayward-Jefferson-Favors-Kanter,58.6,0.87,1.01,-17,2,3,40.0
1314,UTA,17,Garrett-Hayward-Jefferson-Williams-Favors,51.1,1.27,1.02,+18,7,5,58.3
1314,UTA,18,Burke-Hayward-Jefferson-Evans-Kanter,47.9,0.94,1.20,-21,1,6,14.2
1314,UTA,19,Burke-Burks-Jefferson-Favors-Kanter,41.2,1.21,1.30,-4,4,7,36.3
1314,UTA,20,Lucas-Burks-Hayward-Evans-Kanter,40.9,1.08,1.07,+4,3,5,37.5
