Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0910,CHA,1,Felton-Jackson-Wallace-Diaw-Mohammed,454.2,1.06,1.08,-15,14,20,41.1
0910,CHA,2,Felton-Jackson-Wallace-Diaw-Ratliff,349.8,1.07,1.07,-7,11,12,47.8
0910,CHA,3,Felton-Jackson-Wallace-Diaw-Chandler,340.7,1.05,1.02,+33,17,12,58.6
0910,CHA,4,Felton-Murray-Jackson-Wallace-Diaw,171.7,1.04,0.97,+35,17,10,62.9
0910,CHA,5,Felton-Jackson-Wallace-Diaw-Thomas,89.9,0.99,0.98,+4,6,8,42.8
0910,CHA,6,Augustin-Murray-Jackson-Wallace-Diaw,77.4,1.27,1.01,+43,13,5,72.2
0910,CHA,7,Felton-Bell-Wallace-Diaw-Chandler,77.1,1.06,0.94,+19,4,0,100
0910,CHA,8,Felton-Graham-Jackson-Diaw-Ratliff,61.4,1.12,1.01,+15,3,2,60.0
0910,CHA,9,Augustin-Jackson-Wallace-Diaw-Mohammed,56.7,1.08,1.01,+6,5,6,45.4
0910,CHA,10,Felton-Jackson-Wallace-Diaw-Diop,56.3,1.29,1.22,-3,3,7,30.0
0910,CHA,11,Augustin-Felton-Jackson-Wallace-Diaw,49.5,1.12,0.92,+26,8,3,72.7
0910,CHA,12,Felton-Murray-Jackson-Wallace-Mohammed,44.1,0.98,0.95,+2,4,7,36.3
0910,CHA,13,Augustin-Murray-Jackson-Wallace-Diop,40.9,1.07,0.79,+22,7,3,70.0
0910,CHA,14,Augustin-Jackson-Wallace-Diaw-Thomas,38.7,0.91,1.03,-11,2,5,28.5
0910,CHA,15,Felton-Murray-Wallace-Diaw-Chandler,36.4,0.95,1.19,-15,3,2,60.0
0910,CHA,16,Felton-Graham-Wallace-Diaw-Chandler,34.5,0.85,0.83,-1,4,2,66.6
0910,CHA,17,Felton-Graham-Jackson-Diaw-Chandler,34.2,1.04,0.99,+2,5,3,62.5
0910,CHA,18,Augustin-Jackson-Wallace-Diaw-Ratliff,32.5,1.00,1.11,-2,4,2,66.6
0910,CHA,19,Felton-Hughes-Wallace-Diaw-Chandler,30.6,0.88,1.11,-10,2,4,33.3
0910,CHA,20,Augustin-Murray-Wallace-Diaw-Diop,26.2,1.08,1.19,+0,4,3,57.1
