Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1920,OKC,1,Paul-Gilgeous-Alexander-Ferguson-Gallinari-Adams,329.5,1.18,1.23,-35,12,16,42.8
1920,OKC,2,Paul-Gilgeous-Alexander-Dort-Gallinari-Adams,213.3,1.15,1.17,-9,8,10,44.4
1920,OKC,3,Paul-Schroder-Gilgeous-Alexander-Gallinari-Adams,172.7,1.35,1.06,+126,29,7,80.5
1920,OKC,4,Paul-Gilgeous-Alexander-Ferguson-Gallinari-Noel,96.9,1.02,1.24,-47,6,12,33.3
1920,OKC,5,Paul-Gilgeous-Alexander-Dort-Gallinari-Noel,87.2,1.39,1.06,+68,13,3,81.2
1920,OKC,6,Paul-Schroder-Gilgeous-Alexander-Gallinari-Noel,80.5,1.23,1.06,+37,14,10,58.3
1920,OKC,7,Schroder-Gilgeous-Alexander-Diallo-Bazley-Muscala,67.6,1.03,1.07,-3,9,9,50.0
1920,OKC,8,Schroder-Gilgeous-Alexander-Ferguson-Gallinari-Noel,59.2,1.06,1.04,+5,9,10,47.3
1920,OKC,9,Schroder-Gilgeous-Alexander-Ferguson-Gallinari-Adams,53.4,1.06,1.05,-2,9,7,56.2
1920,OKC,10,Schroder-Gilgeous-Alexander-Dort-Gallinari-Noel,52.6,1.32,1.28,+4,7,5,58.3
1920,OKC,11,Paul-Gilgeous-Alexander-Ferguson-Bazley-Adams,48.4,1.04,1.04,-1,3,4,42.8
1920,OKC,12,Paul-Gilgeous-Alexander-Nader-Gallinari-Adams,47.7,1.04,1.29,-21,2,5,28.5
1920,OKC,13,Paul-Schroder-Ferguson-Nader-Adams,45.6,1.01,1.06,-5,4,5,44.4
1920,OKC,14,Schroder-Gilgeous-Alexander-Ferguson-Bazley-Noel,45.5,0.92,1.10,-24,6,7,46.1
1920,OKC,15,Paul-Schroder-Diallo-Bazley-Adams,45.3,0.95,0.90,+6,7,5,58.3
1920,OKC,16,Paul-Schroder-Diallo-Bazley-Muscala,42.3,1.05,0.92,+16,7,4,63.6
1920,OKC,17,Schroder-Gilgeous-Alexander-Bazley-Nader-Noel,39.7,1.01,1.05,-2,5,9,35.7
1920,OKC,18,Paul-Schroder-Diallo-Bazley-Noel,35.6,1.08,0.93,+15,5,5,50.0
1920,OKC,19,Paul-Schroder-Ferguson-Gallinari-Noel,35.6,1.06,1.25,-15,4,9,30.7
1920,OKC,20,Paul-Schroder-Gilgeous-Alexander-Ferguson-Adams,35.0,1.37,0.95,+30,6,3,66.6
