Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,BOS,1,Thomas-Bradley-Crowder-Johnson-Sullinger,721.9,1.09,1.07,+21,27,30,47.3
1516,BOS,2,Smart-Bradley-Turner-Jerebko-Olynyk,133.2,1.21,0.97,+64,14,5,73.6
1516,BOS,3,Thomas-Bradley-Turner-Johnson-Sullinger,126.9,1.12,1.00,+33,11,6,64.7
1516,BOS,4,Smart-Bradley-Turner-Jerebko-Zeller,101.1,1.10,1.09,+3,8,8,50.0
1516,BOS,5,Thomas-Bradley-Crowder-Sullinger-Olynyk,97.0,1.17,0.97,+49,13,9,59.0
1516,BOS,6,Thomas-Smart-Crowder-Johnson-Sullinger,78.0,1.06,1.00,+15,8,5,61.5
1516,BOS,7,Thomas-Turner-Crowder-Johnson-Olynyk,71.3,1.04,1.04,-5,5,3,62.5
1516,BOS,8,Thomas-Bradley-Turner-Crowder-Sullinger,67.0,1.15,0.93,+57,16,6,72.7
1516,BOS,9,Thomas-Smart-Bradley-Crowder-Sullinger,66.1,1.20,1.19,+8,10,10,50.0
1516,BOS,10,Thomas-Smart-Bradley-Johnson-Sullinger,65.0,1.10,1.11,+1,5,7,41.6
1516,BOS,11,Thomas-Turner-Crowder-Johnson-Sullinger,56.6,1.04,1.14,-7,7,9,43.7
1516,BOS,12,Thomas-Smart-Turner-Crowder-Johnson,56.3,1.06,1.13,-6,9,10,47.3
1516,BOS,13,Thomas-Bradley-Crowder-Johnson-Olynyk,52.6,1.14,1.09,+13,4,5,44.4
1516,BOS,14,Thomas-Smart-Turner-Crowder-Sullinger,44.8,1.01,1.02,-3,7,8,46.6
1516,BOS,15,Thomas-Smart-Bradley-Crowder-Johnson,40.8,1.07,1.03,-3,4,8,33.3
1516,BOS,16,Smart-Bradley-Turner-Olynyk-Zeller,40.3,1.10,1.02,+8,4,2,66.6
1516,BOS,17,Thomas-Smart-Turner-Jerebko-Olynyk,38.6,0.96,0.88,+10,7,5,58.3
1516,BOS,18,Thomas-Bradley-Turner-Crowder-Johnson,34.9,1.14,1.07,+3,6,6,50.0
1516,BOS,19,Thomas-Smart-Turner-Crowder-Zeller,34.6,1.09,1.21,-11,7,7,50.0
1516,BOS,20,Thomas-Bradley-Turner-Johnson-Olynyk,34.5,1.21,1.07,+5,8,4,66.6
