Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1415,UTA,1,Burke-Burks-Hayward-Favors-Kanter,328.7,1.17,1.18,-1,10,14,41.6
1415,UTA,2,Exum-Hayward-Ingles-Favors-Gobert,187.9,1.01,1.00,+0,12,15,44.4
1415,UTA,3,Exum-Hood-Hayward-Favors-Gobert,161.0,1.06,0.96,+23,8,6,57.1
1415,UTA,4,Burke-Hayward-Ingles-Favors-Gobert,127.8,1.07,0.91,+50,15,6,71.4
1415,UTA,5,Burke-Hayward-Ingles-Favors-Kanter,122.5,1.03,1.19,-37,9,14,39.1
1415,UTA,6,Exum-Hayward-Ingles-Booker-Gobert,107.3,1.00,0.93,+16,19,15,55.8
1415,UTA,7,Burke-Hood-Hayward-Favors-Kanter,95.8,1.07,1.01,+14,7,5,58.3
1415,UTA,8,Exum-Hood-Hayward-Booker-Gobert,94.7,1.01,0.99,+6,12,13,48.0
1415,UTA,9,Exum-Hayward-Ingles-Favors-Kanter,79.4,1.14,1.00,+24,7,4,63.6
1415,UTA,10,Burke-Millsap-Hayward-Favors-Gobert,78.9,1.05,0.97,+7,10,7,58.8
1415,UTA,11,Burke-Millsap-Hayward-Booker-Gobert,71.5,1.20,0.99,+26,11,9,55.0
1415,UTA,12,Burke-Burks-Hayward-Kanter-Gobert,67.1,1.00,0.98,+1,7,7,50.0
1415,UTA,13,Burke-Burks-Hayward-Booker-Favors,59.5,1.10,1.08,+1,6,8,42.8
1415,UTA,14,Exum-Hood-Ingles-Booker-Gobert,58.7,1.13,1.19,-7,5,9,35.7
1415,UTA,15,Exum-Burks-Ingles-Booker-Gobert,54.4,0.95,1.09,-18,6,9,40.0
1415,UTA,16,Exum-Hayward-Ingles-Booker-Favors,53.1,1.28,1.18,+6,9,9,50.0
1415,UTA,17,Burke-Hood-Hayward-Booker-Favors,52.8,1.29,0.90,+31,10,7,58.8
1415,UTA,18,Burke-Hood-Hayward-Booker-Gobert,50.8,1.03,1.09,-6,6,10,37.5
1415,UTA,19,Exum-Millsap-Hayward-Favors-Kanter,48.1,1.12,0.98,+13,1,2,33.3
1415,UTA,20,Burke-Hood-Hayward-Favors-Gobert,39.5,1.01,1.20,-9,4,7,36.3
