Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1819,MIL,1,Bledsoe-Brogdon-Middleton-Antetokounmpo-Lopez,587.4,1.16,1.09,+88,29,24,54.7
1819,MIL,2,Bledsoe-Brown-Middleton-Antetokounmpo-Lopez,127.7,1.02,1.18,-31,12,20,37.5
1819,MIL,3,Bledsoe-Connaughton-Middleton-Antetokounmpo-Lopez,67.8,1.22,1.12,+24,14,8,63.6
1819,MIL,4,Bledsoe-Snell-Middleton-Antetokounmpo-Lopez,66.5,1.10,1.09,+3,5,6,45.4
1819,MIL,5,Bledsoe-Connaughton-Middleton-Ilyasova-Lopez,57.5,1.11,1.06,+4,8,10,44.4
1819,MIL,6,Bledsoe-Brogdon-Middleton-Ilyasova-Lopez,56.8,1.14,0.97,+21,5,4,55.5
1819,MIL,7,Bledsoe-Middleton-Ilyasova-Antetokounmpo-Lopez,48.3,1.25,1.09,+11,9,8,52.9
1819,MIL,8,Bledsoe-Brown-Middleton-Wilson-Lopez,48.2,1.40,1.09,+24,8,7,53.3
1819,MIL,9,Hill-Brown-Middleton-Wilson-Lopez,40.6,1.00,1.23,-22,5,12,29.4
1819,MIL,10,Bledsoe-Middleton-Mirotic-Antetokounmpo-Lopez,39.8,1.16,0.86,+27,6,2,75.0
1819,MIL,11,Bledsoe-Connaughton-Snell-Antetokounmpo-Lopez,38.6,1.32,0.95,+33,8,3,72.7
1819,MIL,12,Connaughton-Brogdon-Snell-Ilyasova-Antetokounmpo,37.1,1.31,1.11,+17,7,5,58.3
1819,MIL,13,Hill-Brogdon-Middleton-Antetokounmpo-Lopez,35.7,1.21,0.92,+27,8,3,72.7
1819,MIL,14,Bledsoe-Brogdon-Snell-Antetokounmpo-Lopez,35.4,1.41,0.79,+47,4,0,100
1819,MIL,15,Hill-Brogdon-Brown-Wilson-Ilyasova,34.0,1.00,0.93,+4,4,6,40.0
1819,MIL,16,Bledsoe-Hill-Middleton-Antetokounmpo-Lopez,32.5,1.08,0.73,+29,10,0,100
1819,MIL,17,DiVincenzo-Brogdon-Snell-Antetokounmpo-Henson,32.1,1.05,1.04,-1,3,5,37.5
1819,MIL,18,Hill-Brogdon-Snell-Ilyasova-Antetokounmpo,32.1,0.88,0.99,-8,2,7,22.2
1819,MIL,19,Connaughton-Brogdon-Snell-Antetokounmpo-Lopez,31.6,1.17,1.08,+3,6,5,54.5
1819,MIL,20,Bledsoe-Brogdon-Snell-Ilyasova-Antetokounmpo,29.9,1.51,1.15,+24,6,5,54.5
