Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1718,LAC,1,L.Williams-Rivers-Thornwell-Harris-Jordan,160.6,1.21,1.12,+24,7,8,46.6
1718,LAC,2,Beverley-Rivers-Gallinari-Griffin-Jordan,143.2,1.14,1.06,+22,5,2,71.4
1718,LAC,3,L.Williams-Rivers-W.Johnson-Griffin-Jordan,101.5,1.11,1.15,-3,4,8,33.3
1718,LAC,4,L.Williams-Teodosic-Rivers-Harris-Jordan,69.4,1.12,1.29,-15,7,10,41.1
1718,LAC,5,Teodosic-Rivers-W.Johnson-Harris-Jordan,63.9,1.05,1.06,+1,4,2,66.6
1718,LAC,6,Rivers-Thornwell-W.Johnson-Griffin-Jordan,63.1,1.02,1.02,-4,3,3,50.0
1718,LAC,7,L.Williams-Teodosic-Thornwell-Dekker-Harrell,60.8,1.10,1.11,-3,8,5,61.5
1718,LAC,8,Bradley-Rivers-Harris-Gallinari-Jordan,59.9,1.08,0.93,+13,2,2,50.0
1718,LAC,9,Teodosic-Rivers-Thornwell-Harris-Jordan,57.4,0.95,1.09,-17,3,5,37.5
1718,LAC,10,L.Williams-Teodosic-Wallace-Griffin-Reed,56.4,1.20,1.21,+1,2,3,40.0
1718,LAC,11,Teodosic-Rivers-C.Williams-Wilson-Jordan,55.3,1.19,0.98,+25,3,1,75.0
1718,LAC,12,Rivers-Wallace-W.Johnson-Harris-Jordan,52.7,1.08,1.03,+3,2,3,40.0
1718,LAC,13,Beverley-Rivers-W.Johnson-Griffin-Jordan,50.1,1.25,1.31,-8,2,2,50.0
1718,LAC,14,L.Williams-Rivers-Wallace-Harris-Jordan,49.9,1.19,1.32,-12,3,6,33.3
1718,LAC,15,L.Williams-Rivers-Harris-Gallinari-Jordan,48.6,1.00,1.32,-27,2,5,28.5
1718,LAC,16,Evans-L.Williams-Thornwell-Dekker-Harrell,45.9,1.08,0.96,+13,6,4,60.0
1718,LAC,17,L.Williams-Wallace-W.Johnson-Griffin-Jordan,40.6,1.21,0.96,+26,3,0,100
1718,LAC,18,L.Williams-Rivers-Thornwell-Harris-Harrell,39.4,1.23,1.05,+13,5,7,41.6
1718,LAC,19,L.Williams-Rivers-W.Johnson-Harris-Jordan,38.6,1.31,1.14,+13,6,3,66.6
1718,LAC,20,Evans-L.Williams-C.Williams-W.Johnson-Jordan,36.6,1.23,1.17,+5,1,1,50.0
