Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1112,WAS,1,Wall-Young-Singleton-Booker-McGee,200.7,0.96,1.06,-41,8,14,36.3
1112,WAS,2,Wall-Crawford-Singleton-Vesely-Seraphin,199.1,0.99,1.03,-18,10,10,50.0
1112,WAS,3,Wall-Young-Lewis-Blatche-McGee,109.9,0.91,1.03,-20,3,6,33.3
1112,WAS,4,Wall-Crawford-Singleton-Booker-McGee,108.9,1.00,1.19,-38,4,8,33.3
1112,WAS,5,Wall-Crawford-Singleton-Booker-Seraphin,106.8,0.99,1.03,-10,5,5,50.0
1112,WAS,6,Wall-Crawford-Singleton-Booker-Nene,92.8,1.08,0.98,+15,4,0,100
1112,WAS,7,Wall-Crawford-Young-Booker-McGee,78.4,1.17,1.24,-8,7,6,53.8
1112,WAS,8,Wall-Young-Lewis-Vesely-McGee,63.4,0.97,1.06,-12,3,6,33.3
1112,WAS,9,Wall-Young-Singleton-Blatche-McGee,61.0,0.78,0.96,-23,2,6,25.0
1112,WAS,10,Wall-Young-Lewis-Booker-McGee,43.5,0.95,1.25,-24,2,10,16.6
1112,WAS,11,Wall-Crawford-Lewis-Blatche-McGee,41.5,0.88,1.30,-33,3,5,37.5
1112,WAS,12,Wall-Crawford-Martin-Vesely-Seraphin,40.1,0.99,0.95,+2,4,4,50.0
1112,WAS,13,Wall-Crawford-Young-Lewis-McGee,36.5,0.98,1.20,-19,1,7,12.5
1112,WAS,14,Mack-Mason-Martin-J.Singleton-Seraphin,35.3,1.17,1.17,-1,2,3,40.0
1112,WAS,15,Wall-Martin-Singleton-Vesely-Seraphin,33.9,1.10,0.84,+17,2,1,66.6
1112,WAS,16,Wall-Crawford-Singleton-Seraphin-Nene,31.3,1.08,1.02,+4,2,1,66.6
1112,WAS,17,Crawford-Mack-Singleton-Vesely-Seraphin,29.0,0.54,0.87,-17,1,4,20.0
1112,WAS,18,Wall-Crawford-Lewis-Vesely-McGee,27.6,1.15,0.96,+7,4,5,44.4
1112,WAS,19,Mack-Almond-Evans-J.Singleton-Nene,26.5,1.06,0.85,+12,2,0,100
1112,WAS,20,Wall-Young-Singleton-Lewis-McGee,25.6,0.91,0.91,+3,2,3,40.0
