Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,BKN,1,Lin-Foye-LeVert-Hollis-Jefferson-Lopez,244.4,1.08,1.07,+7,10,9,52.6
1617,BKN,2,Whitehead-Kilpatrick-Bogdanovic-Booker-Lopez,178.4,1.08,1.15,-23,6,14,30.0
1617,BKN,3,Dinwiddie-Foye-Bogdanovic-Hollis-Jefferson-Lopez,65.4,1.07,1.01,+2,3,4,42.8
1617,BKN,4,Dinwiddie-Whitehead-Kilpatrick-Booker-Acy,63.5,1.20,1.08,+18,4,2,66.6
1617,BKN,5,Whitehead-Kilpatrick-Harris-Booker-Hamilton,62.1,1.04,1.03,-5,3,5,37.5
1617,BKN,6,Dinwiddie-Foye-LeVert-Hollis-Jefferson-Lopez,58.2,1.05,0.96,+14,5,4,55.5
1617,BKN,7,Whitehead-Kilpatrick-Harris-Booker-Lopez,56.3,1.15,1.13,+9,4,9,30.7
1617,BKN,8,Dinwiddie-Foye-Bogdanovic-Booker-Lopez,50.7,0.95,1.13,-16,2,2,50.0
1617,BKN,9,Lin-Kilpatrick-LeVert-Hollis-Jefferson-Lopez,50.3,1.25,0.96,+31,6,3,66.6
1617,BKN,10,Dinwiddie-Harris-Bogdanovic-Booker-Lopez,47.9,1.18,1.26,-7,3,4,42.8
1617,BKN,11,Lin-Whitehead-LeVert-Hollis-Jefferson-Lopez,43.9,1.14,1.14,+0,4,4,50.0
1617,BKN,12,Dinwiddie-Whitehead-McDaniels-Booker-Acy,42.2,0.91,0.85,+6,2,4,33.3
1617,BKN,13,Whitehead-Bogdanovic-Hollis-Jefferson-Booker-Lopez,42.1,1.16,1.18,-4,1,4,20.0
1617,BKN,14,Kilpatrick-Bogdanovic-Hollis-Jefferson-Booker-Lopez,41.7,1.14,1.18,-2,2,4,33.3
1617,BKN,15,Whitehead-Harris-Bogdanovic-Booker-Lopez,38.1,0.85,1.03,-18,4,6,40.0
1617,BKN,16,Foye-Whitehead-Bogdanovic-Hollis-Jefferson-Lopez,36.3,1.09,0.89,+18,4,3,57.1
1617,BKN,17,Lin-Dinwiddie-LeVert-Hollis-Jefferson-Lopez,33.1,1.16,1.23,-8,1,6,14.2
1617,BKN,18,Lin-Kilpatrick-Harris-Booker-Lopez,31.9,1.01,0.94,+5,2,1,66.6
1617,BKN,19,Dinwiddie-Whitehead-Kilpatrick-Booker-Hamilton,31.2,1.09,0.97,+9,3,0,100
1617,BKN,20,Lin-Bogdanovic-Hollis-Jefferson-Booker-Lopez,30.8,1.06,1.25,-12,1,2,33.3
