Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1415,ATL,1,Teague-Korver-Carroll-Millsap-Horford,915.0,1.12,1.04,+170,30,22,57.6
1415,ATL,2,Schroder-Bazemore-Korver-Scott-Horford,120.6,1.00,1.13,-26,9,13,40.9
1415,ATL,3,Teague-Korver-Carroll-Millsap-Antic,120.0,1.09,0.98,+34,14,14,50.0
1415,ATL,4,Schroder-Korver-Carroll-Millsap-Horford,104.1,1.18,1.07,+21,6,7,46.1
1415,ATL,5,Teague-Sefolosha-Korver-Millsap-Horford,87.5,1.21,1.13,+13,10,6,62.5
1415,ATL,6,Schroder-Sefolosha-Korver-Scott-Horford,78.3,1.25,0.82,+66,16,5,76.1
1415,ATL,7,Teague-Bazemore-Carroll-Millsap-Antic,73.1,0.97,1.03,-14,10,12,45.4
1415,ATL,8,Teague-Bazemore-Korver-Millsap-Horford,65.6,1.16,1.11,+10,7,7,50.0
1415,ATL,9,Teague-Sefolosha-Korver-Millsap-Antic,64.7,1.24,0.88,+59,11,3,78.5
1415,ATL,10,Teague-Bazemore-Carroll-Millsap-Horford,60.6,1.04,1.01,-5,8,12,40.0
1415,ATL,11,Schroder-Bazemore-Korver-Horford-Antic,59.0,1.12,1.01,+13,8,6,57.1
1415,ATL,12,Teague-Korver-Carroll-Horford-Muscala,54.5,1.20,0.75,+50,6,0,100
1415,ATL,13,Schroder-Bazemore-Carroll-Millsap-Antic,51.5,1.06,0.96,+7,9,7,56.2
1415,ATL,14,Teague-Sefolosha-Carroll-Millsap-Antic,50.2,0.94,0.89,-2,6,6,50.0
1415,ATL,15,Schroder-Mack-Sefolosha-Scott-Horford,39.8,0.89,1.01,-9,3,7,30.0
1415,ATL,16,Schroder-Sefolosha-Carroll-Millsap-Antic,38.6,1.33,1.04,+22,7,4,63.6
1415,ATL,17,Teague-Korver-Carroll-Scott-Horford,34.1,1.16,0.98,+15,7,7,50.0
1415,ATL,18,Schroder-Mack-Korver-Scott-Horford,32.2,1.12,1.21,-2,3,5,37.5
1415,ATL,19,Teague-Korver-Carroll-Millsap-Brand,29.9,1.40,1.02,+27,8,1,88.8
1415,ATL,20,Teague-Bazemore-Carroll-Millsap-Brand,29.5,1.12,1.13,-3,2,4,33.3
