Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
0910,NJN,1,Harris-Lee-Hayes-Yi-Lopez,326.2,1.05,1.09,-13,11,12,47.8
0910,NJN,2,Harris-Lee-Douglas-Roberts-Yi-Lopez,206.6,1.04,1.17,-52,3,10,23.0
0910,NJN,3,Harris-Lee-T.Williams-Yi-Lopez,191.5,1.06,1.10,-16,7,10,41.1
0910,NJN,4,Harris-Lee-Hassell-Boone-Lopez,114.7,1.10,1.10,-1,4,5,44.4
0910,NJN,5,Harris-Lee-Douglas-Roberts-Boone-Lopez,106.9,1.02,1.20,-38,2,7,22.2
0910,NJN,6,Harris-Lee-Hassell-Yi-Lopez,85.1,1.04,1.24,-38,2,6,25.0
0910,NJN,7,Dooling-Lee-Douglas-Roberts-Yi-Lopez,82.0,1.00,1.11,-18,3,5,37.5
0910,NJN,8,Harris-Lee-Hayes-Humphries-Lopez,58.5,1.03,1.20,-19,5,12,29.4
0910,NJN,9,Harris-Douglas-Roberts-Hassell-Boone-Lopez,54.7,0.88,1.23,-34,1,3,25.0
0910,NJN,10,Dooling-T.Williams-Douglas-Roberts-Humphries-Boone,54.2,1.02,0.91,+12,5,7,41.6
0910,NJN,11,Dooling-T.Williams-Hayes-Humphries-Lopez,54.2,1.16,1.00,+18,8,6,57.1
0910,NJN,12,Harris-Douglas-Roberts-Hassell-Yi-Lopez,53.7,0.95,1.17,-24,1,4,20.0
0910,NJN,13,Alston-Douglas-Roberts-Hassell-Boone-Lopez,46.7,0.83,1.26,-36,1,6,14.2
0910,NJN,14,Dooling-Lee-Hayes-Yi-Lopez,41.6,1.28,1.21,+4,2,4,33.3
0910,NJN,15,Harris-T.Williams-Douglas-Roberts-Yi-Lopez,41.3,0.96,1.27,-17,2,7,22.2
0910,NJN,16,Harris-Lee-T.Williams-Humphries-Lopez,39.4,0.99,1.12,-7,5,7,41.6
0910,NJN,17,Dooling-Lee-T.Williams-Humphries-Lopez,38.8,1.00,1.11,-5,5,8,38.4
0910,NJN,18,Alston-T.Williams-Hassell-Boone-Lopez,36.8,0.87,1.03,-8,0,3,0.0
0910,NJN,19,Alston-T.Williams-Hassell-Simmons-Lopez,33.7,0.89,1.28,-25,0,6,0.0
0910,NJN,20,Alston-Lee-Douglas-Roberts-Yi-Lopez,32.6,0.90,0.96,-5,1,1,50.0
