Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,CHI,1,Rondo-Wade-Butler-Gibson-Lopez,390.5,1.10,1.08,+13,14,13,51.8
1617,CHI,2,Rondo-Butler-Zipser-Mirotic-Lopez,135.9,1.24,1.03,+64,10,4,71.4
1617,CHI,3,Grant-Wade-Butler-Gibson-Lopez,132.6,1.17,0.97,+52,7,5,58.3
1617,CHI,4,Rondo-Valentine-Butler-Mirotic-Lopez,98.5,1.15,1.15,-1,6,10,37.5
1617,CHI,5,Carter-Williams-Wade-Butler-Gibson-Lopez,96.0,0.97,1.04,-12,3,5,37.5
1617,CHI,6,Rondo-Butler-McDermott-Gibson-Lopez,93.2,0.94,1.10,-25,7,14,33.3
1617,CHI,7,Grant-Wade-Butler-Portis-Lopez,81.2,1.04,1.10,-16,2,4,33.3
1617,CHI,8,Grant-Wade-McDermott-Mirotic-Felicio,65.8,1.11,1.13,-2,3,5,37.5
1617,CHI,9,Rondo-Wade-Butler-Portis-Lopez,54.4,1.00,1.10,-9,3,6,33.3
1617,CHI,10,Rondo-Butler-McDermott-Mirotic-Lopez,47.1,1.33,1.13,+21,8,6,57.1
1617,CHI,11,Carter-Williams-Butler-McDermott-Gibson-Lopez,47.0,1.19,1.18,-4,3,3,50.0
1617,CHI,12,Grant-Butler-Zipser-Portis-Lopez,41.8,1.16,1.04,+8,3,2,60.0
1617,CHI,13,Canaan-Wade-McDermott-Mirotic-Felicio,38.8,0.99,0.84,+10,3,3,50.0
1617,CHI,14,Grant-Butler-Zipser-Mirotic-Lopez,36.4,1.16,0.84,+28,3,1,75.0
1617,CHI,15,Grant-Wade-Butler-Mirotic-Lopez,35.7,1.13,0.97,+13,4,5,44.4
1617,CHI,16,Rondo-Zipser-McDermott-Mirotic-Felicio,35.2,1.03,1.09,-3,2,3,40.0
1617,CHI,17,Rondo-Wade-Butler-Mirotic-Gibson,34.5,0.96,1.04,-2,5,7,41.6
1617,CHI,18,Rondo-Wade-Butler-Mirotic-Lopez,34.3,1.03,0.96,+9,6,6,50.0
1617,CHI,19,Wade-Butler-McDermott-Mirotic-Felicio,32.6,1.29,1.02,+20,5,3,62.5
1617,CHI,20,Carter-Williams-Valentine-Zipser-Portis-Lauvergne,31.8,1.10,1.08,-3,3,4,42.8
