Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1516,ORL,1,Payton-Fournier-Harris-Frye-Vucevic,334.0,1.11,1.03,+47,14,10,58.3
1516,ORL,2,Payton-Oladipo-Fournier-Gordon-Vucevic,219.0,1.05,1.10,-24,9,12,42.8
1516,ORL,3,Payton-Oladipo-Fournier-Harris-Vucevic,165.4,0.93,1.06,-36,7,11,38.8
1516,ORL,4,Payton-Oladipo-Gordon-Harris-Vucevic,141.3,1.06,1.16,-29,4,9,30.7
1516,ORL,5,Oladipo-Fournier-Harris-Frye-Vucevic,98.3,1.05,1.06,-1,8,4,66.6
1516,ORL,6,Payton-Oladipo-Fournier-Gordon-Dedmon,81.5,1.11,1.16,-12,4,5,44.4
1516,ORL,7,Payton-Oladipo-Hezonja-Gordon-Vucevic,74.5,1.24,0.99,+38,9,2,81.8
1516,ORL,8,Jennings-Oladipo-Fournier-Gordon-Dedmon,70.8,1.13,1.10,-1,3,5,37.5
1516,ORL,9,Payton-Oladipo-Fournier-Harris-Dedmon,67.2,0.93,1.04,-11,3,4,42.8
1516,ORL,10,Payton-Oladipo-Fournier-Gordon-Smith,65.1,1.06,1.17,-14,3,5,37.5
1516,ORL,11,Oladipo-Hezonja-Gordon-Nicholson-Smith,58.0,1.09,0.99,+11,7,2,77.7
1516,ORL,12,Payton-Oladipo-Harris-Nicholson-Vucevic,51.4,1.10,1.12,-1,4,5,44.4
1516,ORL,13,Napier-Oladipo-Gordon-Nicholson-Smith,48.2,1.11,0.76,+32,6,2,75.0
1516,ORL,14,Oladipo-Fournier-Gordon-Harris-Vucevic,48.2,1.15,1.00,+15,5,4,55.5
1516,ORL,15,Payton-Fournier-Gordon-Harris-Vucevic,44.0,0.96,1.13,-18,1,5,16.6
1516,ORL,16,Payton-Fournier-Hezonja-Ilyasova-Vucevic,43.6,1.08,1.20,-13,1,3,25.0
1516,ORL,17,Payton-Oladipo-Harris-Frye-Vucevic,42.0,1.13,0.86,+25,7,1,87.5
1516,ORL,18,Watson-Oladipo-Fournier-Gordon-Dedmon,38.6,1.08,1.07,+1,2,5,28.5
1516,ORL,19,Payton-Fournier-Hezonja-Gordon-Dedmon,35.4,1.04,1.18,-8,2,4,33.3
1516,ORL,20,Oladipo-Hezonja-Gordon-Harris-Vucevic,33.1,1.26,1.00,+16,5,3,62.5
