Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1617,SAS,1,Parker-Green-Leonard-Aldridge-Gasol,392.2,1.16,1.08,+74,16,14,53.3
1617,SAS,2,Parker-Green-Leonard-Aldridge-Dedmon,256.6,1.07,1.02,+21,17,13,56.6
1617,SAS,3,Mills-Ginobili-Leonard-Aldridge-Gasol,122.1,1.12,1.16,-1,11,15,42.3
1617,SAS,4,Parker-Green-Leonard-Lee-Aldridge,93.4,1.12,1.04,+14,10,10,50.0
1617,SAS,5,Mills-Green-Leonard-Aldridge-Gasol,86.3,1.21,0.99,+38,13,9,59.0
1617,SAS,6,Mills-Ginobili-Leonard-Lee-Aldridge,84.5,1.15,1.21,-10,11,13,45.8
1617,SAS,7,Mills-Ginobili-Simmons-Lee-Dedmon,72.9,1.14,0.80,+46,14,5,73.6
1617,SAS,8,Mills-Ginobili-Leonard-Lee-Gasol,70.5,1.17,1.10,+15,11,9,55.0
1617,SAS,9,Parker-Ginobili-Leonard-Aldridge-Gasol,55.4,1.17,1.21,-1,7,10,41.1
1617,SAS,10,Parker-Simmons-Leonard-Aldridge-Gasol,54.1,1.16,1.00,+12,5,5,50.0
1617,SAS,11,Mills-Anderson-Leonard-Aldridge-Gasol,53.9,1.12,0.96,+18,4,2,66.6
1617,SAS,12,Mills-Green-Leonard-Lee-Aldridge,50.5,1.11,1.05,+10,12,10,54.5
1617,SAS,13,Mills-Ginobili-Simmons-Lee-Gasol,47.4,1.08,1.11,-12,7,11,38.8
1617,SAS,14,Parker-Simmons-Leonard-Aldridge-Dedmon,47.1,1.23,1.14,+11,6,6,50.0
1617,SAS,15,Mills-Green-Leonard-Aldridge-Dedmon,46.6,1.34,1.14,+12,8,4,66.6
1617,SAS,16,Parker-Anderson-Leonard-Aldridge-Gasol,46.3,1.00,1.14,-14,3,2,60.0
1617,SAS,17,Mills-Ginobili-Simmons-Lee-Aldridge,44.6,0.94,0.88,+9,8,7,53.3
1617,SAS,18,Parker-Green-Leonard-Bertans-Aldridge,42.9,1.19,1.17,+6,4,3,57.1
1617,SAS,19,Parker-Green-Leonard-Lee-Gasol,41.0,1.17,0.96,+19,6,1,85.7
1617,SAS,20,Mills-Ginobili-Anderson-Lee-Gasol,38.7,0.81,0.96,-12,5,6,45.4
