Year,Team,#,Unit,Min,Off,Def,+/-,W,L,Win%
1011,BOS,1,Rondo-Allen-Pierce-Garnett-Davis,515.3,1.13,0.96,+169,35,15,70.0
1011,BOS,2,Rondo-Allen-Pierce-Garnett-Krstic,284.9,1.09,0.98,+48,9,9,50.0
1011,BOS,3,Rondo-Allen-Pierce-Garnett-S.O'Neal,265.9,1.17,0.99,+101,15,3,83.3
1011,BOS,4,Rondo-Allen-Pierce-Garnett-Perkins,169.7,1.14,1.00,+44,9,3,75.0
1011,BOS,5,Rondo-Allen-Pierce-Davis-S.O'Neal,160.3,1.22,1.07,+39,9,4,69.2
1011,BOS,6,Rondo-Allen-Pierce-Garnett-J.O'Neal,127.1,1.05,1.00,+13,5,4,55.5
1011,BOS,7,Robinson-Allen-Pierce-Garnett-Davis,117.2,1.06,0.91,+31,8,9,47.0
1011,BOS,8,Robinson-Allen-Pierce-Garnett-S.O'Neal,110.1,1.11,0.90,+42,6,5,54.5
1011,BOS,9,Rondo-Allen-Pierce-Garnett-Erden,79.3,1.14,1.04,+9,6,3,66.6
1011,BOS,10,Robinson-Allen-Daniels-Davis-Erden,56.5,1.09,1.27,-22,3,10,23.0
1011,BOS,11,Robinson-Wafer-Daniels-Davis-Erden,53.1,1.01,1.00,-1,6,6,50.0
1011,BOS,12,Rondo-Allen-Pierce-Green-Garnett,52.5,1.14,1.05,+21,5,5,50.0
1011,BOS,13,Rondo-Allen-Daniels-Garnett-Davis,41.1,0.97,0.92,+2,7,6,53.8
1011,BOS,14,West-Allen-Green-Davis-Krstic,34.9,1.00,1.03,-5,3,2,60.0
1011,BOS,15,Robinson-Daniels-Pierce-Davis-Erden,31.0,0.87,0.85,-2,5,8,38.4
1011,BOS,16,Robinson-Wafer-Daniels-Harangody-Erden,27.6,0.86,1.11,-14,1,5,16.6
1011,BOS,17,Rondo-Allen-Daniels-Davis-Erden,27.0,1.02,0.85,+13,4,5,44.4
1011,BOS,18,West-Allen-Pierce-Garnett-Davis,26.9,0.95,1.06,-5,1,3,25.0
1011,BOS,19,Robinson-Allen-Pierce-Davis-S.O'Neal,26.4,0.88,1.03,-8,1,3,25.0
1011,BOS,20,Rondo-West-Green-Davis-Krstic,23.2,0.83,1.03,-4,3,4,42.8
